,scaled_input_V1,scaled_input_V2,scaled_input_V3,scaled_input_V4,scaled_input_V5,scaled_input_V6,scaled_input_V7,scaled_input_V8,scaled_input_V9,scaled_input_V10,scaled_input_V11,scaled_input_V12,scaled_input_V13,scaled_input_V14,scaled_input_V15,scaled_input_V16,scaled_input_V17,scaled_input_V18,scaled_input_V19,scaled_input_V20,scaled_input_V21,scaled_input_V22,scaled_input_V23,scaled_input_V24,scaled_input_V25,scaled_input_V26,scaled_input_V27,scaled_input_V28,scaled_input_V29,scaled_input_V30,scaled_input_V31,scaled_input_V32,scaled_input_V33,scaled_input_V34,scaled_input_V35,scaled_input_V36,scaled_input_V37,scaled_input_V38,scaled_input_V39,scaled_input_V40,scaled_input_V41,scaled_input_V42,scaled_input_V43,scaled_input_V44,scaled_input_V45,scaled_input_V46,scaled_input_V47,scaled_input_V48,scaled_input_V49,scaled_input_V50,scaled_input_V51,scaled_input_V52,scaled_input_V53,scaled_input_V54,scaled_input_target,origin_input_V1,origin_input_V2,origin_input_V3,origin_input_V4,origin_input_V5,origin_input_V6,origin_input_V7,origin_input_V8,origin_input_V9,origin_input_V10,origin_input_V11,origin_input_V12,origin_input_V13,origin_input_V14,origin_input_V15,origin_input_V16,origin_input_V17,origin_input_V18,origin_input_V19,origin_input_V20,origin_input_V21,origin_input_V22,origin_input_V23,origin_input_V24,origin_input_V25,origin_input_V26,origin_input_V27,origin_input_V28,origin_input_V29,origin_input_V30,origin_input_V31,origin_input_V32,origin_input_V33,origin_input_V34,origin_input_V35,origin_input_V36,origin_input_V37,origin_input_V38,origin_input_V39,origin_input_V40,origin_input_V41,origin_input_V42,origin_input_V43,origin_input_V44,origin_input_V45,origin_input_V46,origin_input_V47,origin_input_V48,origin_input_V49,origin_input_V50,origin_input_V51,origin_input_V52,origin_input_V53,origin_input_V54,origin_input_target,scaled_cf_V1,scaled_cf_V2,scaled_cf_V3,scaled_cf_V4,scaled_cf_V5,scaled_cf_V6,scaled_cf_V7,scaled_cf_V8,scaled_cf_V9,scaled_cf_V10,scaled_cf_V11,scaled_cf_V12,scaled_cf_V13,scaled_cf_V14,scaled_cf_V15,scaled_cf_V16,scaled_cf_V17,scaled_cf_V18,scaled_cf_V19,scaled_cf_V20,scaled_cf_V21,scaled_cf_V22,scaled_cf_V23,scaled_cf_V24,scaled_cf_V25,scaled_cf_V26,scaled_cf_V27,scaled_cf_V28,scaled_cf_V29,scaled_cf_V30,scaled_cf_V31,scaled_cf_V32,scaled_cf_V33,scaled_cf_V34,scaled_cf_V35,scaled_cf_V36,scaled_cf_V37,scaled_cf_V38,scaled_cf_V39,scaled_cf_V40,scaled_cf_V41,scaled_cf_V42,scaled_cf_V43,scaled_cf_V44,scaled_cf_V45,scaled_cf_V46,scaled_cf_V47,scaled_cf_V48,scaled_cf_V49,scaled_cf_V50,scaled_cf_V51,scaled_cf_V52,scaled_cf_V53,scaled_cf_V54,scaled_cf_target,origin_cf_V1,origin_cf_V2,origin_cf_V3,origin_cf_V4,origin_cf_V5,origin_cf_V6,origin_cf_V7,origin_cf_V8,origin_cf_V9,origin_cf_V10,origin_cf_V11,origin_cf_V12,origin_cf_V13,origin_cf_V14,origin_cf_V15,origin_cf_V16,origin_cf_V17,origin_cf_V18,origin_cf_V19,origin_cf_V20,origin_cf_V21,origin_cf_V22,origin_cf_V23,origin_cf_V24,origin_cf_V25,origin_cf_V26,origin_cf_V27,origin_cf_V28,origin_cf_V29,origin_cf_V30,origin_cf_V31,origin_cf_V32,origin_cf_V33,origin_cf_V34,origin_cf_V35,origin_cf_V36,origin_cf_V37,origin_cf_V38,origin_cf_V39,origin_cf_V40,origin_cf_V41,origin_cf_V42,origin_cf_V43,origin_cf_V44,origin_cf_V45,origin_cf_V46,origin_cf_V47,origin_cf_V48,origin_cf_V49,origin_cf_V50,origin_cf_V51,origin_cf_V52,origin_cf_V53,origin_cf_V54,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.09474498522942516,0.7278481012658227,0.22480611501712927,0.6140211028911636,0.925818763688501,0.3494892095159572,0.14875644942817726,0.07598101621884691,0.46370135715810407,0.6901680644605342,0.5389386182089044,0.3370483518337537,0.1797938125878131,0.17322583293051083,0.15273709441477645,0.6686130190115062,0.7324053682979398,0.6305873786620697,0.790575772645313,0.36830098660267757,0.5625088306449167,0.12204938252390919,0.029042045741254692,0.08120357428898974,0.9272887187560199,0.4529302777285583,0.6569688294629776,0.8154980874304744,0.3283894687589651,0.36154655187300844,0.32388706992213023,0.09696442660001517,0.027955475544531483,0.1651780820940431,0.466491945561321,0.6405858113388626,0.5449422020731607,0.6846594389850128,0.40100788102196366,0.34022771068578,0.4005354526703007,0.6889328372056683,0.39625757778388043,0.5596485640356156,0.3834855036184061,0.5157994561060107,0.42441007041427437,0.06999322211471531,0.06606225490060413,0.7583939441054411,0.2621236404400029,0.0784214949608131,0.004729487964989059,0.10619241007784362,Y,0.0950174,0.73125,0.236111,0.613827,0.916992,0.578552,0.212525,0.0472014,0.449673,176.12,137.604,86.1224,20.0907,18.993,17.3323,-1.283029999999998,-1.4157800000000065,-1.3431600000000052,79.2292,2.4021999999999997,21.869000000000003,4.70526,0.978412,3.10248,-2.1460600000000065,0.7220960000000007,4.4512699999999965,81.5559,0.339583,-2.059140000000001,34.9057,0.143951,0.968652,0.249327,13.9474,2.106729999999995,138.965,0.691667,102.39,37.2786,0.4800339999999985,70.5419,14.0176,142.899,42.1278,0.517421,0.401601,0.0422999,16.8556,2.8324399999999987,28.627499999999998,2.85015,0.00504051,0.179701,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.3886222839355469,Y,N,Y
0,0.09474498522942516,0.7278481012658227,0.22480611501712927,0.6140211028911636,0.925818763688501,0.3494892095159572,0.14875644942817726,0.07598101621884691,0.46370135715810407,0.6901680644605342,0.5389386182089044,0.3370483518337537,0.1797938125878131,0.17322583293051083,0.15273709441477645,0.6686130190115062,0.7324053682979398,0.6305873786620697,0.790575772645313,0.36830098660267757,0.5625088306449167,0.12204938252390919,0.029042045741254692,0.08120357428898974,0.9272887187560199,0.4529302777285583,0.6569688294629776,0.8154980874304744,0.3283894687589651,0.36154655187300844,0.32388706992213023,0.09696442660001517,0.027955475544531483,0.1651780820940431,0.466491945561321,0.6405858113388626,0.5449422020731607,0.6846594389850128,0.40100788102196366,0.34022771068578,0.4005354526703007,0.6889328372056683,0.39625757778388043,0.5596485640356156,0.3834855036184061,0.5157994561060107,0.42441007041427437,0.06999322211471531,0.06606225490060413,0.7583939441054411,0.2621236404400029,0.0784214949608131,0.004729487964989059,0.10619241007784362,Y,0.0950174,0.73125,0.236111,0.613827,0.916992,0.578552,0.212525,0.0472014,0.449673,176.12,137.604,86.1224,20.0907,18.993,17.3323,-1.283029999999998,-1.4157800000000065,-1.3431600000000052,79.2292,2.4021999999999997,21.869000000000003,4.70526,0.978412,3.10248,-2.1460600000000065,0.7220960000000007,4.4512699999999965,81.5559,0.339583,-2.059140000000001,34.9057,0.143951,0.968652,0.249327,13.9474,2.106729999999995,138.965,0.691667,102.39,37.2786,0.4800339999999985,70.5419,14.0176,142.899,42.1278,0.517421,0.401601,0.0422999,16.8556,2.8324399999999987,28.627499999999998,2.85015,0.00504051,0.179701,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.390141248703003,Y,N,Y
0,0.21467667579333977,0.9999999999999999,0.2515856489949886,0.48972547331940375,0.1045198945478749,0.6208700932112134,0.152644445587046,0.032133198715283404,0.18693844889440234,0.8736555015395226,0.8753442344027957,0.932683228191573,0.23683094243039834,0.23276542962159008,0.16839211124623274,0.6658668182100247,0.7308378545062436,0.6162019308795985,0.9490534944055841,0.35698017872488297,0.34322460913290226,0.11969698148738976,0.023353418720966475,0.05997927038020007,0.9235589282964134,0.4389917613371224,0.6049285373479504,0.7044066046742987,0.11652539378052182,0.43382733721642713,0.16260089608978265,0.5050931424694638,0.49004869633066556,0.5152139906920941,0.3184114040471842,0.6357333036721964,0.4240902082703126,0.2947446751194392,0.3485014672896689,0.17273573401988238,0.3746461405458095,0.2359360503159396,0.5674026406216965,0.6820306033347333,0.45244003459105187,0.9045169772274446,0.21286394710950618,0.20404731784422808,0.36800007469795226,0.6126832963584221,0.04617915451262866,0.05873454809880641,0.09173586745858081,0.6517938070891174,N,0.214913,1.0,0.2625,0.49182899999999996,0.109358,1.02015,0.217735,0.0253117,0.181283,222.834,223.26,237.852,26.4642,25.5211,19.1088,-1.7034499999999981,-1.6562200000000074,-2.9829500000000055,94.9471,1.1968000000000025,-3.4287899999999985,4.61457,0.786765,2.29158,-2.6713500000000034,-0.3084049999999988,-0.18419299999999847,70.4506,0.13125,4.888929999999999,17.5934,0.690478,16.8534,0.749739,-1.5171099999999997,1.2734700000000037,108.149,0.310417,89.0141,18.9747,-1.3047699999999995,24.1582,20.068599999999996,174.054,49.7028,0.898953,0.201424,0.106215,93.8466,-18.441300000000005,5.08429,2.13525,0.0920197,1.05235,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6430149078369141,N,N,N
0,0.21467667579333977,0.9999999999999999,0.2515856489949886,0.48972547331940375,0.1045198945478749,0.6208700932112134,0.152644445587046,0.032133198715283404,0.18693844889440234,0.8736555015395226,0.8753442344027957,0.932683228191573,0.23683094243039834,0.23276542962159008,0.16839211124623274,0.6658668182100247,0.7308378545062436,0.6162019308795985,0.9490534944055841,0.35698017872488297,0.34322460913290226,0.11969698148738976,0.023353418720966475,0.05997927038020007,0.9235589282964134,0.4389917613371224,0.6049285373479504,0.7044066046742987,0.11652539378052182,0.43382733721642713,0.16260089608978265,0.5050931424694638,0.49004869633066556,0.5152139906920941,0.3184114040471842,0.6357333036721964,0.4240902082703126,0.2947446751194392,0.3485014672896689,0.17273573401988238,0.3746461405458095,0.2359360503159396,0.5674026406216965,0.6820306033347333,0.45244003459105187,0.9045169772274446,0.21286394710950618,0.20404731784422808,0.36800007469795226,0.6126832963584221,0.04617915451262866,0.05873454809880641,0.09173586745858081,0.6517938070891174,N,0.214913,1.0,0.2625,0.49182899999999996,0.109358,1.02015,0.217735,0.0253117,0.181283,222.834,223.26,237.852,26.4642,25.5211,19.1088,-1.7034499999999981,-1.6562200000000074,-2.9829500000000055,94.9471,1.1968000000000025,-3.4287899999999985,4.61457,0.786765,2.29158,-2.6713500000000034,-0.3084049999999988,-0.18419299999999847,70.4506,0.13125,4.888929999999999,17.5934,0.690478,16.8534,0.749739,-1.5171099999999997,1.2734700000000037,108.149,0.310417,89.0141,18.9747,-1.3047699999999995,24.1582,20.068599999999996,174.054,49.7028,0.898953,0.201424,0.106215,93.8466,-18.441300000000005,5.08429,2.13525,0.0920197,1.05235,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6384692192077637,N,N,N
0,0.21467667579333977,0.9999999999999999,0.2515856489949886,0.48972547331940375,0.1045198945478749,0.6208700932112134,0.152644445587046,0.032133198715283404,0.18693844889440234,0.8736555015395226,0.8753442344027957,0.932683228191573,0.23683094243039834,0.23276542962159008,0.16839211124623274,0.6658668182100247,0.7308378545062436,0.6162019308795985,0.9490534944055841,0.35698017872488297,0.34322460913290226,0.11969698148738976,0.023353418720966475,0.05997927038020007,0.9235589282964134,0.4389917613371224,0.6049285373479504,0.7044066046742987,0.11652539378052182,0.43382733721642713,0.16260089608978265,0.5050931424694638,0.49004869633066556,0.5152139906920941,0.3184114040471842,0.6357333036721964,0.4240902082703126,0.2947446751194392,0.3485014672896689,0.17273573401988238,0.3746461405458095,0.2359360503159396,0.5674026406216965,0.6820306033347333,0.45244003459105187,0.9045169772274446,0.21286394710950618,0.20404731784422808,0.36800007469795226,0.6126832963584221,0.04617915451262866,0.05873454809880641,0.09173586745858081,0.6517938070891174,N,0.214913,1.0,0.2625,0.49182899999999996,0.109358,1.02015,0.217735,0.0253117,0.181283,222.834,223.26,237.852,26.4642,25.5211,19.1088,-1.7034499999999981,-1.6562200000000074,-2.9829500000000055,94.9471,1.1968000000000025,-3.4287899999999985,4.61457,0.786765,2.29158,-2.6713500000000034,-0.3084049999999988,-0.18419299999999847,70.4506,0.13125,4.888929999999999,17.5934,0.690478,16.8534,0.749739,-1.5171099999999997,1.2734700000000037,108.149,0.310417,89.0141,18.9747,-1.3047699999999995,24.1582,20.068599999999996,174.054,49.7028,0.898953,0.201424,0.106215,93.8466,-18.441300000000005,5.08429,2.13525,0.0920197,1.05235,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6379451751708984,N,N,N
0,0.21467667579333977,0.9999999999999999,0.2515856489949886,0.48972547331940375,0.1045198945478749,0.6208700932112134,0.152644445587046,0.032133198715283404,0.18693844889440234,0.8736555015395226,0.8753442344027957,0.932683228191573,0.23683094243039834,0.23276542962159008,0.16839211124623274,0.6658668182100247,0.7308378545062436,0.6162019308795985,0.9490534944055841,0.35698017872488297,0.34322460913290226,0.11969698148738976,0.023353418720966475,0.05997927038020007,0.9235589282964134,0.4389917613371224,0.6049285373479504,0.7044066046742987,0.11652539378052182,0.43382733721642713,0.16260089608978265,0.5050931424694638,0.49004869633066556,0.5152139906920941,0.3184114040471842,0.6357333036721964,0.4240902082703126,0.2947446751194392,0.3485014672896689,0.17273573401988238,0.3746461405458095,0.2359360503159396,0.5674026406216965,0.6820306033347333,0.45244003459105187,0.9045169772274446,0.21286394710950618,0.20404731784422808,0.36800007469795226,0.6126832963584221,0.04617915451262866,0.05873454809880641,0.09173586745858081,0.6517938070891174,N,0.214913,1.0,0.2625,0.49182899999999996,0.109358,1.02015,0.217735,0.0253117,0.181283,222.834,223.26,237.852,26.4642,25.5211,19.1088,-1.7034499999999981,-1.6562200000000074,-2.9829500000000055,94.9471,1.1968000000000025,-3.4287899999999985,4.61457,0.786765,2.29158,-2.6713500000000034,-0.3084049999999988,-0.18419299999999847,70.4506,0.13125,4.888929999999999,17.5934,0.690478,16.8534,0.749739,-1.5171099999999997,1.2734700000000037,108.149,0.310417,89.0141,18.9747,-1.3047699999999995,24.1582,20.068599999999996,174.054,49.7028,0.898953,0.201424,0.106215,93.8466,-18.441300000000005,5.08429,2.13525,0.0920197,1.05235,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6409299373626709,N,N,N
0,0.21467667579333977,0.9999999999999999,0.2515856489949886,0.48972547331940375,0.1045198945478749,0.6208700932112134,0.152644445587046,0.032133198715283404,0.18693844889440234,0.8736555015395226,0.8753442344027957,0.932683228191573,0.23683094243039834,0.23276542962159008,0.16839211124623274,0.6658668182100247,0.7308378545062436,0.6162019308795985,0.9490534944055841,0.35698017872488297,0.34322460913290226,0.11969698148738976,0.023353418720966475,0.05997927038020007,0.9235589282964134,0.4389917613371224,0.6049285373479504,0.7044066046742987,0.11652539378052182,0.43382733721642713,0.16260089608978265,0.5050931424694638,0.49004869633066556,0.5152139906920941,0.3184114040471842,0.6357333036721964,0.4240902082703126,0.2947446751194392,0.3485014672896689,0.17273573401988238,0.3746461405458095,0.2359360503159396,0.5674026406216965,0.6820306033347333,0.45244003459105187,0.9045169772274446,0.21286394710950618,0.20404731784422808,0.36800007469795226,0.6126832963584221,0.04617915451262866,0.05873454809880641,0.09173586745858081,0.6517938070891174,N,0.214913,1.0,0.2625,0.49182899999999996,0.109358,1.02015,0.217735,0.0253117,0.181283,222.834,223.26,237.852,26.4642,25.5211,19.1088,-1.7034499999999981,-1.6562200000000074,-2.9829500000000055,94.9471,1.1968000000000025,-3.4287899999999985,4.61457,0.786765,2.29158,-2.6713500000000034,-0.3084049999999988,-0.18419299999999847,70.4506,0.13125,4.888929999999999,17.5934,0.690478,16.8534,0.749739,-1.5171099999999997,1.2734700000000037,108.149,0.310417,89.0141,18.9747,-1.3047699999999995,24.1582,20.068599999999996,174.054,49.7028,0.898953,0.201424,0.106215,93.8466,-18.441300000000005,5.08429,2.13525,0.0920197,1.05235,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393477916717529,N,N,N
0,0.20123563103350436,0.3248941772151898,0.6955602639979613,0.1420750863868787,0.3596101162676756,0.1782892539891926,0.50192455809864,0.03154488073921262,0.14079239224251272,0.6469298552006655,0.6498838205515453,0.6012537265896338,0.1487958977296117,0.15599171857756539,0.14805072348825324,0.6703103699421588,0.7350323425217128,0.6337742862281175,0.8403375695759233,0.33234957948467503,0.4034570187049313,0.09304707136576217,0.011615904065064783,0.01633907585679811,0.9345024824205517,0.44710177879913815,0.603708513659914,0.7136978232081462,1.0,0.36918807691147354,0.3384726324269345,0.2772117485976636,0.09883730750769897,0.26794935009529575,0.3298087962532951,0.6279042880919465,0.3594542355333694,0.03977273773243778,0.5444987450064658,0.6358585209797877,0.49896141271079986,0.14125965642182572,0.5404029584228899,0.07102152832254088,0.17441263483683037,0.4805967266107449,0.46779997400283435,0.05962945043590637,0.7196238449848449,0.7363012577405875,0.4697542965417319,0.40524436488057625,0.18544545170365745,0.053361703429722525,Y,0.201476,0.333333,0.7,0.150605,0.360204,0.299971,0.685778,0.025018,0.136533,165.112,165.853,153.425,16.6269,17.1034,16.8005,-1.0231799999999958,-1.0128299999999997,-0.9798860000000018,84.1646,-1.4257799999999987,3.51994,3.58716,0.391334,0.624254,-1.1301000000000043,0.29118400000000183,-0.29286599999999857,71.3794,1.0,-1.3245900000000006,36.4713,0.385321,3.40526,0.396249,-0.3268449999999982,-0.07090819999999075,91.6675,0.0611111,138.944,69.5858,7.265500000000001,14.464,19.114,18.5084,19.1601,0.482869,0.442659,0.0373586,183.507,-0.39308999999999344,51.2643,14.7182,0.1857,0.0952022,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.3832268714904785,Y,Y,Y
0,0.20123563103350436,0.3248941772151898,0.6955602639979613,0.1420750863868787,0.3596101162676756,0.1782892539891926,0.50192455809864,0.03154488073921262,0.14079239224251272,0.6469298552006655,0.6498838205515453,0.6012537265896338,0.1487958977296117,0.15599171857756539,0.14805072348825324,0.6703103699421588,0.7350323425217128,0.6337742862281175,0.8403375695759233,0.33234957948467503,0.4034570187049313,0.09304707136576217,0.011615904065064783,0.01633907585679811,0.9345024824205517,0.44710177879913815,0.603708513659914,0.7136978232081462,1.0,0.36918807691147354,0.3384726324269345,0.2772117485976636,0.09883730750769897,0.26794935009529575,0.3298087962532951,0.6279042880919465,0.3594542355333694,0.03977273773243778,0.5444987450064658,0.6358585209797877,0.49896141271079986,0.14125965642182572,0.5404029584228899,0.07102152832254088,0.17441263483683037,0.4805967266107449,0.46779997400283435,0.05962945043590637,0.7196238449848449,0.7363012577405875,0.4697542965417319,0.40524436488057625,0.18544545170365745,0.053361703429722525,Y,0.201476,0.333333,0.7,0.150605,0.360204,0.299971,0.685778,0.025018,0.136533,165.112,165.853,153.425,16.6269,17.1034,16.8005,-1.0231799999999958,-1.0128299999999997,-0.9798860000000018,84.1646,-1.4257799999999987,3.51994,3.58716,0.391334,0.624254,-1.1301000000000043,0.29118400000000183,-0.29286599999999857,71.3794,1.0,-1.3245900000000006,36.4713,0.385321,3.40526,0.396249,-0.3268449999999982,-0.07090819999999075,91.6675,0.0611111,138.944,69.5858,7.265500000000001,14.464,19.114,18.5084,19.1601,0.482869,0.442659,0.0373586,183.507,-0.39308999999999344,51.2643,14.7182,0.1857,0.0952022,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.393061876296997,Y,Y,Y
0,0.20123563103350436,0.3248941772151898,0.6955602639979613,0.1420750863868787,0.3596101162676756,0.1782892539891926,0.50192455809864,0.03154488073921262,0.14079239224251272,0.6469298552006655,0.6498838205515453,0.6012537265896338,0.1487958977296117,0.15599171857756539,0.14805072348825324,0.6703103699421588,0.7350323425217128,0.6337742862281175,0.8403375695759233,0.33234957948467503,0.4034570187049313,0.09304707136576217,0.011615904065064783,0.01633907585679811,0.9345024824205517,0.44710177879913815,0.603708513659914,0.7136978232081462,1.0,0.36918807691147354,0.3384726324269345,0.2772117485976636,0.09883730750769897,0.26794935009529575,0.3298087962532951,0.6279042880919465,0.3594542355333694,0.03977273773243778,0.5444987450064658,0.6358585209797877,0.49896141271079986,0.14125965642182572,0.5404029584228899,0.07102152832254088,0.17441263483683037,0.4805967266107449,0.46779997400283435,0.05962945043590637,0.7196238449848449,0.7363012577405875,0.4697542965417319,0.40524436488057625,0.18544545170365745,0.053361703429722525,Y,0.201476,0.333333,0.7,0.150605,0.360204,0.299971,0.685778,0.025018,0.136533,165.112,165.853,153.425,16.6269,17.1034,16.8005,-1.0231799999999958,-1.0128299999999997,-0.9798860000000018,84.1646,-1.4257799999999987,3.51994,3.58716,0.391334,0.624254,-1.1301000000000043,0.29118400000000183,-0.29286599999999857,71.3794,1.0,-1.3245900000000006,36.4713,0.385321,3.40526,0.396249,-0.3268449999999982,-0.07090819999999075,91.6675,0.0611111,138.944,69.5858,7.265500000000001,14.464,19.114,18.5084,19.1601,0.482869,0.442659,0.0373586,183.507,-0.39308999999999344,51.2643,14.7182,0.1857,0.0952022,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,1.0,1.0,1.0,0.9926711,0.989939,1.6370801,1.35321,0.50849,0.969747,254.99998,255.0,255.0,111.743,109.643,113.478,49.4495,39.630398,40.766,99.99999,69.6633,72.340294,38.5521,33.6895,38.2062,8.09433,41.168003,35.0066,99.9997,1.0,59.3129,107.479,1.3532101,34.383297,1.44279,69.6633,63.824398,255.00002,1.0,254.98201,109.38,41.807,102.393,35.3635,254.99998,109.855,0.9926711,0.946257,0.485714,255.00002,38.106903,109.074,36.3158,0.99999994,1.6092799,N,1.3828368186950684,Y,Y,Y
