V1,V6,V10,V12,V13,V14,V15
31,2530.0,16,60.0,1,342.0,1
47,440.0,12,91.0,1,-1.0,0
50,1595.0,9,882.0,1,-1.0,0
59,514.0,3,261.0,1,-1.0,0
74,1843.0,15,251.0,2,184.0,3
36,341.0,12,419.0,2,183.0,1
31,636.0,4,352.0,4,-1.0,0
35,2.0,18,194.0,1,-1.0,0
30,-135.0,18,57.0,1,-1.0,0
40,275.0,13,409.0,4,-1.0,0
26,2857.0,3,446.0,1,-1.0,0
31,23.0,25,121.0,3,-1.0,0
60,7929.0,1,111.0,1,-1.0,0
43,413.0,12,235.0,2,182.0,4
34,1778.0,4,358.0,1,162.0,2
54,214.0,18,68.0,1,-1.0,0
59,0.0,5,214.0,1,-1.0,0
30,491.0,9,197.0,4,-1.0,0
36,11174.0,15,953.0,1,-1.0,0
60,5.0,29,533.0,1,92.0,1
30,5561.0,19,511.0,1,-1.0,0
50,570.0,20,21.0,3,-1.0,0
35,649.0,16,177.0,1,-1.0,0
43,2367.0,22,83.0,1,113.0,3
36,670.0,25,126.0,3,-1.0,0
37,0.0,8,257.0,2,97.0,1
36,254.0,6,161.0,3,-1.0,0
35,415.0,4,164.0,2,89.0,2
53,341.0,30,423.0,2,-1.0,0
38,0.0,30,571.0,1,-1.0,0
33,562.0,6,196.0,1,363.0,1
38,19.0,5,1130.0,3,251.0,2
55,0.0,22,102.0,1,106.0,1
60,0.0,3,676.0,2,181.0,5
41,0.0,5,400.0,1,-1.0,0
55,538.0,7,353.0,2,-1.0,0
54,950.0,15,285.0,2,-1.0,0
39,2983.0,3,472.0,1,-1.0,0
47,1125.0,29,1101.0,1,-1.0,0
70,2626.0,2,140.0,2,-1.0,0
35,321.0,21,143.0,1,412.0,3
62,532.0,31,298.0,2,300.0,1
20,215.0,24,175.0,1,92.0,6
29,92.0,2,175.0,5,-1.0,0
32,6542.0,15,1598.0,4,175.0,5
31,196.0,5,568.0,1,341.0,7
38,435.0,23,193.0,2,-1.0,0
50,-731.0,15,401.0,4,-1.0,0
37,0.0,21,115.0,1,-1.0,0
81,243.0,27,340.0,1,92.0,1
37,3777.0,5,206.0,3,-1.0,0
31,684.0,7,620.0,3,-1.0,0
28,1.0,20,128.0,1,-1.0,0
37,1189.0,13,323.0,9,199.0,4
25,2354.0,30,149.0,1,84.0,7
27,-181.0,29,81.0,4,-1.0,0
42,2816.0,10,193.0,2,-1.0,0
28,59.0,3,330.0,3,190.0,6
32,636.0,28,370.0,1,116.0,4
23,231.0,7,560.0,3,367.0,1
29,-228.0,9,279.0,1,-1.0,0
55,-196.0,20,210.0,2,-1.0,0
43,2643.0,4,331.0,5,-1.0,0
35,4922.0,17,393.0,4,201.0,17
42,19.0,20,875.0,4,-1.0,0
28,25.0,9,618.0,1,-1.0,0
44,7541.0,1,55.0,2,82.0,1
23,710.0,19,374.0,6,-1.0,0
35,2583.0,19,210.0,1,-1.0,0
50,-44.0,27,45.0,1,-1.0,0
35,31.0,19,131.0,3,133.0,3
28,0.0,16,767.0,5,-1.0,0
19,134.0,27,271.0,2,-1.0,0
35,43.0,20,860.0,1,-1.0,0
35,2707.0,5,699.0,1,-1.0,0
35,2646.0,13,221.0,1,182.0,1
51,2635.0,21,407.0,3,74.0,5
36,2347.0,21,5.0,3,-1.0,0
30,-158.0,12,426.0,1,370.0,2
35,471.0,5,276.0,2,-1.0,0
21,2488.0,12,661.0,2,92.0,1
61,4243.0,30,315.0,1,182.0,2
20,479.0,11,158.0,2,-1.0,0
38,1627.0,16,1323.0,9,-1.0,0
55,603.0,31,91.0,2,-1.0,0
60,523.0,13,192.0,3,-1.0,0
41,1253.0,21,1134.0,5,-1.0,0
33,523.0,28,86.0,1,-1.0,0
36,0.0,23,140.0,1,143.0,3
40,66.0,13,737.0,4,-1.0,0
53,3703.0,16,104.0,1,267.0,1
52,659.0,27,113.0,1,-1.0,0
37,55.0,27,99.0,1,329.0,4
43,-796.0,7,190.0,4,-1.0,0
32,1288.0,12,286.0,1,-1.0,0
57,5631.0,25,68.0,1,90.0,5
41,650.0,20,2420.0,3,-1.0,0
57,625.0,11,867.0,1,-1.0,0
41,0.0,24,552.0,16,-1.0,0
47,1060.0,6,83.0,3,-1.0,0
54,3529.0,4,686.0,2,-1.0,0
48,11298.0,9,97.0,2,-1.0,0
42,1673.0,17,636.0,3,-1.0,0
40,2266.0,26,175.0,3,89.0,7
77,2590.0,15,112.0,5,94.0,15
45,1044.0,3,239.0,8,-1.0,0
35,275.0,25,63.0,5,-1.0,0
39,2258.0,31,255.0,2,-1.0,0
45,205.0,4,552.0,1,90.0,2
36,8267.0,18,321.0,2,-1.0,0
45,154.0,7,1138.0,1,-1.0,0
36,2944.0,18,882.0,8,-1.0,0
45,1144.0,22,676.0,1,-1.0,0
48,410.0,12,116.0,1,-1.0,0
43,2067.0,8,756.0,1,-1.0,0
32,294.0,17,1095.0,1,274.0,5
37,15.0,20,136.0,3,-1.0,0
32,233.0,15,391.0,2,-1.0,0
27,77.0,16,143.0,1,-1.0,0
30,271.0,15,365.0,1,-1.0,0
40,1694.0,12,473.0,6,-1.0,0
23,31.0,1,192.0,1,-1.0,0
53,362.0,28,1169.0,2,-1.0,0
48,191.0,5,238.0,3,-1.0,0
57,5313.0,3,200.0,1,-1.0,0
39,506.0,7,718.0,2,-1.0,0
49,0.0,1,1460.0,1,-1.0,0
32,2421.0,28,14.0,8,-1.0,0
36,98.0,30,771.0,1,-1.0,0
29,7707.0,29,961.0,2,334.0,2
41,1500.0,31,101.0,6,-1.0,0
34,7050.0,7,130.0,1,-1.0,0
53,234.0,7,103.0,2,-1.0,0
39,5853.0,21,210.0,2,-1.0,0
43,-754.0,9,727.0,3,-1.0,0
53,25.0,22,528.0,2,-1.0,0
53,305.0,17,192.0,1,-1.0,0
71,2887.0,30,128.0,1,-1.0,0
30,12697.0,19,95.0,1,-1.0,0
27,139.0,15,448.0,5,-1.0,0
22,3992.0,19,194.0,2,-1.0,0
31,2.0,18,224.0,1,-1.0,0
40,-5.0,6,78.0,2,-1.0,0
50,641.0,25,128.0,3,-1.0,0
56,0.0,13,112.0,4,-1.0,0
23,4126.0,25,96.0,2,-1.0,0
39,0.0,5,811.0,2,-1.0,0
30,455.0,21,758.0,1,-1.0,0
27,127.0,3,449.0,3,-1.0,0
50,414.0,3,707.0,1,302.0,3
39,24277.0,28,261.0,1,-1.0,0
23,897.0,8,190.0,2,280.0,8
43,149.0,23,662.0,2,-1.0,0
73,3203.0,20,148.0,1,-1.0,0
51,603.0,25,122.0,3,-1.0,0
29,560.0,6,212.0,1,92.0,2
29,503.0,5,433.0,1,199.0,2
48,214.0,14,307.0,1,177.0,2
41,1286.0,17,661.0,4,-1.0,0
69,482.0,2,260.0,2,-1.0,0
68,2027.0,14,404.0,2,91.0,4
77,9601.0,27,515.0,1,-1.0,0
43,0.0,3,1025.0,7,-1.0,0
46,167.0,19,155.0,3,-1.0,0
39,532.0,31,786.0,2,-1.0,0
33,1412.0,19,480.0,1,-1.0,0
31,0.0,24,137.0,1,-1.0,0
55,0.0,18,237.0,1,-1.0,0
37,57.0,5,345.0,1,-1.0,0
43,1791.0,5,254.0,1,-1.0,0
45,0.0,5,374.0,2,472.0,1
36,1207.0,19,1792.0,2,-1.0,0
51,216.0,7,615.0,2,-1.0,0
62,2021.0,26,361.0,1,-1.0,0
34,634.0,12,737.0,3,-1.0,0
26,3.0,1,149.0,1,350.0,1
42,334.0,20,18.0,5,335.0,9
34,-16.0,5,78.0,1,-1.0,0
34,0.0,28,155.0,2,-1.0,0
46,5021.0,15,957.0,1,182.0,1
43,3723.0,11,134.0,4,-1.0,0
33,3696.0,19,305.0,1,182.0,3
26,1327.0,30,171.0,4,-1.0,0
56,1044.0,3,353.0,2,-1.0,0
44,181.0,13,302.0,1,-1.0,0
31,1170.0,20,200.0,4,-1.0,0
57,2223.0,12,1064.0,1,-1.0,0
40,1783.0,19,130.0,1,-1.0,0
35,90.0,23,203.0,1,-1.0,0
47,2749.0,30,774.0,2,164.0,1
50,1612.0,15,532.0,2,98.0,2
59,3831.0,30,87.0,4,-1.0,0
37,3556.0,9,268.0,1,-1.0,0
56,2037.0,5,318.0,1,91.0,6
31,5345.0,18,260.0,1,-1.0,0
33,1170.0,30,352.0,1,-1.0,0
59,3000.0,6,25.0,1,-1.0,0
42,4.0,17,795.0,1,-1.0,0
35,4924.0,16,252.0,2,-1.0,0
42,145.0,30,27.0,3,-1.0,0
47,912.0,21,1036.0,2,-1.0,0
36,1165.0,13,1001.0,4,-1.0,0
55,223.0,8,273.0,5,-1.0,0
41,140.0,6,311.0,3,-1.0,0
27,724.0,17,200.0,3,-1.0,0
29,314.0,7,415.0,2,116.0,4
38,384.0,3,387.0,1,-1.0,0
46,1106.0,9,14.0,13,-1.0,0
30,0.0,22,121.0,2,-1.0,0
45,1757.0,20,1010.0,3,326.0,1
40,764.0,17,85.0,1,-1.0,0
28,426.0,18,953.0,3,-1.0,0
27,662.0,30,47.0,1,-1.0,0
30,5909.0,18,420.0,2,-1.0,0
56,276.0,15,301.0,1,368.0,1
54,1633.0,3,409.0,2,-1.0,0
34,4499.0,21,1681.0,1,-1.0,0
52,48.0,17,591.0,1,-1.0,0
46,442.0,7,105.0,2,-1.0,0
84,81204.0,28,679.0,1,313.0,2
36,4596.0,8,234.0,2,175.0,2
82,0.0,12,226.0,1,-1.0,0
34,-200.0,25,248.0,5,-1.0,0
26,943.0,11,166.0,1,195.0,1
37,12130.0,18,429.0,13,-1.0,0
54,1693.0,30,1277.0,1,87.0,2
28,-7.0,26,3183.0,2,-1.0,0
41,138.0,18,640.0,3,-1.0,0
48,1600.0,18,448.0,1,-1.0,0
31,294.0,17,536.0,5,-1.0,0
35,994.0,23,1349.0,8,-1.0,0
47,0.0,21,374.0,1,-1.0,0
50,0.0,17,344.0,1,-1.0,0
34,114.0,4,153.0,1,309.0,3
39,118.0,3,906.0,1,-1.0,0
29,2904.0,27,33.0,1,-1.0,0
60,872.0,28,37.0,5,-1.0,0
44,2734.0,12,897.0,4,-1.0,0
34,396.0,16,101.0,3,-1.0,0
51,122.0,6,499.0,2,-1.0,0
32,205.0,18,197.0,3,-1.0,0
31,92.0,16,688.0,1,-1.0,0
32,958.0,17,151.0,1,-1.0,0
33,224.0,8,241.0,2,-1.0,0
50,2717.0,18,188.0,1,-1.0,0
45,16.0,31,59.0,2,-1.0,0
57,270.0,14,526.0,2,-1.0,0
51,0.0,18,73.0,1,-1.0,0
52,7192.0,4,1486.0,1,-1.0,0
35,450.0,20,95.0,2,-1.0,0
31,190.0,30,514.0,1,-1.0,0
31,-405.0,13,703.0,2,-1.0,0
47,284.0,26,266.0,5,-1.0,0
37,3221.0,15,379.0,2,376.0,13
44,250.0,2,382.0,2,-1.0,0
27,20585.0,23,299.0,1,100.0,1
30,1.0,8,175.0,5,-1.0,0
27,337.0,9,23.0,1,-1.0,0
61,1257.0,10,503.0,1,-1.0,0
33,317.0,4,323.0,1,80.0,14
38,171.0,9,286.0,5,-1.0,0
43,144.0,7,131.0,3,-1.0,0
53,1982.0,27,160.0,1,-1.0,0
34,1759.0,25,695.0,1,-1.0,0
27,535.0,15,171.0,1,91.0,2
32,783.0,21,923.0,3,-1.0,0
57,126.0,4,166.0,2,-1.0,0
28,5474.0,28,486.0,5,-1.0,0
26,136.0,20,120.0,1,-1.0,0
44,1033.0,15,71.0,1,-1.0,0
31,-537.0,21,1039.0,7,-1.0,0
48,513.0,28,939.0,3,-1.0,0
54,473.0,13,112.0,1,-1.0,0
29,970.0,13,240.0,1,-1.0,0
48,4906.0,20,200.0,1,190.0,1
31,298.0,2,232.0,1,-1.0,0
59,3444.0,10,252.0,1,185.0,2
27,13.0,30,475.0,3,-1.0,0
38,1722.0,10,500.0,1,-1.0,0
33,-208.0,4,306.0,3,360.0,1
27,-442.0,30,85.0,7,-1.0,0
36,4708.0,15,104.0,1,-1.0,0
59,0.0,29,45.0,7,-1.0,0
52,386.0,20,438.0,1,-1.0,0
34,0.0,6,611.0,1,183.0,1
35,16.0,8,903.0,1,-1.0,0
45,-14.0,18,39.0,2,127.0,3
40,3.0,19,998.0,1,-1.0,0
59,1047.0,18,83.0,3,-1.0,0
26,2007.0,13,194.0,1,92.0,5
29,154.0,13,20.0,6,358.0,9
39,580.0,14,323.0,4,-1.0,0
31,877.0,9,209.0,1,92.0,8
40,4795.0,17,57.0,1,-1.0,0
34,2838.0,13,620.0,3,-1.0,0
45,-158.0,2,91.0,1,-1.0,0
