fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:
83.3786,29.4517,3.5232,0.2569,0.1593,20.1246,41.1071,-17.3996,3.915,350.357
121.847,68.8078,3.7703,0.1867,0.106,11.8583,-134.517,57.216,60.0705,313.962
152.629,35.7624,3.5996,0.0769,0.0386,-154.488,-120.529,-23.1088,87.2944,131.18
21.3094,13.277,2.555,0.5203,0.3284,9.153,6.3335,-9.5821,22.6937,62.6729
9.9191,6.874,2.5262,0.6724,0.372,-7.6133,-22.6644,2.1891,54.6087,101.5057
52.221,12.2973,2.6435,0.4523,0.3125,-25.0167,-41.2341,6.56,5.096,185.44
62.0891,28.8639,3.3406,0.2643,0.1796,-30.5982,36.3416,-16.4539,6.479,298.592
35.907,11.9374,2.4624,0.4517,0.2569,10.266,-23.7556,-10.2833,4.122,192.917
22.8274,12.9011,2.2355,0.5581,0.311,-13.6277,-12.0722,-7.9568,33.5573,164.843
28.5322,15.1782,2.6686,0.4306,0.2399,30.9627,21.7936,21.9248,62.7504,254.0526
37.4523,18.9754,2.7054,0.3429,0.1823,-29.3111,18.9164,14.475,13.1409,193.696
42.8176,17.1172,2.9474,0.2743,0.1891,31.9148,31.5061,-6.1019,1.9292,139.977
96.8711,41.8272,3.3396,0.1693,0.0881,90.8604,86.5498,-24.3551,58.5794,297.277
59.4409,21.1101,3.2783,0.1644,0.083,-13.7027,45.0604,11.0171,3.819,252.332
83.0808,42.8251,3.2565,0.2781,0.1632,-57.2543,63.6573,20.8354,66.696,337.3921
23.8869,18.7115,2.6841,0.4138,0.1923,-13.7371,18.9082,-8.144,35.4637,58.4591
143.9505,19.3897,3.0252,0.4097,0.2812,-76.2792,-142.2481,6.4453,10.4597,201.2253
19.516,12.7389,2.4354,0.4991,0.2697,-1.0413,9.6528,-8.9162,85.9912,145.206
174.1801,63.2093,3.4856,0.1598,0.107,-213.4146,-157.9789,-55.0724,5.3315,267.1959
20.0324,16.4192,2.55,0.4404,0.2126,17.4912,25.1904,15.2362,38.4644,238.3174
20.4916,16.0929,2.4433,0.6018,0.4162,13.2315,21.1434,-7.7435,23.468,72.9904
27.71,6.6551,2.6514,0.5523,0.3342,18.4418,-5.5253,6.7768,29.3522,165.7713
37.7881,27.329,2.7101,0.2885,0.1706,-12.7274,-15.5314,18.5424,7.342,167.035
50.3422,9.3404,2.5629,0.3639,0.1874,-13.8394,37.0812,6.3934,8.78,244.227
63.805,23.9225,3.4746,0.175,0.0997,44.1231,51.4361,-18.4904,0.1897,240.845
34.4717,15.4518,2.7903,0.3063,0.1629,-3.1478,-19.8879,-9.2102,8.3289,133.084
45.6321,22.71,3.0441,0.2213,0.1215,-18.3986,-20.6427,-14.3164,0.3822,178.255
48.0266,17.5822,2.4855,0.4308,0.2281,38.7086,26.6904,-4.1124,59.1356,141.913
83.5534,23.8092,3.0663,0.2352,0.1249,-9.6127,66.7498,-15.037,0.4554,351.783
24.5568,7.3979,2.3711,0.6766,0.3426,-10.6425,-8.7545,-3.0253,31.091,174.751
32.3276,17.0346,2.6091,0.2878,0.1611,-21.9751,-13.2382,-7.8515,3.8476,81.8432
12.7405,11.5999,2.1089,0.7082,0.4008,-15.5286,9.2718,-7.417,50.2015,200.551
21.0636,10.6847,2.2253,0.5833,0.3006,21.7444,18.5696,-10.6178,11.615,113.067
140.227,74.6445,3.6987,0.0981,0.0509,-209.157,-92.4478,-75.952,10.207,331.791
21.7316,16.7682,2.5079,0.413,0.2252,25.4822,8.7312,-11.0278,58.0948,105.364
67.6194,22.0969,3.4227,0.1961,0.1011,42.2108,57.2741,-15.0872,4.4996,238.7
105.8664,23.4219,2.8718,0.4252,0.2645,51.4852,104.469,-11.9442,55.8552,246.5357
26.7828,15.19,2.6294,0.493,0.2664,-9.7672,-19.1196,14.7566,42.8808,24.3978
44.6647,17.1665,2.6443,0.2816,0.1663,17.9543,43.8893,-6.4795,78.5736,245.8811
78.131,17.8539,2.9201,0.4267,0.2518,-78.8158,26.2619,-5.0386,77.241,168.979
32.8666,17.7862,2.3683,0.4797,0.242,-29.696,-9.0224,12.1372,58.601,68.4377
27.6783,7.0436,2.5812,0.5201,0.3094,-27.9866,5.7116,-6.1568,1.9919,131.733
20.9159,16.424,2.4281,0.5037,0.2854,18.0847,17.5826,-7.6148,41.0503,122.121
28.7485,9.6862,2.4108,0.4854,0.2893,38.7305,-15.7221,-6.489,1.068,197.412
24.0828,11.0698,2.4846,0.4933,0.2829,37.1703,1.4408,-10.6246,84.8699,166.2107
77.1905,26.8979,3.472,0.2321,0.1503,-45.6903,44.7733,16.1287,2.621,295.754
36.5188,19.7845,2.4571,0.377,0.1937,-45.5581,-15.5398,-14.7077,17.6334,212.519
21.3376,0.0,2.3627,0.859,0.4794,0.0,0.0,-17.9419,27.123,175.145
167.8149,72.9064,3.7355,0.1901,0.0999,-168.4251,-165.3907,41.4168,68.6292,380.4525
76.1338,10.3505,2.2175,0.5758,0.3,-85.9953,17.2788,8.2329,1.1506,130.364
59.1682,14.8932,2.798,0.2946,0.1537,-108.977,51.494,-8.1425,1.915,221.458
47.4705,14.2477,2.7245,0.3287,0.2067,-46.9323,-25.0402,-7.4446,20.5946,224.3131
22.4155,16.3549,2.5763,0.4748,0.2851,-4.1728,8.8698,9.9436,89.9155,131.98
35.4204,18.0487,2.6493,0.3027,0.1513,24.5634,18.1481,13.7779,15.2498,239.062
10.0244,3.137,2.3919,0.6609,0.3659,17.3775,8.209,5.0734,59.8434,86.024
29.0869,9.128,2.6444,0.5805,0.3141,7.6234,17.4277,9.5575,16.3577,143.684
52.8479,21.5505,2.9462,0.3667,0.2054,-53.2694,27.9502,-20.7681,6.087,309.622
12.9801,10.8815,2.4175,0.7457,0.4723,-13.697,6.0371,-7.0019,30.803,78.2618
22.7298,10.6207,2.4878,0.5561,0.278,8.5649,15.9315,-5.7387,23.553,171.686
22.2186,18.1081,2.7362,0.4488,0.2799,29.4685,32.2887,-12.9885,48.836,162.3592
39.5437,11.2019,2.6853,0.4149,0.2198,33.0736,26.3628,-7.45,3.7748,267.892
88.3799,23.7348,3.2642,0.1905,0.1053,-1.3763,76.8995,12.1729,0.949,339.391
21.7447,14.2619,2.4896,0.5948,0.3448,-9.2138,10.7121,-4.0639,38.5152,231.7017
64.9935,16.6946,3.0631,0.2525,0.1405,38.8398,56.6156,5.5956,25.5893,253.878
41.1311,11.8766,2.9079,0.3387,0.1749,12.5308,15.5827,-6.2717,74.6525,83.9431
118.3765,45.5584,3.7139,0.1477,0.0713,-65.7091,-69.4899,-17.2968,51.9268,374.8463
20.5839,12.8876,2.4191,0.4724,0.2648,12.5054,12.7741,-8.1001,26.586,199.96
29.3515,16.1523,2.4749,0.3719,0.196,-5.4218,22.9066,9.7048,26.3691,161.384
12.5671,11.8738,2.0663,0.6867,0.3734,16.2799,-10.1284,0.0,52.8294,112.946
98.9042,20.7034,2.8756,0.2517,0.1378,-102.368,89.134,-13.3961,14.5582,231.659
17.1376,14.7468,2.2881,0.5919,0.3601,-18.8606,-18.1051,-12.9849,78.9293,104.2327
77.0039,54.5583,3.3366,0.1336,0.0721,47.0159,65.7816,-35.822,0.3649,292.294
21.0753,6.9523,2.3334,0.7332,0.4107,22.4413,13.0232,6.1669,8.393,260.875
26.7563,11.5733,2.4548,0.4667,0.2544,-35.7055,-8.7621,-3.7146,44.479,107.616
45.952,36.6764,3.2163,0.1799,0.0975,32.4806,40.2426,18.5289,24.992,143.65
20.1179,7.2985,2.081,0.7386,0.3942,2.4848,-9.6912,-5.3881,74.511,179.276
25.7604,17.3243,2.6812,0.3937,0.199,25.6382,19.2247,-12.8677,10.273,128.933
117.746,35.725,2.7709,0.4203,0.2347,-42.5233,-147.973,25.8869,38.0633,224.049
20.8247,7.1719,2.0233,0.7014,0.3554,-1.3973,8.6766,6.0362,39.435,100.761
25.8147,15.3315,2.3674,0.3734,0.2039,36.8062,13.6412,13.8212,0.206,167.508
185.011,102.984,4.5313,0.0521,0.0278,-215.78,-137.88,-48.9858,64.209,283.37
66.6232,18.4378,3.2647,0.1859,0.1014,48.5714,50.3889,-14.5178,2.2166,227.106
21.6803,20.5232,2.6503,0.396,0.2315,21.807,13.8819,-12.7114,34.873,217.201
45.4329,10.4937,2.49,0.466,0.2605,56.2918,25.3086,5.1673,72.747,189.825
64.0832,44.5162,3.039,0.2852,0.1568,-25.0758,-54.5893,-28.1592,32.193,262.727
21.0483,17.6112,2.4409,0.4529,0.2373,29.591,-9.6241,14.2623,32.4415,173.549
13.6728,9.3171,2.3775,0.847,0.4927,13.2092,8.0423,-11.4709,14.071,92.8876
34.1547,21.9048,2.84,0.267,0.1721,8.0011,24.475,18.6403,17.307,71.0507
239.0615,74.374,3.5694,0.1917,0.103,-107.4136,-229.1302,80.5182,58.3789,277.9154
48.5277,11.939,2.7705,0.3155,0.1654,-4.1113,16.1417,-12.554,21.806,87.7162
63.6221,19.8789,2.8562,0.2639,0.1417,-50.101,-40.1622,10.9015,18.4513,174.6495
41.4364,8.2403,2.7059,0.4567,0.2293,35.2368,25.0112,-3.5747,14.433,166.898
29.76,20.914,2.882,0.2992,0.1594,0.5537,9.3549,-7.9018,6.2206,80.1779
27.5742,8.2211,2.3711,0.6,0.3255,30.668,20.5727,6.0634,18.904,110.77
47.027,17.9904,2.641,0.3406,0.1771,59.4194,-19.5435,-12.2521,0.5398,196.901
25.5681,7.4485,2.5257,0.7158,0.388,-4.4429,17.1056,5.0719,9.8852,115.1498
30.411,7.495,2.2833,0.5729,0.2891,-12.4814,9.9073,-6.3291,51.112,202.572
38.4181,17.1406,2.5971,0.402,0.2162,16.0802,39.5951,-13.8313,0.393,261.014
27.7865,13.1526,2.6609,0.4454,0.2631,4.3608,-14.38,-10.2233,25.282,201.227
21.2509,10.8657,2.1847,0.5686,0.2843,14.7015,17.944,7.8355,7.182,123.84
27.7531,12.5654,2.3531,0.4568,0.255,17.0929,19.0235,7.9323,0.2168,94.6145
67.8374,19.9017,3.2491,0.2835,0.1434,35.7355,79.9025,-10.6692,6.1571,232.258
22.0892,11.3512,2.4526,0.5503,0.3122,10.6048,19.2467,-5.9711,7.8401,163.859
12.6993,11.6935,2.1055,0.7137,0.3804,15.5772,-8.1995,-10.6766,7.8517,95.3424
29.9501,12.3647,2.5384,0.4428,0.2793,19.2951,24.5753,-3.3277,43.1345,128.399
21.8569,10.9246,2.4433,0.5838,0.3874,6.0597,18.4043,8.7412,17.8472,60.3879
21.5387,11.4535,2.2455,0.5909,0.3778,13.5851,20.0915,6.2059,36.5241,105.586
96.032,39.9332,3.0166,0.3118,0.1593,60.8547,97.0464,-32.1138,69.8492,264.674
157.757,106.801,3.4859,0.1892,0.0965,59.7534,121.385,127.381,82.3074,416.326
45.0704,9.8641,2.5982,0.3808,0.2081,-60.3121,-27.5463,-5.6833,7.7364,205.825
18.8172,12.7488,2.437,0.5265,0.2834,3.2467,-10.6101,9.0357,54.4112,232.895
72.7337,25.2033,3.2394,0.2172,0.1103,-48.4876,33.95,-4.8831,3.4835,293.046
56.9254,13.3598,2.7709,0.6559,0.472,-55.9809,-30.9375,12.5368,24.217,309.425
53.0789,32.7179,3.1807,0.1596,0.0821,-23.5435,-46.723,-26.7767,15.94,168.436
72.6772,29.3901,3.3268,0.1282,0.0662,-107.161,60.2754,-14.0027,1.7119,223.12
46.3458,28.1802,3.6471,0.1812,0.0966,33.8101,30.3522,-14.7321,9.038,164.211
49.0724,15.8036,2.9238,0.2872,0.1734,9.35,22.821,9.1958,11.24,197.569
20.2889,18.7466,2.4166,0.41,0.2165,-29.2138,4.8046,16.8496,19.5164,201.838
18.423,12.554,2.5058,0.5991,0.4228,12.1573,15.8397,-9.6204,15.175,146.477
19.7131,7.9518,2.5179,0.5078,0.288,-6.4052,-9.1431,-5.7197,41.5306,173.5266
106.4,26.1595,2.989,0.3097,0.1574,-70.6965,-106.387,15.8114,43.821,185.14
21.7058,8.999,2.1646,0.6827,0.3751,9.3648,-5.1949,-5.464,78.3263,148.1034
26.3797,9.1958,2.6474,0.6644,0.348,-7.8052,22.156,6.9615,83.8058,141.373
13.0278,10.5102,2.3683,0.7709,0.5032,-12.8741,-4.6312,8.4954,9.562,203.795
144.6026,76.9853,2.9709,0.2299,0.1189,-136.7437,121.749,-39.3138,39.6929,205.3179
32.5748,15.0008,2.7563,0.3348,0.1814,16.1207,24.9912,-5.1209,11.958,137.527
36.7526,10.7672,2.433,0.4465,0.2269,-51.6149,11.8839,8.2875,6.816,145.572
142.154,103.149,3.7962,0.1492,0.0754,-196.232,38.8824,-37.2529,51.6026,355.891
29.279,16.1532,2.4933,0.4128,0.2381,34.8626,21.0419,-9.7169,12.1098,95.4989
13.3786,10.4786,2.2516,0.7955,0.4006,-14.9499,-1.9838,11.9014,77.826,138.523
21.1285,10.8588,2.1461,0.5786,0.2893,6.0936,-17.8457,-7.355,52.67,205.329
14.7912,11.7955,2.3075,0.6749,0.4557,1.3533,4.7675,-9.0611,62.25,62.5245
35.7062,13.2892,2.3664,0.5204,0.329,-32.1031,-25.7479,7.0429,1.2543,201.751
31.5291,8.5731,2.8456,0.4497,0.1899,-15.0502,-1.6939,-11.4253,42.386,247.2096
87.0717,20.0639,3.1875,0.263,0.1568,-40.5249,58.9505,18.1643,31.418,315.588
12.7537,11.6192,2.2999,0.7218,0.3784,15.3379,-6.9668,11.2703,80.0642,47.017
21.6653,6.5971,2.1746,0.7291,0.4582,-21.2809,-15.0471,-6.4909,74.508,98.9922
121.697,92.2982,3.3298,0.1872,0.1163,-206.155,90.584,-59.9521,55.337,226.093
24.5799,10.5318,2.5463,0.4435,0.2443,21.1311,4.2211,-0.6966,23.7446,187.9544
52.5772,25.1815,2.7124,0.542,0.3845,-40.8749,-18.801,-20.6084,10.2974,299.2486
21.539,10.9515,2.1399,0.5435,0.279,-13.733,-18.4413,8.682,28.4753,161.373
40.0835,14.5512,2.7042,0.3458,0.1947,-16.8745,-33.8985,7.6887,0.784,220.99
25.1721,10.343,2.3395,0.4668,0.2403,-11.6863,-18.8279,4.0528,24.564,150.202
23.3262,5.2021,2.2897,0.7808,0.4347,34.4949,11.5706,-4.1788,53.8693,188.3484
22.2134,18.3853,2.5653,0.4354,0.2599,-16.56,16.1254,13.1403,23.648,93.175
42.3083,17.4667,3.063,0.2448,0.125,-1.6417,-18.4165,-7.3354,1.0036,178.341
30.5553,9.4785,2.7103,0.4579,0.2428,-25.6944,-21.5735,-8.4698,86.3961,101.2342
41.8772,19.0863,2.9004,0.312,0.1629,-45.6985,-35.0592,-10.0775,54.952,207.601
152.8,41.7867,3.3937,0.1434,0.0766,-263.426,89.5195,-36.1643,53.7624,254.284
16.0903,14.9731,2.4472,0.6647,0.4495,7.8755,0.4658,-14.032,32.6021,238.7609
26.7045,9.9059,2.4807,0.4231,0.2231,14.6508,-17.9119,5.7653,7.055,180.696
75.0392,66.8244,3.1966,0.2169,0.1262,-28.2031,35.1826,39.2999,63.239,136.967
98.6144,32.5417,3.4926,0.203,0.1076,-28.7309,69.058,16.8049,0.7895,332.552
20.6376,7.2364,2.1189,0.692,0.3688,0.4506,-5.8171,-5.9033,46.992,151.986
126.029,73.1423,3.3742,0.1496,0.0767,-139.185,44.9656,-93.3485,1.508,189.561
84.7669,25.0483,2.9009,0.25,0.1438,7.0941,87.5265,19.5176,8.012,184.752
57.4045,31.0873,3.2531,0.2831,0.1823,-40.4326,40.5879,18.9167,6.389,302.484
34.9814,13.3332,2.5508,0.4529,0.3165,-22.4672,-30.2027,-9.7852,49.902,278.431
112.4543,73.3094,3.4562,0.2239,0.1313,-19.6467,-104.6703,-44.8812,52.6677,355.2485
135.0778,41.7495,3.3732,0.1178,0.0817,4.7027,98.6147,-41.1138,59.614,169.6094
17.5793,15.5771,2.2601,0.6264,0.3819,-1.1812,-12.0557,-15.5147,62.1191,211.033
53.3437,15.3243,2.7177,0.3657,0.207,15.1222,31.9582,13.7668,45.9154,191.041
65.6203,30.689,3.2445,0.1777,0.0988,32.2151,67.5998,25.9399,2.733,140.514
33.4593,15.542,2.7177,0.3755,0.2059,-15.7864,23.7646,-10.6204,6.2132,270.461
31.3598,24.3563,2.7308,0.3309,0.1924,-15.4335,-17.2804,-14.4643,75.9302,96.4856
47.7138,11.7741,2.9017,0.4243,0.263,36.8535,45.53,13.9489,5.9013,266.2614
27.8161,10.0825,2.09,0.6972,0.3589,41.2781,3.1957,-7.9897,55.5221,132.0225
143.8199,32.7043,3.4133,0.2093,0.0691,-166.3351,89.8372,-29.4071,27.4639,208.369
13.0265,11.1821,2.1717,0.7542,0.3872,-14.9601,3.7922,11.7894,14.6389,153.748
25.7471,16.467,2.541,0.3942,0.1971,20.0279,13.593,-14.6255,28.4117,134.837
47.0295,21.8757,2.8525,0.2472,0.1285,53.0107,40.3669,-14.1231,54.3425,237.503
15.796,13.6178,2.7777,0.4655,0.2965,-25.7576,-21.4304,11.5737,89.6616,134.1615
109.4953,44.9369,3.3602,0.0974,0.0702,168.7915,-56.268,-12.8698,39.4314,179.8697
49.8634,17.8268,3.0026,0.1988,0.1009,-21.0563,15.4977,-11.3966,3.4411,129.146
19.2512,14.7951,2.2954,0.6419,0.327,29.4665,8.9581,10.6096,51.6492,226.6496
13.3126,10.5973,2.3608,0.7887,0.4161,14.6286,3.4081,11.845,10.9867,150.746
19.7829,6.4294,2.2956,0.8304,0.5392,-16.7851,-17.0595,-5.0057,78.8637,130.985
42.9123,35.0966,3.6205,0.1917,0.1156,-2.3716,-37.3538,19.1961,44.927,29.3704
67.4221,23.1555,2.8748,0.2895,0.1754,-80.7482,-44.557,18.4183,20.9816,258.577
155.9102,42.2451,2.772,0.4695,0.2437,-90.4055,-147.3562,20.3806,16.0222,321.6529
34.3785,8.8483,2.7387,0.436,0.2831,7.6634,-14.2938,3.1596,52.3229,212.2864
27.406,12.0315,2.5366,0.4244,0.2311,4.3012,18.2834,4.7342,15.928,249.637
30.3331,14.9817,2.4526,0.4762,0.2416,-32.2094,-20.1641,-5.1006,0.9075,74.5242
77.7161,30.1417,3.8886,0.1406,0.0711,44.8366,63.5847,-23.6233,1.0204,261.15
58.5847,16.5447,3.0613,0.2171,0.1177,46.464,-26.7368,12.2408,4.933,226.425
30.4837,17.4756,2.8218,0.2924,0.1515,-30.0794,-5.7384,11.8032,21.1876,180.255
36.6025,19.477,3.1703,0.2358,0.1247,-14.3219,-30.0775,13.7172,0.912,173.044
72.9523,30.5716,3.5797,0.1361,0.0701,14.3582,67.4553,14.3698,0.702,195.749
49.8081,22.9826,2.7536,0.321,0.1737,73.6412,-41.7935,-10.1062,58.2008,163.956
72.6804,52.0129,3.1307,0.1984,0.1208,-23.5856,32.8912,18.7076,85.3932,279.5363
57.2696,17.3704,3.1754,0.195,0.1032,-100.407,-25.5243,12.1691,7.052,241.245
35.8521,21.4939,2.8579,0.2968,0.2004,-26.1679,-24.1268,14.3675,10.894,233.995
30.1141,11.4561,2.3232,0.5766,0.3411,56.9658,44.0529,17.4062,56.1464,254.5616
62.4243,21.1078,3.2783,0.1802,0.0972,-10.4586,24.1103,9.0154,2.979,228.939
34.1637,9.4153,2.769,0.5055,0.2834,-9.194,17.1486,6.306,64.752,109.449
24.2923,11.8947,2.6219,0.5542,0.2995,-4.0046,7.6735,2.5994,37.1321,254.0909
69.8848,15.596,2.6642,0.3489,0.1939,60.2681,51.4932,-10.374,0.9472,269.799
34.4045,8.3875,2.7819,0.4116,0.2221,13.9775,50.6389,-7.9092,7.1369,271.5166
37.527,16.6884,2.8998,0.2771,0.1442,3.4484,24.0906,-11.9174,4.995,183.932
82.6882,33.0604,3.8316,0.0984,0.058,90.8886,42.9439,12.4878,2.312,210.328
45.8695,19.1419,2.6508,0.2883,0.1508,46.056,37.9796,-9.8389,72.971,77.781
203.9612,57.2806,3.4354,0.205,0.1218,-208.3347,-167.3541,55.5438,68.0438,240.1917
45.71,19.8224,3.1506,0.239,0.1311,24.2414,18.1879,4.9942,4.655,221.253
29.4259,17.0431,2.4526,0.3633,0.2028,-14.6546,-15.5914,8.1478,45.059,142.487
25.579,18.0211,2.4065,0.4039,0.202,36.8669,-10.6968,16.8807,24.588,132.624
76.074,28.2607,2.6993,0.2601,0.1932,-91.4748,-47.2547,20.8358,35.4976,238.7182
155.0248,47.3178,3.1937,0.335,0.1755,-129.3394,-158.2666,40.241,5.5785,353.7976
40.2999,26.4323,2.9165,0.3261,0.1921,26.8354,34.6204,26.5414,55.9,159.428
25.5745,7.0241,2.3962,0.6426,0.4197,12.8445,14.8244,-5.6436,32.4792,74.2403
75.3837,39.6086,3.5638,0.1742,0.1014,50.8689,76.7048,34.1011,10.522,216.027
32.7377,16.3811,2.9337,0.311,0.166,22.3459,17.2871,-8.9872,15.842,200.285
8.5738,8.1072,2.3023,0.769,0.4282,-17.9207,-2.7859,10.7691,54.9252,168.9304
12.632,11.793,2.4108,0.7068,0.3709,-15.7013,8.1963,10.7693,82.6681,200.751
19.1548,9.8675,2.29,0.5795,0.3051,-0.1476,3.7763,-5.5089,38.6221,99.682
93.0016,17.941,3.078,0.2804,0.1333,77.563,91.8036,-14.7475,17.0072,327.0483
23.8255,12.5494,2.3464,0.6532,0.4032,23.2699,18.3503,-7.988,21.788,76.502
39.799,7.3193,2.4807,0.5653,0.3025,-48.6824,-19.3096,4.2377,2.609,226.427
98.2442,13.6592,2.1734,0.542,0.2952,83.6413,65.6691,4.7823,40.455,165.9593
152.899,65.6971,3.0932,0.1727,0.0924,-103.599,-175.449,37.4065,76.2965,137.666
47.5259,13.2385,2.906,0.2523,0.1379,41.8535,-32.4062,-8.002,45.1887,36.4109
29.6226,11.9796,2.4728,0.4108,0.2138,38.4427,19.2054,10.6377,19.914,108.279
18.6657,10.268,2.2529,0.5866,0.3101,-23.5251,-9.7051,-4.9073,71.559,93.2711
17.8704,15.087,2.3703,0.4966,0.3115,16.5736,27.3345,5.6102,19.9953,180.5857
54.1887,19.8522,2.8615,0.3067,0.1602,3.2851,49.1292,-17.7546,13.905,215.08
60.3452,20.8174,2.7202,0.4574,0.2782,23.6286,58.0531,10.4358,16.1157,148.0604
29.98,9.3451,2.616,0.5351,0.3015,23.5075,20.7694,7.9348,43.205,140.041
58.1344,23.1666,3.3556,0.2513,0.1351,36.3407,62.9897,-14.2864,4.935,252.649
19.9786,9.2008,2.4346,0.6507,0.4283,-4.1789,14.4521,10.3094,78.2768,32.3245
29.1556,12.5696,2.5441,0.5257,0.27,-9.3565,21.4041,10.0929,1.925,216.048
162.8811,112.2661,3.0987,0.2981,0.2104,-120.4171,-148.949,121.8642,15.8519,350.3663
75.3249,31.1934,3.2191,0.2174,0.1132,-29.5385,-78.225,-23.9531,29.81,246.753
37.2097,18.0222,3.0133,0.2644,0.1517,-5.7967,11.6813,16.7966,66.6454,236.0314
18.5924,6.937,2.4935,0.8475,0.4254,-8.2349,12.2213,-3.9562,83.5983,171.524
44.4396,16.6392,3.0502,0.237,0.1394,43.5765,-23.0971,1.7797,7.831,198.165
47.6457,23.6379,3.3267,0.2139,0.1105,-9.8961,-33.4329,15.0906,3.8153,206.846
112.238,33.4058,3.252,0.2771,0.1391,7.8799,-91.4841,33.5943,0.9466,348.115
64.0879,15.0473,2.7084,0.3699,0.2241,54.8803,70.6237,-12.0952,0.27,237.162
73.2198,18.4237,2.6493,0.343,0.2007,57.6939,66.7052,7.5046,78.429,32.1918
22.4762,11.4257,2.3829,0.5797,0.3582,-25.9621,-10.0548,-7.0058,16.3023,215.651
74.8526,24.3207,3.3863,0.198,0.1009,55.6635,63.2053,11.2853,5.866,265.465
66.8153,21.9456,3.1818,0.202,0.1049,57.4815,65.0778,-14.1027,9.1974,179.243
95.3347,27.2076,3.49,0.1641,0.0872,84.3962,87.3563,-9.6845,4.016,222.414
29.8325,19.8526,2.6928,0.4523,0.2424,13.4253,24.8158,14.4764,50.398,280.732
13.0157,10.6817,2.3738,0.7611,0.4884,-13.26,3.4689,-8.2611,1.817,169.195
23.1207,14.0498,2.6479,0.4522,0.2396,3.982,14.7351,-6.5502,22.208,143.885
59.8452,23.981,2.9299,0.3091,0.1689,-12.4594,-54.837,-12.8509,4.9917,136.6318
41.8946,30.85,3.5714,0.1629,0.082,27.2532,31.829,-17.8155,33.757,109.631
35.0068,13.5042,2.5635,0.3689,0.2036,27.8449,18.1721,-8.4982,2.867,242.869
25.3725,16.9147,2.7977,0.3501,0.2364,24.0413,16.5899,10.5247,23.0687,223.1083
17.2356,10.7068,2.2577,0.6464,0.3785,2.7562,-7.3865,7.5309,29.0239,206.342
21.4355,7.9973,2.3369,0.8124,0.4285,-14.6266,9.0208,-3.1087,0.2327,178.3587
129.676,31.0196,3.2893,0.1623,0.0871,19.4642,105.713,29.5691,47.531,187.569
35.0173,7.3409,2.6383,0.412,0.2087,-8.5098,-18.8432,2.8139,5.7696,77.9217
47.5599,16.8144,2.6077,0.3333,0.1749,-54.788,-31.7849,17.4669,32.6342,228.8011
24.4102,10.8908,2.3334,0.5058,0.29,-7.0266,-19.5335,-6.8932,4.738,95.0864
78.9677,26.7325,3.7505,0.1648,0.0846,33.2475,85.4377,16.5118,3.1425,273.557
83.3231,15.6786,2.8951,0.2266,0.1165,-64.881,61.1489,-13.2277,7.779,266.698
26.9212,23.6803,2.846,0.2865,0.1504,36.2038,20.6749,10.8888,26.9893,144.937
24.1215,10.5814,2.779,0.533,0.2925,12.329,31.3703,-11.5267,63.2577,238.9934
69.0482,15.9119,2.9167,0.252,0.1423,-133.608,62.8196,-11.7357,5.638,288.171
31.0619,11.6274,2.5563,0.4667,0.2403,-41.3141,7.6668,-8.4457,22.822,128.797
46.2966,10.4992,2.7885,0.4475,0.2498,34.6354,39.1377,-8.4438,32.4589,185.278
14.6629,13.0714,2.4775,0.782,0.475,24.3,9.1406,-8.3706,48.3131,252.015
73.6369,19.1094,3.2528,0.2779,0.1491,-63.2064,-74.8542,-16.0891,76.4906,181.525
98.0655,23.4188,3.3231,0.1734,0.0896,-67.9653,85.6082,-14.8935,0.712,293.452
20.419,10.4451,2.4265,0.6479,0.3315,-5.5089,16.6211,5.8879,39.3763,261.466
23.7546,10.8836,2.4166,0.6092,0.3046,33.1145,-18.2256,6.1398,49.59,37.9886
43.6708,16.7493,2.5551,0.4485,0.2326,-50.5778,25.0764,9.526,73.994,162.119
120.9462,63.157,3.2739,0.1734,0.1159,169.8631,-92.7586,43.2713,10.9991,112.6873
27.3084,21.357,2.6101,0.3018,0.1509,-18.5946,14.6071,16.4383,38.1711,123.343
95.8843,23.7653,2.8139,0.3162,0.2018,95.1811,64.2982,-20.3877,65.137,153.985
18.8412,7.4896,2.1599,0.7405,0.474,0.2135,-3.3562,3.5175,45.2279,73.717
16.6153,8.1628,2.2398,0.7755,0.4484,2.5299,7.3005,7.0495,76.3942,197.1985
35.1319,9.2773,2.7613,0.3882,0.2439,-11.8001,17.7042,-6.5113,31.7555,143.9916
70.8315,22.3982,3.3197,0.2227,0.1252,81.8166,69.0231,19.2635,10.385,248.983
19.1868,16.7061,2.5124,0.4538,0.2698,1.66,-20.4605,2.0942,62.8069,166.1077
28.7415,17.1661,2.7206,0.3254,0.1627,23.1984,19.7286,13.2448,4.6448,154.078
52.3679,33.5311,3.3954,0.1879,0.108,-12.5255,41.985,-29.4858,62.904,276.255
21.3122,5.9538,2.2393,0.7896,0.5677,17.1712,18.7293,6.3354,47.817,195.136
171.5051,64.5524,3.5331,0.1674,0.0466,103.3078,145.4257,42.0187,40.1469,264.1398
36.8727,15.0899,3.0204,0.3225,0.1703,-7.0212,22.4359,10.1139,2.0174,200.935
46.395,20.7354,2.9941,0.2291,0.1151,-5.4724,-22.4582,-11.9183,9.8102,204.407
