f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
113,79,76,94,97,42,5,0,0,54,8,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0
72,77,76,74,99,0,0,6,56,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
88,80,81,71,94,0,8,71,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1
107,103,77,71,94,0,0,0,53,12,20,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,44,19,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,178,88,79,94,0,0,0,0,0,14,64,0,47,28,0,0,0,0,2,6,0,0,0,0,0,0
47,98,76,71,94,0,0,0,2,3,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,113,77,71,94,0,7,6,0,0,12,65,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
95,97,76,71,94,0,0,0,6,56,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,31,32,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,103,106,71,94,0,0,0,0,31,31,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0
39,114,77,71,94,1,1,0,0,1,0,34,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,80,77,71,94,1,2,0,32,54,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,0,0,57,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,110,108,71,94,28,18,0,0,0,1,0,0,0,20,38,0,1,0,0,0,0,0,0,0,0,0
117,80,82,73,94,23,60,25,0,1,2,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0
92,77,76,73,95,2,0,1,33,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
20,83,121,71,94,1,6,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,0
119,115,76,71,94,0,0,37,51,5,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,0,2,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,133,76,71,94,0,0,0,0,5,56,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,3,0,0,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,121,77,110,116,0,0,0,71,8,0,3,58,0,1,0,0,0,0,0,0,0,29,8,0,0,0
35,83,76,71,94,0,2,20,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1
16,77,76,92,99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,1
65,95,76,71,94,0,0,1,3,9,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,86,76,78,94,0,0,0,0,24,38,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1
43,94,145,71,94,0,1,2,0,0,27,19,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,3,2,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,97,89,115,94,0,0,0,2,0,39,22,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
76,77,76,72,122,3,0,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0
14,126,88,73,95,0,0,0,0,1,0,0,0,23,36,0,0,0,0,0,0,0,2,0,0,0,0
61,105,125,71,94,0,0,0,0,18,44,0,0,0,0,15,42,0,0,0,0,0,0,0,0,0,0
132,120,76,71,94,9,37,0,0,40,9,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,2,2,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,106,76,71,94,10,33,23,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,77,80,73,94,0,3,23,44,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
96,114,87,71,94,0,0,46,0,34,12,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,0,5,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,118,129,71,94,0,0,0,0,0,30,23,0,0,3,24,40,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,50,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,92,76,71,94,0,1,2,62,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,125,88,71,94,0,0,0,3,2,0,0,0,22,37,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,1,0,18,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,77,76,71,94,0,4,7,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,0,0,32,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,78,76,71,94,1,1,0,23,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,81,76,71,94,0,0,0,1,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,77,76,71,94,0,63,63,32,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,77,76,72,96,44,19,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
75,78,76,71,94,0,0,3,50,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,106,121,71,94,0,3,9,37,0,0,0,0,0,0,56,9,1,0,0,0,0,0,0,0,0,0
41,92,153,85,94,0,0,0,0,0,29,16,0,0,0,0,0,33,38,0,0,0,0,0,0,0,0
71,77,79,74,96,0,6,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1
53,122,98,71,94,0,0,0,0,31,14,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0
105,103,76,71,94,0,0,0,1,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,155,91,72,95,0,0,44,19,0,30,15,0,32,42,0,0,0,1,0,0,0,0,0,0,1,0
196,85,77,71,94,0,0,39,39,93,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,77,79,75,94,0,0,0,0,45,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
74,84,119,71,94,0,0,0,63,2,0,0,0,0,0,0,31,11,0,0,0,0,0,0,0,0,0
80,77,76,80,96,31,31,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1
61,77,76,72,97,0,1,4,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
128,98,76,71,94,0,16,63,0,0,46,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,81,76,71,94,0,1,2,0,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,81,76,71,94,0,8,56,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,123,76,71,94,0,0,0,0,15,47,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0
74,80,82,91,94,0,0,0,56,7,1,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,1
97,97,77,71,94,0,0,0,0,40,63,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
30,137,76,82,149,0,0,0,0,3,0,0,59,17,0,0,0,0,0,0,0,0,0,0,29,7,0
77,77,78,72,94,0,17,36,14,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
92,84,76,71,94,0,0,23,23,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,77,76,71,94,0,10,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,77,76,74,94,0,24,24,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
115,77,76,71,94,44,19,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,81,76,71,94,1,2,1,2,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,115,83,71,94,0,49,5,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,1
56,84,76,71,94,2,1,0,0,35,11,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
18,102,116,71,94,1,2,3,0,0,0,0,0,0,0,46,12,0,0,0,0,0,0,0,0,0,0
76,77,76,72,102,26,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
138,115,76,71,94,12,51,2,2,7,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,101,76,71,94,0,30,19,0,2,0,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,81,76,71,94,0,19,44,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71,80,79,71,94,2,1,0,0,49,13,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
106,100,76,71,94,50,12,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,79,78,71,94,24,88,14,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
46,156,88,71,94,1,1,0,1,2,0,58,3,22,37,0,0,0,0,0,0,0,0,0,0,0,0
47,92,76,72,94,0,0,4,1,0,30,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
75,77,76,71,94,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,105,76,71,94,0,0,0,1,3,51,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
83,108,76,71,94,0,0,0,43,19,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,157,93,71,94,0,0,2,0,0,0,0,0,43,52,0,0,0,0,0,0,0,0,0,0,0,0
150,85,76,71,94,0,0,44,51,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,77,77,77,94,0,1,2,16,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
107,94,76,71,94,0,0,19,44,3,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,83,93,71,94,0,0,42,9,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,1
76,77,76,74,94,6,15,9,37,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
88,96,76,71,94,18,28,0,0,0,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,99,76,71,94,49,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,87,134,71,94,0,0,5,41,0,0,0,0,0,0,0,43,14,0,0,0,0,0,0,0,0,0
72,77,76,71,94,0,0,5,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,113,84,71,94,0,3,0,1,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0
91,81,79,71,94,44,19,12,8,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
57,77,76,110,115,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0
71,77,76,107,119,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0
118,104,76,71,94,0,0,16,63,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,91,76,71,94,0,0,5,0,2,43,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,119,76,71,94,0,0,0,0,0,34,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,86,79,71,94,0,0,17,4,12,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
32,107,121,71,94,0,0,0,0,0,0,37,8,0,0,0,25,17,0,0,0,0,0,0,0,0,0
107,154,102,71,94,0,62,0,0,2,21,40,0,0,66,8,0,0,0,0,0,0,0,0,0,0,0
16,124,89,71,94,0,0,3,0,0,0,0,0,18,41,0,0,0,0,0,0,0,0,0,0,0,0
80,82,80,72,95,0,7,3,56,6,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0,0,1
72,82,84,92,94,0,0,0,6,56,0,0,3,4,0,0,0,0,0,5,13,1,1,0,0,0,1
35,149,95,71,94,0,0,0,1,4,4,21,24,0,58,0,0,0,0,0,0,0,0,0,0,0,0
85,109,78,81,115,0,0,1,2,0,83,24,0,0,0,0,0,0,0,2,1,0,0,5,12,0,0
77,77,76,87,143,25,38,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0
59,92,76,71,94,3,1,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,114,79,75,94,0,0,0,0,4,125,13,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
134,104,78,71,94,0,42,6,1,15,78,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
74,77,76,104,123,0,0,0,59,6,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0
20,114,103,71,94,2,2,2,0,0,2,1,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0
74,77,79,71,94,0,0,0,56,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
78,80,77,71,94,0,6,1,43,19,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1
40,99,80,71,94,0,0,0,3,0,14,31,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1
91,85,79,71,94,0,0,13,17,28,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
25,78,76,107,120,0,0,0,4,8,2,1,0,0,0,0,0,0,0,0,0,0,22,16,0,0,0
81,97,76,72,94,0,30,18,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93,77,76,71,94,1,20,63,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,128,86,76,94,0,0,0,0,0,0,0,0,31,28,0,0,0,0,0,2,2,0,0,0,0,0
59,101,118,72,94,0,46,0,1,1,0,0,0,0,0,41,16,0,0,0,1,0,0,0,0,0,0
69,94,76,71,94,1,10,3,0,0,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,79,76,128,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,0
85,93,76,71,94,1,2,0,0,41,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,86,76,71,94,0,0,2,5,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,135,76,71,94,0,2,1,2,1,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
74,87,81,74,94,21,44,0,0,0,0,0,0,4,6,4,0,0,0,0,0,1,1,0,0,0,1
62,116,76,71,94,42,5,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,1
88,120,76,71,94,1,1,50,12,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,101,76,71,94,0,0,1,2,1,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,92,77,82,97,0,0,0,0,0,34,14,0,0,0,0,0,0,0,0,1,6,0,0,1,1,1
65,85,76,71,94,0,0,0,3,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,115,76,73,95,0,0,3,24,0,0,0,21,24,0,0,0,0,0,0,0,0,2,0,0,0,0
126,82,76,71,94,1,2,0,6,95,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,79,76,71,94,0,3,3,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,96,76,71,94,46,1,2,0,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,83,76,71,94,1,2,50,12,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,80,77,74,94,0,9,0,2,33,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
71,81,78,71,94,0,0,25,37,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
58,114,105,76,94,0,0,0,0,9,53,0,0,0,14,29,0,0,4,4,0,0,0,0,0,0,0
98,93,76,71,98,0,0,0,62,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
52,133,76,71,94,15,6,0,0,0,0,7,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0
59,94,186,103,94,0,42,5,2,0,0,0,0,0,0,15,42,0,53,17,0,0,0,0,0,0,0
121,88,76,71,94,0,34,15,0,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,135,115,71,94,0,0,0,0,0,0,4,41,0,0,52,6,0,0,0,0,0,0,0,0,0,0
22,159,89,82,94,0,0,0,0,0,0,0,39,25,39,0,0,0,0,0,0,7,1,0,0,0,0
28,148,76,71,94,0,0,0,0,0,0,9,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0
95,91,79,72,94,0,32,14,0,1,50,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
72,77,76,71,94,0,30,25,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,77,76,117,108,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0
150,77,76,71,94,0,38,106,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,1,2,12,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,88,115,94,0,0,0,38,27,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0
80,77,76,71,95,6,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
47,86,76,77,97,0,0,0,0,9,36,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1
129,79,76,71,94,0,0,0,55,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,77,115,124,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,25,19,0,0,0
77,77,76,71,94,56,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,91,77,73,94,0,0,0,1,4,58,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
19,121,76,78,99,0,0,0,0,0,0,0,27,25,0,0,0,0,0,0,0,0,3,4,0,0,0
66,87,76,71,94,0,0,0,19,28,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,94,76,71,94,9,0,0,0,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,77,76,80,96,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1
28,110,76,71,94,0,0,2,1,0,1,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,100,76,126,97,0,0,32,47,0,26,36,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0
74,81,79,71,94,0,6,56,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1
65,77,76,71,94,9,38,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,78,76,82,149,10,16,0,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0
72,80,76,71,94,16,40,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,77,122,78,94,0,0,0,16,63,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0
72,114,76,71,94,0,0,0,43,11,2,1,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
94,77,76,71,94,8,71,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,72,96,0,1,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
140,97,76,71,94,0,2,24,60,25,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,82,76,71,94,0,2,2,0,70,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,89,76,71,94,19,44,2,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,129,78,73,94,0,39,25,0,0,0,16,60,0,0,0,0,0,0,2,0,0,0,0,0,0,0
59,102,116,71,94,0,28,20,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0
61,77,78,71,94,2,1,0,19,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,108,78,71,94,0,0,0,0,0,8,53,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
78,77,76,71,94,0,62,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,79,76,71,94,37,25,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,77,76,101,126,0,0,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0
69,78,76,71,94,0,28,18,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,81,76,71,94,0,0,0,24,25,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
56,77,76,72,96,0,0,0,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
96,77,76,71,94,5,4,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,81,76,71,94,0,0,28,18,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,78,76,71,94,0,46,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,93,76,71,94,50,12,0,3,2,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,110,80,77,94,0,0,0,1,4,0,0,42,2,0,0,1,1,0,1,5,0,0,0,0,0,0
72,130,77,71,94,0,0,8,1,27,34,1,2,43,1,0,0,0,0,0,0,0,0,0,0,0,0
78,78,76,71,94,0,33,35,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,108,90,71,94,0,0,16,38,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,1
53,100,76,71,94,0,0,0,0,0,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,87,86,94,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,1
85,83,76,71,94,0,1,2,2,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,77,76,71,94,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,81,76,71,94,0,1,18,7,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,77,76,71,94,0,31,31,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,77,76,71,94,9,37,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,81,76,71,94,1,1,3,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,120,113,71,94,0,0,0,1,0,0,9,35,0,0,11,31,0,0,0,0,0,0,0,0,0,0
94,113,76,71,94,0,0,0,14,32,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,96,76,71,94,2,1,0,0,0,61,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,79,76,72,95,0,0,0,6,51,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
75,77,76,77,94,0,3,0,31,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
74,77,76,74,104,3,0,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
56,77,94,121,95,32,14,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,2,0,0,0,0
71,77,76,71,107,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
74,77,85,87,94,0,0,0,8,57,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,1
58,77,82,71,94,0,37,9,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
55,82,76,71,94,5,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,77,76,71,94,62,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,105,76,71,94,1,1,0,32,15,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,106,94,71,94,0,0,0,0,45,1,0,0,0,33,10,0,1,1,0,0,0,0,0,0,0,1
99,95,76,71,94,0,1,1,46,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,134,86,71,94,0,0,0,0,1,2,0,0,37,27,1,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,19,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,78,80,71,94,42,6,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,0,6,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,25,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,77,76,98,130,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0
69,91,76,71,94,0,7,3,0,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,71,94,9,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,92,76,71,94,0,1,7,5,0,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,77,76,71,94,0,1,4,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,94,110,71,94,0,0,0,0,3,0,0,2,0,0,21,21,0,0,0,0,0,0,0,0,0,0
81,95,77,71,94,23,23,0,0,0,16,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
83,82,99,74,94,0,0,0,0,60,19,0,0,0,0,0,4,15,0,0,1,2,0,0,0,0,1
73,103,76,71,94,0,23,23,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,79,76,73,102,50,12,0,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
59,104,96,71,94,0,38,11,0,0,0,0,0,0,25,18,0,0,0,0,0,0,0,0,0,0,1
143,82,76,71,94,0,0,63,19,41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,77,76,71,94,12,50,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,92,76,71,94,0,0,12,50,0,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,86,77,71,94,0,6,56,2,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1
76,77,76,71,94,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,77,76,71,94,0,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,156,96,71,94,0,0,0,0,0,0,0,26,19,53,5,0,0,0,0,0,0,0,0,0,0,0
88,83,76,71,94,0,2,1,0,70,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55,97,78,71,94,0,2,0,0,0,47,14,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
60,97,76,71,94,0,7,2,0,0,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,0,0,19,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,97,185,101,95,0,0,3,0,0,0,0,0,0,0,26,32,0,61,9,0,0,0,0,1,0,0
78,81,76,71,94,0,25,42,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,96,76,71,94,2,1,0,2,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
