V1,V6,V10,V12,V13,V14,V15
41,55.0,8,1120.0,2,-1.0,0
35,0.0,9,42.0,1,-1.0,0
41,542.0,11,64.0,2,347.0,1
32,0.0,13,440.0,2,-1.0,0
30,0.0,11,56.0,3,-1.0,0
39,138.0,9,61.0,2,-1.0,0
29,265.0,22,491.0,1,-1.0,0
58,565.0,8,153.0,1,93.0,1
31,1291.0,18,72.0,1,-1.0,0
57,75.0,8,157.0,8,-1.0,0
57,473.0,1,295.0,1,-1.0,0
34,-115.0,14,360.0,1,-1.0,0
37,-483.0,19,70.0,3,-1.0,0
48,40.0,12,300.0,3,-1.0,0
33,202.0,17,377.0,1,-1.0,0
35,297.0,29,251.0,3,265.0,4
31,22.0,22,122.0,5,-1.0,0
34,241.0,26,85.0,1,-1.0,0
32,1261.0,21,104.0,1,182.0,1
33,-6.0,7,566.0,2,-1.0,0
39,-172.0,15,562.0,2,-1.0,0
29,322.0,14,434.0,1,96.0,6
35,331.0,14,857.0,2,-1.0,0
37,2722.0,27,426.0,2,179.0,3
34,528.0,2,121.0,3,100.0,5
26,-32.0,18,486.0,2,336.0,6
27,1123.0,17,75.0,1,-1.0,0
37,195.0,1,10.0,1,-1.0,0
48,1730.0,4,489.0,1,178.0,2
34,79.0,10,336.0,4,-1.0,0
55,1872.0,28,155.0,2,93.0,8
37,5132.0,31,536.0,8,-1.0,0
72,0.0,13,99.0,1,-1.0,0
38,367.0,20,128.0,2,-1.0,0
38,6368.0,4,922.0,4,-1.0,0
53,5331.0,21,302.0,1,-1.0,0
54,224.0,5,134.0,2,-1.0,0
30,3156.0,2,170.0,1,-1.0,0
35,5639.0,20,945.0,2,-1.0,0
49,-46.0,9,1055.0,10,-1.0,0
34,2542.0,14,228.0,1,-1.0,0
26,-67.0,15,637.0,1,-1.0,0
34,50.0,2,173.0,1,258.0,2
46,536.0,16,750.0,2,-1.0,0
38,1262.0,17,49.0,2,-1.0,0
57,466.0,5,641.0,2,-1.0,0
41,3126.0,29,222.0,1,91.0,7
30,1924.0,6,170.0,1,-1.0,0
31,-13.0,30,176.0,4,-1.0,0
30,543.0,4,1449.0,6,-1.0,0
28,477.0,10,93.0,1,-1.0,0
46,747.0,6,22.0,6,-1.0,0
30,399.0,20,282.0,2,-1.0,0
58,5810.0,12,139.0,1,-1.0,0
58,28318.0,14,168.0,2,-1.0,0
60,2090.0,7,957.0,2,-1.0,0
45,-198.0,19,130.0,25,-1.0,0
32,329.0,3,321.0,1,-1.0,0
52,-346.0,19,147.0,3,-1.0,0
54,446.0,2,122.0,2,91.0,8
34,409.0,20,104.0,4,-1.0,0
41,-109.0,11,1038.0,1,370.0,1
66,1230.0,17,726.0,3,-1.0,0
30,695.0,13,478.0,2,-1.0,0
20,66.0,19,75.0,2,-1.0,0
42,3780.0,19,104.0,3,-1.0,0
58,3108.0,21,53.0,1,-1.0,0
39,425.0,6,562.0,3,-1.0,0
38,362.0,8,100.0,5,-1.0,0
61,32685.0,2,1447.0,2,-1.0,0
30,526.0,26,677.0,3,-1.0,0
42,323.0,16,617.0,1,-1.0,0
32,964.0,19,130.0,1,120.0,2
36,3949.0,28,130.0,2,-1.0,0
41,0.0,2,20.0,1,-1.0,0
25,1231.0,27,412.0,5,-1.0,0
30,-174.0,7,113.0,1,-1.0,0
58,565.0,7,876.0,1,-1.0,0
32,700.0,13,90.0,1,-1.0,0
59,3735.0,17,243.0,3,91.0,6
39,2103.0,2,588.0,1,-1.0,0
38,6158.0,15,139.0,5,145.0,9
76,820.0,23,263.0,4,-1.0,0
36,1597.0,21,137.0,1,-1.0,0
41,1066.0,11,109.0,3,-1.0,0
56,589.0,23,518.0,1,147.0,2
34,367.0,6,140.0,1,-1.0,0
49,1377.0,5,935.0,1,-1.0,0
45,-395.0,13,470.0,1,-1.0,0
51,580.0,19,694.0,2,-1.0,0
45,5346.0,21,187.0,1,-1.0,0
37,16.0,20,280.0,1,-1.0,0
32,51.0,7,297.0,1,-1.0,0
31,69.0,11,257.0,2,-1.0,0
27,78.0,18,5.0,2,-1.0,0
41,1321.0,15,315.0,2,-1.0,0
47,49.0,18,250.0,4,-1.0,0
47,0.0,14,122.0,2,-1.0,0
29,6567.0,15,792.0,2,298.0,1
41,0.0,30,373.0,3,-1.0,0
43,78.0,15,80.0,1,-1.0,0
25,1003.0,12,361.0,1,-1.0,0
41,0.0,17,294.0,4,63.0,11
54,869.0,14,152.0,2,-1.0,0
55,-375.0,30,814.0,2,-1.0,0
45,144.0,13,299.0,4,-1.0,0
34,528.0,1,165.0,1,124.0,1
46,568.0,28,51.0,4,-1.0,0
33,-395.0,27,161.0,2,-1.0,0
53,1796.0,15,476.0,1,193.0,1
49,-268.0,6,42.0,2,206.0,5
48,220.0,5,1005.0,2,-1.0,0
37,-961.0,13,294.0,1,-1.0,0
46,-119.0,22,151.0,3,-1.0,0
42,994.0,11,149.0,1,78.0,5
36,1313.0,20,8.0,10,-1.0,0
34,527.0,4,272.0,1,-1.0,0
55,-1217.0,19,242.0,4,-1.0,0
34,251.0,24,15.0,3,-1.0,0
64,315.0,17,154.0,1,-1.0,0
55,2.0,31,126.0,2,-1.0,0
47,7.0,8,175.0,2,-1.0,0
38,61.0,5,636.0,1,-1.0,0
44,17.0,6,352.0,2,-1.0,0
28,-511.0,2,82.0,1,-1.0,0
24,414.0,18,493.0,1,370.0,1
33,3552.0,13,158.0,2,85.0,3
37,1188.0,24,310.0,1,-1.0,0
35,13460.0,15,1068.0,3,-1.0,0
70,0.0,8,206.0,1,-1.0,0
38,0.0,17,547.0,2,-1.0,0
50,3674.0,30,886.0,3,-1.0,0
39,270.0,3,116.0,1,-1.0,0
37,46.0,19,119.0,4,-1.0,0
42,2869.0,3,440.0,1,-1.0,0
28,171.0,5,324.0,1,87.0,1
45,236.0,20,703.0,2,-1.0,0
31,578.0,17,664.0,1,319.0,4
60,0.0,29,1207.0,1,-1.0,0
26,543.0,30,169.0,3,-1.0,0
28,236.0,4,193.0,1,87.0,3
33,1388.0,31,158.0,1,202.0,3
73,2850.0,17,300.0,1,40.0,8
35,406.0,11,126.0,12,-1.0,0
29,78.0,30,239.0,1,-1.0,0
40,1082.0,30,854.0,2,-1.0,0
55,255.0,22,114.0,1,-1.0,0
63,474.0,25,423.0,1,-1.0,0
33,3514.0,20,214.0,2,184.0,2
39,0.0,17,106.0,1,-1.0,0
28,67.0,20,329.0,3,199.0,2
24,9.0,27,292.0,7,-1.0,0
41,6526.0,15,334.0,3,-1.0,0
64,380.0,25,479.0,1,-1.0,0
60,597.0,15,981.0,1,-1.0,0
28,6784.0,1,502.0,1,115.0,3
77,4112.0,26,1616.0,1,95.0,2
43,1429.0,19,1015.0,1,198.0,2
22,216.0,6,178.0,1,179.0,2
41,-4.0,20,171.0,6,-1.0,0
32,1995.0,20,121.0,1,-1.0,0
60,1210.0,11,231.0,2,-1.0,0
43,11115.0,23,476.0,1,74.0,2
26,81.0,28,63.0,2,-1.0,0
54,1044.0,29,597.0,5,-1.0,0
58,2.0,11,168.0,3,-1.0,0
46,1291.0,14,142.0,3,259.0,17
51,423.0,14,236.0,1,90.0,1
31,-538.0,6,521.0,1,-1.0,0
30,1265.0,26,414.0,2,-1.0,0
60,496.0,15,655.0,2,-1.0,0
32,1721.0,19,184.0,2,182.0,2
35,1144.0,20,197.0,13,-1.0,0
29,1070.0,19,30.0,1,357.0,1
30,4.0,20,270.0,1,-1.0,0
43,0.0,12,3.0,1,-1.0,0
32,500.0,27,24.0,1,-1.0,0
38,898.0,6,132.0,2,-1.0,0
56,45.0,5,1467.0,1,-1.0,0
52,1274.0,17,74.0,1,-1.0,0
73,3443.0,4,770.0,3,-1.0,0
45,410.0,30,891.0,4,-1.0,0
26,2002.0,29,146.0,1,-1.0,0
31,2603.0,11,280.0,4,-1.0,0
30,3950.0,18,152.0,4,370.0,3
22,423.0,16,316.0,1,179.0,10
33,719.0,9,448.0,2,316.0,6
42,27696.0,12,176.0,2,89.0,5
76,3049.0,24,170.0,3,-1.0,0
60,824.0,9,127.0,1,558.0,7
37,15801.0,14,456.0,9,-1.0,0
36,4069.0,21,517.0,1,-1.0,0
43,620.0,13,46.0,4,-1.0,0
54,66.0,11,167.0,1,-1.0,0
36,625.0,18,1360.0,9,-1.0,0
58,1230.0,20,420.0,1,87.0,1
31,296.0,8,509.0,4,-1.0,0
54,194.0,20,127.0,2,-1.0,0
31,216.0,21,565.0,1,-1.0,0
33,79.0,5,389.0,1,195.0,4
44,-230.0,20,352.0,1,177.0,1
40,201.0,9,25.0,2,-1.0,0
40,395.0,22,232.0,4,-1.0,0
38,406.0,29,138.0,1,188.0,5
24,1030.0,4,396.0,2,-1.0,0
68,0.0,22,586.0,1,-1.0,0
47,8226.0,30,137.0,2,-1.0,0
43,590.0,20,306.0,2,-1.0,0
57,1631.0,2,254.0,2,261.0,3
30,484.0,6,703.0,1,-1.0,0
48,17964.0,1,120.0,1,98.0,5
32,1659.0,30,120.0,6,-1.0,0
60,0.0,9,408.0,1,-1.0,0
64,1644.0,7,569.0,4,-1.0,0
51,33.0,16,721.0,3,-1.0,0
55,3334.0,14,632.0,4,-1.0,0
41,10.0,8,196.0,2,172.0,2
30,499.0,21,145.0,1,281.0,3
53,2240.0,2,282.0,2,385.0,1
37,0.0,21,146.0,4,-1.0,0
46,0.0,30,77.0,2,-1.0,0
56,1238.0,5,1558.0,1,-1.0,0
31,1979.0,6,1205.0,1,-1.0,0
53,583.0,17,226.0,1,184.0,4
26,354.0,16,586.0,1,-1.0,0
44,282.0,6,296.0,3,-1.0,0
30,572.0,17,339.0,3,183.0,2
47,367.0,12,309.0,1,306.0,4
58,0.0,13,181.0,1,-1.0,0
47,834.0,21,902.0,1,133.0,2
23,2594.0,13,193.0,1,-1.0,0
37,102.0,6,445.0,1,258.0,2
56,12.0,20,282.0,2,135.0,1
39,170.0,8,408.0,2,-1.0,0
28,0.0,4,546.0,3,196.0,4
37,827.0,26,85.0,16,-1.0,0
31,2007.0,20,253.0,1,-1.0,0
29,8.0,28,468.0,1,-1.0,0
30,502.0,18,572.0,1,-1.0,0
41,372.0,11,117.0,1,-1.0,0
46,3354.0,19,522.0,1,174.0,1
33,239.0,21,127.0,1,-1.0,0
58,3109.0,29,295.0,1,287.0,4
34,455.0,20,88.0,1,-1.0,0
60,292.0,2,260.0,5,195.0,4
49,-236.0,26,204.0,2,-1.0,0
27,1128.0,30,88.0,4,-1.0,0
52,601.0,14,249.0,2,-1.0,0
33,303.0,29,483.0,2,266.0,1
54,990.0,3,244.0,2,-1.0,0
37,6101.0,6,141.0,1,-1.0,0
54,2156.0,30,258.0,1,86.0,5
48,0.0,19,204.0,4,182.0,1
36,129.0,20,200.0,7,-1.0,0
47,2232.0,27,439.0,1,103.0,1
34,-64.0,28,693.0,7,-1.0,0
24,145.0,15,520.0,1,345.0,1
56,146.0,5,419.0,3,-1.0,0
46,201.0,29,163.0,6,-1.0,0
31,319.0,11,565.0,2,-1.0,0
58,1183.0,31,1721.0,5,-1.0,0
39,26233.0,2,462.0,1,-1.0,0
29,16.0,16,605.0,6,-1.0,0
27,861.0,14,212.0,4,-1.0,0
44,1697.0,4,150.0,2,-1.0,0
42,-166.0,14,337.0,4,-1.0,0
36,651.0,7,876.0,1,-1.0,0
37,1276.0,14,156.0,2,-1.0,0
34,2633.0,21,705.0,6,-1.0,0
51,9.0,18,371.0,2,-1.0,0
36,0.0,29,21.0,2,-1.0,0
34,666.0,21,1503.0,2,-1.0,0
66,206.0,9,479.0,1,-1.0,0
25,189.0,8,687.0,2,-1.0,0
43,1046.0,9,901.0,1,-1.0,0
34,212.0,25,278.0,8,-1.0,0
29,-43.0,9,484.0,1,-1.0,0
32,131.0,23,1152.0,2,-1.0,0
36,1392.0,15,205.0,2,-1.0,0
37,980.0,8,1306.0,5,-1.0,0
38,0.0,21,576.0,1,183.0,4
36,35.0,29,493.0,2,-1.0,0
27,39.0,17,379.0,1,258.0,10
37,4151.0,30,543.0,4,-1.0,0
51,1435.0,11,587.0,1,-1.0,0
47,555.0,17,478.0,1,-1.0,0
54,390.0,20,68.0,5,-1.0,0
35,724.0,14,287.0,2,415.0,1
80,997.0,28,151.0,1,91.0,3
30,1289.0,21,1697.0,2,-1.0,0
35,343.0,6,151.0,2,-1.0,0
36,520.0,23,110.0,2,-1.0,0
60,3735.0,22,248.0,1,90.0,10
56,9698.0,20,189.0,2,-1.0,0
45,781.0,17,652.0,2,126.0,2
