RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.9999999,59,0,0.107477964,7033.0,2,2,0,0,0
0.0,66,0,0.343256379,6583.0,12,0,1,0,2
0.040927876,64,0,0.421377672,4209.0,8,0,3,0,0
0.755269708,42,0,0.44173409,8280.0,9,0,0,0,2
0.334672781,42,0,0.832704834,2916.0,14,0,1,0,1
0.67265486,37,0,0.358437146,5297.0,5,0,1,0,3
0.957793935,49,2,0.247480081,10416.0,6,1,2,0,3
0.108741684,62,0,0.060386791,7600.0,12,0,0,0,0
0.9999999,40,1,0.02349979,2382.0,0,1,0,0,2
0.448835365,52,0,0.120117598,50000.0,13,0,2,0,2
1.030881017,42,0,0.013071895,2600.0,3,1,0,0,1
0.0,79,2,0.494929296,7000.0,9,0,1,0,0
0.980772189,43,3,0.69259767,5835.0,9,1,2,1,0
0.008252466,32,0,0.6319619,7558.0,8,0,2,0,0
0.991008991,25,3,0.039745032,8000.0,4,2,0,0,0
0.010579885,50,0,0.34211168,4100.0,5,0,2,0,2
0.718917609,48,1,0.189358093,11200.0,12,0,1,0,1
0.0,69,0,0.0,5683.0,1,0,0,0,0
1.046366936,52,3,0.645127342,4750.0,7,0,1,0,2
0.9999999,28,98,0.033707865,1245.0,0,98,0,98,0
0.9999999,24,0,0.0,0.0,0,0,0,0,0
0.646392268,51,0,0.192850894,8000.0,4,0,1,0,1
0.115120413,62,0,0.02569743,10000.0,10,0,0,0,0
0.447279876,57,0,0.444128788,3167.0,10,0,0,0,2
0.9999999,66,0,0.0,4097.0,0,0,0,0,0
0.127997608,46,0,0.5719418,5566.0,12,0,1,0,0
0.24750499,29,0,0.318723568,2600.0,7,0,0,0,3
0.442465549,62,0,0.285027918,7700.0,11,0,1,0,1
0.803274591,46,1,1.619764398,1527.0,6,2,2,1,1
0.709035617,45,0,0.527155816,8708.0,12,0,3,0,3
0.185562887,62,0,0.243093923,3800.0,4,0,1,0,0
0.9999999,48,0,0.968507873,4000.0,11,0,2,0,0
0.0,79,0,0.055736066,4000.0,11,0,0,0,0
0.008510035,54,0,0.487075677,3210.0,12,0,1,1,3
0.433997988,29,0,0.189270243,3000.0,10,0,0,0,3
0.19700582,48,0,0.276890683,11397.0,17,0,2,0,0
0.020942606,77,0,0.012383901,1291.0,10,0,0,0,0
0.899240304,43,0,0.521319389,8700.0,4,0,2,0,0
1.149501661,49,1,0.208391365,5743.0,6,0,1,2,2
0.0,81,0,3.994011976,500.0,6,0,1,0,0
1.00159968,42,1,0.083563748,3254.0,3,1,0,0,4
0.263399306,73,0,0.497583034,6412.0,16,1,2,0,0
0.9999999,57,98,0.022840119,3020.0,0,98,0,98,0
0.297593704,28,0,0.140053524,5604.0,5,0,0,0,0
0.425072804,35,1,2461.0,0.0,8,0,1,0,3
0.396461935,59,0,0.827879581,4583.0,16,0,0,1,1
0.059679264,45,0,0.473859613,4800.0,13,0,2,0,0
1.0062041,54,2,0.727869479,15690.0,15,0,2,0,3
0.340996125,56,0,0.320397907,19300.0,17,0,3,0,2
0.131632084,71,0,0.247501086,4601.0,4,0,1,0,1
1.007872061,51,6,0.338923029,9600.0,12,0,1,0,2
0.18083131,57,0,0.222768316,8748.0,8,0,2,0,2
0.044037855,74,0,0.001993797,4513.0,4,0,0,0,0
0.00294257,49,0,0.534993397,5300.0,22,0,2,0,2
0.788844622,49,3,0.164432285,3654.0,4,1,0,0,0
0.955726935,35,0,0.079168333,2500.0,5,0,0,0,2
1.001272496,62,1,0.280813653,5800.0,7,4,0,1,2
0.79568953,44,2,0.815585961,1680.0,5,0,0,1,3
0.659191544,32,3,0.1460718,7687.0,4,1,0,3,1
0.669767152,32,0,0.372525495,5000.0,8,0,0,0,3
0.400669992,58,0,0.838947744,8400.0,18,0,2,0,1
0.9999999,39,1,0.440984999,3532.0,3,3,1,0,0
0.688101697,40,1,0.340296053,12159.0,16,0,2,1,2
0.629945694,49,0,0.428707224,3155.0,9,1,2,2,0
1.329024677,55,3,0.294877135,2400.0,5,1,0,1,0
0.459582198,28,0,0.083695815,6666.0,7,0,0,0,0
0.925648835,54,0,0.168871117,6501.0,9,0,0,0,1
0.04213462,52,0,0.163676124,17833.0,13,0,1,0,1
0.32733668,43,0,0.521534176,14000.0,10,0,2,0,3
0.673345907,62,0,0.595938375,9995.0,7,0,1,0,0
0.521339361,57,1,0.672661871,1389.0,7,1,0,0,0
0.308691309,62,0,0.181409295,2000.0,5,0,0,0,0
0.399198405,57,0,0.223815782,17500.0,16,0,2,0,0
0.366006665,64,4,0.404761905,10667.0,9,0,2,0,1
0.102561668,46,0,0.255025787,9500.0,15,0,2,1,0
0.346232688,75,0,0.248981859,5401.0,8,0,0,0,0
0.037610065,44,0,0.225149701,8349.0,22,0,1,0,0
0.21684705,63,0,0.054393939,6599.0,4,0,0,0,0
0.401550221,45,0,0.384384635,12000.0,9,0,2,0,4
0.452636391,66,0,0.536865784,4000.0,8,1,1,0,0
0.647445749,56,0,0.789084843,8391.0,8,0,3,0,2
0.153111133,57,0,0.456245969,4650.0,19,0,1,0,0
0.934838797,30,0,0.237920693,3000.0,3,0,0,0,3
0.07563111,43,0,0.238251501,16150.0,12,0,2,0,3
0.181280832,31,0,0.098906958,3750.0,8,0,0,0,0
0.613862404,51,0,1.110858701,2200.0,19,0,1,0,0
0.621677462,47,0,0.068256731,27000.0,6,0,0,0,1
0.171160961,43,0,0.371183299,10250.0,7,0,4,0,2
1.115463635,31,1,0.854715095,3000.0,6,1,1,2,0
0.9999999,38,0,0.031230481,1600.0,2,2,0,0,0
0.953139552,69,0,0.510677809,14000.0,10,0,2,0,0
0.9999999,57,2,0.316170957,4000.0,4,0,0,2,1
0.779892166,64,2,0.420976417,4833.0,23,0,2,0,0
0.225264045,50,0,0.195734281,4500.0,5,0,0,0,0
0.007936613,49,0,0.124928629,8756.0,9,0,0,0,2
0.037664873,76,0,0.006754772,3404.0,5,0,0,0,0
0.434381861,54,0,0.485755849,8248.0,9,0,1,0,2
0.395737633,49,0,0.793041392,5000.0,5,0,2,0,0
0.050893398,65,0,0.122822051,3500.0,14,0,0,0,0
0.11240869,51,0,0.112539274,3500.0,3,0,0,0,0
0.174996759,47,0,0.437734277,4801.0,12,0,1,0,0
0.082600657,35,0,0.114268798,5066.0,8,0,0,0,0
1.022703603,44,2,0.200471991,8050.0,6,2,0,2,1
0.008195906,75,0,0.071566317,4666.0,10,0,1,0,0
0.753306902,49,0,0.365384615,10711.0,18,0,2,0,0
0.969458247,30,0,0.130967258,4000.0,2,0,0,0,2
0.162914722,54,0,0.461218837,5775.0,5,0,1,0,0
0.576952661,61,0,1.56803995,800.0,7,0,1,0,0
0.962429233,32,1,0.71718946,3984.0,5,0,1,0,0
0.0,39,2,0.047596383,2100.0,4,2,0,0,0
0.650938432,29,0,0.209386282,3600.0,4,0,0,0,1
0.251963255,33,0,0.216556689,5000.0,12,0,0,0,0
0.534573271,43,0,0.275097784,2300.0,4,0,0,0,2
0.514407727,40,0,0.212387223,4100.0,13,0,0,0,0
0.9999999,58,0,0.004774694,3350.0,0,1,0,1,2
0.232372168,40,2,0.344280043,11083.0,15,0,2,0,2
0.0,51,0,0.380631579,4749.0,8,0,2,0,2
0.063177661,46,0,0.257722747,7833.0,5,0,1,0,3
0.929642445,27,0,0.229481516,4300.0,6,1,0,1,2
0.543331128,49,7,0.386156648,8783.0,17,1,2,1,1
0.953339952,55,2,0.303255575,3900.0,3,2,0,2,0
0.504225114,65,5,0.280843221,8680.0,13,1,1,0,1
0.306785588,70,0,0.034259668,6800.0,3,0,0,0,1
0.962207558,58,0,0.795918367,440.0,5,0,0,1,1
0.9999999,51,2,0.102388298,8750.0,4,0,0,0,1
0.203322038,51,0,0.408294248,4050.0,10,0,2,0,0
0.533255896,54,0,0.218573046,4414.0,5,0,0,0,0
0.26785797,37,0,0.647423479,2580.0,10,0,0,0,2
0.9999999,46,0,0.0,2000.0,0,0,0,0,0
0.9999999,26,2,0.080427892,5047.0,1,2,0,0,0
0.979594759,33,0,0.276295269,23083.0,9,0,2,0,1
0.018660447,70,0,0.106058317,6618.0,6,0,0,0,1
0.288910043,41,1,1192.0,1.0,7,0,2,1,2
0.455031244,80,0,2.65913371,1592.0,13,0,1,0,1
0.108536114,48,0,0.030409599,4833.0,6,0,0,1,0
1.641697878,54,1,0.420631747,2500.0,4,0,0,1,2
0.024799008,70,0,0.171880039,3100.0,4,0,0,0,0
0.960537958,50,1,0.381843295,7963.0,5,6,1,2,3
0.475600657,27,0,0.231441048,2289.0,2,0,0,0,0
0.534219582,48,0,0.514632849,11275.0,11,0,6,0,0
0.047002588,59,0,0.452591235,6000.0,23,0,3,0,0
0.022887646,73,0,0.39544571,3600.0,4,0,1,0,0
0.0,51,0,0.301184433,6500.0,8,0,1,0,2
0.849140459,49,0,0.452035887,7244.0,9,0,1,0,1
1.016611296,29,0,0.007438017,1209.0,1,0,0,0,0
0.017448035,63,0,0.002551548,14500.0,4,0,0,0,1
0.814065885,48,1,0.232067511,5450.0,7,3,0,0,2
0.0,44,0,0.098300131,13000.0,7,0,1,0,2
0.9999999,28,1,0.115752055,4500.0,5,0,0,0,0
0.462686567,50,1,0.402127869,10150.0,6,0,2,0,2
0.9999999,42,0,0.016558675,8333.0,1,1,0,0,4
0.321952787,51,0,0.030730047,47900.0,4,3,0,0,4
0.083832335,31,1,0.056632751,5208.0,5,0,0,1,0
0.176584656,54,2,0.314358974,9749.0,9,0,2,0,0
0.946508915,31,0,0.379767828,2411.0,11,0,0,0,1
1.021617133,50,3,0.514727185,12425.0,17,0,3,4,0
0.9999999,27,1,0.38969118,4500.0,6,1,1,1,1
0.271643215,39,3,0.470962323,8333.0,13,0,2,0,3
0.367991637,89,0,0.281906031,3000.0,5,0,1,0,0
0.9999999,69,0,0.122741691,7250.0,4,0,1,0,2
0.024478317,55,0,0.157812194,5100.0,4,0,1,0,0
0.035718571,75,0,0.002444988,10633.0,4,0,0,0,0
0.876115058,45,1,0.220366467,6166.0,11,1,0,2,0
0.540876275,58,0,0.765474817,2600.0,12,0,1,0,0
0.29121458,31,0,0.617319787,6200.0,14,0,2,0,0
0.0,51,4,0.448131955,5031.0,5,0,1,1,0
0.911813644,29,1,0.163579168,2860.0,5,1,0,1,1
0.003308375,46,1,0.189393939,3035.0,13,0,1,0,5
0.03256349,54,0,0.095231857,7633.0,4,0,1,0,0
0.701555984,53,0,0.417014938,24166.0,19,0,1,0,0
0.9999999,41,4,0.86963815,4172.0,7,3,2,3,1
0.000435477,62,0,0.0,4700.0,6,0,0,0,0
0.564102564,26,0,0.003331113,1500.0,1,2,0,0,0
0.131346365,50,0,0.095759553,8583.0,3,0,0,3,2
0.133522538,42,0,1.556912826,1800.0,9,0,2,0,0
0.9999999,44,0,0.084031343,3700.0,2,2,1,1,0
0.135636225,47,0,0.075425364,5700.0,10,0,0,0,0
0.671302351,45,0,0.500833207,6600.0,13,0,2,0,3
0.9999999,43,0,0.442755826,2960.0,6,3,1,0,3
0.460823963,50,1,0.131141345,10583.0,10,0,1,0,1
0.650717982,41,0,0.928714191,1500.0,13,0,2,0,0
0.448297754,34,0,0.152410575,4500.0,7,0,0,0,3
0.056838932,63,0,0.515023112,2595.0,4,0,1,0,0
0.996646546,33,0,0.097980404,5000.0,3,0,0,0,1
0.845617444,62,2,0.432971337,5616.0,9,1,0,1,1
1.026403486,62,3,0.618981907,6521.0,14,0,2,0,1
0.972055888,27,1,0.065611331,4800.0,8,0,0,0,0
1.054678999,49,2,1.004498875,4000.0,10,0,1,0,0
0.62700946,46,4,4.606908393,9900.0,17,0,5,0,2
0.077423624,49,0,0.52889281,6800.0,6,0,2,0,5
0.38863428,27,0,0.113563479,5300.0,5,0,0,0,3
0.9999999,44,0,0.0,2176.0,0,0,0,0,0
0.9999999,61,0,0.113258186,3725.0,1,0,0,0,0
0.14415664,47,1,0.20748271,12000.0,5,0,1,0,2
0.369509608,38,0,0.417520911,15900.0,17,0,2,0,1
0.853622662,65,0,0.374850012,4166.0,7,0,0,0,0
0.626408777,71,0,0.409400124,3233.0,9,0,1,0,1
0.411451004,37,0,0.504233302,2125.0,5,0,1,0,0
0.12194156,42,0,0.56231003,6250.0,9,0,2,0,2
0.254238989,48,0,0.494050452,2100.0,6,0,0,0,0
0.17764445,58,0,0.217472816,8000.0,8,0,2,0,0
0.9999999,26,0,0.16872428,1457.0,1,0,0,0,1
1.416131335,29,4,0.363754889,2300.0,7,0,0,3,0
0.184675129,53,0,1.068873584,4500.0,14,0,2,0,2
0.273246679,44,0,0.243311187,5568.0,6,0,2,0,0
0.893510815,54,1,0.05426945,5269.0,6,1,0,0,0
0.560429546,35,0,0.818603752,5170.0,6,0,2,0,2
0.085812638,27,0,0.188603799,3000.0,13,0,0,0,0
0.966871435,38,0,0.284302421,6070.0,4,0,1,0,1
0.0,41,1,0.276644863,7796.0,8,0,1,0,0
0.927563604,42,0,0.309918222,9537.0,7,0,2,0,2
0.677740864,35,1,0.179071317,4500.0,6,2,0,1,3
0.9999999,49,0,0.012473523,4248.0,2,4,0,0,1
0.973339258,61,1,0.209961825,5500.0,11,0,0,1,1
0.413411545,47,1,0.10775138,12500.0,7,0,1,0,3
0.9999999,47,0,0.148740012,3253.0,1,0,0,0,1
0.99142402,40,6,0.892328398,5200.0,9,0,2,1,0
0.656631807,49,0,0.394483025,5183.0,24,0,0,0,0
0.447057916,66,0,0.650215916,1620.0,5,0,0,0,0
0.777153815,34,0,0.444384156,1842.0,6,0,0,0,0
0.9999999,33,3,0.099296649,7250.0,2,1,0,1,1
0.079291008,71,0,0.425078746,6666.0,11,0,1,0,1
0.091325906,53,2,0.331666833,10000.0,13,0,3,0,2
1.023133544,42,0,0.136649685,6673.0,4,2,0,2,2
0.35621127,46,0,0.492053468,9500.0,6,0,2,0,2
0.378025679,67,0,0.467604712,3055.0,9,0,1,0,0
0.019507131,63,0,0.102975496,3427.0,6,0,0,1,0
1.010221087,40,5,1.401561145,2305.0,8,0,2,0,0
0.999940338,46,2,0.73272536,5701.0,9,1,2,0,2
0.617178823,58,0,0.042729152,1450.0,8,0,0,0,0
0.0,47,1,0.025060491,5785.0,5,0,0,0,2
0.796083882,36,0,0.41814893,9950.0,15,0,0,0,0
0.952686224,48,0,0.189889618,6250.0,5,0,0,0,0
0.578345951,46,0,0.475881424,5700.0,5,0,1,0,5
0.970893142,39,1,0.559185813,11446.0,9,0,3,2,2
0.017579227,46,0,0.25176417,4392.0,9,0,1,0,1
0.976404719,39,0,0.236906077,4524.0,4,1,0,0,3
0.141956277,63,0,0.960918752,2916.0,10,0,1,0,1
0.062460962,23,0,0.000718735,4173.0,2,0,0,0,0
0.781600533,46,0,0.448178,8808.0,6,0,2,0,3
0.11819606,39,0,929.0,1.0,3,0,1,0,1
0.019167476,63,0,0.290338708,8000.0,18,0,2,0,0
0.927994777,46,0,0.507679237,15300.0,14,0,2,0,2
0.16339692,84,0,0.194801485,3500.0,20,0,1,0,0
0.0279725,67,1,0.246207833,8833.0,13,0,1,0,0
1.008661918,41,0,0.720220652,5800.0,11,0,3,0,2
0.0,45,0,0.649035096,10000.0,10,0,3,0,2
0.9999999,23,0,0.301698302,1000.0,1,0,0,0,0
1.803986711,27,1,0.382340691,2400.0,2,4,0,0,3
0.794522366,29,0,0.121239539,4420.0,7,0,0,0,0
0.368373252,47,0,0.189824814,12500.0,12,0,0,0,0
0.379160043,37,0,0.340506867,7062.0,5,1,2,0,0
0.9999999,70,0,0.429075512,4250.0,5,0,1,0,2
0.0,47,0,0.13134589,8016.0,4,0,1,0,0
0.267667999,61,1,0.577568714,5420.0,29,0,5,0,0
0.937247394,49,0,0.251491366,3184.0,7,0,0,0,1
0.01835474,68,0,0.322326374,4693.0,8,0,2,0,0
0.635184003,33,3,0.08249018,8400.0,10,2,0,1,3
0.06295648,52,0,0.203207999,9600.0,10,0,1,0,0
1.202457821,65,4,0.258339511,2697.0,15,0,0,0,0
0.9999999,53,0,0.0,2900.0,2,1,0,0,0
73.84615385,53,2,0.513355235,7000.0,5,8,2,0,4
0.9999999,27,1,0.498753117,1202.0,6,0,0,0,0
1.233397217,56,2,0.676834793,9932.0,10,0,4,0,2
0.269719696,69,2,0.073665298,3895.0,9,0,0,0,0
0.707127093,51,2,0.449044027,5700.0,14,0,2,0,1
0.078375764,60,0,0.031770718,4500.0,4,0,0,0,0
0.0,38,1,0.644752018,2600.0,3,0,1,1,2
0.015922587,74,0,0.201749688,5600.0,12,0,1,0,1
0.992015968,39,0,0.392575928,5333.0,5,0,2,0,0
0.810118676,50,2,0.102074109,4290.0,7,2,0,0,0
0.870163875,37,1,0.499652329,30200.0,15,0,6,0,1
1.449251248,49,0,0.162706983,4166.0,3,0,0,3,0
0.18169042,43,0,0.700574856,4000.0,16,0,1,0,2
0.601642157,52,0,0.968007998,4000.0,6,0,2,0,2
0.465445462,27,0,0.552578968,2500.0,4,1,0,1,0
0.728609897,56,0,0.451196647,9066.0,13,0,4,0,1
0.779247363,53,2,0.604980192,5300.0,4,3,1,1,0
1.034709327,35,0,0.439397398,4380.0,10,0,1,0,2
1.039946738,26,0,0.784107946,2000.0,11,0,0,0,0
0.0,59,0,0.316534777,2400.0,4,0,0,0,1
0.858678955,61,1,0.411302585,3945.0,7,1,0,2,0
0.612625873,40,3,0.370688114,5594.0,15,0,1,0,3
0.916983743,47,1,0.668048435,9166.0,14,0,3,0,0
0.410299943,36,0,1.007508834,2263.0,9,0,1,0,2
0.0787432,46,1,0.444521594,7200.0,12,0,1,0,0
0.882935284,42,0,0.780654162,6450.0,12,0,2,0,0
0.574850299,31,0,0.090969677,3000.0,2,0,0,1,0
0.647653676,54,0,0.262126988,7606.0,10,0,1,0,4
0.921659712,32,1,1.020326558,3000.0,7,0,1,0,0
0.9999999,59,0,0.435009998,6500.0,5,0,2,0,0
0.333117531,58,0,0.614795068,3000.0,19,0,2,0,0
0.801272342,31,0,0.486159487,5454.0,8,0,1,0,1
0.344179276,68,0,1.113434728,4733.0,15,1,2,0,0
0.350671077,58,0,0.410527864,6800.0,9,0,5,0,0
0.800995025,39,1,0.288406625,1750.0,5,1,0,0,0
0.9999999,60,0,0.895026243,4000.0,5,0,2,0,0
0.41835095,39,0,0.285777113,11368.0,10,0,1,0,4
0.038877101,59,0,0.03785,39999.0,6,0,2,0,0
0.185619757,74,1,0.12323973,12000.0,8,0,0,0,0
0.763870535,56,0,0.940846001,3025.0,9,0,2,0,0
0.354984932,62,0,0.571489787,7000.0,9,0,2,0,1
0.708248193,47,1,1.489091152,7470.0,15,0,4,0,3
0.0,34,0,0.231262598,5456.0,5,0,2,0,0
0.938402666,49,2,0.320451478,8150.0,19,0,0,1,4
0.006578601,75,0,0.001138952,3511.0,7,0,0,0,0
0.9999999,45,0,3.0,0.0,2,0,0,0,3
0.097464806,54,0,0.557711388,18141.0,18,0,7,0,0
0.23977376,33,0,0.153938425,2500.0,4,0,0,0,0
0.282130262,47,2,0.077084583,3333.0,3,0,0,0,1
0.98656215,46,0,0.911772057,4000.0,9,1,2,0,1
0.0,43,1,0.022837236,10333.0,7,0,0,0,0
0.0,29,0,0.263194565,5740.0,7,0,2,0,1
0.531816217,56,0,0.654816132,9000.0,18,0,3,0,0
0.9999999,45,0,0.04041721,2300.0,1,0,0,1,0
0.9999999,60,0,0.275265957,2255.0,3,3,0,0,0
0.0,88,0,0.0,2500.0,4,0,0,0,0
0.056984456,75,1,0.310189203,5760.0,14,0,1,0,0
0.0,26,0,0.219129193,1400.0,4,0,0,0,1
0.200168704,69,0,0.334943639,11177.0,24,0,2,0,1
0.9999999,51,0,0.696113074,5093.0,7,0,2,0,0
0.046714896,33,1,0.376381434,6333.0,15,0,2,0,1
0.929691894,45,0,0.568288854,5095.0,7,0,3,0,2
0.345515504,47,0,0.601345669,10700.0,11,0,3,0,0
0.331931595,33,0,0.448183042,5200.0,7,0,2,0,0
0.962728967,39,0,0.496984098,5470.0,8,0,2,0,1
1.271445358,57,0,0.116605864,7400.0,8,1,0,2,0
0.0,26,0,0.0,5000.0,1,0,0,0,1
0.902350344,56,0,0.080497382,4583.0,4,0,0,0,0
0.0,44,0,0.141095434,9000.0,6,0,2,0,3
0.573024314,56,7,0.394758228,4921.0,14,0,1,0,0
0.131463449,68,0,0.268544882,13345.0,28,0,3,0,0
0.123256311,57,0,0.497370565,13500.0,8,0,2,0,0
0.119996107,66,0,0.378415654,11600.0,23,0,1,0,1
0.518192947,46,0,0.752670397,7863.0,23,0,2,0,2
0.25889775,33,0,0.537441339,4900.0,3,0,1,0,1
0.360271979,61,0,0.277280702,11399.0,17,0,1,0,0
0.117168684,65,0,0.063942723,8100.0,11,0,0,0,3
0.128191394,58,1,0.389553178,4766.0,7,1,2,1,1
0.02559936,46,0,0.847424473,4600.0,12,0,2,0,0
0.041728031,43,1,0.379112418,50000.0,15,0,2,0,3
0.128888174,60,0,0.017980895,5338.0,3,1,0,0,0
0.9999999,52,0,0.178956835,3335.0,1,1,0,0,2
0.045848456,23,0,0.029950083,600.0,8,0,0,0,0
0.748067883,63,1,0.590440487,3200.0,9,0,1,0,2
0.9999999,41,0,0.025151226,3140.0,2,0,0,0,3
0.381783846,68,2,0.661394381,4804.0,11,0,2,0,0
0.0,58,0,0.002220988,1800.0,8,0,0,0,1
0.176194967,76,0,0.459166466,4150.0,11,0,1,0,0
0.626672548,39,1,0.516138246,3500.0,8,0,2,0,4
0.780794369,34,0,0.273354356,5073.0,11,0,1,0,0
0.219540066,55,0,0.698945091,3696.0,14,0,2,1,0
0.12194251,29,2,0.488001846,4333.0,6,0,2,0,0
0.846259609,49,0,0.376839767,7201.0,8,0,1,0,1
0.9999999,29,0,0.039600154,2600.0,0,1,0,0,1
0.9999999,56,1,0.428103602,3358.0,3,0,1,2,1
0.650264654,32,1,0.132498193,4150.0,4,0,0,0,0
0.9999999,52,0,0.005759539,4166.0,0,1,0,0,0
0.825766969,58,0,0.294262421,6500.0,9,0,1,0,0
0.204504614,39,0,0.207267833,5200.0,9,0,0,0,0
0.0412714,60,0,0.015687393,3505.0,7,0,0,0,0
0.451936578,31,0,1.02736266,4750.0,6,1,2,0,0
0.9999999,61,4,0.337796822,5600.0,9,1,1,0,0
0.46272351,50,0,0.23452912,15916.0,8,0,1,0,2
1.176079734,51,2,0.002207993,4528.0,1,0,0,0,0
0.472065144,60,1,0.518784972,1250.0,9,0,0,2,0
0.288225226,66,0,0.128313892,6600.0,8,0,0,0,0
0.9999999,34,1,0.389454209,1080.0,6,0,0,0,0
0.0,55,0,0.282521947,2505.0,5,0,1,0,2
0.044740735,31,0,0.411267064,5200.0,11,0,1,0,1
0.067475451,39,0,0.530146985,10000.0,9,0,2,0,2
0.067918421,52,0,0.155873283,10700.0,13,0,1,0,1
0.567767146,39,2,0.344203761,4200.0,7,0,0,1,3
1.004581424,49,0,0.30900968,4028.0,6,2,1,0,0
0.008308264,51,0,0.459829247,9135.0,9,0,2,0,0
0.327390217,46,0,0.451274363,2000.0,6,0,0,0,2
1.015196961,47,2,0.522581896,5158.0,6,0,1,0,2
0.050559935,80,0,0.083958021,2000.0,10,0,1,0,0
0.198327577,74,0,0.057336078,3400.0,5,0,0,0,0
0.006469691,59,0,0.309447507,7800.0,5,0,1,0,3
0.767910006,40,0,0.306224443,2200.0,3,0,0,0,2
0.9999999,45,0,0.332472007,1160.0,8,0,0,0,1
0.595641733,40,0,0.072909011,6802.0,8,0,0,1,5
0.11991086,41,0,0.075113991,8333.0,6,0,1,0,0
0.314595927,63,1,0.338830585,3334.0,11,0,1,0,1
0.131230349,45,0,0.014542671,5225.0,3,0,0,0,1
0.9999999,23,0,0.0,1600.0,1,0,0,0,0
0.165507635,39,0,0.547702152,6875.0,9,0,1,0,2
0.079708692,49,0,0.629109671,8333.0,15,0,3,0,3
0.375868539,44,0,0.54281744,5756.0,10,0,1,0,2
0.945635578,59,0,0.534717541,7416.0,9,0,3,0,2
0.9999999,41,0,0.20472837,3975.0,5,0,0,0,2
0.067752545,61,0,0.389902524,4000.0,13,0,2,1,0
0.919483507,52,8,0.754922128,10208.0,19,4,4,2,1
0.443729567,52,0,0.211804608,25650.0,10,0,1,0,4
0.173306361,37,0,0.310668933,10000.0,5,0,1,0,1
0.417165669,27,0,0.112313139,5083.0,6,3,0,0,0
0.894215191,42,0,0.761354582,7529.0,13,0,3,0,2
0.008169215,58,0,0.495137453,13058.0,9,0,2,0,0
0.157820747,63,0,0.362563581,9829.0,17,0,1,0,0
0.785049709,40,2,0.19542966,4200.0,5,0,0,0,1
0.7007525,45,1,0.211802136,13200.0,6,1,3,1,1
0.209580838,27,0,0.380309845,2000.0,3,1,0,1,2
0.049164885,41,0,0.414623415,25000.0,11,0,3,0,1
0.675674559,36,0,0.737854738,8315.0,11,0,1,0,2
0.043941604,76,0,0.020350547,8500.0,8,0,0,0,2
0.098303911,40,0,0.556088782,5000.0,10,0,1,0,0
0.339299525,41,0,0.419373112,5295.0,5,0,1,0,3
0.487322131,32,0,0.570691878,4653.0,9,0,1,0,3
0.055518163,46,0,0.609778598,4335.0,7,0,1,0,2
1.077792221,50,1,0.679909345,7500.0,5,0,2,0,1
0.339317694,64,0,0.446637196,6333.0,14,0,2,0,0
0.450643557,47,1,0.450509898,5000.0,16,0,2,1,0
0.252373813,44,0,0.00367287,4083.0,3,0,0,0,0
0.317269854,36,0,0.050119332,2932.0,2,0,0,0,0
0.062053875,68,0,0.716790027,7700.0,13,0,3,0,0
0.9999999,24,0,0.018990505,2000.0,0,1,0,0,0
0.9999999,34,2,0.094695918,3600.0,3,1,0,0,4
0.0,51,1,0.383154211,4000.0,13,1,2,0,0
0.519846489,54,1,0.383261674,10000.0,13,0,1,0,0
0.049967339,59,0,0.033861621,14322.0,15,0,0,0,0
0.955908289,60,2,0.521692555,5600.0,11,0,1,0,1
0.077188205,57,0,0.007713184,7000.0,3,0,0,0,1
0.052437638,80,1,0.049011178,2325.0,5,0,0,0,0
1.047904192,61,2,0.008818342,1700.0,1,0,0,0,0
0.914847866,38,1,0.563745447,9333.0,11,0,2,0,0
0.910438408,53,4,0.271961148,7000.0,22,0,0,0,0
0.012473192,58,0,0.35001438,3476.0,26,0,1,0,0
0.9999999,30,0,0.005640303,7800.0,0,0,0,1,1
0.60432533,37,0,0.495745571,7168.0,8,0,2,0,2
0.9999999,68,1,0.916541729,2000.0,4,1,1,2,1
0.418623088,48,0,0.368463154,10000.0,14,0,1,0,1
1.098901099,29,1,0.614311704,1648.0,7,0,0,0,1
0.042067103,37,0,0.354664157,8500.0,6,0,2,0,1
0.99380124,46,3,0.189523672,6948.0,8,2,0,0,2
0.257971337,37,0,0.510760402,7666.0,8,0,1,0,1
1.257954797,47,1,0.534917207,12500.0,14,0,1,0,0
0.420747206,49,0,0.670870627,7373.0,15,0,1,0,1
0.017766242,38,0,0.563430349,4500.0,9,0,1,0,0
0.488877781,25,1,0.182204449,4000.0,7,0,0,1,1
0.596208288,56,2,0.895018747,5600.0,12,0,1,0,0
0.0,31,0,0.000253678,11825.0,5,0,0,0,1
0.944657955,45,2,0.481265612,1200.0,7,1,0,1,0
0.013777173,75,0,0.556292722,4973.0,23,0,2,0,1
0.172725186,57,0,0.343603346,4900.0,24,0,1,0,0
0.618335726,36,1,0.197819528,29167.0,11,0,2,0,3
0.0,36,3,0.443896424,3243.0,6,0,1,1,1
0.489206517,37,0,0.291077155,5300.0,6,0,2,0,0
0.995518014,49,1,0.586966094,2270.0,6,4,0,0,0
