ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
77,90,10,41,3,0,0,100,-7,7,3,1,67,0,0,0,26,83,1,2,0,100
78,108,2,43,17,0,0,100,-7,7,18,4,39,-7,2,2,15,50,4,3,1,78
65,256,40,190,23,1,1,85,5,4,27,0,52,5,0,0,75,27,4,3,1,88
79,224,4,84,61,0,0,97,28,6,61,4,21,2,4,4,1,98,5,2,1,32
83,71,3,36,8,0,0,100,-7,7,8,3,38,-7,0,0,7,-8,1,1,0,40
76,211,1,84,24,0,0,100,-7,7,62,7,34,-7,6,6,16,91,5,4,1,69
77,426,9,124,19,0,0,95,18,6,14,1,50,-7,0,0,46,-8,3,1,1,57
57,92,11,31,12,0,0,92,5,4,12,2,17,-7,1,1,87,-8,7,1,2,80
69,41,12,71,25,0,0,96,24,6,4,0,8,2,2,2,37,66,9,1,3,67
65,112,2,70,9,0,0,73,4,4,11,1,27,1,1,1,21,-8,3,1,0,67
82,175,15,77,23,0,0,96,46,6,23,0,39,0,3,3,5,50,2,3,0,45
73,68,62,65,2,0,0,100,-7,7,2,0,0,0,1,1,57,-8,1,-8,1,50
75,175,1,74,22,1,1,96,44,6,25,2,36,0,3,3,64,-8,2,3,1,50
63,293,14,106,17,1,1,79,6,4,19,0,26,14,0,0,42,63,6,2,3,80
82,306,1,105,18,0,0,95,26,6,20,1,25,2,1,1,6,100,9,1,0,77
75,176,5,69,44,0,0,100,-7,7,44,3,18,5,0,0,34,91,2,3,0,56
63,204,2,79,21,4,4,85,38,6,26,2,73,0,2,2,77,79,4,3,2,70
66,387,57,174,13,1,1,80,26,6,15,0,40,1,1,1,38,45,4,2,3,86
76,181,5,52,29,0,0,100,-7,7,29,2,55,0,1,1,46,-8,7,1,2,73
74,198,6,80,22,0,0,100,-7,7,22,3,27,-7,1,1,59,53,4,2,3,67
91,536,48,142,21,0,0,100,-7,7,21,0,19,-7,0,0,6,-8,4,-8,0,40
63,65,2,40,12,3,2,82,8,4,18,3,76,0,3,3,3,100,2,3,0,83
72,135,5,50,26,0,0,100,-7,7,26,2,50,0,0,0,78,-8,4,1,1,83
64,243,3,56,24,0,0,100,-7,7,24,2,25,4,1,1,55,78,9,3,5,80
68,247,3,134,36,0,0,100,-7,7,37,1,16,-7,1,1,79,-8,19,2,12,78
77,157,2,86,2,0,0,67,21,6,3,1,67,0,0,0,10,-8,1,1,-8,100
85,151,5,64,20,0,0,100,-7,7,20,2,35,0,0,0,4,56,4,2,0,67
79,390,4,117,28,0,0,97,3,4,31,3,23,3,1,1,5,-8,4,1,0,36
72,11,11,11,1,0,0,100,-7,7,1,1,0,0,2,2,14,-8,1,-8,0,100
86,130,9,49,17,0,0,100,-7,7,17,1,24,0,0,0,7,132,1,4,0,50
91,225,4,121,12,0,0,100,-7,7,28,2,25,-8,0,0,3,-8,2,1,0,60
68,-8,4,46,11,1,1,100,-7,6,12,1,25,-7,1,1,45,-8,6,1,0,88
73,116,23,65,23,0,0,100,-7,7,23,0,39,1,1,1,25,70,3,4,1,62
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,434,79,207,5,1,1,100,-7,6,5,0,40,7,0,0,60,-8,2,-8,0,100
67,132,7,38,11,1,1,100,-7,0,12,4,36,0,3,3,35,97,3,3,0,75
83,416,16,175,25,2,0,93,44,6,27,0,11,-7,0,0,22,-8,6,1,0,64
75,138,18,61,10,1,0,73,13,6,11,0,18,0,1,0,0,-8,1,1,1,50
71,250,3,72,12,3,3,73,63,6,15,2,47,0,2,2,29,73,2,3,0,83
82,274,15,112,15,0,0,100,-7,7,15,0,27,-8,0,0,38,-8,3,1,1,50
83,282,1,92,37,0,0,100,-7,7,38,2,11,1,1,1,1,67,10,1,0,44
79,121,18,75,22,1,0,96,70,6,24,0,58,19,0,0,7,42,2,2,0,44
51,91,5,27,7,2,2,75,3,0,9,3,63,0,4,4,76,89,3,2,1,100
64,231,1,67,32,1,1,100,-7,6,27,5,12,1,6,6,53,-8,4,1,4,75
79,344,24,135,24,0,0,100,-7,7,24,0,17,1,1,1,41,-8,4,1,2,50
60,294,2,75,11,3,2,56,2,0,16,1,25,-7,0,0,28,74,5,2,0,78
74,192,7,63,14,0,0,100,-7,7,14,3,29,-8,0,0,35,16,5,3,2,73
66,130,8,49,15,1,1,88,33,6,16,1,81,0,0,0,78,83,1,5,-8,100
90,286,15,105,18,0,0,100,-7,7,18,0,0,-7,0,0,1,-8,2,-8,0,20
81,356,12,120,32,1,1,94,53,6,34,0,32,0,1,1,5,-8,7,3,0,56
62,433,1,79,31,3,3,92,24,5,39,7,85,0,2,2,13,97,1,4,-8,100
75,198,1,90,28,0,0,100,-7,7,29,1,28,0,1,1,59,44,4,2,3,47
77,161,2,69,20,0,0,96,25,6,23,3,4,16,0,0,14,-8,4,-8,1,38
62,185,8,83,58,2,2,92,30,5,60,4,73,0,0,0,109,79,9,8,4,100
73,125,3,32,15,0,0,100,-7,7,29,1,7,0,4,4,28,-8,3,-8,1,25
74,225,3,87,14,0,0,71,12,6,17,3,59,3,3,3,25,-8,1,1,0,33
60,45,1,18,13,0,0,100,-7,7,15,4,40,1,1,1,71,65,5,2,1,88
60,104,26,45,3,2,1,50,3,4,8,0,50,0,2,2,29,39,1,2,0,100
62,164,1,43,39,0,0,100,-7,7,44,17,36,-7,24,24,54,104,5,11,3,73
83,250,3,107,22,0,0,96,48,6,24,1,50,-7,1,1,15,64,5,3,0,80
68,248,10,89,25,1,1,93,37,6,29,2,36,0,2,2,44,-8,8,3,4,85
59,167,24,116,28,2,0,75,0,4,32,0,13,0,0,0,92,-8,11,1,8,93
69,220,7,93,30,0,0,97,2,4,30,1,30,1,1,1,14,73,6,2,1,69
55,159,5,76,14,3,1,63,0,0,19,2,47,0,0,0,45,46,2,4,0,100
88,233,2,89,11,0,0,100,-7,7,12,1,25,-7,0,0,10,-8,2,1,0,57
55,289,2,85,20,1,1,78,3,4,24,2,30,0,2,2,36,13,7,3,1,77
76,325,6,79,20,0,0,95,11,4,20,1,45,0,3,2,3,64,2,4,0,80
77,166,5,50,9,0,0,100,-7,7,40,2,33,-7,1,1,56,96,3,3,1,100
56,58,4,27,30,0,0,97,1,4,33,6,15,4,1,1,29,37,10,2,2,50
81,177,4,52,25,0,0,96,27,6,26,1,23,3,3,3,14,77,4,3,0,62
89,256,3,100,19,0,0,100,-7,7,27,2,47,-7,1,1,0,73,0,4,0,57
54,186,2,53,22,1,0,64,5,4,25,3,40,0,2,2,33,87,6,1,1,58
88,238,5,71,16,0,0,100,-7,7,20,2,45,-7,3,3,7,-8,3,-8,0,50
59,85,2,43,16,0,0,94,56,6,17,2,24,0,6,6,70,89,7,3,4,83
70,118,6,52,24,0,0,88,-8,6,26,5,38,1,2,2,54,-8,2,1,1,60
73,197,27,109,6,1,1,100,-7,6,7,0,71,-8,0,0,8,-8,1,2,0,100
83,149,13,80,13,0,0,100,-7,7,13,0,46,8,0,0,26,82,3,1,0,80
59,249,27,119,4,5,4,30,15,5,10,0,40,-8,0,0,58,-8,1,1,0,100
76,288,1,85,32,0,0,100,-7,7,33,3,6,5,1,1,22,74,20,1,0,81
89,235,9,94,22,0,0,100,-7,7,25,1,16,-7,0,0,8,-8,3,-8,0,43
83,321,2,103,31,0,0,100,-7,7,35,4,20,5,1,1,33,97,9,3,0,71
61,173,2,96,16,2,0,79,3,4,19,2,21,0,0,0,31,47,6,2,1,80
81,98,3,40,22,0,0,100,-7,7,23,6,17,1,4,3,0,81,0,1,0,11
78,342,6,95,25,0,0,100,-7,7,25,3,36,16,0,0,44,97,5,3,1,67
78,144,1,39,18,0,0,100,-7,7,19,6,37,0,1,1,3,82,3,4,0,53
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
64,345,3,109,31,2,1,92,59,6,36,3,42,0,3,3,51,78,6,1,3,64
77,271,4,120,44,0,0,100,-7,7,50,2,35,5,0,0,36,98,6,2,2,53
66,437,4,113,27,9,9,96,51,0,33,2,11,8,0,0,17,85,3,1,0,31
63,59,5,31,17,2,2,95,42,6,20,1,53,0,2,2,57,96,2,9,-8,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
77,195,22,87,24,0,0,100,-7,7,46,0,13,4,1,1,49,-8,6,1,1,58
83,157,25,206,5,0,0,100,-7,7,22,0,0,7,0,0,15,-8,2,-8,0,50
86,199,8,94,32,0,0,100,-7,7,32,1,31,19,0,0,18,39,3,2,0,42
68,320,8,95,14,7,4,50,29,6,20,1,40,0,1,1,0,92,1,2,-8,75
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,186,5,75,35,2,2,87,28,6,24,4,16,1,2,2,26,33,4,2,1,33
58,183,11,36,30,0,0,100,-7,7,32,3,17,-7,8,7,87,-8,15,2,10,81
65,302,16,91,43,2,2,91,11,4,45,0,44,0,0,0,25,61,10,4,1,67
83,283,6,75,26,0,0,100,-7,7,26,1,50,0,1,1,22,73,2,2,0,67
64,241,2,92,39,0,0,100,-7,7,50,1,33,0,5,5,68,66,10,1,4,65
56,180,8,74,29,2,2,87,2,1,32,4,30,-7,1,1,30,80,5,4,1,69
73,229,4,56,32,0,0,100,-7,7,33,5,63,5,1,1,18,69,3,12,1,83
72,104,11,53,11,0,0,92,5,4,13,1,38,0,1,1,38,83,1,3,0,80
68,82,6,25,5,0,0,100,-7,7,5,3,0,1,1,1,88,-8,3,-8,1,100
59,85,6,47,27,0,0,100,-7,7,28,3,33,-7,6,5,97,87,3,2,3,100
74,225,5,95,32,0,0,94,19,6,32,2,56,-7,1,1,41,90,6,5,0,92
83,130,1,62,31,0,0,100,-7,7,37,1,9,18,0,0,6,-8,3,1,0,33
62,34,10,23,6,1,1,83,12,6,6,1,33,0,0,0,45,72,4,2,1,100
89,167,8,79,25,0,0,100,-7,7,28,2,39,-7,0,0,3,92,1,3,0,44
81,113,2,53,15,0,0,100,-7,7,16,3,0,-7,1,1,19,-8,4,-8,0,44
78,138,5,55,20,0,0,100,-7,7,20,4,25,8,0,0,30,-8,2,1,1,23
70,172,4,73,12,0,0,75,43,6,12,1,33,-7,0,0,55,-8,4,1,1,83
84,149,6,58,20,0,0,90,24,6,21,3,48,6,0,0,3,-8,2,1,0,50
86,199,3,83,21,0,0,100,-7,7,21,2,43,7,0,0,2,-8,5,1,0,75
65,38,14,28,5,2,2,100,-7,6,5,0,40,0,2,2,99,40,1,2,1,100
65,208,3,84,20,0,0,85,18,6,20,3,20,0,0,0,55,92,8,2,2,67
90,230,27,92,13,0,0,100,-7,7,14,0,54,-8,0,0,1,57,1,3,0,67
63,176,16,80,23,1,1,76,6,0,25,0,64,0,0,0,57,48,3,4,1,88
72,247,5,93,19,1,1,90,6,4,23,3,19,0,4,4,46,89,2,2,1,67
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
57,21,3,12,10,0,0,100,-7,7,10,5,90,6,1,0,76,83,1,1,-8,100
59,182,7,71,15,0,0,73,2,4,15,1,27,-7,0,0,60,-8,5,1,1,100
69,136,14,73,16,4,3,70,62,6,20,0,50,1,1,1,3,86,1,2,0,60
81,133,15,63,20,0,0,100,-7,7,20,0,35,11,0,0,5,-8,1,1,0,25
65,236,1,104,30,0,0,84,0,4,20,2,13,-7,1,1,21,26,7,2,1,50
69,256,6,117,11,1,1,100,-7,7,14,1,8,0,0,0,13,-8,2,-8,0,67
69,10,9,77,12,2,1,71,17,6,2,2,86,-8,0,0,-8,88,-8,2,-8,100
64,280,2,69,15,2,2,78,12,6,19,3,78,0,1,1,8,69,1,2,0,60
67,22,2,13,4,0,0,100,-7,7,5,2,40,-7,1,0,71,69,1,2,-8,75
59,246,2,81,34,0,0,94,3,4,41,3,46,8,0,0,56,85,7,3,3,67
72,270,1,91,35,0,0,94,22,6,36,2,8,0,0,0,40,-8,11,1,1,57
67,233,12,66,13,1,0,87,10,4,15,0,67,0,1,1,33,81,3,2,1,83
89,421,7,136,19,0,0,100,-7,7,28,1,16,-8,0,0,4,-8,3,-8,0,30
56,172,11,57,21,0,0,90,5,4,21,1,29,0,0,0,70,73,6,2,1,80
78,188,5,106,40,0,0,100,-7,7,34,3,28,2,1,1,5,51,6,5,0,52
68,196,2,68,11,1,1,92,3,1,13,4,54,2,2,2,9,95,1,2,0,75
80,297,8,82,17,0,0,100,-7,7,17,1,24,0,0,0,18,11,5,2,0,70
68,125,9,95,14,3,3,94,58,0,16,1,50,7,0,0,14,97,2,2,0,57
55,266,4,69,21,2,1,88,2,0,55,4,50,-7,5,5,5,36,3,4,0,100
59,256,0,50,11,1,0,44,1,4,16,1,75,-7,1,1,93,74,3,6,2,90
84,74,44,59,3,0,0,100,-7,7,3,0,33,-8,0,0,16,88,1,1,0,67
67,158,12,86,11,4,2,60,40,6,15,0,60,0,0,0,60,61,2,4,1,86
72,218,9,72,25,1,0,88,33,6,27,1,52,0,0,0,82,86,2,3,1,71
72,228,1,69,15,0,0,100,-7,7,16,2,38,0,2,2,63,70,5,2,2,78
66,221,9,85,32,1,1,94,43,6,33,2,30,1,2,2,58,25,14,3,6,94
82,340,2,81,65,0,0,100,-7,7,84,11,44,1,3,3,21,56,6,4,0,48
89,385,6,94,15,0,0,100,-7,7,16,1,44,4,1,1,7,-8,2,1,0,100
86,169,8,141,24,0,0,100,-7,7,6,1,8,1,2,1,9,-8,1,1,0,18
64,285,4,134,20,1,1,100,-7,0,4,1,30,0,6,6,5,-8,4,1,1,75
73,413,4,111,41,0,0,100,-7,7,43,4,30,0,4,4,4,-8,3,1,1,25
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
80,136,3,49,24,0,0,100,-7,7,25,2,20,-7,2,2,11,-8,2,1,0,38
84,365,28,157,17,0,0,94,79,6,17,0,18,8,0,0,0,-8,1,-8,0,22
56,36,5,17,18,0,0,100,-7,7,18,10,22,0,3,3,51,93,9,4,3,82
69,158,8,64,22,1,1,100,-7,6,22,1,18,0,0,0,17,51,6,2,0,56
83,181,2,150,5,0,0,100,-7,7,10,1,17,-7,1,1,-8,99,1,1,-8,100
64,174,16,63,17,1,1,89,1,4,19,0,44,0,0,0,6,80,1,2,0,33
72,317,3,62,34,0,0,94,16,6,35,4,6,0,1,1,18,-8,4,1,1,42
63,243,1,80,13,1,0,75,4,4,16,3,50,0,2,2,14,-8,6,1,0,78
80,263,6,106,26,0,0,92,14,6,26,2,23,-8,0,0,14,17,4,2,1,54
68,160,2,70,63,0,0,97,13,6,71,5,48,20,0,0,35,105,11,7,0,75
71,161,3,42,27,0,0,100,-7,7,39,1,22,17,0,0,59,-8,4,3,3,62
93,244,13,97,9,0,0,100,-7,7,10,0,33,3,1,1,0,99,1,2,0,75
80,195,10,67,24,0,0,100,-7,7,25,1,25,22,0,0,36,27,3,2,0,83
60,94,15,60,2,6,4,11,6,4,9,0,22,-8,0,0,19,62,1,1,-8,67
61,205,4,78,22,0,0,95,1,4,22,2,23,0,0,0,70,75,4,2,3,46
83,178,5,84,13,0,0,100,-7,7,13,2,46,-8,0,0,18,-8,2,1,0,75
61,60,7,36,6,2,1,63,13,6,8,1,63,-7,0,0,18,81,1,3,-8,80
71,-8,1,91,15,0,0,94,-8,6,0,4,44,9,0,0,60,80,4,4,3,80
77,61,2,33,14,0,0,100,-7,7,15,1,7,21,0,0,27,-8,4,1,0,56
86,215,5,80,38,0,0,100,-7,7,39,2,16,12,0,0,2,-8,1,2,0,21
86,126,3,51,36,0,0,100,-7,7,27,2,6,13,0,0,1,-8,4,-8,0,24
68,230,5,94,23,0,0,88,12,6,24,3,54,2,1,1,40,64,4,6,1,79
55,316,8,119,22,1,0,78,1,4,23,1,26,-8,0,0,29,-8,4,2,1,50
79,222,36,102,2,1,0,75,31,6,4,0,75,-8,0,0,0,-8,0,1,-8,50
71,483,5,127,24,1,1,96,17,6,25,4,4,0,0,0,37,90,5,1,2,43
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
62,85,13,42,14,1,1,80,5,4,15,0,27,-7,0,0,49,-8,3,1,1,67
81,189,11,96,21,1,1,96,77,6,24,1,8,21,0,0,0,-8,0,1,0,33
80,271,9,62,12,0,0,92,9,4,12,1,33,-7,0,0,29,50,1,2,0,60
80,117,2,59,32,0,0,100,-7,7,34,3,24,0,2,2,27,-8,4,2,1,54
71,-8,6,37,2,0,0,100,-7,7,0,1,50,-7,1,1,-8,-8,-8,1,-8,100
64,173,2,77,7,0,0,100,-7,7,8,2,0,0,5,4,100,-8,3,-8,2,100
77,368,29,130,16,1,1,71,29,6,17,0,18,-8,0,0,12,31,4,1,0,50
82,224,5,70,37,0,0,97,48,6,38,1,50,17,0,0,23,83,1,5,0,50
61,109,4,48,11,0,0,92,5,4,13,2,62,0,5,5,64,82,2,2,1,80
80,216,6,84,33,0,0,100,-7,7,33,2,27,0,4,4,2,140,3,1,0,57
59,182,7,105,11,7,3,53,8,4,20,2,65,0,0,0,31,92,2,3,0,100
66,203,32,109,8,0,0,60,1,4,10,0,10,-8,0,0,34,-8,3,1,1,100
70,164,3,55,14,4,4,100,-7,6,15,4,20,0,3,3,60,29,5,2,0,88
66,314,7,96,34,0,0,78,26,5,41,1,56,1,4,4,49,82,3,9,1,71
84,170,4,67,16,0,0,100,-7,7,17,4,53,4,2,2,1,68,1,4,0,56
62,136,6,72,29,1,1,97,8,4,32,3,60,6,0,0,37,87,3,10,1,93
63,91,5,26,11,1,1,100,-7,7,12,5,27,0,1,1,90,42,6,3,1,100
67,204,9,53,38,0,0,100,-7,7,40,4,42,8,1,0,42,84,4,2,2,54
66,-8,6,59,31,0,0,100,-7,7,31,3,35,-7,0,0,60,70,5,4,2,82
85,125,11,72,18,0,0,100,-7,7,20,1,30,0,1,1,2,87,4,2,0,46
77,216,4,91,39,0,0,100,-7,7,41,3,29,0,3,3,46,83,8,5,0,68
70,54,0,98,26,0,0,82,3,4,2,3,21,0,2,2,7,96,4,2,0,35
61,253,8,72,10,1,1,55,7,4,32,1,36,-7,1,1,78,-8,3,1,1,71
61,111,5,38,14,0,0,100,-7,7,14,4,29,0,4,4,94,32,8,1,5,90
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
76,150,11,54,14,0,0,100,-7,7,15,1,40,0,0,0,32,96,4,2,0,75
77,82,2,42,7,0,0,100,-7,7,8,2,50,8,0,0,-8,99,-8,2,-8,100
86,232,1,75,21,0,0,100,-7,7,23,2,17,0,2,2,1,51,2,2,0,29
68,322,21,114,8,1,0,60,4,4,10,0,30,0,0,0,13,-8,1,-8,0,100
55,167,3,63,25,0,0,84,5,4,11,4,32,2,1,1,66,43,7,3,2,71
69,155,3,52,31,0,0,100,-7,7,31,1,29,-7,2,2,51,98,3,3,2,46
79,75,2,37,15,0,0,100,-7,7,16,3,44,1,1,1,20,83,2,3,0,56
57,423,12,197,8,1,1,89,2,2,9,0,22,0,0,0,72,-8,4,-8,1,80
85,262,14,101,23,0,0,100,-7,7,23,0,48,2,1,1,19,-8,3,1,0,100
78,306,1,80,19,0,0,90,13,6,20,3,40,0,1,1,9,-8,6,1,0,64
78,281,1,75,33,0,0,100,-7,7,36,5,33,2,5,5,24,95,4,3,1,64
72,171,3,40,11,0,0,100,-7,7,11,4,27,0,2,2,62,97,5,2,2,88
81,172,8,58,23,0,0,100,-7,7,23,1,35,0,0,0,17,-8,5,2,0,57
70,168,2,109,41,0,0,98,67,6,10,1,21,1,1,1,82,-8,14,-8,8,71
82,317,28,133,15,0,0,100,-7,6,15,0,47,0,1,1,19,5,1,2,0,50
82,190,10,80,28,0,0,100,-7,7,28,1,21,17,0,0,32,50,2,2,0,50
68,231,2,18,6,1,1,100,-7,7,20,4,0,-7,2,2,8,-8,2,-8,0,50
89,274,11,125,15,0,0,100,-7,7,15,1,20,16,0,0,6,96,3,2,0,50
80,192,5,66,52,0,0,100,-7,7,52,4,8,4,1,1,3,-8,4,1,1,16
57,35,7,16,10,0,0,100,-7,7,10,4,30,0,2,2,81,85,6,2,2,89
82,333,3,107,44,0,0,100,-7,7,44,4,34,0,1,1,6,87,6,6,0,60
87,140,16,79,16,0,0,100,-7,7,17,0,18,0,0,0,3,-8,1,1,0,22
79,125,9,57,29,0,0,100,-7,7,33,1,45,-7,1,1,1,71,1,4,0,45
68,214,3,78,8,1,0,89,9,3,9,2,22,-8,0,0,43,-8,3,1,1,67
66,139,2,59,20,1,1,100,-7,6,21,4,24,1,1,1,60,-8,6,1,3,88
74,338,17,111,17,0,0,53,4,4,20,0,30,0,1,1,6,-8,3,-8,0,43
65,82,1,43,25,2,1,97,70,6,30,3,33,2,4,4,33,53,2,8,1,56
72,112,2,42,17,1,1,94,53,6,18,2,61,0,0,0,39,99,1,4,0,83
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
56,75,17,50,20,1,0,90,31,6,21,0,14,0,6,6,59,-8,8,-8,4,71
73,162,3,88,39,1,1,95,28,6,14,4,24,6,0,0,28,-8,9,2,1,61
73,149,2,70,10,1,1,85,9,4,13,3,31,6,0,0,47,94,4,2,1,86
88,211,19,104,26,0,0,100,-7,7,26,0,19,-7,0,0,6,-8,3,1,0,36
79,16,3,7,4,0,0,100,-7,7,5,4,40,0,2,2,8,-8,1,1,0,50
63,309,36,112,17,2,1,68,7,2,19,0,16,0,1,1,54,-8,5,1,2,67
91,378,69,275,4,0,0,100,-7,7,4,0,0,0,1,0,4,-8,1,-8,0,33
71,100,3,44,11,0,0,77,3,4,13,3,54,-7,2,2,2,50,1,2,-8,60
75,415,20,75,22,1,1,83,9,4,23,0,22,0,3,3,2,23,2,1,0,33
80,250,5,92,40,0,0,100,-7,7,42,3,17,0,2,2,19,-8,7,1,1,45
72,214,17,61,21,0,0,100,-7,7,21,0,33,0,0,0,66,66,7,2,2,64
57,116,2,55,25,2,1,81,5,4,27,1,22,0,6,6,2,-8,2,-8,0,18
87,408,6,124,24,0,0,100,-7,7,24,1,17,-8,0,0,0,94,1,2,0,33
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,159,7,113,14,1,1,89,11,4,19,1,26,-7,0,0,13,76,3,2,0,83
86,321,10,104,10,0,0,100,-7,7,11,1,45,-8,0,0,2,-8,4,1,2,83
81,144,5,61,18,0,0,100,-7,7,20,4,25,0,1,0,42,-8,3,-8,0,60
75,268,8,73,14,0,0,87,47,6,15,1,27,-7,1,1,15,20,4,2,1,67
54,142,2,61,23,4,3,76,4,4,30,4,52,4,1,1,51,73,5,6,1,80
88,182,1,77,15,0,0,100,-7,7,16,1,38,2,1,1,2,16,3,2,0,63
71,150,3,56,19,0,0,100,-7,7,21,5,24,0,1,1,62,62,4,1,3,63
85,167,2,58,11,0,0,100,-7,7,12,2,42,-7,2,2,15,-8,2,1,0,75
64,49,4,24,11,0,0,100,-7,7,11,2,27,0,0,0,79,-8,6,1,6,88
81,174,31,101,8,0,0,100,-7,7,9,0,78,1,2,2,39,-8,1,1,0,100
72,290,12,119,45,0,0,100,-7,7,22,0,28,11,0,0,37,44,12,5,1,78
59,67,15,46,4,1,0,60,5,4,5,0,20,0,0,0,52,29,2,1,-8,60
70,-8,2,103,7,1,1,100,-7,6,0,2,25,-8,0,0,78,81,4,1,1,83
79,251,25,99,23,0,0,91,11,4,24,0,17,20,0,0,6,8,3,2,0,31
70,386,5,92,25,0,0,100,-7,7,25,3,56,0,4,4,67,89,4,4,2,89
66,75,4,25,14,0,0,100,-7,7,14,5,64,0,2,2,80,95,4,3,1,88
56,274,3,95,43,0,0,89,0,4,44,4,23,0,1,1,58,47,13,6,7,72
65,87,2,46,18,1,1,100,-7,7,20,3,16,0,4,4,39,-8,3,1,1,40
65,330,1,113,17,2,2,89,25,6,21,2,16,0,1,1,54,100,5,1,2,78
77,298,10,121,23,0,0,100,-7,7,24,2,25,1,3,3,48,87,5,1,1,67
72,131,9,69,28,2,0,92,23,6,38,2,47,0,2,2,18,66,2,5,-8,88
81,328,1,85,27,0,0,100,-7,7,25,4,18,-7,0,0,12,101,5,2,0,41
69,57,4,37,14,0,0,100,-7,7,14,1,50,0,4,4,52,152,6,7,2,100
79,158,3,54,23,0,0,100,-7,7,25,2,38,3,2,2,14,130,1,2,0,50
78,227,5,92,28,0,0,100,-7,7,43,4,57,5,2,2,49,79,3,2,2,63
80,319,8,81,31,1,0,97,37,6,34,4,31,9,0,0,6,52,4,3,0,47
86,12,9,62,6,0,0,100,-7,7,2,1,0,1,1,1,7,-8,1,-8,0,25
63,110,8,62,16,0,0,81,13,5,16,1,44,0,0,0,68,74,4,3,2,88
69,146,3,47,16,1,0,84,20,6,19,3,58,3,1,1,1,52,2,4,1,60
75,327,0,104,28,0,0,93,10,4,46,5,13,0,4,4,3,-8,9,1,0,50
58,135,15,71,17,1,1,83,2,4,18,0,33,15,0,0,45,-8,2,1,0,75
61,190,4,61,44,0,0,89,10,4,45,2,14,-7,0,0,28,73,8,4,1,55
80,329,16,83,20,0,0,95,36,6,31,0,14,-7,2,2,9,-8,3,1,1,40
67,247,7,78,47,0,0,88,0,4,50,4,36,1,2,2,18,48,6,2,2,44
56,173,21,69,6,2,0,86,1,4,7,0,57,-7,0,0,82,100,3,2,3,100
84,213,9,76,17,0,0,100,-7,7,17,1,18,16,0,0,35,53,2,2,0,57
76,221,3,75,30,0,0,100,-7,7,30,3,10,9,0,0,22,-8,9,-8,3,47
73,302,5,114,14,1,1,93,19,6,5,1,29,-8,0,0,1,-8,1,1,0,33
78,300,8,130,17,1,0,89,13,6,18,1,11,-8,0,0,18,-8,5,1,0,55
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
67,209,2,96,16,3,2,86,23,6,22,4,50,1,4,4,42,89,2,2,1,67
79,13,9,49,23,0,0,100,-7,7,1,1,22,-7,0,0,12,86,1,2,0,33
82,257,4,86,19,0,0,100,-7,7,19,1,5,0,2,2,20,92,3,1,0,56
64,242,3,70,21,1,1,95,8,0,22,1,43,0,1,1,58,87,5,3,2,89
63,124,2,17,6,0,0,100,-7,7,10,9,40,-7,3,3,45,98,4,4,2,90
76,104,4,39,22,0,0,100,-7,7,23,4,23,4,2,2,8,-8,5,2,0,50
60,197,30,92,2,1,0,67,2,3,20,0,67,4,1,1,66,-8,1,-8,0,100
79,148,3,59,35,0,0,100,-7,7,35,1,54,0,0,0,0,-8,1,1,0,22
68,176,8,96,22,0,0,95,11,4,22,1,27,0,0,0,62,17,2,6,1,89
85,-8,21,158,7,0,0,100,-7,7,0,0,14,21,0,0,32,-8,1,1,0,33
