V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75
20.0,0.0,7.0,3,560.0,11.0,107.0,17,139.0,2.0,12,3.0,4,2,1,2,9,7,1.0,3,2.0,71.0,8,5,3.0,1,0,5.0,6,1,7
1.0,13.0,14.0,2,0.0,0.0,1.0,2,2.0,1.0,1,0.0,3,2,7,0,1,6,47.0,1,4.0,97.0,1,8,11.0,0,1,23.0,7,2,5
7.0,12.0,3.0,3,1121.0,3.0,22.0,4,20.0,1.0,4,3.0,4,2,1,3,9,9,8.0,3,10.0,35.0,2,8,2.0,0,1,4.0,7,4,25
11.0,-2.0,121.0,8,14.0,4.0,24.0,29,21.0,2.0,5,4.0,3,2,1,1,8,8,45.0,3,1.0,36.0,1,3,34.0,5,0,12.0,6,1,1
0.0,24.0,6.0,4,6383.0,268.0,1.0,19,26.0,0.0,1,4.0,4,2,5,2,9,2,17.0,3,0.0,24.0,1,8,6.0,1,1,8.0,1,2,8
7.0,629.0,1.0,3,649.0,4.0,62.0,23,270.0,2.0,11,3.0,3,2,1,3,9,8,0.0,3,2.0,56.0,1,8,4.0,4,1,5.0,6,2,1
5.0,0.0,1.0,1,1313.0,4.0,6.0,4,4.0,0.0,1,1.0,7,2,1,3,9,9,5.0,2,14.0,156.0,1,5,304.0,2,2,4.0,4,1,29
1.0,178.0,37.0,39,41.0,38.0,2.0,45,54.0,1.0,2,38.0,7,2,1,2,8,1,20.0,2,8.0,8.0,8,5,1.0,1,0,1.0,4,2,16
3.0,18.0,1.0,1,1378.0,2.0,59.0,2,21.0,0.0,4,1.0,7,2,4,2,9,7,3.0,3,19.0,65.0,1,8,0.0,19,0,0.0,6,1,0
15.0,1.0,7.0,7,0.0,0.0,69.0,15,110.0,2.0,16,0.0,7,2,6,3,9,6,11.0,3,2.0,16.0,0,5,18.0,0,1,4.0,6,1,6
4.0,2.0,3.0,3,59.0,3.0,14.0,9,18.0,1.0,4,3.0,7,2,1,3,1,6,0.0,3,4.0,33.0,0,8,0.0,11,0,1.0,7,5,0
6.0,82.0,1.0,2,979.0,3.0,6.0,3,58.0,1.0,1,2.0,5,2,1,3,9,1,11.0,1,17.0,60.0,6,0,0.0,0,2,7.0,1,0,4
0.0,1.0,2.0,2,1313.0,14.0,18.0,11,85.0,0.0,4,2.0,4,2,4,3,9,8,6.0,3,2.0,39.0,1,8,18.0,7,0,41.0,6,2,2
2.0,5.0,60.0,10,2.0,11.0,3.0,18,92.0,1.0,2,10.0,3,2,1,2,9,7,12.0,2,41.0,15.0,1,5,2.0,1,0,28.0,6,5,1
2.0,-1.0,10.0,4,1.0,1.0,41.0,8,219.0,1.0,8,1.0,3,2,1,1,9,6,56.0,0,1.0,7.0,1,5,89.0,1,0,4.0,8,2,0
0.0,182.0,17.0,3,2813.0,88.0,14.0,15,67.0,0.0,2,9.0,4,2,1,1,9,8,20.0,3,6.0,17.0,0,10,4.0,0,1,47.0,6,7,1
0.0,226.0,2.0,2,2507.0,17.0,165.0,4,227.0,0.0,28,2.0,7,2,6,3,9,6,97.0,2,17.0,106.0,4,0,4.0,1,0,6.0,8,1,5
9.0,4.0,3.0,0,11.0,0.0,11.0,0,18.0,1.0,3,0.0,3,2,1,1,9,4,15.0,3,22.0,6.0,1,8,10.0,2,2,14.0,6,7,1
2.0,6.0,7.0,7,1209.0,38.0,16.0,20,100.0,1.0,4,7.0,3,2,1,3,9,6,65.0,1,1.0,9.0,8,10,13.0,0,1,238.0,6,2,8
0.0,25.0,4.0,1,7028.0,133.0,9.0,15,233.0,0.0,5,1.0,7,2,1,2,1,6,75.0,3,2.0,88.0,2,8,0.0,0,0,14.0,6,2,9
0.0,0.0,223.0,13,1185.0,46.0,1.0,12,29.0,0.0,1,13.0,9,2,7,2,9,6,3.0,3,3.0,23.0,1,3,4.0,1,0,10.0,6,0,1
5.0,2016.0,2.0,10,33.0,1.0,5.0,10,10.0,1.0,1,0.0,4,2,1,0,9,6,0.0,3,10.0,65.0,4,5,28.0,2,0,77.0,6,0,2
6.0,83.0,3.0,17,1195.0,24.0,112.0,26,410.0,1.0,5,17.0,7,2,1,3,9,1,0.0,3,4.0,8.0,7,3,11.0,1,2,6.0,6,1,0
14.0,67.0,17.0,6,0.0,0.0,14.0,44,43.0,1.0,1,0.0,9,2,1,0,9,6,18.0,3,12.0,24.0,7,3,5.0,0,2,1.0,6,3,1
35.0,8.0,8.0,9,144.0,11.0,248.0,21,1289.0,4.0,52,11.0,0,2,6,2,9,8,0.0,2,8.0,8.0,5,5,6.0,1,1,324.0,7,1,1
1.0,537.0,1.0,1,885.0,39.0,1.0,1,1.0,1.0,1,1.0,3,2,7,2,9,6,0.0,1,12.0,3.0,1,8,5.0,1,1,3.0,4,0,8
5.0,1.0,30.0,48,15.0,16.0,8.0,43,724.0,2.0,3,15.0,7,2,1,3,9,8,3.0,2,0.0,11.0,8,8,5.0,0,0,93.0,6,3,2
2.0,1.0,34.0,7,0.0,5.0,7.0,20,75.0,1.0,4,5.0,7,2,1,0,9,6,2.0,3,0.0,210.0,1,8,3.0,1,1,0.0,6,15,4
1.0,22.0,17.0,11,28.0,11.0,1.0,11,11.0,1.0,1,11.0,3,2,1,3,9,7,2.0,3,0.0,2.0,1,3,1.0,2,0,0.0,6,1,1
0.0,483.0,4.0,14,83.0,86.0,20.0,24,486.0,0.0,3,14.0,7,2,6,3,8,7,45.0,1,12.0,46.0,1,3,14.0,2,0,4.0,6,3,0
0.0,0.0,1.0,5,3372.0,67.0,3.0,6,33.0,0.0,1,6.0,7,2,2,1,9,6,5.0,3,9.0,65.0,1,0,0.0,2,0,3.0,9,2,1
0.0,0.0,15.0,4,2576.0,198.0,1.0,19,247.0,0.0,1,4.0,7,2,7,1,8,8,4.0,3,1.0,52.0,1,8,0.0,11,1,101.0,6,7,2
4.0,177.0,7.0,15,5.0,1.0,13.0,13,194.0,1.0,3,1.0,4,2,4,3,9,1,1.0,3,18.0,171.0,5,5,3.0,1,0,10.0,8,1,68
7.0,109.0,2.0,4,1113.0,33.0,273.0,35,631.0,1.0,26,4.0,3,2,6,0,8,1,110.0,1,0.0,52.0,1,8,3.0,1,1,0.0,6,19,2
3.0,6.0,5.0,4,1360.0,7.0,14.0,19,69.0,0.0,2,4.0,3,2,1,1,9,6,1.0,2,17.0,82.0,1,3,1.0,0,0,4.0,6,4,1
1.0,567.0,2.0,2,264.0,2.0,24.0,3,4.0,1.0,2,2.0,7,2,1,2,9,6,1.0,0,17.0,59.0,1,8,2.0,0,1,12.0,1,1,4
5.0,1.0,1.0,18,47.0,2.0,15.0,26,77.0,2.0,6,2.0,4,2,6,2,9,8,26.0,3,9.0,48.0,8,3,4.0,1,1,6.0,1,2,3
16.0,0.0,43.0,2,34.0,2.0,54.0,18,98.0,1.0,6,2.0,7,2,6,1,9,6,7.0,1,1.0,1.0,0,10,1.0,1,1,1.0,1,4,1
5.0,3.0,1.0,3,1049.0,29.0,71.0,23,269.0,1.0,8,3.0,7,2,4,3,9,6,4.0,3,0.0,3.0,0,8,0.0,4,1,13.0,6,23,1
2.0,181.0,4.0,2,254.0,55.0,3.0,49,110.0,2.0,3,2.0,4,2,0,3,8,6,0.0,3,3.0,38.0,1,3,15.0,8,1,42.0,7,3,1
13.0,19.0,34.0,10,43.0,21.0,131.0,24,159.0,1.0,13,10.0,7,2,6,0,9,7,1.0,1,3.0,8.0,1,8,24.0,0,0,15.0,8,1,1
6.0,0.0,4.0,9,1277.0,64.0,7.0,22,22.0,0.0,1,16.0,7,2,4,3,9,6,1.0,0,3.0,15.0,1,5,32.0,0,0,9.0,7,1,11
0.0,1.0,34.0,5,1880.0,161.0,29.0,31,40.0,0.0,6,5.0,3,2,1,2,0,6,1.0,0,31.0,27.0,0,8,3.0,1,0,14.0,6,1,1
0.0,32.0,3.0,2,34740.0,1167.0,2.0,4,84.0,0.0,1,2.0,4,2,0,0,8,6,2.0,0,7.0,32.0,5,3,3.0,2,1,151.0,8,1,1
3.0,200.0,1.0,1,100.0,1.0,3.0,1,1.0,1.0,1,1.0,9,2,0,1,9,6,0.0,3,17.0,4.0,8,3,6.0,1,1,43.0,6,3,4
1.0,36.0,15.0,12,24.0,15.0,7.0,27,75.0,1.0,2,11.0,7,2,1,3,9,8,1.0,3,25.0,1.0,6,8,2.0,0,1,3.0,8,2,1
4.0,1.0,1.0,4,7.0,5.0,4.0,4,4.0,2.0,2,4.0,7,2,1,3,9,8,8.0,2,12.0,4.0,1,3,6.0,2,0,2.0,1,3,1
1.0,1.0,281.0,16,436.0,31.0,3.0,25,88.0,1.0,2,18.0,7,2,0,1,9,7,4.0,3,26.0,255.0,7,8,1.0,1,1,0.0,7,7,3
2.0,0.0,324.0,39,90.0,232.0,2.0,39,40.0,1.0,1,40.0,7,2,0,0,1,11,27.0,0,7.0,4.0,8,8,0.0,1,0,2.0,5,0,1
7.0,63.0,7.0,15,28.0,12.0,7.0,14,15.0,1.0,1,12.0,4,2,1,3,9,6,4.0,1,3.0,9.0,1,8,13.0,1,1,5.0,6,8,0
1.0,0.0,1.0,1,751.0,1.0,1.0,1,1.0,1.0,1,1.0,7,2,0,3,1,6,0.0,3,8.0,5.0,6,8,0.0,3,1,12.0,6,0,1
6.0,46.0,2.0,2,108.0,2.0,6.0,2,2.0,1.0,1,2.0,4,2,4,3,9,7,5.0,3,20.0,0.0,8,6,9.0,3,1,2.0,1,1,1
37.0,0.0,57.0,21,28.0,25.0,96.0,47,595.0,2.0,12,14.0,0,2,1,3,9,5,4.0,2,5.0,25.0,1,3,1.0,4,1,6.0,6,0,0
8.0,3570.0,5.0,1,24.0,1.0,15.0,12,46.0,1.0,4,1.0,7,2,4,3,9,8,4.0,1,11.0,23.0,5,8,7.0,1,1,9.0,1,3,3
0.0,965.0,10.0,4,1353.0,11.0,1.0,11,11.0,0.0,1,10.0,4,2,7,3,9,1,214.0,1,0.0,0.0,8,8,54.0,2,1,0.0,6,11,15
1.0,0.0,6.0,13,33.0,14.0,1.0,10,13.0,1.0,1,12.0,7,2,7,3,9,6,47.0,3,42.0,217.0,1,8,44.0,0,1,1.0,6,0,1
35.0,2.0,5.0,16,11.0,3.0,605.0,44,604.0,4.0,58,3.0,7,2,1,3,9,4,0.0,2,48.0,5.0,7,8,3.0,1,2,1.0,6,0,1
0.0,180.0,10.0,10,5155.0,278.0,2.0,18,276.0,0.0,1,10.0,4,2,0,3,9,1,0.0,3,3.0,51.0,0,3,12.0,1,1,1.0,7,4,1
6.0,6.0,1.0,28,20.0,14.0,6.0,34,32.0,1.0,1,14.0,3,2,1,0,9,9,0.0,2,49.0,12.0,2,8,0.0,1,0,78.0,6,6,3
1.0,3.0,11.0,4,148.0,12.0,9.0,14,38.0,1.0,7,5.0,7,2,1,3,9,6,6.0,0,8.0,2.0,7,3,0.0,0,1,0.0,6,0,0
0.0,1.0,7.0,21,2831.0,57.0,1.0,31,41.0,0.0,1,21.0,7,2,7,3,9,2,233.0,3,0.0,40.0,0,7,2.0,24,2,1.0,8,1,5
47.0,0.0,12.0,5,89.0,5.0,784.0,26,241.0,1.0,14,5.0,7,2,1,1,8,1,2.0,3,1.0,208.0,1,10,5.0,13,1,16.0,6,2,5
6.0,1.0,4.0,4,213.0,14.0,12.0,4,12.0,1.0,2,12.0,7,2,1,3,9,8,2.0,3,0.0,57.0,4,8,25.0,5,1,2.0,5,0,6
2.0,90.0,7.0,10,2.0,8.0,204.0,23,349.0,2.0,21,3.0,7,2,3,3,8,6,3.0,3,11.0,242.0,0,7,0.0,1,1,0.0,1,1,1
0.0,2.0,4.0,1,2937.0,77.0,37.0,21,195.0,0.0,9,15.0,7,2,1,3,9,6,62.0,3,4.0,42.0,1,3,2.0,0,0,6.0,7,1,9
6.0,102.0,44.0,0,4.0,0.0,6.0,0,0.0,1.0,1,0.0,3,2,1,0,9,6,84.0,3,10.0,5.0,7,10,59.0,2,0,20.0,1,1,1
1.0,2.0,28.0,1,512.0,194.0,11.0,22,693.0,1.0,5,7.0,7,2,1,1,9,7,4.0,0,1.0,39.0,1,8,3.0,2,0,0.0,6,1,1
11.0,1.0,11.0,9,4.0,7.0,11.0,9,9.0,1.0,1,7.0,7,2,1,1,9,6,0.0,3,6.0,1.0,1,8,0.0,2,1,0.0,1,3,2
0.0,1.0,3.0,3,33209.0,288.0,1.0,3,91.0,0.0,1,3.0,4,2,7,3,9,2,0.0,0,5.0,18.0,1,3,48.0,2,1,6.0,6,1,0
3.0,7.0,10.0,17,155.0,32.0,3.0,30,27.0,2.0,2,17.0,4,2,0,3,1,8,0.0,2,3.0,280.0,1,7,0.0,0,0,0.0,6,5,4
13.0,241.0,3.0,3,230.0,14.0,17.0,15,15.0,2.0,3,3.0,4,2,1,3,9,7,5.0,3,9.0,92.0,8,8,7.0,1,0,1.0,7,1,1
5.0,6.0,2.0,2,1435.0,39.0,9.0,16,124.0,0.0,2,2.0,7,2,6,3,9,6,2.0,0,0.0,4.0,1,10,23.0,4,0,22.0,6,1,2
0.0,41.0,9.0,9,1487.0,56.0,24.0,36,89.0,0.0,4,9.0,7,2,1,3,9,8,4.0,1,1.0,396.0,8,8,23.0,0,1,0.0,8,1,1
5.0,1803.0,124.0,6,12.0,0.0,27.0,6,54.0,1.0,5,0.0,3,2,1,3,9,7,1.0,3,18.0,69.0,0,6,28.0,0,0,21.0,4,2,1
4.0,1.0,31.0,0,46.0,0.0,6.0,4,79.0,1.0,2,0.0,0,2,1,0,9,8,1.0,1,2.0,35.0,1,8,15.0,11,0,12.0,6,1,0
2.0,1.0,52.0,11,54.0,5.0,4.0,8,258.0,1.0,2,5.0,9,2,1,1,9,6,48.0,3,4.0,2.0,5,10,19.0,0,0,34.0,6,0,11
20.0,1.0,4.0,6,48.0,6.0,29.0,35,56.0,1.0,2,6.0,7,2,1,0,9,8,3.0,1,5.0,168.0,2,3,0.0,1,1,0.0,6,1,12
0.0,80.0,1.0,2,4053.0,92.0,6.0,37,85.0,0.0,3,2.0,0,2,0,3,9,7,5.0,2,0.0,1.0,1,8,1.0,10,1,3.0,6,5,0
2.0,79.0,2.0,10,1.0,1.0,8.0,39,107.0,1.0,6,0.0,3,2,1,3,1,8,5.0,3,7.0,11.0,1,8,1.0,1,0,3.0,7,5,5
12.0,0.0,5.0,10,21.0,7.0,20.0,41,174.0,1.0,3,7.0,3,2,1,3,8,8,1.0,1,6.0,30.0,1,3,217.0,1,0,1.0,6,0,6
12.0,1.0,3.0,2,48.0,0.0,29.0,2,91.0,1.0,2,0.0,5,2,1,2,8,7,3.0,0,43.0,67.0,1,3,0.0,1,0,27.0,7,0,1
0.0,1.0,33.0,3,2484.0,114.0,4.0,5,6.0,0.0,2,3.0,7,2,7,0,9,6,0.0,1,0.0,70.0,1,3,14.0,1,0,15.0,2,2,1
4.0,0.0,86.0,46,21.0,29.0,21.0,46,289.0,2.0,9,20.0,7,2,1,3,9,1,1.0,0,33.0,57.0,7,3,10.0,3,0,3.0,8,2,2
20.0,1.0,3.0,6,4.0,5.0,29.0,28,121.0,2.0,4,5.0,4,2,4,3,9,1,11.0,2,30.0,20.0,1,8,36.0,7,0,3.0,6,1,1
0.0,1.0,5.0,11,1939.0,25.0,17.0,14,143.0,0.0,2,11.0,7,2,1,2,9,4,0.0,2,6.0,0.0,4,8,228.0,3,1,6.0,2,1,3
0.0,17.0,3.0,2,1347.0,5.0,1.0,3,3.0,0.0,1,2.0,4,2,7,3,9,6,0.0,3,38.0,37.0,1,10,3.0,0,1,6.0,9,2,1
0.0,0.0,20.0,7,2321.0,79.0,4.0,26,249.0,0.0,2,30.0,7,2,0,0,9,1,26.0,3,48.0,4.0,1,0,7.0,7,1,4.0,8,0,0
3.0,127.0,2.0,2,25.0,2.0,15.0,6,42.0,2.0,6,2.0,4,2,1,3,9,7,5.0,3,18.0,17.0,1,10,0.0,12,1,6.0,6,1,2
4.0,12.0,1.0,1,230.0,4.0,14.0,2,113.0,1.0,5,1.0,7,2,6,3,9,8,0.0,1,2.0,168.0,1,5,4.0,1,0,8.0,4,2,9
5.0,0.0,4.0,3,0.0,0.0,78.0,4,362.0,1.0,16,0.0,7,2,1,1,9,1,1.0,3,38.0,156.0,4,8,10.0,3,1,1.0,6,0,13
0.0,0.0,8.0,15,2041.0,160.0,44.0,47,182.0,0.0,4,15.0,9,2,3,1,9,6,13.0,0,5.0,5.0,1,8,10.0,4,0,1.0,7,4,2
0.0,197.0,15.0,2,10535.0,1296.0,5.0,25,334.0,0.0,2,12.0,4,2,3,3,8,7,101.0,3,1.0,7.0,1,7,2.0,8,1,0.0,5,1,4
3.0,462.0,3.0,4,11.0,3.0,3.0,4,4.0,1.0,1,3.0,7,2,0,2,9,6,2.0,2,1.0,143.0,3,8,79.0,3,0,56.0,6,12,1
2.0,83.0,1.0,3,1.0,0.0,8.0,37,51.0,1.0,4,0.0,3,2,1,3,8,8,2.0,3,0.0,7.0,1,3,4.0,1,0,18.0,6,0,0
1.0,100.0,12.0,8,1177.0,50.0,1.0,38,39.0,1.0,1,8.0,9,2,0,2,9,6,13.0,3,5.0,219.0,1,3,6.0,1,1,3.0,6,1,26
8.0,4.0,6.0,17,0.0,3.0,44.0,22,59.0,1.0,7,3.0,7,2,1,3,9,6,2.0,3,35.0,1.0,1,8,1.0,0,0,8.0,6,1,3
3.0,3.0,1.0,5,0.0,1.0,10.0,30,60.0,2.0,5,1.0,7,2,1,3,9,8,29.0,3,2.0,2.0,1,3,17.0,1,1,0.0,8,2,27
4.0,-1.0,6.0,14,1.0,0.0,13.0,49,68.0,1.0,4,0.0,3,2,3,3,9,8,3.0,3,21.0,37.0,1,8,0.0,1,1,17.0,7,3,1
8.0,1.0,5.0,0,0.0,0.0,100.0,1,53.0,1.0,6,0.0,4,2,1,0,1,4,6.0,3,14.0,3.0,1,5,13.0,4,1,15.0,6,4,0
0.0,0.0,1.0,46,2354.0,129.0,29.0,40,391.0,0.0,5,46.0,7,2,1,0,9,8,2.0,3,1.0,1.0,0,10,1.0,0,0,2.0,4,1,1
96.0,670.0,73.0,24,1.0,24.0,96.0,28,28.0,1.0,1,0.0,7,2,4,3,9,1,0.0,3,1.0,3.0,8,3,1.0,1,0,12.0,6,1,1
0.0,22.0,1.0,1,1969.0,271.0,1.0,16,147.0,0.0,1,1.0,4,2,7,3,9,7,6.0,0,23.0,78.0,1,3,0.0,1,1,13.0,6,1,1
0.0,3.0,55.0,1,4069.0,22.0,2.0,5,16.0,0.0,1,1.0,7,2,0,2,9,6,14.0,0,20.0,0.0,1,8,3.0,10,0,0.0,6,0,1
0.0,33.0,14.0,8,7139.0,254.0,4.0,10,279.0,0.0,4,8.0,7,2,1,3,9,1,32.0,3,16.0,2.0,1,6,255.0,0,1,1.0,7,1,1
13.0,27.0,18.0,18,0.0,0.0,78.0,43,878.0,1.0,31,0.0,3,2,1,0,9,8,3.0,1,9.0,44.0,1,8,0.0,1,1,2.0,6,1,0
5.0,5.0,36.0,8,96.0,22.0,5.0,27,27.0,1.0,1,22.0,7,2,1,0,9,6,9.0,2,2.0,56.0,1,5,25.0,2,0,503.0,8,21,2
23.0,0.0,5185.0,3,1.0,0.0,1.0,49,3.0,0.0,1,0.0,9,2,1,0,9,6,0.0,1,38.0,12.0,1,5,34.0,0,1,1.0,8,0,1
1.0,8.0,4.0,3,7.0,3.0,1.0,3,3.0,1.0,1,3.0,7,2,1,1,9,1,0.0,0,0.0,1.0,3,10,6.0,0,2,0.0,8,3,1
2.0,1.0,34.0,6,4.0,6.0,2.0,6,6.0,1.0,1,6.0,9,2,0,0,9,7,0.0,1,2.0,0.0,6,3,12.0,0,2,3.0,6,1,1
0.0,1.0,100.0,6,1458.0,165.0,15.0,43,350.0,0.0,4,13.0,7,2,1,1,8,1,86.0,3,8.0,185.0,7,8,1.0,1,1,66.0,6,3,0
5.0,4.0,2.0,7,986.0,67.0,5.0,45,44.0,1.0,1,7.0,7,2,4,3,9,1,0.0,0,12.0,0.0,1,3,36.0,1,2,54.0,9,23,2
0.0,87.0,8.0,4,2812.0,39.0,9.0,12,17.0,0.0,3,4.0,3,2,1,3,9,1,0.0,3,8.0,668.0,8,3,7.0,2,0,2.0,3,1,1
9.0,145.0,3.0,1,396.0,4.0,26.0,6,221.0,1.0,5,1.0,7,2,3,0,9,6,16.0,1,3.0,4.0,1,5,2.0,2,2,0.0,6,11,14
0.0,3.0,1.0,1,12759.0,944.0,1.0,12,200.0,0.0,1,1.0,7,2,1,3,9,8,49.0,3,37.0,5.0,1,5,23.0,0,1,0.0,1,0,1
1.0,5.0,2.0,2,8.0,2.0,106.0,2,28.0,1.0,27,2.0,0,2,1,1,9,6,2.0,3,31.0,34.0,1,7,2.0,1,0,1.0,7,4,2
4.0,-1.0,1.0,18,17.0,15.0,97.0,46,381.0,3.0,33,15.0,4,2,1,3,9,8,15.0,3,15.0,9.0,1,3,2.0,2,0,11.0,6,1,0
21.0,3346.0,2.0,0,1232.0,33.0,802.0,1,257.0,0.0,16,1.0,7,2,1,3,9,8,5.0,0,1.0,24.0,1,6,8.0,49,1,2.0,6,2,1
0.0,-1.0,3.0,2,1389.0,8.0,4.0,9,28.0,0.0,2,2.0,7,2,1,3,9,7,8.0,2,25.0,10.0,1,10,2.0,0,1,23.0,6,3,1
2.0,597.0,2.0,4,501.0,18.0,19.0,41,213.0,1.0,9,4.0,7,2,1,3,9,1,5.0,2,25.0,187.0,5,8,21.0,0,2,3.0,1,12,0
1.0,0.0,3.0,2,728.0,8.0,1.0,7,6.0,1.0,1,2.0,9,2,7,0,9,6,2.0,3,8.0,319.0,5,6,181.0,1,1,4.0,6,1,1
3.0,0.0,1.0,0,10.0,0.0,11.0,41,41.0,1.0,2,0.0,7,2,1,2,9,6,4.0,3,0.0,69.0,2,5,0.0,11,0,0.0,6,0,5
0.0,113.0,15.0,17,2547.0,96.0,1.0,38,65.0,0.0,1,17.0,3,2,7,2,8,6,2.0,0,8.0,8.0,1,7,134.0,2,0,36.0,6,2,11
0.0,3.0,9.0,3,1464.0,6.0,24.0,5,244.0,0.0,12,6.0,7,2,1,2,9,7,16.0,2,33.0,1.0,0,8,6.0,1,0,0.0,8,1,0
12.0,441.0,6.0,6,8.0,5.0,150.0,28,125.0,1.0,8,5.0,0,2,1,0,9,5,190.0,3,9.0,323.0,1,3,2.0,1,0,4.0,6,1,3
17.0,43.0,28.0,16,4.0,4.0,17.0,24,24.0,2.0,2,4.0,3,2,1,1,9,8,1.0,1,7.0,325.0,1,8,1.0,0,0,2.0,6,5,10
0.0,75.0,10.0,10,1480.0,31.0,5.0,10,103.0,0.0,4,10.0,9,2,1,2,9,6,15.0,3,2.0,19.0,1,5,0.0,0,0,17.0,6,2,1
1.0,20.0,4.0,2,1409.0,2.0,2.0,2,2.0,0.0,1,2.0,6,2,0,2,7,6,15.0,0,15.0,64.0,1,8,3.0,0,1,0.0,6,0,1
1.0,11.0,14.0,9,551.0,25.0,5.0,24,349.0,1.0,4,9.0,9,2,3,1,9,6,8.0,3,25.0,123.0,1,3,7.0,25,1,13.0,6,2,1
5.0,1.0,23.0,12,237.0,32.0,110.0,13,726.0,1.0,14,12.0,7,2,3,0,9,7,11.0,3,3.0,18.0,0,8,1.0,1,0,0.0,8,1,1
2.0,-1.0,14.0,3,4.0,3.0,2.0,3,3.0,1.0,1,3.0,7,2,1,0,9,7,2.0,0,14.0,49.0,1,3,17.0,0,1,13.0,6,2,9
24.0,0.0,33.0,7,168.0,48.0,69.0,30,107.0,2.0,8,7.0,7,2,1,3,8,8,1.0,0,45.0,8.0,4,3,0.0,0,1,12.0,6,9,1
5.0,0.0,12.0,9,2.0,13.0,7.0,8,15.0,2.0,3,9.0,4,2,1,0,9,1,1.0,3,0.0,0.0,8,8,1.0,1,0,1.0,6,1,1
0.0,1.0,5.0,2,1500.0,293.0,2.0,21,21.0,0.0,1,5.0,9,2,0,0,9,7,0.0,2,1.0,19.0,1,3,22.0,0,1,1.0,8,2,3
2.0,38.0,2.0,7,0.0,0.0,6.0,7,7.0,1.0,3,0.0,4,2,1,3,9,8,4.0,1,10.0,112.0,1,10,15.0,1,1,1.0,9,11,0
4.0,297.0,42.0,16,1.0,0.0,15.0,22,150.0,1.0,6,0.0,3,2,1,1,9,8,6.0,1,1.0,77.0,1,8,4.0,2,0,0.0,6,1,0
1.0,5.0,24.0,22,87.0,24.0,1.0,24,79.0,1.0,1,22.0,3,2,1,0,9,9,0.0,2,28.0,718.0,0,3,69.0,7,1,16.0,7,0,2
1.0,212.0,16.0,7,1419.0,77.0,64.0,34,1293.0,0.0,17,13.0,4,2,1,2,9,8,10.0,3,3.0,36.0,1,8,3.0,4,0,8.0,8,4,7
2.0,0.0,95.0,4,95.0,7.0,16.0,22,224.0,1.0,7,7.0,7,2,1,1,9,4,1.0,3,19.0,225.0,3,5,1.0,15,0,0.0,7,8,21
1.0,40.0,4.0,4,1.0,3.0,17.0,4,192.0,1.0,2,1.0,0,2,1,0,9,7,7.0,2,9.0,242.0,6,8,2.0,0,1,4.0,7,1,5
8.0,0.0,11.0,10,14.0,19.0,52.0,29,385.0,1.0,10,10.0,7,2,1,2,9,8,1.0,3,19.0,32.0,1,10,0.0,0,1,3.0,6,3,3
0.0,12.0,4.0,3,4138.0,57.0,11.0,3,127.0,0.0,4,3.0,4,2,1,0,1,7,0.0,0,14.0,434.0,0,5,29.0,10,0,1.0,6,2,2
4.0,1.0,6.0,6,11.0,4.0,16.0,41,244.0,2.0,4,4.0,3,2,4,0,9,6,0.0,2,19.0,20.0,1,6,19.0,0,1,0.0,7,2,2
2.0,5.0,2.0,11,1009.0,34.0,20.0,43,284.0,1.0,7,11.0,7,2,6,0,9,7,1.0,2,6.0,1.0,1,10,4.0,0,1,0.0,6,6,1
0.0,1.0,52.0,43,2520.0,1760.0,1.0,48,719.0,0.0,1,43.0,4,2,1,1,1,6,0.0,0,10.0,2.0,8,5,0.0,3,2,1.0,6,3,5
2.0,5.0,3.0,4,1159.0,10.0,13.0,9,321.0,1.0,4,4.0,7,2,6,3,9,8,0.0,0,7.0,42.0,1,10,410.0,0,1,8.0,8,4,0
1.0,67.0,1.0,0,2.0,0.0,1.0,1,0.0,1.0,1,0.0,3,2,7,3,8,7,11.0,2,26.0,30.0,8,5,0.0,1,2,2.0,4,1,1
29.0,0.0,27.0,6,807.0,18.0,698.0,12,365.0,1.0,22,6.0,3,2,6,1,9,6,14.0,3,3.0,224.0,1,8,3.0,6,0,12.0,7,1,1
0.0,1.0,11.0,2,2537.0,347.0,14.0,5,462.0,0.0,4,2.0,3,2,1,1,9,1,3.0,2,14.0,7.0,1,8,64.0,3,1,10.0,6,0,0
0.0,161.0,11.0,1,1464.0,12.0,1.0,12,12.0,0.0,1,1.0,7,2,7,2,9,6,0.0,1,5.0,38.0,7,8,30.0,1,1,1.0,6,1,4
3.0,652.0,4.0,5,721.0,5.0,3.0,4,5.0,1.0,1,5.0,4,2,1,3,9,6,0.0,0,11.0,43.0,8,3,7.0,1,2,1.0,7,17,0
11.0,0.0,7.0,3,66.0,3.0,11.0,3,3.0,1.0,1,3.0,3,2,1,2,9,7,71.0,2,44.0,43.0,0,8,13.0,1,2,0.0,6,0,1
5.0,-1.0,13.0,16,86.0,79.0,5.0,49,432.0,2.0,2,42.0,4,2,4,3,9,9,3.0,0,1.0,0.0,1,8,1.0,1,1,0.0,6,0,1
0.0,10.0,30.0,6,2789.0,348.0,2.0,9,56.0,0.0,1,7.0,7,2,4,1,8,7,12.0,1,5.0,2.0,1,5,1.0,0,0,8.0,7,4,3
