f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
156,94,76,71,94,9,37,0,31,31,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,77,76,72,95,63,16,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,77,147,92,94,55,14,0,0,0,2,1,0,0,0,0,0,14,56,0,0,0,0,0,0,0
111,102,76,71,94,0,0,0,43,21,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,79,76,71,95,0,29,20,0,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,120,94,80,100,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,1,4,5,0,0
106,103,76,71,94,0,3,0,0,18,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,79,76,71,94,4,19,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,78,76,71,94,7,56,5,41,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,83,76,71,94,0,23,25,2,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,77,76,71,94,18,28,0,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,81,76,71,94,0,0,0,23,31,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,106,76,71,94,0,31,31,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0
73,119,96,71,94,0,0,57,6,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0
20,115,82,71,94,0,5,3,0,0,0,0,0,27,17,0,0,0,0,0,0,0,0,0,0,0
60,80,76,71,94,35,14,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
71,77,79,74,96,0,6,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
71,77,83,72,94,0,44,19,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
75,83,76,71,94,50,12,1,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
99,77,78,78,94,14,32,0,23,23,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
113,94,76,71,94,0,0,0,0,55,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,77,83,75,94,0,0,1,25,37,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
55,87,76,71,94,0,0,0,2,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,114,102,71,94,19,2,0,37,9,0,0,0,0,35,24,0,0,0,0,0,0,0,0,0,0
114,83,76,71,94,0,3,3,14,66,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,78,76,71,94,0,0,3,62,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,94,76,71,94,1,19,44,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,113,85,71,94,44,19,0,0,1,0,0,0,16,27,0,0,0,0,0,0,0,0,0,0,0
89,89,76,71,94,0,0,21,28,0,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,98,76,71,94,0,0,0,2,3,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,143,76,71,94,0,3,0,0,0,6,80,35,0,0,0,0,0,0,0,0,0,0,0,0,0
93,89,76,71,94,0,0,0,3,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,77,121,129,94,0,0,0,0,2,0,0,0,0,0,0,0,0,5,56,14,0,0,0,0,0
88,79,77,71,94,9,0,43,28,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
18,77,76,117,108,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0
62,80,88,87,94,0,28,18,1,2,0,6,1,0,0,0,1,1,0,11,7,0,0,0,0,0
59,77,76,71,94,0,3,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,99,76,74,100,0,0,25,37,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,3,0
89,77,76,73,101,0,0,0,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
71,79,84,71,94,0,25,37,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
68,78,76,71,94,43,12,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,78,76,71,94,63,19,2,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,84,138,71,94,55,24,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,0,0,0,0
115,79,77,72,95,0,50,12,23,23,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
132,77,76,71,94,25,37,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,81,76,71,94,0,0,0,2,49,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,77,76,76,98,1,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
64,78,76,71,94,2,1,14,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,84,76,88,106,2,0,0,0,32,30,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0
67,77,76,71,94,0,3,39,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,86,76,71,94,0,2,1,0,43,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
76,80,76,71,94,0,0,4,5,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,98,76,76,97,0,0,0,2,0,35,26,0,0,0,0,0,0,0,0,0,0,3,2,0,0
84,117,76,71,94,1,0,62,6,3,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0
47,86,76,77,97,0,0,0,0,9,36,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
35,77,76,71,95,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,77,76,71,94,0,0,0,63,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,89,76,71,94,0,31,56,37,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,77,76,71,94,0,0,0,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,77,76,71,94,0,0,1,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,117,100,94,143,0,0,0,0,0,0,2,0,0,42,17,0,0,0,0,0,0,3,15,23,0
99,77,76,71,94,0,36,52,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,102,76,71,94,2,2,1,0,57,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,90,76,74,94,1,1,0,0,13,48,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
80,77,76,71,94,3,10,56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,133,114,71,94,0,0,0,1,0,5,56,0,0,0,55,3,0,0,0,0,0,0,0,0,0
59,77,77,76,94,0,28,18,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
150,77,76,71,94,3,0,10,71,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,81,77,71,94,2,1,0,0,62,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
82,77,76,71,94,8,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,100,76,71,94,0,2,2,26,37,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,77,76,71,94,18,42,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,109,125,116,94,4,1,0,0,0,0,3,42,0,0,0,0,0,15,54,0,0,0,0,0,0
39,98,76,71,94,0,1,2,1,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,83,76,71,94,0,2,20,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
47,89,84,71,94,0,0,0,1,2,44,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0
74,77,76,75,98,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
25,108,78,76,94,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,4,1,0,0,0,0
74,80,78,71,94,0,1,1,43,19,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
73,131,83,71,94,0,0,0,56,6,1,1,0,40,20,0,0,0,0,0,0,0,0,0,0,0
65,88,76,71,94,0,1,2,2,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,77,76,72,96,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
56,77,77,75,102,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1
68,80,76,75,98,0,0,0,0,47,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
64,77,76,71,94,4,3,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,130,76,71,94,0,0,0,0,5,72,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0
87,77,85,73,94,0,32,47,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0
56,77,76,72,96,0,0,0,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
68,106,76,71,94,0,2,0,6,3,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,102,99,71,94,0,0,28,18,0,0,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0
82,77,76,72,94,7,2,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,81,123,77,94,0,0,0,0,48,18,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0
76,77,107,97,94,0,0,0,28,39,0,0,0,0,0,0,0,1,12,29,0,0,0,0,0,0
89,83,76,71,94,0,0,0,0,66,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,1,1,2,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,88,76,71,94,0,0,0,3,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,83,120,71,94,32,14,56,6,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0
16,139,91,94,97,0,0,0,2,1,0,0,0,30,45,0,0,0,0,0,0,10,8,0,0,0
74,77,76,71,94,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,77,96,110,94,0,0,0,14,32,0,0,0,0,0,0,0,0,2,16,24,0,0,0,0,0
40,93,85,74,94,0,0,0,0,0,26,20,0,0,0,0,0,1,7,1,0,0,0,0,0,0
88,103,76,71,94,0,18,28,0,0,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,95,76,71,94,0,0,41,5,0,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,81,77,71,94,0,18,28,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
115,79,76,72,95,9,74,25,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
95,99,76,71,94,1,1,0,37,25,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,77,78,76,94,1,0,18,28,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
60,93,76,73,102,1,2,0,0,1,60,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1
72,78,127,73,94,0,0,12,50,0,0,2,1,0,0,0,0,36,6,0,0,0,0,0,0,0
99,114,76,71,94,6,79,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0
61,108,91,71,94,28,18,1,3,1,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0
55,96,82,74,94,0,0,3,0,0,45,16,0,0,0,0,0,0,5,1,0,0,0,0,0,0
76,77,76,71,94,3,0,1,13,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,86,76,71,94,0,0,0,2,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,90,131,71,94,0,0,0,46,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0
68,77,77,71,94,12,46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,124,90,71,94,2,3,0,0,1,1,0,0,16,43,0,0,0,0,0,0,0,0,0,0,0
57,84,83,71,94,18,28,0,0,0,0,0,2,5,0,0,5,1,0,0,0,0,0,0,0,0
64,78,76,108,130,1,16,32,0,2,5,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0
43,96,121,71,94,0,0,0,0,0,38,8,0,0,0,0,27,15,0,0,0,0,0,0,0,0
58,80,127,82,94,0,0,1,3,35,12,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0
75,119,76,71,94,0,1,1,0,0,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,120,98,71,94,0,3,9,37,3,2,5,0,0,50,9,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,0,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,77,76,71,95,49,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,81,103,141,95,0,0,0,0,30,17,1,0,0,0,0,0,0,0,17,52,0,0,0,1,0
65,77,76,71,94,0,7,0,32,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,77,82,80,94,0,5,42,21,43,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0
79,77,76,71,94,0,0,21,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,117,81,76,94,0,0,0,0,0,0,0,0,32,12,0,0,0,0,0,4,1,0,0,0,0
73,80,76,71,94,0,3,2,0,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,77,76,80,96,1,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0
87,88,76,71,94,0,0,0,46,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,134,76,71,94,5,42,0,5,41,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0
13,77,133,82,94,0,0,0,0,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,0
20,108,109,71,94,0,5,2,0,0,0,0,0,0,11,47,0,0,0,0,0,0,0,0,0,0
56,93,76,84,146,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,35,1
68,105,95,71,94,0,1,44,11,2,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0
118,104,76,71,94,0,0,16,63,0,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,78,73,94,0,0,0,17,32,40,21,0,0,0,0,0,0,0,2,1,0,0,0,0,0
107,102,76,71,94,0,47,32,2,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
53,114,86,71,94,2,1,0,0,0,4,73,0,0,0,0,2,7,0,0,0,0,0,0,0,0
121,77,77,78,94,42,11,56,0,5,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
115,77,76,71,95,31,31,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,79,76,71,94,37,25,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,96,76,71,94,0,2,25,37,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,105,76,71,94,0,0,0,7,3,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0
94,87,76,71,94,1,27,23,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,83,76,71,94,0,0,0,3,30,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,83,76,71,94,17,7,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,79,76,71,94,0,1,5,0,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,102,76,71,94,23,23,0,0,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,79,76,71,94,0,32,58,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,81,150,46,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9
22,89,116,71,94,0,3,2,0,0,5,2,0,0,0,0,41,1,0,0,0,0,0,0,0,0
41,77,76,71,94,4,2,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,86,76,71,94,0,0,0,0,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,88,76,71,94,0,1,2,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,84,76,71,94,0,0,0,9,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,85,85,73,94,0,0,2,0,19,35,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0
79,81,76,71,94,1,9,3,0,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,77,76,71,94,49,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,84,119,71,94,0,0,0,63,2,0,0,0,0,0,0,31,11,0,0,0,0,0,0,0,0
118,98,76,71,95,0,0,0,0,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,104,76,71,94,0,0,0,31,47,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,77,72,94,0,0,0,39,26,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
65,77,76,71,94,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,77,76,71,94,46,0,71,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,77,76,71,94,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,133,79,71,94,0,0,28,18,1,2,18,63,0,0,1,2,0,0,0,0,0,0,0,0,0
40,77,76,71,94,4,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,0,19,44,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,77,79,77,94,24,55,44,19,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
72,126,76,71,94,4,3,0,0,0,13,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,18,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,84,76,71,94,1,2,0,7,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,94,76,75,96,0,0,0,0,0,36,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0
126,109,76,71,94,0,0,44,19,0,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,98,76,71,94,3,0,0,0,40,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,144,91,78,94,0,0,0,0,0,31,46,6,2,42,0,0,0,0,0,3,3,0,0,0,0
57,78,76,71,94,0,0,2,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,77,76,71,94,4,17,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,0,3,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,77,76,71,94,1,29,19,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,103,76,71,94,0,0,0,0,0,69,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0
101,106,77,71,94,0,0,0,31,31,4,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,136,87,73,94,0,0,0,0,0,23,38,0,12,31,0,0,0,0,1,1,0,0,0,0,0
75,81,76,71,94,0,12,50,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,77,76,73,94,0,34,56,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
19,78,76,72,172,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,39
70,82,76,71,94,0,0,0,23,23,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,77,71,94,0,0,0,0,40,63,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0
97,99,76,71,94,2,1,1,32,31,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,76,77,105,1,2,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0
116,98,76,71,94,2,0,0,0,76,29,19,2,4,0,0,0,0,0,0,0,0,0,0,0,0
151,105,76,71,94,9,37,1,58,24,0,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0
43,125,76,71,94,1,0,1,2,0,0,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0
24,123,91,71,94,5,7,0,0,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0
35,112,86,71,94,0,0,21,0,2,1,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0
25,152,106,71,94,0,0,1,1,0,0,0,38,22,5,45,0,0,0,0,0,0,0,0,0,0
70,77,79,76,94,2,46,11,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
78,79,78,71,94,0,0,0,61,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17,92,130,73,94,0,1,2,0,1,0,0,0,0,0,4,53,0,0,2,0,0,0,0,0,0
53,100,76,71,94,0,0,0,0,0,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,85,76,71,94,0,11,38,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,83,76,81,95,12,8,1,2,35,26,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
74,83,76,71,94,3,0,0,50,12,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
114,102,76,71,94,0,0,1,25,55,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,101,76,72,94,0,0,1,1,1,36,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,137,76,71,94,0,0,0,0,0,27,19,19,32,0,0,0,0,0,0,0,0,0,0,0,0
69,137,76,71,94,0,0,0,0,0,54,23,31,13,0,0,0,0,0,0,0,0,0,0,0,0
120,88,76,71,94,0,0,0,21,57,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,77,76,71,94,2,7,1,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,72,94,0,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
48,105,76,71,94,0,0,0,5,0,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,95,0,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,137,122,71,94,3,3,0,0,0,0,20,40,0,0,28,30,0,0,0,0,0,0,0,0,0
120,93,76,71,94,0,0,0,55,24,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,92,99,126,97,0,0,0,0,0,42,11,0,0,0,0,0,15,3,0,0,31,8,0,0,0
61,77,76,71,94,3,0,1,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,95,76,74,103,25,37,0,0,0,47,14,0,0,0,0,0,0,0,0,0,0,0,1,6,0
13,125,160,71,94,0,0,0,0,0,0,0,0,0,38,36,9,33,0,0,0,0,0,0,0,0
77,78,78,71,94,0,2,3,19,43,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
115,80,76,71,94,14,46,32,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,71,94,0,23,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,121,76,71,94,5,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0
71,79,78,72,94,0,2,0,0,52,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
133,77,76,72,94,2,1,0,97,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,77,76,79,94,17,4,6,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
44,107,76,71,94,0,0,0,2,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0
90,77,76,77,104,40,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0
68,87,78,74,94,4,2,0,0,26,36,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
65,77,76,71,94,0,0,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,106,79,77,94,0,0,0,0,1,5,58,0,0,0,0,0,1,0,0,4,1,0,0,0,0
23,134,76,71,94,6,0,2,0,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0
14,126,88,73,95,0,0,0,0,1,0,0,0,23,36,0,0,0,0,0,0,0,2,0,0,0
96,90,76,74,94,0,0,10,17,56,0,5,15,0,0,0,0,0,0,0,0,1,1,0,0,0
75,78,76,71,95,1,1,44,19,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77,96,76,71,94,2,6,0,0,1,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,89,79,71,94,0,0,37,9,26,52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
87,93,76,71,94,0,49,1,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,118,76,71,94,0,54,2,0,1,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0
81,84,91,71,94,0,2,7,31,31,1,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,17,4,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,79,76,71,94,0,0,23,23,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
106,78,77,72,95,0,0,6,85,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
56,88,76,71,94,0,0,3,5,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,77,76,71,94,0,0,37,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,96,123,71,94,0,2,4,2,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0
77,77,76,71,94,0,3,3,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,1,45,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,118,77,71,94,0,0,0,25,40,4,0,27,20,1,0,0,0,0,0,0,0,0,0,0,0
105,88,76,71,94,0,0,1,2,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,107,77,71,94,0,0,0,4,0,0,12,33,0,1,1,0,0,0,0,0,0,0,0,0,0
130,77,76,71,94,0,0,32,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,77,76,71,95,40,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,102,77,71,94,0,0,0,2,1,27,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,101,79,71,94,5,12,71,0,0,0,35,10,0,0,0,2,0,0,0,0,0,0,0,0,0
85,93,76,71,94,1,2,0,0,41,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,90,76,71,94,0,0,0,0,57,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,96,76,71,94,9,37,0,0,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,77,76,71,94,1,6,5,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,135,71,94,63,16,0,0,0,0,0,2,0,0,0,40,17,0,0,0,0,0,0,0,0
94,77,76,71,94,0,12,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,79,76,71,94,6,100,19,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,79,76,71,94,0,0,0,12,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,93,102,100,94,0,0,1,4,1,55,6,0,0,0,0,0,0,1,40,0,0,0,0,0,0
