f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
117,77,76,71,94,37,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,106,76,71,94,0,0,0,3,3,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,124,80,78,95,4,9,1,0,0,0,0,0,39,12,0,0,0,0,0,0,3,3,0,0,0
84,95,76,71,94,0,1,2,18,28,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,110,76,71,94,0,0,8,71,37,9,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0
26,88,76,71,94,1,3,2,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,109,108,77,94,0,0,0,0,2,0,0,0,0,14,44,0,0,0,0,0,3,1,0,0,0
91,114,76,71,94,0,27,40,3,7,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0
66,77,76,77,94,0,28,21,6,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
80,77,76,71,94,2,7,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,95,76,75,99,0,37,25,0,0,0,0,5,15,0,0,0,0,0,0,0,0,1,5,0,0
87,77,115,131,94,24,55,0,0,0,0,0,0,0,0,0,0,0,0,52,18,1,0,0,0,0
57,81,76,71,94,0,0,0,0,39,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,81,95,0,45,19,2,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0
52,82,81,72,94,0,0,0,0,28,18,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0
64,135,95,72,97,0,43,11,0,0,0,0,0,15,60,0,0,0,0,0,0,0,0,1,2,0
16,135,76,71,94,2,1,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
82,77,76,71,101,0,1,4,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
76,77,81,75,95,0,0,1,47,19,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0
80,141,93,71,94,0,0,28,18,0,10,35,0,7,52,0,0,0,0,0,0,0,0,0,0,0
62,91,78,71,94,0,0,0,2,17,46,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
65,77,76,71,94,0,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,0,2,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,123,85,71,94,18,28,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0
48,90,76,71,95,0,5,0,0,0,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,78,76,71,94,19,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,78,91,112,94,1,2,32,14,0,0,2,1,0,0,0,0,0,0,8,32,0,0,0,0,0
71,120,76,71,94,0,0,0,0,60,2,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
82,78,76,71,94,2,1,0,4,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,87,76,71,94,18,28,0,3,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,77,76,71,94,56,25,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,106,76,71,94,46,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,130,83,71,94,28,18,0,0,0,1,0,0,38,21,0,0,0,0,0,0,0,0,0,0,0
60,107,104,98,94,0,0,3,0,0,32,45,0,0,0,0,0,0,8,32,0,0,0,0,0,0
78,116,76,71,94,0,2,0,0,18,44,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0
72,78,81,71,94,12,50,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
69,77,76,71,94,1,1,1,26,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,77,121,146,94,0,0,44,19,0,0,0,0,0,0,0,0,0,4,49,33,0,0,0,0,0
67,77,76,71,94,20,33,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,19,44,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,121,98,71,94,0,0,0,0,31,14,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0
107,103,77,71,94,0,0,0,53,12,20,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0
83,145,85,71,94,37,9,0,0,0,21,24,0,33,27,0,0,0,0,0,0,0,0,0,0,0
68,83,76,71,94,0,0,0,2,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,103,136,77,94,0,1,2,0,0,54,23,0,0,0,2,3,32,16,0,0,0,0,0,0,0
97,77,76,73,96,0,1,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
76,77,76,71,94,0,0,0,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,62,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,0,19,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,77,76,71,94,0,0,39,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,92,76,126,98,0,0,12,8,0,61,0,0,0,0,0,0,0,0,0,0,34,5,0,1,0
97,94,76,71,94,0,0,0,25,37,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,77,76,71,94,0,37,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,101,76,71,94,0,0,18,28,0,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,79,71,94,0,3,1,12,51,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
73,83,76,71,94,0,1,2,3,41,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,81,76,71,94,0,0,0,66,42,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
59,79,77,71,94,12,37,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
80,77,76,74,96,3,6,0,43,19,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
132,77,76,71,94,12,50,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,79,76,71,94,25,37,9,37,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,78,76,71,94,21,0,3,2,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,77,76,71,94,6,56,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,95,2,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,85,169,86,94,0,0,0,0,0,2,1,0,0,0,0,30,23,36,0,0,1,0,0,0,0
59,81,76,71,94,0,11,38,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
50,88,76,71,94,2,1,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,103,106,71,94,0,0,0,0,31,31,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0
38,123,77,71,94,0,4,17,1,1,0,6,1,42,2,0,0,0,0,0,0,0,0,0,0,0
74,83,76,71,94,0,0,0,43,19,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
65,77,76,71,94,0,0,14,33,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,102,76,71,94,0,1,2,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,142,76,71,94,37,25,0,0,0,0,2,59,21,0,0,0,0,0,0,0,0,0,0,0,0
53,111,87,71,94,0,2,0,3,0,26,36,0,0,3,16,0,0,0,0,0,0,0,0,0,0
71,113,103,71,94,0,0,12,50,0,0,0,0,0,31,27,0,0,0,0,0,0,0,0,0,0
66,87,79,71,94,0,1,2,0,28,33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
56,77,77,81,94,0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
71,79,77,71,94,0,0,0,0,60,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
87,106,93,81,96,0,0,0,24,55,0,0,0,0,33,11,0,0,0,0,0,3,4,0,0,0
74,77,76,77,94,1,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
119,77,76,71,94,44,19,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,71,94,0,2,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,19,44,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,74,104,3,0,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
50,105,76,71,94,0,3,4,1,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,82,76,71,94,0,0,0,1,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,94,0,0,45,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,77,76,71,94,0,33,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,105,76,71,95,46,0,0,0,0,7,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,108,91,71,94,0,47,32,3,2,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,0
64,77,76,71,94,0,46,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,94,76,71,94,0,0,5,41,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,81,76,71,94,2,1,0,0,46,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,96,76,71,94,0,0,9,37,0,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,94,78,72,94,0,38,25,0,10,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
81,77,76,71,94,4,67,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,111,77,73,94,0,28,18,0,0,0,0,37,7,0,0,0,0,0,0,2,0,0,0,0,0
54,97,80,78,94,0,0,0,0,2,42,20,0,0,0,0,0,0,0,5,3,0,0,0,0,0
92,99,76,71,94,0,50,12,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,2,57,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,93,77,71,94,0,0,0,25,37,27,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,80,76,71,94,0,1,2,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,100,76,71,94,0,0,28,20,19,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,6,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,149,152,88,94,0,2,1,0,0,0,0,0,69,6,0,0,24,47,0,0,0,0,0,0,0
114,96,76,71,94,0,0,1,8,58,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,77,76,71,94,42,5,9,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,101,71,94,0,34,47,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0
38,133,76,71,94,0,3,3,0,0,0,5,72,1,0,0,0,0,0,0,0,0,0,0,0,0
71,107,76,71,94,3,0,0,18,28,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,2,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,92,84,88,94,0,3,0,0,1,33,15,0,0,0,0,0,0,0,8,10,0,0,0,0,0
133,77,76,71,94,23,23,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,77,76,71,94,113,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,77,76,71,94,0,37,9,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,83,95,71,94,0,0,0,0,2,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0
25,125,87,71,94,0,0,1,2,2,0,6,14,11,32,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,2,0,1,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,97,0,1,0,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
85,88,76,81,96,0,0,0,7,34,47,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
71,108,92,71,94,0,0,0,50,12,0,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0
30,127,121,71,94,1,2,0,0,0,0,3,58,0,0,0,27,15,0,0,0,0,0,0,0,0
59,77,76,71,94,42,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,72,122,3,0,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
70,81,79,71,94,0,1,2,0,45,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
67,91,76,72,95,0,2,1,0,17,47,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,118,77,73,105,0,0,0,0,0,0,0,9,35,0,1,0,0,0,0,0,0,0,0,5,2
71,77,76,72,160,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33
74,77,76,71,94,0,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,77,76,71,94,5,4,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,90,76,71,94,0,0,50,12,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,95,77,72,94,0,0,29,30,0,16,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,81,76,73,105,0,0,2,1,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
67,77,76,71,94,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,130,85,72,106,0,0,0,6,56,0,0,0,35,25,2,0,0,0,0,0,0,0,0,3,4
28,148,76,71,94,0,0,0,0,0,0,9,47,33,0,0,0,0,0,0,0,0,0,0,0,0
81,89,76,71,94,19,44,2,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
71,80,79,71,94,2,1,0,0,49,13,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
70,106,76,71,94,0,0,46,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0
148,87,78,71,94,23,23,6,56,5,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
79,77,76,71,94,62,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,78,76,71,94,0,0,1,3,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,88,76,71,94,2,1,2,1,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,170,109,71,94,0,0,0,4,18,1,0,52,24,12,46,0,0,0,0,0,0,0,0,0,0
92,86,76,71,94,0,11,37,0,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,88,76,71,94,0,37,25,3,2,16,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
121,77,76,71,94,0,3,43,44,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,122,95,71,94,0,0,0,0,0,1,0,0,7,52,0,2,1,0,0,0,0,0,0,0,0
56,77,77,77,94,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
65,77,76,71,94,0,1,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,77,79,94,0,0,3,28,18,39,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0
49,93,80,72,94,0,2,3,0,0,34,15,0,0,0,0,1,1,2,0,0,0,0,0,0,0
77,77,76,71,94,20,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,77,77,78,96,0,0,19,44,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0
77,163,76,71,94,0,0,3,0,0,35,42,71,5,0,0,0,0,0,0,0,0,0,0,0,0
19,114,76,99,129,0,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,2,35,0,0
27,88,76,71,94,0,1,0,1,4,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
142,124,76,71,94,0,0,0,0,42,97,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,80,76,71,94,0,0,41,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,81,82,73,94,0,1,32,31,0,0,4,3,0,0,0,0,1,4,0,0,0,0,0,0,0
133,78,76,71,94,0,0,65,12,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,85,78,71,94,0,0,5,41,28,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,85,175,77,94,0,0,0,0,0,0,0,0,0,0,0,34,42,15,0,0,0,0,0,0,0
25,113,77,71,94,1,2,0,0,0,0,0,39,6,2,0,0,0,0,0,0,0,0,0,0,0
116,94,76,71,94,71,8,2,1,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,133,81,71,94,2,1,0,0,0,0,0,3,44,15,0,0,0,0,0,0,0,0,0,0,0
114,77,76,71,94,0,0,62,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,77,76,71,94,0,15,32,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,77,77,108,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,27,0,0
64,106,76,72,99,0,18,6,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,4,0
66,77,76,71,94,2,44,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,71,98,0,4,2,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
78,116,76,71,94,0,0,0,0,3,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,87,78,77,96,0,0,0,0,7,38,0,0,1,1,0,0,0,0,2,0,0,3,1,0,0
59,77,76,71,94,46,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,97,0,2,1,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
62,91,79,71,94,0,0,2,0,15,47,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
57,126,90,71,94,0,0,23,23,0,0,0,2,16,44,0,0,0,0,0,0,0,0,0,0,0
71,77,76,71,94,3,1,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,200,80,71,95,0,0,0,0,0,1,11,48,87,10,0,0,0,0,0,0,0,0,0,1,0
100,100,76,71,94,0,0,31,24,0,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,77,104,98,94,0,0,46,0,0,0,0,0,0,0,1,0,0,6,34,0,0,0,0,0,0
76,79,77,71,94,0,0,0,48,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52,98,76,71,94,0,0,0,0,2,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,107,76,72,95,0,0,0,2,12,63,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,114,93,71,94,18,28,1,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0
72,77,76,71,94,38,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,19,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,0,19,44,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,77,76,71,94,0,47,38,56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,79,76,71,94,0,0,3,4,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,78,76,71,94,0,1,2,62,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,1,1,0,53,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,98,76,71,94,14,32,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,79,77,72,160,0,0,38,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,32
163,79,81,71,94,2,1,47,55,55,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
108,101,76,71,94,0,0,0,0,33,91,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
123,92,76,71,94,0,1,39,25,24,38,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
99,112,76,71,94,0,12,71,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0
78,77,76,74,95,0,56,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
68,164,99,71,94,0,0,0,14,32,0,4,40,2,73,0,0,0,0,0,0,0,0,0,0,0
116,84,92,71,94,0,0,5,91,13,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0
56,86,76,71,94,0,0,2,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,84,76,71,94,0,0,1,1,33,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,127,92,73,99,0,0,0,0,0,7,38,0,0,37,7,0,0,0,0,0,0,0,2,2,1
78,107,76,71,94,0,0,2,0,42,3,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0
58,97,145,71,94,3,0,0,0,2,47,14,0,0,0,0,8,49,0,0,0,0,0,0,0,0
130,77,76,74,94,0,6,81,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18,77,84,165,109,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,24,22,32,0,0,0
56,77,153,88,95,23,23,0,0,0,0,0,0,0,0,0,0,31,39,0,0,0,1,1,0,0
65,77,76,71,94,0,32,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,143,105,71,94,2,0,0,0,0,32,14,0,0,59,16,0,0,0,0,0,0,0,0,0,0
64,77,78,71,94,22,30,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
102,77,76,71,95,0,5,43,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,77,76,71,94,0,0,5,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,115,108,71,94,0,4,5,0,24,25,0,0,0,16,42,0,0,0,0,0,0,0,0,0,0
145,77,76,71,94,0,0,0,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,82,76,71,94,50,12,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
114,77,98,108,94,0,0,28,62,19,0,0,0,0,0,0,0,0,0,29,13,1,0,0,0,0
57,81,76,71,94,0,0,0,3,34,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,110,76,71,94,1,2,0,3,15,81,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,92,76,71,94,0,0,18,28,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,77,76,71,94,15,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,110,110,71,94,0,0,0,0,0,0,1,3,0,8,50,0,0,0,0,0,0,0,0,0,0
15,140,104,72,94,0,0,2,0,0,0,0,0,20,46,21,0,0,0,0,0,0,1,0,0,0
74,77,76,71,94,0,0,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,82,76,71,94,2,1,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,99,76,71,94,0,0,11,19,0,10,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0
54,100,113,71,94,0,0,0,0,39,7,0,0,7,1,12,30,0,0,0,0,0,0,0,0,0
71,77,76,73,95,0,0,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
70,96,81,77,94,0,0,0,1,2,76,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0
64,100,103,109,94,0,0,0,0,0,61,16,0,0,0,0,0,0,0,38,9,0,0,0,0,0
51,100,76,74,157,1,2,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,9,26
86,93,76,71,94,5,42,2,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,134,80,71,94,0,0,0,0,1,2,1,2,47,13,0,0,0,0,0,0,0,0,0,0,0
20,87,136,71,94,0,0,4,3,1,0,0,0,1,1,0,37,20,0,0,0,0,0,0,0,0
56,108,91,71,94,0,0,18,28,0,0,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,2,3,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,117,76,71,94,0,0,0,0,42,5,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0
100,77,76,71,94,0,1,2,69,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,101,76,71,94,5,5,0,0,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,94,82,76,94,0,0,0,0,0,3,1,12,8,0,0,0,0,2,6,0,0,0,0,0,0
63,80,79,79,94,0,0,4,5,35,12,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
72,79,82,71,94,0,0,19,44,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0
86,121,76,71,94,0,0,0,0,13,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,77,76,71,94,14,53,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,115,76,119,107,0,0,0,5,4,0,0,19,25,0,0,0,0,0,0,0,13,26,1,0,0
115,117,80,71,94,0,34,74,0,0,0,0,0,31,13,0,0,0,0,0,0,0,0,0,0,0
200,77,76,71,94,71,32,87,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,77,76,71,94,0,64,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,77,76,71,94,0,77,69,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,84,138,81,150,0,0,16,63,0,0,0,0,0,0,0,30,27,0,0,0,0,0,0,27,9
79,77,76,71,94,50,14,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,77,76,71,94,4,2,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,80,79,74,94,0,0,0,42,40,1,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0
67,77,76,71,94,5,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,94,76,71,94,2,4,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,133,76,71,94,0,1,4,17,0,29,16,9,35,0,0,0,0,0,0,0,0,0,0,0,0
35,121,76,71,94,0,0,3,5,1,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,84,88,94,0,2,3,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0
84,123,76,71,94,0,0,2,17,43,2,0,51,9,0,0,0,0,0,0,0,0,0,0,0,0
15,110,88,76,97,0,2,0,0,0,0,0,0,6,37,0,0,0,0,0,0,0,3,2,0,0
35,77,76,71,94,0,0,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,77,79,73,97,19,44,0,18,28,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0
78,77,76,71,94,42,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,81,79,71,94,0,6,56,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
