V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
0.039566,0.2375,0.322222,0.375308,0.165656,0.18135,0.321746,0.0552874,0.482986,168.473,155.428,70.8888,59.8615,56.5825,47.7971,-0.269394,-0.135703,0.335274,79.9338,-7.08982,35.4252,13.0916,4.83232,11.7456,-0.530958,-0.721135,0.88062,56.651,1.0,3.69528,6.19239,0.359195,15.1589,0.595936,9.20093,-1.27105,162.511,0.127778,149.889,5.05489,0.539351,54.7193,7.50212,207.542,27.3194,0.885985,0.378008,0.0427797,78.2339,1.56976,42.3766,0.00590445,0.266331,0.132503
0.0184317,0.129167,0.202778,0.771264,0.301691,0.102792,0.186872,0.0653061,0.296288,135.363,99.1024,34.4684,30.98,33.2456,33.926,0.717052,1.28759,1.56195,68.6883,0.802443,41.647,8.3131,5.36772,15.3826,0.569945,-0.252228,0.149267,73.3901,0.322917,-6.05008,43.9293,0.145146,20.9222,0.222126,3.69068,0.0670197,62.8662,0.313889,103.145,22.8322,-1.92189,31.4661,18.447,71.9553,46.1969,0.315109,0.410629,0.0297577,85.8287,1.56211,52.4567,12.9543,0.538374,0.158436
0.0839258,0.24375,0.54375,0.743664,0.698228,0.191857,0.467696,0.0353735,0.366785,165.756,145.513,116.367,49.3546,43.8112,42.1527,-0.912991,-0.519795,0.465089,79.5162,0.959538,11.1332,10.9047,2.41006,6.39808,-1.01285,-2.26413,-0.161327,62.3233,0.364583,1.15173,5.04151,0.244868,7.18123,0.585264,18.4003,0.852314,206.49,0.513889,236.809,9.72197,6.44614,72.5347,12.6387,95.9994,45.3511,0.731322,0.462025,0.0710236,92.0207,-0.29063,6.01256,8.06833,0.262159,1.25138
0.0360185,0.31875,0.255556,0.137753,0.349619,0.332982,0.200508,0.0758355,0.557829,165.518,180.676,192.996,42.9798,34.9629,29.1681,-0.456056,-0.59936,-0.729661,86.4466,-1.73054,-4.51297,7.39602,1.397,4.34323,-0.887654,-0.607606,-0.419762,80.0632,0.09375,0.699346,16.1265,0.0574804,16.2638,0.644085,2.1396,-0.676086,55.5281,0.216667,115.487,25.4103,0.120958,64.4868,2.65668,118.465,46.4708,0.543934,0.565844,0.0549623,126.377,2.23848,38.8552,10.9204,0.361649,0.883419
0.0307292,0.416667,0.183333,0.397464,0.905816,0.336503,0.124552,0.0905838,0.597727,57.4985,67.3514,79.4932,33.9093,32.2705,31.9338,2.40416,2.52147,2.34205,56.6006,-1.41324,-7.60311,9.70639,2.86913,3.10959,1.77539,1.96232,0.0650936,88.9095,1.0,2.39,68.1753,0.150531,9.60562,0.932201,-15.2705,1.0604,207.77,0.814583,167.912,18.4438,-2.08066,12.2743,8.53866,244.658,37.9754,0.523327,0.645707,0.0408184,105.766,0.946459,16.8202,12.2738,0.503079,0.895124
0.0201042,0.125,0.269444,0.333791,0.878548,0.0999903,0.223247,0.0725389,0.403093,74.0938,69.3273,64.6126,11.9869,12.0621,13.0926,-1.9989,-1.82047,-1.32098,59.0629,0.785164,3.12555,5.1104,0.765805,2.0636,-2.48091,-0.135461,1.25536,66.5921,0.1125,5.15623,34.1396,0.152029,18.1883,0.10371,-2.36208,1.03293,168.412,0.366667,193.454,16.026,1.19017,60.6707,19.2962,29.8275,27.2397,0.285825,0.341329,0.0383984,74.6134,-1.12581,47.4607,10.6571,0.0414178,1.0451
0.171921,0.427083,0.525,0.462526,0.672777,0.395268,0.454941,0.0390131,0.233243,109.435,93.4174,87.5624,44.4656,44.2103,40.3682,0.0492249,0.24092,0.582403,65.7657,4.37474,3.79922,13.4096,7.09941,5.07336,-0.279289,3.43609,-0.548516,80.0429,0.786111,-0.607389,25.1053,0.292102,5.61923,0.244114,5.46299,0.806022,170.721,0.302778,155.782,12.9384,0.48469,35.352,10.9105,178.268,46.8912,0.444092,0.668594,0.026341,81.7868,-8.45914,39.0789,2.64773,0.182326,0.205926
0.0211458,0.0979167,0.291667,0.0413109,0.514658,0.0890225,0.244808,0.0643131,0.259574,97.2594,89.0536,70.9458,28.5462,27.4714,27.6452,0.592769,0.954598,1.83219,64.987,-0.427028,9.39868,8.26074,1.61353,4.32568,0.0613574,0.254512,0.143018,73.5248,0.147917,2.4079,17.9381,0.0657501,12.7491,0.454114,-12.1965,-0.0187405,95.5974,0.945833,23.2319,76.2575,1.11186,30.657,17.0005,165.244,32.4918,0.519345,0.313399,0.115226,73.252,1.68477,41.6302,6.94592,0.406001,0.583296
0.212969,0.933333,1.0,0.567033,0.624712,0.811197,0.884466,0.0730143,0.771819,142.61,134.011,117.39,25.3326,25.8556,26.6364,0.567795,0.754525,1.29952,77.3405,-0.0252458,6.43926,6.3636,1.28116,2.18829,-1.57302,10.658,0.206489,70.3841,0.0583333,10.4563,50.0774,0.535611,9.65223,0.0907606,4.63772,-0.634314,106.911,0.163889,135.677,43.339,-0.519937,21.6414,15.8828,99.6446,18.7713,0.270457,0.562432,0.0218122,144.882,-4.19357,54.2266,5.55763,0.336661,0.978423
0.311418,1.0,0.391667,0.519748,0.159578,0.990002,0.326311,0.0226897,0.204891,67.0957,69.2013,52.2825,25.2841,24.542,24.6543,1.69604,1.89809,3.00503,57.593,-4.11957,9.29591,8.04268,3.15367,5.29419,1.00371,-1.1859,0.783935,82.1475,0.358333,1.14639,42.8156,0.35333,5.57153,0.37456,0.333229,1.04333,102.095,0.163889,83.0905,30.0511,2.24849,22.8916,18.9223,134.594,28.8978,0.587241,0.463675,0.0125445,191.001,0.749957,49.0309,6.89452,0.296563,0.922932
0.493385,1.0,0.947222,0.625019,0.418564,0.873425,0.740054,0.0294521,0.479124,65.7711,71.441,55.5657,61.206,59.4102,54.5516,1.4004,1.39562,1.85923,53.8392,-6.19032,8.53643,19.2403,4.58057,10.3623,0.66073,-0.654495,0.90531,81.5832,0.2125,8.06859,16.0851,0.343586,9.59435,0.28721,-4.65302,-2.58314,111.266,0.222222,152.74,38.5002,1.31765,47.8288,20.0412,180.033,48.1495,0.560947,0.401626,0.0541046,203.681,-0.595633,43.6848,9.63701,0.425671,0.380192
0.0444271,0.0895833,0.647222,0.0421019,0.62425,0.0765763,0.59075,0.0656506,0.233756,127.442,129.316,143.345,39.494,41.6492,43.73,0.753228,0.260626,-0.0202732,75.5952,1.55948,-4.60321,9.92394,2.64862,4.69639,-0.194208,0.60735,1.3751,73.7554,0.366667,1.72965,70.7703,0.423727,3.35085,0.493028,-7.78351,-0.265123,95.809,0.280556,139.44,55.2054,0.703918,65.4082,9.53152,133.869,16.5842,0.443342,0.382132,0.029463,82.6305,0.544406,3.14455,6.69638,0.00637153,0.855627
0.148177,0.245833,0.958333,0.184768,0.496494,0.205298,0.916376,0.0465144,0.371039,120.614,105.956,77.1328,33.6565,37.6917,45.3668,0.517267,0.838652,1.29784,69.7154,-0.143139,15.4791,9.85275,1.85601,7.62169,0.206958,0.34763,-0.162467,91.0866,0.427083,4.26309,25.0289,0.501453,12.5153,0.391569,-0.219304,1.45823,66.6546,0.694444,165.229,16.6466,2.25291,47.6565,11.1716,216.783,11.112,0.411892,0.428661,0.0713952,118.181,1.44558,38.8559,10.1522,0.00795718,0.0432725
0.0628357,0.202778,0.452083,0.472353,0.409396,0.157663,0.404127,0.045128,0.314563,123.124,141.142,115.319,72.8715,58.8379,65.9905,0.557132,0.308193,0.739635,75.8382,-8.54273,8.57936,14.1085,13.2722,14.1479,-0.118054,0.176038,0.909128,96.7963,0.410417,1.92487,53.7545,0.280027,0.804925,0.325411,-0.625849,1.64458,81.7679,0.122917,185.601,18.6116,0.680421,28.1074,8.16737,167.812,43.2776,0.418992,0.358426,0.0328198,88.5131,0.800842,46.5131,6.12289,0.0289468,0.975885
0.101811,0.272917,0.547222,0.0977962,0.738921,0.200546,0.53779,0.039618,0.318286,48.2474,32.9231,33.5216,39.4682,36.8343,33.9746,1.05302,1.16423,1.31837,37.8765,12.9134,2.23927,19.4704,8.0465,7.40382,0.554934,0.745353,1.03855,71.5044,0.358333,2.46029,47.6516,0.234122,7.62698,0.144232,0.715008,-0.0652207,235.656,0.111111,159.354,60.6829,3.42417,6.71589,11.7516,43.0801,41.8271,0.649944,0.561075,0.090824,241.743,0.992593,33.3368,8.86997,0.531493,0.0590433
0.160749,0.6,0.641667,0.50695,0.2,0.589306,0.507214,0.0457252,0.582471,250.456,252.496,253.444,12.1787,9.29418,7.64157,-7.27193,-10.6199,-11.3624,99.5387,-0.230781,-0.319586,1.73528,0.714249,0.879562,-11.296,-2.65795,-7.38294,79.6542,0.703125,0.203865,22.6962,0.117708,16.946,0.493624,-8.61656,-0.585094,100.916,0.378125,133.243,9.16243,1.53488,35.4129,14.9161,62.1136,23.9961,0.42175,0.327899,0.0259647,43.8669,2.16058,24.409,7.52771,0.0636632,0.214243
0.435503,1.0,0.502778,0.496216,0.224091,0.995277,0.448595,0.0179922,0.133805,107.858,136.819,181.243,18.2535,16.2105,8.72857,0.170106,0.0817574,-0.25656,77.4264,-1.16272,-15.298,3.75202,0.60814,3.30988,-0.0214259,0.00140913,0.334123,74.834,0.466667,0.380922,38.0227,0.388838,20.3863,0.608841,33.1965,0.918699,58.2565,0.497222,96.6898,28.7076,1.28364,34.4721,4.21619,137.151,49.4803,0.114203,0.202797,0.0528695,93.0621,1.14015,17.6161,4.72692,0.154057,0.219494
0.228223,1.0,0.43125,0.527528,0.130716,1.0447,0.308298,0.0317976,0.470786,245.507,247.944,245.911,17.7959,15.8493,13.0023,-4.67715,-5.47194,-7.68245,98.7455,-0.52465,0.273672,2.96554,0.40443,1.14789,-7.36294,-5.06185,-2.11215,64.3233,1.0,2.00292,24.7732,0.258492,8.59207,0.17168,0.102764,0.177115,139.631,0.280556,138.002,76.7461,0.399657,32.6355,4.12283,87.1954,30.7329,0.64322,0.404167,0.0355784,194.713,0.296483,41.3822,10.6356,0.141684,0.103741
0.0415914,0.425,0.263889,0.119602,0.0879342,0.364666,0.247827,0.0733268,0.629154,210.137,224.127,239.523,9.30628,5.60858,3.23573,-0.0138919,0.0643379,0.711745,94.7976,-0.928135,-4.23063,1.01814,0.486351,1.07716,-0.00827499,-0.055155,0.0214002,65.9462,0.997222,-1.16011,38.8985,0.471558,2.46818,0.252422,-1.45907,0.362108,45.2545,0.238889,242.832,19.5078,0.232677,20.9345,11.9685,194.192,57.2119,0.597376,0.346548,0.0382494,184.282,0.923477,66.883,0.547276,0.166534,0.58368
0.0391724,0.758333,0.220833,0.301733,0.797849,0.726246,0.182364,0.0887871,0.766086,107.269,96.1634,92.2294,38.5482,36.108,39.0002,1.98475,2.54109,1.76024,67.4657,2.63114,3.22621,8.65711,1.81746,12.3054,1.72886,-0.845986,1.62054,55.6423,1.0,-0.765396,31.6724,0.0941716,11.8066,0.222688,-0.587266,1.79804,72.6503,0.205556,27.3991,28.6546,0.472801,35.5537,2.99375,212.052,14.8688,0.577306,0.270311,0.0210352,76.5172,-0.874914,68.4203,13.7714,0.467714,0.125949
0.0277662,0.210417,0.194444,0.428845,0.578224,0.167796,0.172972,0.0531471,0.321358,131.187,117.481,103.219,26.6848,28.091,28.8486,-0.0749662,-0.379298,-0.74335,73.4592,1.60601,6.849,7.5032,1.3143,4.02326,-0.909618,1.06281,1.02724,35.558,1.0,8.0942,26.504,0.633845,4.99746,0.758661,3.86987,-0.671604,189.656,0.460417,88.7857,4.80864,-0.555964,44.7696,7.82071,68.2582,59.8195,0.454781,0.595274,0.0169758,126.275,0.798991,55.3353,17.0982,0.00927083,1.00903
0.0386068,0.06875,0.83125,0.628568,0.432667,0.0578883,0.728666,0.0962901,0.324447,129.421,64.3501,73.3734,62.5358,73.6785,71.8436,-0.219309,0.963338,0.835963,56.3712,29.4827,8.69312,21.3533,25.3261,18.8818,0.468666,0.247951,-0.558565,72.7561,0.158333,4.7612,27.2915,0.291098,17.6915,0.598497,-5.44026,0.185292,116.2,1.0,116.069,40.5,1.02342,21.5416,2.69943,128.321,45.1168,0.510708,0.49885,0.0646522,66.6001,1.31086,8.21051,8.19076,0.0564468,0.569443
0.117383,1.0,0.1375,0.497261,0.941263,0.93531,0.125523,0.0560732,0.146307,61.3239,63.361,64.3662,13.3256,11.975,11.011,6.05616,7.37307,10.6697,56.5804,-0.554765,-0.89035,3.78198,1.13013,2.62567,3.1998,0.329979,-0.0628561,55.1026,0.994444,7.61212,19.3192,0.681814,4.94128,0.27512,-1.14527,-1.19962,163.721,0.291667,152.244,44.0239,0.765489,17.3178,2.30474,31.3216,12.1577,0.349199,0.350941,0.0230366,114.81,0.0681904,38.0986,6.00191,0.122263,0.877374
0.0413947,0.25625,0.394444,0.794427,0.778103,0.198183,0.339681,0.0796868,0.590461,104.92,80.0039,74.7024,45.5691,40.8975,40.4021,-0.273477,0.200467,0.277411,61.6571,7.05418,6.03967,15.2966,7.40349,5.17054,-0.841704,2.19741,1.18908,66.1659,0.114583,-0.689328,12.9285,0.088473,7.73522,0.440035,0.489046,-0.297271,66.3779,0.6875,132.554,41.9469,-1.18545,68.9151,3.41681,119.828,65.0831,0.440075,0.316224,0.0240619,89.5174,0.25782,7.41779,9.49982,0.0437326,0.873788
0.154421,0.4,0.494444,0.206862,0.442163,0.399959,0.418442,0.0276195,0.219218,191.425,178.867,133.785,8.18065,7.94961,6.96635,-6.36764,-5.08017,-4.40289,86.9279,-2.1061,13.8527,1.72302,0.752289,0.8814,-9.06207,-0.734924,3.66152,83.0425,0.122917,1.27235,58.5542,0.219019,9.16094,0.143656,1.72691,-0.825786,37.6458,0.375,114.093,50.9659,-0.0522442,4.92436,13.6164,68.4196,24.5983,0.496129,0.342193,0.0423554,65.5051,-1.54902,43.6314,9.68273,0.809051,0.666749
0.506377,1.0,1.0,0.473896,0.350904,1.13778,0.925774,0.0314164,0.493623,138.884,103.641,96.5053,26.0577,20.5583,21.1881,-1.18153,-1.5587,-1.06803,71.341,7.89028,6.11274,6.64823,2.73246,4.05008,-2.47322,0.261042,0.0578137,91.7747,0.411111,-4.38944,16.8027,0.109779,8.77613,0.701942,6.65209,1.90486,43.1219,0.466667,117.725,23.4839,0.607643,22.4157,15.9836,80.5384,24.5019,0.96189,0.489781,0.0984053,140.734,0.220718,8.1759,16.5599,0.00550347,0.93081
0.012691,0.219444,0.0770833,0.480131,0.809296,0.191334,0.0668383,0.0802554,0.249743,75.751,80.6338,78.1436,62.7666,61.5897,59.0057,1.2308,1.24847,1.22112,57.8659,-2.79159,0.538734,19.0121,4.14423,5.34578,0.441342,-2.01778,-0.103355,72.6145,0.202083,2.88476,51.4631,0.601203,4.46067,0.612024,-1.60994,-0.0803612,62.4656,0.295833,165.912,26.7296,2.72677,28.0292,7.03282,139.45,71.3529,0.50915,0.613406,0.120107,124.277,2.2663,38.4951,10.7036,0.220081,0.923933
0.0272222,0.183333,0.208333,0.790826,0.290695,0.156633,0.173542,0.059949,0.287273,117.563,108.646,79.0351,46.1795,42.8114,42.0024,0.170684,0.235665,0.555816,69.533,-2.07043,14.4871,12.2663,6.29345,7.47396,-0.425282,-0.337356,1.67152,79.7671,1.0,5.3167,63.2959,0.095956,13.7009,0.169966,-1.36205,-0.991911,76.8477,0.444444,33.2219,23.1039,0.0333614,24.056,12.9653,72.1025,18.4593,0.206621,0.189857,0.0639045,148.118,-6.51651,50.0611,7.26965,0.114514,0.928781
0.151198,0.666667,0.419444,0.523007,0.235613,0.564749,0.369571,0.0288208,0.459292,181.049,78.9377,19.984,55.5313,48.2861,31.3032,-0.565326,1.59379,5.26147,65.8688,20.5337,50.2597,12.8953,9.07073,12.9423,0.237034,-1.44672,-0.844822,83.4037,0.810417,0.390393,20.3692,0.479964,12.8995,0.64391,12.6987,0.646311,40.4505,0.430556,77.3539,37.9413,1.70594,44.5259,15.556,51.0837,48.3731,0.123507,0.279444,0.0231568,100.585,0.153581,35.5986,16.0351,0.186499,0.129196
0.00924769,0.06875,0.172222,0.904748,0.354353,0.0597518,0.162085,0.10388,0.218964,86.0119,46.1896,26.7622,14.469,9.71451,6.9977,-1.45863,-1.43876,-0.911424,52.445,11.861,20.9747,5.27394,2.58274,4.51997,-2.46564,2.58908,0.169642,58.6755,0.0479167,2.58953,35.932,0.0637421,13.5078,0.742026,0.348412,0.815953,135.215,0.644444,111.53,48.6408,0.167162,8.44569,17.3173,100.449,52.4656,0.661759,0.113571,0.0253915,133.643,0.55253,9.86425,15.3745,0.0289128,0.198183
0.00662037,0.05625,0.130556,0.657938,0.83978,0.0521806,0.125207,0.111014,0.0985028,204.698,197.632,186.938,46.2076,47.7119,47.8235,-1.08427,-0.950626,-0.858843,89.8093,0.317961,3.29517,9.96414,1.0746,1.65243,-1.89679,5.49339,0.408012,95.5798,0.289583,2.55573,53.3169,0.309825,15.0705,0.483973,15.2233,-2.69256,94.4532,0.161111,141.588,8.54694,0.318754,26.0777,6.38401,128.278,54.3753,0.429167,0.379187,0.052071,77.8579,-1.52552,86.4819,13.1585,0.0817766,0.921189
0.451522,1.0,0.552778,0.495154,0.236191,1.06431,0.496938,0.0187252,0.183176,70.8356,103.43,153.015,22.1771,24.1579,21.1782,0.915732,0.699616,0.244403,68.435,-1.5837,-20.1501,6.44189,1.04813,3.39286,0.434161,-0.0445635,1.56554,56.3793,1.0,0.420517,48.8217,0.150443,25.4913,0.966646,0.638173,0.36008,110.496,0.688889,197.932,63.1503,2.32005,56.7438,14.2119,139.621,36.0429,0.490127,0.63897,0.0285616,158.055,0.432371,42.9811,16.4393,0.0305266,0.944921
0.08125,0.93125,0.161111,0.489016,0.262262,0.87886,0.106021,0.065812,0.458459,205.027,210.898,227.143,13.0782,10.7584,8.95393,-0.0570447,-0.0682259,-0.819739,92.8388,0.449069,-4.13032,1.90453,0.607585,1.08922,-0.401697,-0.353843,0.159865,58.9836,1.0,1.41191,7.52439,0.216729,15.6552,0.526445,-1.54728,1.25838,249.876,0.344444,136.71,3.10377,-0.210748,40.077,5.83605,171.121,45.5899,0.114701,0.369555,0.0487746,135.173,-1.0528,45.7538,12.3401,0.0843866,0.685805
0.128356,0.508333,0.525,0.614313,0.714557,0.487212,0.387281,0.0386835,0.519039,96.3425,92.7335,91.4578,47.688,46.1268,45.7989,0.857769,0.793809,0.879169,64.6046,1.02566,1.14065,14.3002,8.81924,3.82826,-0.46878,4.71625,2.83718,66.5043,0.825,0.601322,52.9471,0.330331,7.02672,0.246827,-2.10835,-0.943274,96.9386,0.186111,123.96,51.4091,0.391333,23.4935,12.4624,134.362,41.782,0.416882,0.351932,0.0386473,62.7137,0.205653,14.6924,12.3744,0.291169,0.117619
0.136816,0.595833,0.34375,0.371486,0.712935,0.545683,0.283468,0.0331192,0.332009,94.2676,87.0936,73.3968,59.3776,59.129,60.109,0.550022,0.700627,1.09785,60.8919,0.305965,9.06138,18.7952,4.84957,11.4558,0.0457848,2.22917,1.32721,52.6961,0.6,0.489609,62.5096,0.413212,12.9556,0.421927,-3.35117,2.4104,68.3032,0.227083,178.228,68.0284,-0.32309,59.2106,15.4245,45.8544,13.668,0.486248,0.46489,0.0521378,127.679,0.495731,32.1318,10.5937,0.0342708,0.996209
0.108581,0.59375,0.291667,0.776165,0.112113,0.49127,0.246356,0.033877,0.373007,105.868,143.996,211.5,15.5892,15.7931,13.3241,0.436491,0.504052,0.349462,79.0297,-0.461038,-21.1897,3.46135,0.610103,1.90115,0.357425,0.0219233,0.494337,67.5653,0.158333,-1.03223,23.739,0.784487,16.2198,0.333361,-12.1173,-0.556524,167.561,0.440625,185.157,12.481,0.816027,5.87525,6.89586,130.695,9.37409,0.531124,0.197503,0.0592351,136.433,-5.78958,40.9192,7.83253,0.00978588,1.13439
0.400943,1.0,0.447917,0.502827,0.209203,1.04864,0.435889,0.018677,0.104871,65.7165,90.6138,134.886,30.6871,30.0296,24.8256,0.940088,0.633526,0.159133,64.5513,-0.245593,-19.7111,8.83813,1.07842,5.15601,0.397503,0.854002,1.1296,51.4687,0.227778,-2.71313,49.2288,0.0897984,4.39366,0.336567,17.3651,-11.2136,169.763,0.305556,33.0345,72.3603,0.661207,62.005,16.7257,124.206,10.0966,0.547202,0.75098,0.068802,144.309,-0.549645,11.8312,10.4577,0.0314699,0.287265
0.357888,1.0,0.55625,0.581362,0.376924,0.971468,0.463456,0.0193393,0.356606,133.668,126.758,96.2375,49.6459,48.8883,56.4257,0.374285,0.417722,0.599929,74.0637,-2.52771,14.1593,12.3693,3.89251,11.5822,-0.248027,-0.896143,1.15795,88.4996,0.158333,5.4747,47.4722,0.447282,14.6425,0.832746,-0.0884605,1.83713,119.776,0.575,131.425,13.1833,-0.398731,14.0229,10.0126,81.8021,21.4754,0.158609,0.651629,0.0964037,95.383,0.626866,22.548,7.31274,0.0446991,1.05847
0.0585532,0.433333,0.222222,0.199577,0.0731279,0.436308,0.159245,0.0518877,0.391947,101.179,113.952,95.6318,45.5916,44.1895,48.5137,0.895229,0.822482,1.14342,70.0711,-6.49095,6.71352,11.6234,3.7875,5.64996,0.178796,-0.0578826,0.336591,91.4689,1.0,2.77699,37.9196,0.176811,6.94528,0.306297,3.84431,1.5882,79.5292,0.4375,154.26,35.5044,0.342041,11.8065,6.24683,60.966,58.4668,0.873297,0.516812,0.0907781,195.782,3.08567,7.25549,8.28503,0.0670949,0.0877449
0.0558912,0.652083,0.141667,0.742904,0.803669,0.597221,0.113635,0.0693725,0.394976,151.982,130.278,103.52,37.3076,34.2017,33.4267,-0.0406244,0.182486,0.241794,76.6228,1.61975,11.5639,8.37433,2.33798,2.97149,-0.358272,-0.609995,0.606537,82.8278,1.0,-1.80402,26.1206,0.181711,16.8997,0.453738,5.64975,-3.90297,104.326,0.575,93.5634,7.31697,-1.23548,1.45426,4.21173,25.1947,34.7507,0.402508,0.168263,0.0149966,82.985,-3.00536,33.6963,8.77974,0.123883,0.0980212
0.500191,1.0,1.0,0.558608,0.491495,1.15991,1.21928,0.0370807,0.499809,195.221,164.446,129.094,26.1511,28.2373,27.675,-1.11851,-0.815429,-0.519411,84.6862,2.37536,12.995,5.90743,1.02152,2.30728,-1.0795,1.14477,-0.099695,74.9523,0.94375,-5.3076,15.4801,0.379586,7.09304,0.134738,-1.49915,-3.94498,159.214,0.541667,92.5418,2.25238,-9.84677,46.4974,9.91827,53.6947,35.4462,0.156006,0.24,0.0597463,3.33274,1.42695,38.7766,20.1471,0.0117882,0.144847
0.012419,0.158333,0.127778,0.232784,0.43412,0.129109,0.107067,0.084343,0.386156,122.556,94.801,69.4562,31.7845,27.9705,24.8164,-0.919742,-0.669891,-0.193721,67.5731,4.12931,14.3877,9.60038,3.64848,6.63795,-1.78996,2.8905,-0.0858951,56.444,0.419444,-0.372627,16.2429,0.145748,5.02245,0.215156,0.0063151,-0.0974257,89.0033,0.325,135.8,25.4721,0.292842,39.6638,12.9816,254.16,23.4925,0.825253,0.595353,0.0133815,125.645,-10.4213,8.44434,14.4755,0.129311,0.373733
0.267477,1.0,0.608333,0.427465,0.227396,1.1703,0.499869,0.0405885,0.560312,191.529,183.925,179.616,32.3712,36.314,40.1303,-0.245885,-0.273464,-0.350669,87.809,1.0273,1.86636,7.03442,0.863904,2.3389,-0.748305,1.05847,4.35119,80.367,1.0,-1.15406,67.7025,0.282576,16.8849,0.382603,0.0549707,0.194672,227.562,0.25,122.874,33.4412,1.82193,50.6188,12.2422,185.579,36.2675,0.932028,0.418242,0.037279,109.463,0.893642,46.0693,17.3221,0.367078,0.0322983
0.180723,1.0,0.209375,0.51565,0.909684,0.976387,0.188693,0.0380777,0.136847,105.745,91.3692,81.9886,39.4364,39.6433,38.746,0.582154,0.574924,0.53287,65.4827,2.95532,6.01471,11.5359,2.20239,2.29412,0.213084,1.84792,0.202928,77.3857,0.495833,-3.35677,16.7215,0.060331,14.8337,0.720669,-2.90277,1.22444,119.203,0.704167,147.458,30.9881,1.9316,16.8002,9.87599,145.544,45.1628,0.383983,0.183721,0.0215398,151.395,-0.523258,13.1425,2.05737,0.0782523,0.249366
0.00296875,0.05,0.0888889,0.522681,0.31997,0.0430697,0.0720794,0.17154,0.332031,164.016,135.996,101.452,38.7182,40.9635,39.9979,-0.493897,-0.162298,0.354229,77.8654,2.36726,14.9938,9.86397,1.67958,4.46327,-0.727245,0.56487,-0.00866116,89.557,1.0,7.18858,60.384,0.214648,7.35471,0.464484,-2.3878,0.930807,85.5485,0.429167,198.368,8.22201,-0.434949,41.2712,7.64686,122.774,7.56751,0.509668,0.226806,0.0856465,200.212,3.40588,40.1707,13.7894,0.0103646,0.530596
0.0178009,0.14375,0.208333,0.648238,0.59287,0.116266,0.185822,0.073472,0.405604,187.21,171.004,154.482,53.5798,54.2342,58.8838,-0.389554,-0.364017,-0.120195,84.6736,1.54323,6.68851,11.7454,4.28088,6.06273,-0.897817,-0.735541,2.14569,64.7173,0.0270833,1.93718,71.4602,0.951428,2.66845,0.057475,0.898855,-0.354495,186.363,0.438889,171.542,24.971,-1.86772,18.1778,14.1526,37.847,17.604,0.213851,0.315738,0.0728557,118.842,1.96616,19.5192,2.44917,0.0649132,0.0822109
0.101719,0.361111,0.35625,0.166908,0.840638,0.322754,0.333155,0.0319736,0.209312,75.0397,61.2028,44.7391,16.9388,15.8032,10.819,-0.0922035,0.01656,-0.103922,56.2429,2.02181,11.4722,6.23232,1.37288,2.00487,-0.350753,0.731732,-0.390578,65.7911,0.25,2.74541,39.1857,0.264163,7.68104,0.486263,-5.62552,1.64049,90.5329,0.238889,133.877,31.9952,1.11102,39.8958,5.55463,83.3958,30.7254,0.231491,0.492897,0.0134284,116.894,0.551615,6.85819,3.39634,0.629288,0.1425
0.0407523,0.280556,0.310417,0.392455,0.856561,0.214222,0.279002,0.0541039,0.532062,136.552,113.961,100.857,54.984,61.8267,62.8997,0.781773,0.900211,0.988308,71.2208,4.84225,8.32753,14.6983,3.7346,6.18728,0.359803,-0.0316682,0.612959,81.4669,0.827083,3.74207,15.5192,0.266772,6.06456,0.195835,-7.33128,1.37436,45.2827,0.372917,99.432,69.8287,0.379827,37.1669,3.95595,212.761,41.6868,0.408071,0.339066,0.0673703,119.764,5.71982,43.7523,11.0115,0.138246,1.07589
0.0342187,0.252778,0.202083,0.84093,0.863669,0.203115,0.172593,0.0449856,0.330123,47.105,29.7823,16.1632,47.1157,33.8702,22.989,0.920783,1.06839,1.56695,32.5486,7.9502,17.506,23.7511,7.52158,13.8538,0.193083,0.941988,0.844069,89.3131,0.147917,-6.23985,10.9469,0.16605,1.14508,0.413924,6.72043,-0.146284,139.479,0.339583,55.8922,21.4063,0.9934,26.6098,2.06492,175.06,19.9095,0.533259,0.362355,0.0467712,104.835,-0.134037,73.6215,6.07649,0.309479,0.394895
0.0629514,0.391667,0.536111,0.122069,0.830863,0.306615,0.566871,0.0669241,0.700198,65.578,65.0149,59.0278,14.3259,13.5925,13.9804,-0.127218,-0.203617,-0.233258,56.9932,-1.01657,3.44717,5.87076,1.38635,2.06536,-1.97807,-0.720945,2.09959,68.7213,0.76875,5.18398,37.9916,0.488608,9.46417,0.999702,7.05814,0.150747,69.8596,0.336111,17.0914,26.0781,0.265086,54.2641,22.8165,114.999,12.4397,0.490794,0.691769,0.029716,52.0236,0.930227,46.938,3.8085,0.0618287,1.00552
