date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer
0.008716,3,0.234043,0.080911,0.314787,0.003467,0.422915,0.414912
0.460068,5,0.297872,0.029572,0.453883,0.001973,0.483946,0.357456
0.871643,6,0.510638,0.034226,0.531687,0.002204,0.483169,0.789474
0.465555,3,0.382979,0.035637,0.531985,0.00248,0.388918,0.45307
0.89381,3,0.680851,0.035037,0.539125,0.002403,0.607198,0.330702
0.01761,3,0.106383,0.058364,0.298126,0.003467,0.422915,0.414912
0.456219,1,0.617021,0.033235,0.477685,0.002266,0.577162,0.461842
0.027167,3,0.787234,0.074817,0.429783,0.003467,0.422915,0.414912
0.881465,3,0.148936,0.028942,0.174204,0.001766,0.299845,0.612281
0.469758,1,0.87234,0.03987,0.411485,0.002734,0.371569,0.310526
0.903456,6,0.340426,0.073106,0.410592,0.003903,0.26463,0.794737
0.017831,1,0.06383,0.050889,0.370128,0.003467,0.422915,0.414912
0.469404,0,0.234043,0.024409,0.10726,0.001616,0.110047,0.642982
0.014159,1,0.787234,0.0662,0.664237,0.003467,0.422915,0.414912
0.456484,0,0.93617,0.037168,0.520232,0.002464,0.364319,0.59693
0.030751,0,0.085106,0.050829,0.103541,0.003467,0.422915,0.414912
0.473917,4,0.404255,0.029422,0.631657,0.001951,0.52667,0.549561
0.46082,1,1.0,0.03915,0.499554,0.002684,0.429829,0.290351
0.433565,3,0.744681,0.071034,0.462065,0.003467,0.422915,0.414912
0.009734,5,0.680851,0.085535,0.549688,0.003467,0.422915,0.414912
0.031547,4,0.914894,0.06644,0.362987,0.003467,0.422915,0.414912
0.911464,6,0.723404,0.044734,0.363136,0.00291,0.381409,0.665351
0.017831,1,0.638298,0.075688,0.436477,0.003467,0.422915,0.414912
0.429848,5,0.319149,0.072685,0.382624,0.003467,0.422915,0.414912
0.473475,1,1.0,0.027321,0.391848,0.001849,0.369757,0.575877
0.004734,4,0.021277,0.120001,0.517257,0.003467,0.422915,0.414912
0.876112,0,0.148936,0.015462,0.064118,0.000833,0.171673,0.812719
0.912305,4,0.319149,0.058094,0.500298,0.004024,0.576385,0.235088
0.452369,4,0.255319,0.048667,0.473817,0.003319,0.373382,0.554386
0.013185,0,0.12766,0.040801,0.179411,0.003467,0.422915,0.414912
0.009159,6,0.446809,0.067581,0.545076,0.003467,0.422915,0.414912
0.468873,2,0.638298,0.027951,0.461172,0.001851,0.169342,0.742105
0.906907,0,0.531915,0.029873,0.29396,0.001988,0.210772,0.585088
0.903146,6,1.0,0.089288,0.331151,0.006043,0.404972,0.384649
0.433742,0,0.680851,0.071664,0.511752,0.003467,0.422915,0.414912
0.474492,3,0.829787,0.029963,0.304225,0.002061,0.166753,0.561404
0.902748,4,0.446809,0.083493,0.534216,0.005494,0.615743,0.516228
0.022787,1,0.0,0.090729,0.419667,0.003467,0.422915,0.414912
0.89881,5,0.765957,0.061156,0.612467,0.00413,0.630502,0.381579
0.898943,1,1.0,0.090579,0.569176,0.005935,0.53159,0.630702
0.460909,3,0.723404,0.163624,0.718536,0.010991,0.43449,0.683333
0.469581,4,0.574468,0.05311,0.54091,0.003525,0.498705,0.420175
0.871997,0,0.893617,0.055212,0.424278,0.001695,0.254531,0.851316
0.452015,3,0.638298,0.034556,0.576019,0.002354,0.598395,0.328947
0.474227,4,0.851064,0.026991,0.23133,0.001793,0.110823,0.832456
0.433786,1,0.680851,0.049538,0.51205,0.003467,0.422915,0.414912
0.898456,4,0.106383,0.044194,0.328474,0.002894,0.40057,0.605263
0.880846,3,0.829787,0.028732,0.456412,0.001878,0.482651,0.642105
0.023141,2,0.0,0.087637,0.373847,0.003467,0.422915,0.414912
0.433565,3,0.234043,0.071034,0.384707,0.003467,0.422915,0.414912
0.912482,1,0.085106,0.038399,0.14936,0.002551,0.304505,0.546491
0.867572,4,0.255319,0.033866,0.384112,0.001751,0.383739,0.70614
0.009247,1,0.489362,0.097184,0.662303,0.003467,0.422915,0.414912
0.425512,4,0.234043,0.073316,0.317911,0.003467,0.422915,0.414912
0.031459,2,0.87234,0.06611,0.3615,0.003467,0.422915,0.414912
0.876156,4,0.829787,0.077879,0.501041,0.005301,0.583118,0.351754
0.429892,6,0.553191,0.077339,0.409104,0.003467,0.422915,0.414912
0.469448,1,0.042553,0.028101,0.173907,0.001884,0.319006,0.366228
0.438211,4,0.234043,0.05323,0.222702,0.003467,0.422915,0.414912
0.031193,3,0.191489,0.053981,0.188634,0.003467,0.422915,0.414912
0.867174,2,0.702128,0.038399,0.44704,0.002626,0.384775,0.257895
0.433653,5,0.702128,0.069263,0.369682,0.003467,0.422915,0.414912
0.425335,0,0.425532,0.084935,0.563374,0.003467,0.422915,0.414912
0.460997,5,0.446809,0.033025,0.529456,0.002254,0.487312,0.407018
0.031636,6,0.638298,0.079861,0.32163,0.003467,0.422915,0.414912
0.44352,6,0.212766,0.0,0.170336,0.0,0.189539,0.594737
0.880581,4,0.12766,0.032034,0.191758,0.002029,0.288193,0.784211
0.889562,5,0.042553,0.042722,0.481999,0.00286,0.442517,0.510088
0.469006,5,0.744681,0.030743,0.414609,0.002073,0.366649,0.45
0.912305,4,0.021277,0.062688,0.359119,0.004306,0.361989,0.389035
0.00438,3,0.12766,0.043533,0.235198,0.003467,0.422915,0.414912
0.438653,0,0.361702,0.057884,0.468164,0.003467,0.422915,0.414912
0.88943,2,0.255319,0.034106,0.369087,0.002243,0.404195,0.626316
0.470023,0,0.085106,0.025429,0.123773,0.001718,0.210513,0.512719
0.42914,3,0.680851,0.093161,0.608896,0.003467,0.422915,0.414912
0.867086,0,0.808511,0.029422,0.310027,0.001992,0.149146,0.659211
0.884695,6,0.382979,0.038069,0.479917,0.002468,0.407561,0.678509
0.030972,5,0.87234,0.059265,0.263314,0.003467,0.422915,0.414912
0.429052,1,0.148936,0.055242,0.137608,0.003467,0.422915,0.414912
0.867572,4,0.276596,0.030443,0.450015,0.001579,0.472553,0.672368
0.885094,1,0.148936,0.029843,0.1687,0.001919,0.257639,0.663158
0.009159,6,0.0,0.041642,0.441982,0.003467,0.422915,0.414912
0.875979,4,0.148936,0.025279,0.190866,0.001537,0.261523,0.900877
0.899031,3,0.702128,0.068332,0.594912,0.004468,0.555412,0.566228
0.018141,1,0.12766,0.054912,0.193246,0.003467,0.422915,0.414912
0.460643,4,0.531915,0.036177,0.500893,0.002443,0.494303,0.428509
0.004336,2,0.106383,0.076108,0.263314,0.003467,0.422915,0.414912
0.885315,6,0.744681,0.374204,0.559804,0.024831,0.497152,0.62807
0.872572,6,0.702128,0.032275,0.362541,0.001782,0.318747,0.869737
0.889208,4,0.489362,0.029032,0.558167,0.002005,0.552563,0.348246
0.026415,0,0.425532,0.111084,0.509223,0.003467,0.422915,0.414912
0.911907,2,0.468085,0.054792,0.533621,0.003673,0.539617,0.413158
0.027255,5,0.212766,0.073226,0.154716,0.003467,0.422915,0.414912
0.45644,6,0.851064,0.032815,0.452841,0.002223,0.435785,0.417544
0.876687,6,0.276596,0.028312,0.293216,0.000899,0.311756,0.679825
0.442414,2,0.87234,0.068212,0.413419,0.004647,0.432418,0.500526
0.437812,2,0.744681,0.070614,0.483636,0.003467,0.422915,0.414912
0.027123,2,0.191489,0.051219,0.205147,0.003467,0.422915,0.414912
0.907526,0,0.829787,0.048427,0.478727,0.003201,0.379855,0.571053
0.000619,1,0.382979,0.128438,0.584499,0.003467,0.422915,0.414912
0.434007,6,0.723404,0.061307,0.325201,0.003467,0.422915,0.414912
0.459891,1,0.234043,0.028822,0.232223,0.001913,0.234076,0.78114
0.009513,0,0.510638,0.041642,0.583755,0.003467,0.422915,0.414912
0.442857,5,0.106383,0.046716,0.264653,0.003099,0.333506,0.635088
0.880757,1,0.212766,0.022787,0.066201,0.000825,0.119368,0.882018
0.482412,2,0.680851,0.040261,0.461172,0.002806,0.481875,0.194298
0.456617,3,0.361702,0.037228,0.642071,0.002518,0.631538,0.501316
0.027432,2,0.212766,0.074817,0.285778,0.003467,0.422915,0.414912
0.42976,3,0.595745,0.081272,0.646534,0.003467,0.422915,0.414912
0.87213,3,0.297872,0.028792,0.442874,0.001919,0.525634,0.637719
0.868103,2,0.106383,0.027771,0.121839,0.001759,0.212066,0.814474
0.889961,0,0.12766,0.028612,0.191461,0.001865,0.306318,0.640351
0.460511,1,0.87234,0.02594,0.438114,0.00173,0.488089,0.557018
0.022964,5,0.06383,0.049117,0.274026,0.003467,0.422915,0.414912
0.885448,2,0.617021,0.028942,0.509967,0.001955,0.535733,0.490351
0.880625,5,1.0,0.066471,0.322672,0.004184,0.292336,0.801754
0.894031,1,0.851064,0.07878,0.774323,0.005243,0.637494,0.516667
0.425202,4,0.106383,0.074787,0.130913,0.003467,0.422915,0.414912
0.876421,0,0.87234,0.031524,0.299167,0.001782,0.270326,0.769298
0.876156,4,0.319149,0.068842,0.493752,0.004655,0.578198,0.386404
0.004336,2,0.425532,0.045244,0.559357,0.003467,0.422915,0.414912
0.464316,3,0.680851,0.028221,0.406873,0.001934,0.445624,0.433333
0.000221,6,0.744681,0.047436,0.387682,0.003467,0.422915,0.414912
0.884828,2,0.595745,0.029212,0.554894,0.002015,0.564992,0.382456
0.903057,4,0.723404,0.048847,0.475156,0.003353,0.519679,0.296491
0.912128,0,0.659574,0.043173,0.299911,0.002842,0.263335,0.648246
0.005221,1,0.340426,0.074667,0.636864,0.003467,0.422915,0.414912
0.031105,1,0.87234,0.060076,0.35421,0.003467,0.422915,0.414912
0.464758,6,0.531915,0.029032,0.370277,0.001955,0.275764,0.557895
0.452015,3,0.680851,0.03972,0.62288,0.002703,0.593216,0.332895
0.89412,3,0.319149,0.076108,0.682237,0.005239,0.744951,0.30307
0.429185,4,0.553191,0.095232,0.616781,0.003467,0.422915,0.414912
0.013141,6,0.829787,0.041582,0.483785,0.003467,0.422915,0.414912
0.433653,5,0.106383,0.041251,0.12645,0.003467,0.422915,0.414912
0.907128,5,0.702128,0.089138,0.495983,0.005908,0.597877,0.52193
0.447458,5,0.042553,0.051309,0.519935,0.003469,0.525893,0.433772
0.47436,0,0.87234,0.028071,0.243826,0.00187,0.215432,0.80614
0.885403,1,0.978723,0.03888,0.487652,0.002559,0.437597,0.633772
0.897969,0,1.0,0.06614,0.476644,0.00381,0.439669,0.662719
0.031149,2,0.0,0.060076,0.355251,0.003467,0.422915,0.414912
0.460511,1,0.595745,0.02642,0.489438,0.001774,0.52667,0.477632
0.447591,1,0.93617,0.041852,0.60726,0.002763,0.411445,0.564474
0.026946,5,0.659574,0.075718,0.31687,0.003467,0.422915,0.414912
0.885359,0,0.893617,0.056263,0.383517,0.003494,0.367685,0.772807
0.867705,0,0.787234,0.032905,0.401964,0.002077,0.249612,0.854825
0.45613,6,0.787234,0.031524,0.563374,0.002038,0.429829,0.735526
0.004336,2,0.085106,0.046806,0.308985,0.003467,0.422915,0.414912
0.491261,4,0.234043,0.028251,0.218387,0.001919,0.214915,0.49693
0.032034,1,0.021277,0.058394,0.209313,0.003467,0.422915,0.414912
0.022123,0,0.276596,0.056263,0.127789,0.003467,0.422915,0.414912
0.881111,2,0.489362,0.035427,0.54091,0.002418,0.539358,0.402632
0.880846,3,0.170213,0.019395,0.1385,0.001232,0.256862,0.853947
0.027211,4,0.531915,0.098445,0.497769,0.003467,0.422915,0.414912
0.868147,3,0.06383,0.028251,0.207825,0.001851,0.340756,0.673246
0.460688,5,0.255319,0.032154,0.352276,0.002185,0.308907,0.378509
0.911199,0,0.851064,0.058364,0.407766,0.003781,0.354221,0.695175
0.460997,5,0.531915,0.033025,0.476644,0.002246,0.453133,0.405702
0.447679,3,0.042553,0.041311,0.515174,0.002646,0.523822,0.581579
0.885094,1,0.106383,0.033145,0.211247,0.00215,0.280166,0.671491
0.031149,2,0.255319,0.114177,0.376822,0.003467,0.422915,0.414912
0.424848,3,0.340426,0.058394,0.421749,0.003467,0.422915,0.414912
0.473165,1,0.638298,0.047196,0.633145,0.003105,0.552563,0.262281
0.425291,6,0.106383,0.073256,0.066498,0.003467,0.422915,0.414912
0.42914,3,0.659574,0.093161,0.626004,0.003467,0.422915,0.414912
0.429892,6,0.06383,0.06614,0.162154,0.003467,0.422915,0.414912
0.903279,2,0.12766,0.049448,0.199643,0.003224,0.294148,0.676316
0.425291,6,0.510638,0.080611,0.310027,0.003467,0.422915,0.414912
0.890359,2,0.702128,0.108532,0.798869,0.006334,0.656137,0.504386
0.460289,3,0.170213,0.030323,0.192205,0.002048,0.235629,0.513158
0.46551,2,0.787234,0.029602,0.450015,0.002027,0.363542,0.482018
0.438963,0,0.914894,0.051759,0.336061,0.003467,0.422915,0.414912
0.868192,4,0.659574,0.028642,0.654716,0.001772,0.537804,0.741228
0.451086,3,0.148936,0.040741,0.279679,0.002653,0.349042,0.708333
0.898323,1,0.680851,0.05239,0.533175,0.003471,0.562403,0.531579
0.022477,1,0.787234,0.087937,0.522761,0.003467,0.422915,0.414912
0.473519,2,0.042553,0.027051,0.257215,0.001847,0.362506,0.527193
0.026503,2,0.723404,0.082232,0.448974,0.003467,0.422915,0.414912
0.031857,4,0.042553,0.055242,0.087623,0.003467,0.422915,0.414912
0.01761,3,0.148936,0.057584,0.217941,0.003467,0.422915,0.414912
0.45644,6,0.021277,0.032725,0.513389,0.002167,0.433713,0.617105
0.02668,6,0.297872,0.071815,0.210354,0.003467,0.422915,0.414912
0.89912,5,0.085106,0.086045,0.380839,0.005702,0.472035,0.55614
0.009159,6,0.957447,0.087366,0.486314,0.003467,0.422915,0.414912
0.429317,0,0.659574,0.093671,0.638054,0.003467,0.422915,0.414912
0.473563,0,0.851064,0.031884,0.353764,0.002175,0.314345,0.455702
0.429273,6,0.638298,0.102948,0.457304,0.003467,0.422915,0.414912
0.889607,6,0.021277,0.043143,0.505356,0.002865,0.403936,0.629386
0.893943,6,0.404255,0.086436,0.687593,0.005509,0.524858,0.807456
0.429583,6,0.553191,0.076198,0.342904,0.003467,0.422915,0.414912
0.893987,0,0.425532,0.059715,0.576019,0.003741,0.356551,0.833333
0.889297,6,0.893617,0.029512,0.398988,0.001589,0.377007,0.634211
0.44706,3,0.87234,0.043653,0.688634,0.003076,0.512688,0.537719
0.469891,4,0.531915,0.107482,0.819994,0.007264,0.65769,0.368421
0.433388,6,0.659574,0.049838,0.315382,0.003467,0.422915,0.414912
0.907615,2,0.404255,0.090579,0.557275,0.006091,0.607198,0.424561
0.438432,2,0.297872,0.061247,0.40717,0.003467,0.422915,0.414912
0.438211,4,0.680851,0.062357,0.457899,0.003467,0.422915,0.414912
0.013141,6,0.468085,0.041401,0.378905,0.003467,0.422915,0.414912
0.907924,2,0.468085,0.07842,0.512348,0.00538,0.649404,0.302193
0.008982,2,0.276596,0.125796,0.50357,0.003467,0.422915,0.414912
0.889651,0,0.170213,0.027081,0.127343,0.001764,0.258156,0.694298
0.991018,5,0.723404,0.031134,0.607855,0.002065,0.540911,0.551754
0.013141,6,0.680851,0.041401,0.277298,0.003467,0.422915,0.414912
0.004779,5,0.510638,0.076828,0.454924,0.003467,0.422915,0.414912
0.911995,4,0.787234,0.043953,0.48319,0.002933,0.405748,0.475439
0.009513,0,0.212766,0.041341,0.23014,0.003467,0.422915,0.414912
0.88943,2,0.404255,0.029212,0.631955,0.002009,0.65536,0.284211
0.434007,6,0.829787,0.073856,0.350045,0.003467,0.422915,0.414912
0.911331,3,0.319149,0.045455,0.48676,0.003018,0.542983,0.420175
0.876598,4,0.021277,0.028131,0.294853,0.001005,0.315381,0.789912
0.894739,3,0.382979,0.142819,0.782803,0.009449,0.773433,0.391228
0.43383,2,0.297872,0.045785,0.472032,0.003467,0.422915,0.414912
0.885005,6,0.765957,0.094632,0.535257,0.006392,0.453133,0.354386
0.871864,4,0.787234,0.031584,0.590598,0.002081,0.45883,0.636404
0.871554,4,0.595745,0.056143,0.70366,0.003764,0.743915,0.169298
0.473342,5,0.893617,0.027951,0.400922,0.001901,0.298032,0.435526
0.871731,1,0.361702,0.032094,0.583457,0.002056,0.530554,0.704386
0.473652,5,0.021277,0.025489,0.303779,0.001597,0.354997,0.699561
0.433875,3,0.468085,0.055062,0.530497,0.003467,0.422915,0.414912
0.438034,0,0.234043,0.046445,0.201874,0.003467,0.422915,0.414912
0.907747,5,0.978723,0.076318,0.461767,0.005226,0.4855,0.381579
0.447104,4,0.553191,0.054702,0.567391,0.003808,0.607457,0.358772
0.000398,3,0.12766,0.062417,0.215115,0.003467,0.422915,0.414912
0.460068,5,0.021277,0.030353,0.463255,0.002002,0.409373,0.510088
0.005442,6,0.297872,0.054612,0.196073,0.003467,0.422915,0.414912
0.460334,4,0.851064,0.056203,0.562333,0.00386,0.540911,0.326754
0.473607,4,0.319149,0.029542,0.488396,0.00205,0.540135,0.30307
0.880802,2,0.319149,0.027741,0.353169,0.00183,0.390212,0.632018
0.026326,5,0.0,0.07959,0.36269,0.003467,0.422915,0.414912
0.894341,1,0.170213,0.031794,0.19994,0.002007,0.332988,0.723246
0.455555,0,0.021277,0.035907,0.401517,0.002437,0.407302,0.634649
0.460511,1,0.361702,0.028522,0.492264,0.001911,0.562403,0.410088
0.88089,4,0.276596,0.029332,0.347218,0.001853,0.383998,0.724123
0.018627,5,0.382979,0.106851,0.450164,0.003467,0.422915,0.414912
0.000442,4,0.787234,0.13093,0.573341,0.003467,0.422915,0.414912
0.866997,5,0.617021,0.041011,0.561886,0.002703,0.321595,0.682895
0.017875,2,0.744681,0.092951,0.529158,0.003467,0.422915,0.414912
0.473298,4,0.978723,0.185241,0.443767,0.012806,0.34956,0.342982
0.867749,1,0.680851,0.027771,0.567837,0.001743,0.550751,0.742105
0.013937,3,0.510638,0.114657,0.63374,0.003467,0.422915,0.414912
0.013318,3,0.574468,0.088567,0.563225,0.003467,0.422915,0.414912
0.868103,2,0.531915,0.030653,0.594763,0.001998,0.56784,0.442105
0.433521,2,0.170213,0.071064,0.178816,0.003467,0.422915,0.414912
0.87151,3,0.297872,0.027441,0.55787,0.001776,0.526411,0.763158
0.871687,0,0.234043,0.024709,0.165427,0.000821,0.119368,0.886404
0.867041,6,0.0,0.029963,0.307944,0.002,0.233817,0.778509
0.014159,1,0.765957,0.080191,0.685808,0.003467,0.422915,0.414912
0.425291,6,0.446809,0.082323,0.327284,0.003467,0.422915,0.414912
0.9158,6,0.276596,0.073166,0.332342,0.005033,0.33739,0.374123
0.438476,3,0.617021,0.061066,0.512199,0.003467,0.422915,0.414912
0.424848,3,0.808511,0.058394,0.33859,0.003467,0.422915,0.414912
0.425645,0,0.319149,0.076258,0.245165,0.003467,0.422915,0.414912
0.009823,0,0.212766,0.041281,0.190866,0.003467,0.422915,0.414912
0.013185,0,0.531915,0.041281,0.487206,0.003467,0.422915,0.414912
0.000973,2,0.87234,0.044134,0.556233,0.003467,0.422915,0.414912
0.030884,3,0.553191,0.114957,0.554597,0.003467,0.422915,0.414912
0.907792,6,0.851064,0.042783,0.375781,0.002896,0.361212,0.440351
0.000133,4,0.702128,0.089798,0.458792,0.003467,0.422915,0.414912
0.030795,1,0.234043,0.098024,0.357632,0.003467,0.422915,0.414912
0.889916,6,0.702128,0.364057,0.597144,0.023668,0.437079,0.721491
0.031769,2,0.489362,0.089378,0.295299,0.003467,0.422915,0.414912
0.464404,5,0.808511,0.049898,0.442577,0.003434,0.510616,0.280263
0.9158,6,0.553191,0.053591,0.363285,0.003691,0.320559,0.374561
0.91142,5,0.425532,0.050468,0.526927,0.003353,0.574573,0.454386
0.433344,5,0.06383,0.043053,0.150402,0.003467,0.422915,0.414912
0.451529,6,0.382979,0.038699,0.670187,0.002484,0.476955,0.746491
0.872528,5,0.893617,0.030173,0.439155,0.00085,0.312791,0.813158
0.44237,1,0.829787,0.074397,0.467123,0.00521,0.470999,0.500526
0.461086,0,0.765957,0.038669,0.457899,0.00268,0.293112,0.364912
0.429804,4,0.638298,0.093191,0.619458,0.003467,0.422915,0.414912
0.031724,1,0.638298,0.115528,0.520381,0.003467,0.422915,0.414912
0.446883,6,0.723404,0.043653,0.520083,0.002985,0.436561,0.491667
0.425202,4,0.489362,0.062387,0.479917,0.003467,0.422915,0.414912
0.000575,0,0.595745,0.094272,0.475454,0.003467,0.422915,0.414912
0.880271,4,0.106383,0.035817,0.217346,0.00236,0.287157,0.484649
0.425114,2,0.468085,0.083794,0.501041,0.003467,0.422915,0.414912
0.433653,5,0.553191,0.068092,0.373996,0.003467,0.422915,0.414912
0.438432,2,0.510638,0.059505,0.485123,0.003467,0.422915,0.414912
0.000885,0,0.042553,0.087426,0.289497,0.003467,0.422915,0.414912
0.897969,0,0.085106,0.072835,0.311663,0.003083,0.418436,0.750439
0.005354,4,0.638298,0.056173,0.471883,0.003467,0.422915,0.414912
0.004734,4,0.723404,0.152756,0.698453,0.003467,0.422915,0.414912
0.907305,2,0.234043,0.050528,0.234008,0.003255,0.301139,0.761842
0.473607,4,0.893617,0.029362,0.426361,0.002002,0.455981,0.409649
0.880669,6,0.978723,0.035637,0.301101,0.002237,0.297255,0.773246
0.004557,0,0.191489,0.063648,0.108301,0.003467,0.422915,0.414912
0.459891,1,0.914894,0.034586,0.438857,0.00236,0.361212,0.475439
0.903102,5,0.404255,0.080491,0.561291,0.005031,0.56059,0.466667
0.469448,1,0.638298,0.046415,0.485421,0.003108,0.470741,0.460526
0.872174,4,0.702128,0.045635,0.687742,0.002989,0.673485,0.574561
0.460334,4,0.957447,0.036898,0.509372,0.002545,0.409373,0.363158
0.867882,4,0.595745,0.035517,0.654567,0.002281,0.810202,0.403509
0.898987,2,0.06383,0.083824,0.45418,0.005461,0.516054,0.608772
0.867041,6,0.765957,0.029422,0.344838,0.001965,0.191869,0.764474
0.469625,5,0.042553,0.044344,0.254686,0.003004,0.348783,0.353509
0.456705,5,0.702128,0.030353,0.459238,0.002054,0.430865,0.632456
0.008628,1,0.425532,0.074817,0.646683,0.003467,0.422915,0.414912
0.460024,4,0.787234,0.034436,0.607409,0.002327,0.598136,0.234211
0.442193,3,0.148936,0.047076,0.170634,0.003467,0.422915,0.414912
0.902615,1,0.425532,0.09148,0.559952,0.006217,0.584671,0.302632
0.013672,4,0.638298,0.041431,0.427551,0.003467,0.422915,0.414912
0.465643,5,0.510638,0.095352,0.609045,0.006545,0.515018,0.512719
0.465466,1,0.468085,0.069173,0.585986,0.004711,0.496634,0.473684
0.912261,3,0.87234,0.043353,0.390658,0.002943,0.416106,0.371053
0.429273,6,0.914894,0.090969,0.424278,0.003467,0.422915,0.414912
0.429406,2,0.744681,0.058364,0.470396,0.003467,0.422915,0.414912
0.469537,3,0.617021,0.048037,0.525588,0.003207,0.465303,0.477193
0.442281,5,0.595745,0.064429,0.343201,0.003467,0.422915,0.414912
0.017787,0,0.531915,0.083644,0.488843,0.003467,0.422915,0.414912
0.01376,6,0.702128,0.072175,0.370723,0.003467,0.422915,0.414912
0.022079,6,0.978723,0.073256,0.293663,0.003467,0.422915,0.414912
0.442503,4,0.659574,0.085145,0.474561,0.005814,0.56551,0.500526
0.903102,5,0.340426,0.06545,0.53853,0.004358,0.561108,0.496053
0.46905,6,0.489362,0.036298,0.372062,0.002397,0.284568,0.613596
0.030751,0,0.319149,0.088807,0.501339,0.003467,0.422915,0.414912
0.438874,5,0.425532,0.049898,0.380244,0.003467,0.422915,0.414912
0.907128,5,0.446809,0.100516,0.516067,0.006834,0.663905,0.389474
0.42945,3,0.297872,0.080881,0.51681,0.003467,0.422915,0.414912
0.915712,4,0.744681,0.088807,0.538828,0.00597,0.494562,0.454386
0.455776,5,0.723404,0.063198,0.605028,0.004422,0.587778,0.030702
0.986594,4,0.808511,0.068602,0.668849,0.004605,0.611082,0.397807
0.87213,3,0.06383,0.02666,0.183279,0.000852,0.357846,0.798246
0.027255,5,0.787234,0.077639,0.326986,0.003467,0.422915,0.414912
0.018097,0,0.148936,0.056203,0.128236,0.003467,0.422915,0.414912
0.429494,4,0.553191,0.076888,0.555638,0.003467,0.422915,0.414912
0.429096,2,0.808511,0.075387,0.425469,0.003467,0.422915,0.414912
0.903588,2,0.0,0.081092,0.43737,0.005453,0.320818,0.555263
0.031282,5,0.914894,0.056833,0.290836,0.003467,0.422915,0.414912
0.907526,0,0.978723,0.054191,0.364029,0.0036,0.373123,0.519737
0.898589,0,0.255319,0.02582,0.177923,0.001672,0.211548,0.780263
0.473165,1,0.93617,0.043323,0.463553,0.002916,0.26696,0.617982
0.027211,4,0.404255,0.093371,0.533323,0.003467,0.422915,0.414912
0.455555,0,0.12766,0.033025,0.208123,0.00156,0.295443,0.680702
0.464537,1,0.702128,0.096523,0.349003,0.006477,0.449767,0.577193
0.030928,4,0.06383,0.054161,0.20485,0.003467,0.422915,0.414912
0.425778,3,0.617021,0.084965,0.512943,0.003467,0.422915,0.414912
0.442768,3,0.361702,0.071034,0.58435,0.004913,0.553599,0.359211
0.911287,2,0.404255,0.043233,0.519488,0.002775,0.279389,0.697807
0.89027,0,0.106383,0.034046,0.252008,0.001932,0.402641,0.627632
0.439051,2,0.382979,0.061727,0.512943,0.003467,0.422915,0.414912
0.022433,0,0.531915,0.059926,0.475454,0.003467,0.422915,0.414912
0.027255,5,0.340426,0.11778,0.452098,0.003467,0.422915,0.414912
0.030928,4,0.042553,0.054281,0.244273,0.003467,0.422915,0.414912
0.880802,2,0.382979,0.031104,0.450312,0.002059,0.473589,0.657895
0.867307,5,0.0,0.034826,0.324308,0.002088,0.277317,0.727193
0.429317,0,0.468085,0.109313,0.695626,0.003467,0.422915,0.414912
0.876421,0,0.297872,0.02609,0.239215,0.000827,0.168307,0.841667
0.004513,6,0.255319,0.063648,0.149509,0.003467,0.422915,0.414912
0.030839,2,0.957447,0.102138,0.432163,0.003467,0.422915,0.414912
0.424539,3,0.723404,0.056923,0.31449,0.003467,0.422915,0.414912
0.473209,2,0.489362,0.066591,0.675989,0.004406,0.519938,0.463596
0.451838,6,0.87234,0.095022,0.624517,0.00641,0.387105,0.650877
0.46113,1,0.106383,0.027021,0.159625,0.001832,0.276282,0.448246
0.018097,0,1.0,0.082022,0.447486,0.003467,0.422915,0.414912
0.451573,0,0.659574,0.042632,0.577655,0.000976,0.24262,0.835965
0.465333,5,0.914894,0.02648,0.318804,0.001805,0.314345,0.463158
0.456351,4,0.468085,0.033325,0.557721,0.002239,0.573796,0.546491
0.009115,5,0.319149,0.082263,0.448378,0.003467,0.422915,0.414912
0.474271,5,0.765957,0.029723,0.342458,0.001789,0.113413,0.855263
0.030972,5,0.148936,0.071694,0.102648,0.003467,0.422915,0.414912
0.425645,0,0.234043,0.068152,0.098483,0.003467,0.422915,0.414912
0.906818,5,0.87234,0.042092,0.427105,0.002848,0.386328,0.474123
0.461174,2,0.574468,0.029482,0.441684,0.001975,0.467633,0.289912
0.871953,6,0.765957,0.033535,0.478578,0.001697,0.332729,0.851316
0.898146,4,0.93617,0.085265,0.653675,0.005528,0.516572,0.754825
0.022831,2,0.531915,0.084814,0.460875,0.003467,0.422915,0.414912
0.871776,2,0.404255,0.027561,0.56025,0.001743,0.58493,0.704825
0.021902,2,0.276596,0.051219,0.401517,0.003467,0.422915,0.414912
0.88912,2,0.531915,0.029092,0.543588,0.002036,0.568358,0.314035
0.469846,3,0.851064,0.085235,0.546564,0.005835,0.49275,0.412281
0.465466,1,0.531915,0.073136,0.604731,0.004942,0.486018,0.564035
0.460157,0,0.425532,0.027531,0.471437,0.001795,0.24754,0.691228
0.004956,2,0.829787,0.042572,0.632699,0.003467,0.422915,0.414912
0.875979,0,0.893617,0.029723,0.400922,0.001579,0.365873,0.67807
0.474271,5,0.085106,0.019605,0.042547,0.001298,0.112895,0.868421
0.447547,0,0.276596,0.034106,0.212139,0.000953,0.119368,0.765789
0.022433,0,0.021277,0.047526,0.249777,0.003467,0.422915,0.414912
0.473209,2,0.085106,0.034526,0.185361,0.002349,0.272916,0.523246
