lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
2872.0,87.0,0,1,279.0,20.0,20.0,199.0,73.8326,57.6281,114.2147,76.3217,81.4325,359.0,359.0,1135.0,1,0.0,1.5457,1.9487,0.0461,3,1,1
4651.0,144.0,1,0,159.0,179.0,179.0,239.0,77.8155,96.791,20.3961,59.6657,59.7097,179.0,179.0,2286.0,0,179.0,-0.1048,-0.0238,0.0196,4,3,0
161.0,5.0,1,0,397.0,99.0,99.0,99.0,80.0765,295.1085,75.0067,40.1123,42.5265,99.0,99.0,0.0,0,0.0,0.132,0.1855,0.0088,10,2,0
5729.0,169.0,1,0,139.0,99.0,258.0,119.0,499.5928,36.3456,545.7921,53.1907,61.8809,258.0,129.0,0.0,0,0.0,0.08,0.3345,0.0324,7,1,1
3609.0,111.0,0,1,119.0,199.0,199.0,298.0,66.3193,0.0,179.9389,140.1606,143.5705,139.0,139.0,0.0,0,0.0,0.0925,0.0925,0.0224,4,5,0
504.0,15.0,0,1,199.0,179.0,179.0,159.0,125.5159,101.357,52.8015,77.1038,65.6544,179.0,179.0,0.0,0,0.0,0.0608,0.1853,0.019,3,3,0
2566.0,78.0,1,1,219.0,179.0,179.0,259.0,226.0006,369.5971,255.7381,54.5642,110.6933,398.0,132.6667,14824.0,0,3984.0,1.7875,1.63,0.01,2,3,1
3590.0,111.0,0,0,258.0,139.0,139.0,238.0,184.0448,182.0783,143.6175,55.4301,45.401,139.0,139.0,0.0,1,0.0,0.207,0.8115,0.0224,3,4,0
8514.0,269.0,0,1,139.0,219.0,219.0,219.0,151.7432,358.0,118.9496,36.3456,32.1442,219.0,219.0,418.0,0,0.0,0.1937,0.1622,0.049,2,4,0
642.0,21.0,0,1,338.0,258.0,258.0,179.0,340.2117,121.6409,268.9907,101.5012,93.0054,258.0,258.0,0.0,0,0.0,0.0191,0.0821,0.0239,1,7,1
6209.0,183.0,1,0,159.0,199.0,199.0,219.0,192.7077,136.533,165.1484,25.3476,33.541,199.0,199.0,0.0,0,0.0,0.1766,0.0446,0.0191,3,5,1
4663.0,144.0,1,1,0.0,159.0,159.0,179.0,109.6734,471.2674,75.06,45.8803,45.511,199.0,199.0,0.0,1,0.0,-0.1043,0.0862,0.0218,5,4,1
9637.0,297.0,1,0,179.0,179.0,179.0,199.0,386.2464,161.6052,389.0321,16.7705,38.746,99.0,99.0,0.0,0,99.0,0.1171,0.1461,0.0192,2,4,1
563.0,18.0,0,1,80.0,199.0,199.0,159.0,146.6714,304.943,227.1079,84.5532,89.5014,199.0,199.0,0.0,1,398.0,0.0813,0.1138,0.0328,4,3,0
10497.0,321.0,1,1,0.0,99.0,99.0,258.0,197.6392,321.753,125.6742,71.332,75.8502,80.0,80.0,80.0,0,179.0,0.1837,0.3082,0.008,4,4,0
2223.0,71.0,1,0,478.0,239.0,239.0,279.0,76.6045,161.0419,81.4371,41.4276,32.3303,239.0,239.0,0.0,1,0.0,2.2479,2.2779,0.0354,2,3,1
8868.0,280.0,1,0,238.0,100.0,100.0,179.0,382.0393,61.5995,423.7853,34.7635,31.9766,100.0,100.0,318.0,0,139.0,0.1162,0.1987,0.0127,3,2,1
2383.0,75.0,0,1,20.0,379.0,379.0,219.0,444.302,80.9475,536.1464,101.843,118.0138,219.0,219.0,0.0,0,0.0,-0.2753,0.0617,0.0226,4,1,1
9356.0,290.0,1,0,219.0,338.0,338.0,99.0,561.6558,309.1314,617.2001,60.7988,62.8172,338.0,338.0,0.0,0,0.0,0.0852,0.2407,0.049,4,2,1
971.0,30.0,1,0,139.0,219.0,219.0,199.0,101.0111,94.5304,92.6175,60.2764,53.5584,219.0,219.0,0.0,0,0.0,0.2094,0.1449,0.0225,9,1,1
7741.0,239.0,1,0,100.0,99.0,99.0,99.0,230.8252,553.0509,107.5407,128.9467,121.5082,99.0,99.0,0.0,0,0.0,-0.0149,0.0411,0.0141,7,2,0
10267.0,312.0,1,0,199.0,179.0,179.0,80.0,117.0684,343.5844,53.2259,108.477,122.6234,179.0,179.0,598.0,0,0.0,0.1738,0.3023,0.0259,9,3,1
8722.0,277.0,1,0,179.0,159.0,159.0,199.0,262.7936,115.5692,235.2552,70.6045,68.2367,159.0,159.0,199.0,0,0.0,0.0068,0.1478,0.0168,1,2,1
6140.0,181.0,1,0,219.0,179.0,398.0,239.0,81.7206,429.5975,48.0,38.9102,215.5145,398.0,199.0,0.0,0,0.0,0.0876,0.0811,0.0467,3,4,0
3896.0,125.0,1,0,80.0,119.0,119.0,119.0,208.0601,200.8109,202.83,45.31,51.0098,119.0,119.0,337.0,0,119.0,0.2953,0.2953,0.0187,3,3,1
822.0,24.0,1,1,258.0,99.0,99.0,139.0,114.2804,90.3244,96.0208,61.8547,72.6722,338.0,338.0,1391.0,0,179.0,0.1296,0.1881,0.0374,2,1,1
1721.0,54.0,1,0,80.0,139.0,139.0,139.0,58.6963,203.2265,117.3243,63.7887,68.884,139.0,139.0,0.0,0,139.0,0.1618,0.2758,0.0229,1,1,1
7646.0,236.0,1,0,179.0,99.0,99.0,219.0,462.8998,74.8081,547.9872,95.2956,90.2718,99.0,99.0,0.0,0,0.0,0.1856,0.2616,0.0099,3,1,1
9148.0,287.0,1,0,358.0,179.0,179.0,80.0,129.2256,95.2694,133.0601,44.365,54.5825,179.0,179.0,0.0,1,437.0,0.1542,0.1812,0.0183,4,1,0
4558.0,142.0,1,0,179.0,159.0,159.0,239.0,196.0057,120.2341,149.2146,46.3276,51.6236,159.0,159.0,0.0,0,0.0,0.1347,0.1347,0.0114,2,4,0
878.0,27.0,1,0,278.0,99.0,99.0,219.0,100.0612,91.0934,141.0035,37.663,39.5506,80.0,80.0,0.0,1,80.0,0.0589,0.1469,0.0186,3,2,0
5570.0,166.0,1,0,179.0,139.0,537.0,139.0,271.0018,191.0,338.5912,72.2721,169.7771,417.0,208.5,0.0,1,417.0,0.106,0.106,0.0312,6,1,0
1940.0,61.0,0,1,159.0,179.0,318.0,119.0,197.8061,663.8392,82.7345,117.3936,99.1262,318.0,159.0,0.0,0,0.0,0.2339,0.2874,0.0256,1,7,1
4624.0,143.0,1,0,238.0,179.0,179.0,179.0,115.3917,154.8233,55.9017,60.7968,63.9414,179.0,179.0,0.0,0,0.0,0.2067,0.1682,0.0208,10,5,1
8195.0,256.0,1,1,159.0,159.0,159.0,99.0,79.0348,65.8426,74.793,52.6617,41.1096,159.0,159.0,0.0,0,0.0,0.3359,0.3554,0.0136,7,1,1
6895.0,208.0,1,0,99.0,80.0,80.0,80.0,219.1632,315.0571,181.604,57.2451,64.9173,80.0,80.0,0.0,0,0.0,-0.0812,0.6353,0.0387,2,2,0
2404.0,76.0,1,1,219.0,239.0,239.0,199.0,125.4472,98.9103,62.7694,115.6601,141.0363,239.0,239.0,338.0,1,0.0,0.4057,0.8567,0.0267,2,4,0
9026.0,284.0,1,1,139.0,139.0,377.0,139.0,638.0384,195.1442,789.0634,173.9864,166.2438,159.0,159.0,0.0,0,159.0,0.1387,0.2257,0.0186,1,1,1
305.0,9.0,0,1,100.0,159.0,159.0,99.0,163.4786,428.7336,71.0282,92.228,89.0421,159.0,159.0,3576.0,0,159.0,0.1774,0.1599,0.0204,9,5,0
9683.0,298.0,0,1,99.0,99.0,198.0,119.0,381.635,300.1666,507.2297,130.1883,47.1301,198.0,99.0,0.0,0,0.0,0.1541,0.4446,0.0293,4,1,0
2961.0,91.0,1,0,259.0,199.0,199.0,239.0,59.5525,230.5781,49.8197,86.0654,98.6471,199.0,199.0,0.0,0,478.0,0.8546,1.0896,0.0178,1,2,0
7776.0,240.0,1,0,99.0,119.0,119.0,179.0,329.5743,293.6018,147.0544,187.4313,174.2362,119.0,119.0,0.0,1,159.0,0.0441,0.1411,0.0114,2,2,1
3210.0,98.0,1,0,259.0,179.0,179.0,279.0,317.3704,249.6127,328.2986,13.5093,17.9513,179.0,179.0,637.0,0,179.0,-0.3204,-0.8904,0.0126,3,5,1
2787.0,85.0,1,0,219.0,239.0,239.0,279.0,93.0336,283.9036,61.9839,37.6198,47.2705,239.0,239.0,0.0,0,0.0,-0.0108,0.0947,0.0217,5,3,1
599.0,19.0,1,0,298.0,179.0,179.0,139.0,89.8012,88.0696,77.1622,16.6208,18.7417,179.0,179.0,0.0,0,179.0,0.1378,0.0738,0.0402,7,2,1
1833.0,57.0,1,1,0.0,99.0,99.0,139.0,118.6781,280.2356,53.7587,70.445,79.4119,139.0,139.0,318.0,0,497.0,0.1628,0.1729,0.0155,4,4,0
7022.0,213.0,1,0,159.0,99.0,99.0,80.0,198.5057,199.9762,133.0338,65.0077,69.0254,99.0,99.0,0.0,0,0.0,0.0703,0.0703,0.0202,2,2,1
7605.0,234.0,1,0,80.0,139.0,139.0,159.0,178.0204,198.7719,229.1724,46.7386,54.722,139.0,139.0,0.0,0,0.0,0.2011,0.1871,0.04,10,1,0
5974.0,178.0,1,0,179.0,259.0,259.0,179.0,480.6376,154.707,478.8194,24.3516,38.6005,259.0,259.0,0.0,0,0.0,-0.0414,0.0651,0.0193,1,7,1
1951.0,61.0,0,1,80.0,179.0,179.0,239.0,202.021,168.087,122.0,87.2425,79.5063,179.0,179.0,0.0,0,0.0,0.1319,0.0169,0.0144,8,6,1
9421.0,292.0,1,0,119.0,159.0,159.0,119.0,144.5554,125.093,255.7851,128.6905,121.5041,159.0,159.0,0.0,0,0.0,0.1096,0.1531,0.0319,2,1,0
6896.0,208.0,1,0,80.0,80.0,80.0,139.0,315.0571,521.6742,247.4773,73.8664,80.604,80.0,80.0,0.0,0,0.0,0.1123,0.6353,0.0387,2,5,0
8791.0,278.0,1,0,99.0,179.0,278.0,159.0,357.5052,258.7441,172.4181,173.2888,105.2438,278.0,139.0,0.0,0,0.0,0.0938,0.2133,0.0371,7,4,1
3332.0,101.0,1,0,219.0,99.0,99.0,99.0,358.8248,192.9696,409.3715,53.7448,58.0452,99.0,99.0,0.0,0,0.0,0.278,0.085,0.0255,8,1,1
8928.0,281.0,1,0,119.0,119.0,119.0,99.0,261.9971,261.5578,346.3019,86.977,76.5,119.0,119.0,0.0,0,0.0,0.1737,0.1327,0.0142,10,1,0
7470.0,227.0,0,0,139.0,278.0,278.0,99.0,153.2123,178.2653,103.2376,59.1714,76.1052,239.0,239.0,1272.0,0,239.0,0.0197,0.2442,0.0228,7,3,1
6767.0,203.0,0,1,159.0,99.0,99.0,80.0,362.1995,112.8051,405.7709,47.5421,50.2195,99.0,99.0,260.0,0,99.0,0.0984,0.0909,0.0102,3,2,1
6681.0,198.0,1,0,139.0,179.0,179.0,99.0,273.3629,0.0,159.7655,133.3042,127.0984,179.0,179.0,0.0,0,0.0,0.1016,0.1016,0.0429,10,4,1
8050.0,250.0,0,1,139.0,99.0,99.0,358.0,332.0636,527.2732,257.3286,79.6634,68.1487,99.0,99.0,0.0,0,0.0,0.0068,0.3408,0.0174,5,5,1
5851.0,174.0,1,0,219.0,219.0,219.0,457.0,59.0085,139.858,24.6982,50.6211,52.6522,219.0,219.0,0.0,0,0.0,0.136,0.2235,0.022,1,7,1
5739.0,169.0,1,0,99.0,80.0,80.0,179.0,112.2553,426.6075,203.5706,113.6354,114.6222,80.0,80.0,0.0,0,0.0,0.3095,0.3095,0.01,10,1,1
4660.0,144.0,0,1,179.0,139.0,338.0,219.0,643.5441,210.0214,782.9336,140.9113,37.7127,338.0,169.0,0.0,0,0.0,-0.1093,-0.0168,0.037,5,1,1
5593.0,166.0,1,1,139.0,199.0,915.0,199.0,178.5175,102.0943,264.282,89.0351,47.0027,278.0,139.0,0.0,0,556.0,0.162,0.162,0.0208,4,1,1
1622.0,49.0,1,0,199.0,199.0,199.0,199.0,59.5525,133.7881,98.7623,37.6464,25.045,199.0,199.0,0.0,1,597.0,0.0936,0.6206,0.0544,2,1,0
2303.0,73.0,0,1,438.0,319.0,319.0,239.0,86.0131,292.6555,102.0196,55.1838,52.1728,319.0,319.0,0.0,0,0.0,1.0497,1.8132,0.0197,8,4,0
7486.0,228.0,1,0,238.0,80.0,80.0,179.0,290.5155,477.584,118.0,175.0007,175.1207,80.0,80.0,0.0,1,80.0,0.1417,0.2522,0.0366,2,1,1
7524.0,229.0,0,1,139.0,100.0,100.0,119.0,516.1095,194.1262,488.1721,33.5261,44.5112,139.0,139.0,377.0,0,0.0,0.0672,0.3627,0.02,4,5,0
7336.0,225.0,1,1,99.0,119.0,218.0,139.0,418.116,249.3657,537.643,148.2228,139.3781,218.0,109.0,219.0,0,278.0,0.2003,0.1113,0.0218,4,1,0
2152.0,69.0,1,0,20.0,279.0,279.0,199.0,178.362,229.2886,272.0662,98.7041,185.1385,279.0,279.0,0.0,1,558.0,0.5989,1.5854,0.081,2,1,1
9626.0,296.0,1,0,80.0,119.0,119.0,119.0,1203.323,1477.6002,180.9447,1177.0136,1177.0825,119.0,119.0,0.0,0,0.0,0.2596,0.1026,0.0133,10,3,1
6150.0,181.0,1,0,219.0,179.0,338.0,219.0,172.8381,136.4441,105.3233,64.1327,37.8847,338.0,169.0,0.0,0,0.0,0.0326,0.2251,0.0396,6,2,1
3983.0,129.0,1,1,0.0,139.0,139.0,199.0,33.0038,114.6571,59.5483,39.538,55.394,159.0,159.0,0.0,0,0.0,0.0376,0.0941,0.0139,6,1,0
4220.0,134.0,0,1,219.0,159.0,438.0,199.0,476.607,115.0848,626.2691,156.9984,138.6001,238.0,238.0,0.0,1,835.0,0.057,0.029,0.0123,3,1,0
5588.0,166.0,1,0,99.0,99.0,99.0,80.0,298.6051,73.2888,301.1063,30.7002,9.8615,99.0,99.0,0.0,0,0.0,0.275,0.162,0.0074,10,7,0
5528.0,165.0,1,0,119.0,159.0,159.0,219.0,213.758,247.767,158.1455,61.5325,57.5587,159.0,159.0,299.0,0,0.0,-0.0055,0.1435,0.0166,6,3,1
838.0,25.0,1,1,239.0,159.0,378.0,437.0,672.0314,320.3268,780.034,108.3421,111.325,378.0,189.0,2962.0,0,0.0,0.0611,0.1771,0.0647,7,1,1
5798.0,171.0,1,0,219.0,99.0,99.0,139.0,313.2112,328.7906,308.365,35.0143,38.8233,99.0,99.0,0.0,0,0.0,0.1165,-0.021,0.01,8,3,0
6303.0,185.0,0,1,199.0,219.0,219.0,80.0,95.1893,577.1449,84.214,19.9249,10.6888,219.0,219.0,0.0,1,0.0,0.196,0.1625,0.0324,1,7,1
8479.0,267.0,1,0,99.0,239.0,239.0,239.0,141.2029,84.0536,174.3932,35.7561,49.6236,239.0,239.0,0.0,0,0.0,0.2242,0.5592,0.0475,7,1,0
5918.0,176.0,1,0,139.0,159.0,159.0,139.0,215.0052,628.7394,161.0124,60.2536,66.6521,159.0,159.0,0.0,0,0.0,0.1121,0.0591,0.0207,2,6,0
4565.0,142.0,1,1,0.0,219.0,219.0,199.0,630.914,225.8462,665.4961,30.6023,23.5053,139.0,139.0,338.0,0,0.0,-0.0303,0.0422,0.01,4,4,1
8106.0,253.0,1,0,199.0,179.0,179.0,159.0,147.5737,112.1751,69.2315,77.1314,83.0241,179.0,179.0,0.0,0,0.0,0.0199,0.1289,0.0329,4,2,0
1682.0,52.0,1,1,119.0,258.0,258.0,119.0,129.3136,98.6116,89.56,46.9574,67.2625,258.0,258.0,0.0,0,0.0,0.1986,0.0766,0.0227,8,2,0
6095.0,180.0,1,0,139.0,258.0,437.0,179.0,147.0459,100.927,219.5723,74.7061,150.1208,437.0,218.5,0.0,0,0.0,0.0921,0.0341,0.0423,4,1,1
6714.0,200.0,1,0,179.0,119.0,119.0,119.0,76.2053,66.2288,113.4637,40.611,44.3001,119.0,119.0,0.0,0,0.0,0.0435,0.1795,0.0264,9,1,1
7755.0,239.0,1,1,139.0,100.0,100.0,139.0,78.2624,228.1847,125.1599,75.8024,67.2681,199.0,199.0,0.0,0,199.0,0.0311,0.1806,0.0284,3,1,0
3143.0,96.0,0,1,120.0,20.0,20.0,399.0,64.7611,138.9361,94.6414,34.2965,34.0147,259.0,259.0,658.0,0,259.0,1.1741,-0.1409,0.0333,2,2,1
29.0,1.0,1,0,139.0,179.0,179.0,159.0,401.0527,713.9009,335.7216,69.3578,47.2149,179.0,179.0,0.0,0,0.0,0.1035,0.1035,0.0234,10,5,0
7911.0,245.0,1,0,119.0,100.0,100.0,139.0,116.5,350.9622,139.0036,22.3215,5.0,100.0,100.0,0.0,0,100.0,0.3593,0.4818,0.0559,3,2,0
2414.0,76.0,0,0,179.0,179.0,179.0,239.0,102.2069,1242.8944,78.7718,27.3542,26.8561,179.0,179.0,0.0,0,0.0,-0.7568,0.7267,0.02,3,6,1
7931.0,246.0,1,1,219.0,119.0,119.0,119.0,173.7023,199.3847,188.2817,70.1178,108.7118,119.0,119.0,0.0,0,119.0,0.1513,0.1678,0.0203,8,1,1
10911.0,336.0,1,0,99.0,199.0,199.0,99.0,75.5149,107.622,20.8087,57.7862,63.1981,199.0,199.0,0.0,0,0.0,0.0535,0.1465,0.017,6,6,1
3597.0,111.0,1,0,199.0,298.0,298.0,80.0,210.535,643.6989,217.297,33.0038,33.8895,298.0,298.0,239.0,0,0.0,0.8115,0.4625,0.0481,5,7,1
8468.0,267.0,1,0,219.0,298.0,298.0,239.0,129.0242,73.0274,75.9539,55.1589,43.0639,298.0,298.0,0.0,0,0.0,0.3002,0.2242,0.0592,2,2,0
833.0,25.0,1,1,179.0,219.0,219.0,139.0,249.2569,102.528,277.065,72.5603,78.5446,219.0,219.0,0.0,0,0.0,0.0966,0.0966,0.0375,4,1,0
501.0,15.0,0,1,139.0,239.0,239.0,219.0,219.4767,96.9459,205.1195,71.9757,153.7636,497.0,248.5,974.0,0,0.0,0.0608,0.0608,0.0526,5,2,0
5674.0,168.0,0,1,199.0,159.0,159.0,219.0,271.914,392.3853,175.0029,94.2669,92.6094,159.0,159.0,0.0,0,0.0,0.102,0.0835,0.0153,4,3,1
3120.0,95.0,1,0,279.0,219.0,219.0,319.0,178.514,98.0778,118.596,69.0018,61.0451,219.0,219.0,0.0,0,0.0,0.4576,0.2006,0.0398,2,2,0
1875.0,58.0,0,1,99.0,99.0,99.0,139.0,225.9657,249.6643,126.0357,97.5833,90.5014,99.0,99.0,0.0,0,0.0,0.1384,0.2394,0.015,7,3,1
5757.0,171.0,1,0,179.0,99.0,99.0,278.0,29.5042,141.718,35.4401,42.1456,34.5145,99.0,99.0,536.0,0,258.0,0.0855,0.122,0.01,1,3,1
6621.0,197.0,1,0,80.0,99.0,198.0,119.0,469.3967,200.8015,500.064,40.3887,62.2896,99.0,99.0,0.0,1,99.0,0.0205,0.1191,0.0186,7,1,0
542.0,17.0,0,1,239.0,139.0,139.0,219.0,300.0417,681.7692,67.1863,226.527,215.168,139.0,139.0,0.0,0,0.0,0.1303,0.2083,0.03,5,6,0
6692.0,200.0,1,0,159.0,80.0,80.0,199.0,123.5658,573.9872,116.709,6.1033,5.1478,80.0,80.0,0.0,0,0.0,0.0621,0.0165,0.0177,1,6,1
1455.0,44.0,1,0,80.0,80.0,80.0,80.0,150.7987,65.7742,139.1761,40.8167,39.2588,80.0,80.0,179.0,1,99.0,0.3776,0.2966,0.0054,10,7,0
1533.0,46.0,1,0,139.0,119.0,278.0,139.0,370.3093,92.5662,479.9021,164.0831,57.5022,278.0,139.0,0.0,0,0.0,0.1926,0.1926,0.0714,9,1,1
662.0,21.0,1,1,179.0,179.0,179.0,199.0,159.3212,181.0028,252.0575,100.4117,87.0704,139.0,139.0,0.0,0,0.0,0.1371,0.2221,0.0129,7,1,0
6775.0,203.0,0,0,119.0,80.0,80.0,99.0,106.3602,249.3842,83.3607,37.8583,32.8976,80.0,80.0,0.0,0,80.0,-0.0161,0.1454,0.0082,4,4,0
10091.0,308.0,1,0,179.0,259.0,259.0,219.0,128.0722,631.6051,53.0848,69.464,90.7317,259.0,259.0,0.0,0,0.0,-0.0573,0.0122,0.0277,5,6,1
7901.0,244.0,1,0,80.0,239.0,239.0,238.0,325.9149,126.5158,414.2511,86.419,85.5716,239.0,239.0,0.0,0,0.0,0.3218,0.3273,0.1074,3,1,1
4661.0,144.0,0,1,199.0,219.0,219.0,259.0,210.0214,216.0208,107.0047,105.5047,85.0529,219.0,219.0,0.0,0,0.0,-0.1608,0.0647,0.0239,5,2,1
1563.0,47.0,1,0,199.0,99.0,198.0,179.0,130.8482,98.0319,23.4094,124.6796,223.014,378.0,189.0,1094.0,0,1312.0,0.0761,0.0841,0.0467,5,2,0
6777.0,203.0,0,1,99.0,119.0,119.0,119.0,172.6101,516.8426,103.3247,77.2528,60.9631,119.0,119.0,0.0,0,0.0,-0.0126,0.2174,0.0122,5,3,1
8450.0,266.0,1,0,99.0,119.0,119.0,219.0,139.4606,258.6238,55.7136,86.9669,98.0319,159.0,159.0,378.0,0,159.0,-0.0193,0.1947,0.0291,5,2,0
3018.0,92.0,1,1,379.0,279.0,279.0,419.0,105.6705,161.6741,139.517,39.5506,50.065,239.0,239.0,0.0,1,0.0,1.5351,0.7876,0.0315,3,3,0
4422.0,136.0,1,1,0.0,179.0,298.0,199.0,462.5595,225.8058,576.2118,108.1573,37.5832,278.0,139.0,0.0,0,358.0,0.1837,0.2667,0.0104,3,1,0
10582.0,324.0,0,0,139.0,119.0,119.0,80.0,152.7195,29.3471,121.3136,38.2426,29.2959,119.0,119.0,0.0,1,0.0,0.1202,0.2447,0.0207,4,6,0
6976.0,212.0,1,1,159.0,99.0,99.0,80.0,112.641,95.5314,144.9724,73.1095,71.9757,99.0,99.0,2845.0,0,0.0,0.2178,0.3783,0.0143,2,1,0
6468.0,191.0,1,0,99.0,100.0,199.0,139.0,182.3897,281.7024,188.7671,51.0906,37.1517,199.0,99.5,0.0,0,0.0,-0.0151,0.6234,0.0426,6,1,1
7055.0,214.0,0,1,99.0,179.0,179.0,139.0,102.8324,92.9005,50.0,60.7454,120.0042,199.0,99.5,854.0,1,199.0,0.1698,0.2243,0.0626,2,4,0
6075.0,179.0,1,0,119.0,99.0,99.0,99.0,114.7661,125.9573,80.0562,31.1849,25.7148,99.0,99.0,0.0,0,0.0,0.3516,0.2081,0.0106,9,2,0
2618.0,78.0,1,1,199.0,279.0,279.0,199.0,177.799,98.1835,294.2006,148.9841,159.3895,199.0,199.0,11655.0,1,4861.0,2.0375,2.0375,0.005,6,2,0
10693.0,328.0,0,0,179.0,199.0,199.0,278.0,166.5751,436.3697,177.5528,23.4307,28.5175,199.0,199.0,0.0,1,199.0,0.0482,0.2587,0.0198,2,4,1
7405.0,226.0,1,0,159.0,179.0,179.0,139.0,271.5,227.0666,221.0362,51.4125,36.4005,179.0,179.0,0.0,0,0.0,-0.0107,0.0293,0.0219,10,5,0
7350.0,225.0,1,0,199.0,179.0,179.0,80.0,199.7261,362.4472,83.006,139.0441,145.6743,179.0,179.0,0.0,0,0.0,0.0528,0.1033,0.0179,6,2,1
1334.0,42.0,1,0,239.0,139.0,139.0,179.0,31.504,172.529,120.0042,71.6415,77.579,239.0,239.0,1034.0,1,478.0,0.0272,0.0767,0.0255,1,1,1
8118.0,253.0,1,0,199.0,99.0,99.0,139.0,99.1476,878.5898,44.1475,53.5397,67.7661,99.0,99.0,0.0,0,0.0,0.1834,0.3684,0.0182,10,6,0
3038.0,93.0,1,0,199.0,239.0,239.0,179.0,177.0664,95.0842,93.1075,91.7824,82.0,239.0,239.0,0.0,0,0.0,0.5216,0.5216,0.0181,1,2,1
3552.0,110.0,1,0,179.0,99.0,99.0,397.0,201.0622,505.6108,58.2151,143.0044,135.7663,99.0,99.0,0.0,0,0.0,0.38,0.439,0.0153,1,4,1
10531.0,321.0,1,0,99.0,99.0,99.0,99.0,198.2524,671.6057,46.6154,181.4635,180.783,80.0,80.0,0.0,1,80.0,-0.0428,0.0417,0.008,1,5,0
1242.0,39.0,1,0,0.0,199.0,199.0,99.0,0.0,87.5914,0.0,46.5027,54.5183,199.0,199.0,0.0,0,0.0,0.0202,0.1592,0.0716,4,1,0
5161.0,156.0,1,0,219.0,139.0,318.0,179.0,647.5,389.7708,768.7971,117.0235,59.808,318.0,159.0,0.0,0,318.0,0.1563,0.1033,0.0658,2,1,1
2920.0,89.0,1,1,120.0,20.0,20.0,179.0,283.5353,102.5,283.0989,32.5576,66.3099,239.0,239.0,0.0,0,0.0,0.7122,0.7562,0.0363,4,2,0
5776.0,171.0,0,1,199.0,159.0,159.0,99.0,279.0112,166.9686,250.002,36.5137,34.6302,159.0,159.0,0.0,0,0.0,-0.007,0.056,0.016,4,8,0
6139.0,181.0,1,0,258.0,219.0,219.0,179.0,158.7844,81.7206,100.1299,52.5856,59.5252,219.0,219.0,0.0,0,0.0,0.1366,0.0811,0.0257,3,3,0
1727.0,54.0,1,0,179.0,199.0,199.0,219.0,36.0555,103.5338,102.3963,65.7647,63.1348,199.0,199.0,0.0,1,398.0,0.1653,0.2758,0.0328,4,4,0
8323.0,259.0,1,0,119.0,119.0,119.0,80.0,295.4526,165.0916,337.0015,40.6356,54.0786,119.0,119.0,557.0,0,0.0,0.0734,0.0734,0.0223,10,2,1
7559.0,231.0,1,0,99.0,179.0,179.0,99.0,189.1144,239.3878,188.3215,3.6056,2.5,179.0,179.0,0.0,0,0.0,0.2927,0.2697,0.03,8,5,0
1504.0,45.0,1,0,258.0,239.0,239.0,318.0,152.618,79.6273,119.0504,46.9814,57.2931,239.0,239.0,9184.0,0,438.0,0.1741,0.1111,0.0377,7,5,0
1469.0,44.0,1,1,139.0,219.0,318.0,139.0,147.7921,98.8863,196.367,53.3526,50.9902,139.0,139.0,0.0,1,1510.0,0.0586,0.1681,0.0093,5,1,0
10281.0,313.0,1,0,80.0,99.0,179.0,99.0,144.7731,304.4011,71.8679,87.4371,75.977,179.0,89.5,0.0,0,0.0,0.2613,0.3438,0.1012,2,3,1
8743.0,277.0,1,0,99.0,239.0,239.0,139.0,213.2985,161.038,303.9161,88.0355,81.2481,239.0,239.0,0.0,0,0.0,0.1468,0.2678,0.0253,7,1,0
5231.0,158.0,1,0,557.0,219.0,219.0,179.0,374.4389,212.5847,250.06,125.3236,131.0153,219.0,219.0,0.0,0,0.0,0.1183,0.1878,0.0389,2,4,1
10087.0,308.0,1,0,139.0,179.0,179.0,179.0,50.1124,130.5996,112.5389,76.5065,62.518,179.0,179.0,0.0,1,179.0,-0.0108,0.0122,0.0192,5,1,1
370.0,11.0,0,1,179.0,179.0,179.0,179.0,244.2478,271.5778,193.0648,51.5606,48.4381,179.0,179.0,0.0,0,358.0,-0.0176,0.0089,0.0165,4,5,1
1765.0,55.0,0,1,219.0,119.0,119.0,80.0,187.2385,508.4958,120.5985,70.3847,70.6629,119.0,119.0,0.0,0,0.0,0.0369,0.2439,0.02,9,3,0
9197.0,288.0,1,0,179.0,139.0,139.0,139.0,103.2727,412.5109,173.2888,76.4003,62.0322,139.0,139.0,0.0,1,139.0,0.1177,0.1107,0.0199,2,1,1
8018.0,249.0,1,1,199.0,219.0,219.0,139.0,108.2647,93.6336,76.243,42.8019,36.3352,219.0,219.0,0.0,0,119.0,0.2813,0.1918,0.0393,6,1,0
2164.0,70.0,1,0,239.0,279.0,279.0,179.0,163.0008,144.105,104.6948,76.787,75.4718,279.0,279.0,0.0,0,0.0,0.4999,0.4999,0.0226,2,5,0
3778.0,120.0,1,0,179.0,139.0,139.0,219.0,111.1227,44.3424,104.8094,45.763,57.1183,139.0,139.0,0.0,0,0.0,0.2893,0.2493,0.0437,9,1,1
5070.0,154.0,0,1,139.0,99.0,99.0,219.0,107.6708,418.7317,23.7697,82.2192,95.3231,99.0,99.0,0.0,0,0.0,0.1523,0.1818,0.0115,4,5,1
