ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
58,178,13,78,39,2,2,79,7,4,43,0,42,0,6,5,40,79,6,3,1,64
72,172,4,115,18,1,1,84,19,6,19,1,47,0,3,3,8,-8,3,2,0,71
91,390,22,194,25,0,0,100,-7,7,25,0,24,-8,0,0,5,-8,4,2,0,86
65,53,2,28,13,0,0,100,-7,7,14,2,21,0,2,2,64,62,5,2,2,58
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
72,139,5,50,37,2,2,95,39,6,42,5,27,0,6,6,12,95,4,3,0,36
73,46,1,123,30,0,0,94,12,6,7,3,12,7,0,0,26,66,9,2,0,55
60,115,4,48,18,1,0,89,1,3,19,4,58,-7,4,4,44,81,4,3,1,88
75,235,13,139,26,1,1,100,-7,6,44,0,35,-7,0,0,13,-8,2,1,0,57
71,124,6,64,25,0,0,96,-7,5,27,2,19,-7,1,1,49,-8,5,1,1,50
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
82,306,17,71,7,0,0,100,-7,7,21,0,43,5,0,0,39,-8,2,1,0,75
84,130,11,61,14,0,0,100,-7,7,14,2,43,0,1,1,0,61,2,2,0,67
65,177,17,96,6,0,0,43,5,4,7,0,57,-7,1,1,31,76,1,2,-8,100
50,239,10,76,21,4,3,72,2,0,9,2,36,0,2,2,58,94,5,3,0,80
72,84,5,39,18,1,1,100,-7,7,10,3,37,-7,4,4,7,14,3,2,1,50
66,109,7,52,3,2,2,80,-8,6,5,1,40,0,4,4,-8,-8,-8,1,-8,100
85,186,18,75,23,0,0,100,-7,7,25,0,32,2,1,1,1,-8,2,2,1,57
59,227,4,67,26,3,2,89,18,6,29,4,18,0,2,2,44,47,11,2,2,65
64,329,11,102,36,2,2,100,-7,6,38,3,34,0,3,3,3,-8,2,2,0,33
75,98,2,54,21,0,0,100,-7,7,24,1,13,0,1,1,36,-8,7,1,1,67
59,139,3,67,27,1,1,100,-7,0,28,2,7,0,0,0,39,-8,5,-8,1,50
83,-8,7,84,14,0,0,100,-7,7,0,1,14,0,1,1,27,-8,3,1,0,57
86,167,8,79,25,0,0,100,-7,7,27,2,37,14,0,0,5,61,3,1,0,67
74,312,1,73,29,0,0,97,-8,6,30,4,17,0,3,3,14,87,3,1,1,27
79,120,1,51,28,0,0,97,-8,6,29,3,45,-7,5,5,27,96,2,3,0,71
85,425,8,109,36,0,0,100,-7,7,35,1,14,4,1,1,5,-8,3,1,0,36
76,320,5,151,26,0,0,96,12,6,24,3,38,4,1,1,23,16,6,2,0,75
61,195,9,88,19,0,0,95,2,4,20,1,32,1,1,1,59,91,3,2,2,67
80,88,8,48,16,0,0,100,-7,7,16,2,25,-7,0,0,3,-8,2,1,0,38
77,324,7,85,26,0,0,100,-7,7,26,3,38,0,0,0,16,65,4,4,0,59
83,339,12,87,11,0,0,100,-7,7,12,0,45,21,0,0,58,43,3,2,1,83
88,210,2,103,25,0,0,100,-7,7,26,1,31,0,0,0,27,-8,1,1,0,25
55,97,15,56,6,2,0,40,7,4,10,0,20,0,2,2,38,-8,4,-8,1,67
89,179,5,77,22,0,0,100,-7,7,22,1,41,-7,0,0,1,95,1,3,0,80
85,282,17,89,13,0,0,100,-7,7,13,0,46,23,0,0,16,53,3,2,1,71
88,280,5,127,37,0,0,100,-7,7,39,2,34,3,2,1,6,94,2,3,0,38
81,169,7,84,30,0,0,100,-7,7,31,1,32,-7,0,0,3,95,2,3,0,36
75,176,7,97,32,0,0,100,-7,7,34,3,21,-7,0,0,17,67,9,2,1,67
56,77,4,41,24,0,0,92,5,4,24,2,38,0,6,6,57,90,9,3,2,86
71,205,17,92,39,0,0,100,-7,7,41,0,25,7,0,0,47,-8,8,4,5,57
83,375,18,143,13,0,0,92,35,6,13,0,15,-8,0,0,6,-8,1,-8,0,33
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60,439,12,185,17,0,0,74,11,4,19,0,21,0,2,2,80,77,6,1,4,80
89,286,26,111,19,0,0,100,-7,7,19,0,47,-8,0,0,6,49,1,3,0,63
79,375,23,96,28,0,0,100,-7,7,28,0,18,-7,1,1,31,76,5,2,1,44
56,34,15,27,2,2,2,67,38,6,3,0,100,-7,0,0,-8,47,-8,2,-8,100
76,188,4,89,28,0,0,100,-7,7,31,2,32,20,0,0,37,81,3,3,1,60
62,214,13,93,23,1,1,88,5,4,24,0,25,0,0,0,75,-8,10,2,5,71
54,232,2,91,19,0,0,70,2,4,23,3,48,0,1,1,97,36,6,3,0,90
87,254,31,106,14,0,0,100,-7,7,14,0,43,0,2,2,5,-8,2,2,0,44
64,185,2,109,15,2,1,78,55,6,18,3,33,0,4,4,24,80,3,1,0,57
76,136,1,57,20,0,0,100,-7,7,21,2,33,0,0,0,44,-8,5,1,1,60
61,49,19,29,4,1,1,75,7,4,4,0,75,0,1,0,56,64,1,2,0,100
68,-8,4,32,7,1,1,100,-7,6,7,3,43,-7,1,1,16,74,3,3,1,86
56,89,6,38,26,1,0,93,4,3,27,2,26,11,0,0,49,60,9,4,1,94
62,137,23,90,13,0,0,71,7,4,14,0,7,0,1,1,44,-8,4,-8,3,67
66,138,30,83,12,0,0,92,3,4,13,0,31,0,0,0,23,-8,4,1,0,83
82,89,14,47,24,0,0,100,-7,6,24,0,29,2,1,1,7,31,1,2,0,20
88,199,9,83,17,0,0,100,-7,7,17,1,24,-7,0,0,0,70,0,2,0,50
63,197,15,91,39,0,0,98,18,6,40,0,30,0,2,2,58,22,8,2,3,56
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
73,133,0,58,2,1,1,100,-7,6,3,4,20,-7,9,9,18,-8,3,-8,0,75
56,6,4,5,2,0,0,100,-7,7,2,2,50,0,11,11,135,-8,1,1,1,100
74,369,6,80,19,1,1,95,17,6,19,2,5,-7,0,0,21,-8,6,-8,0,67
69,207,1,79,21,2,2,100,-7,6,22,3,73,1,1,1,30,69,1,3,1,57
88,141,10,79,14,0,0,100,-7,7,15,1,14,-7,0,0,3,-8,3,1,0,57
86,348,43,170,11,0,0,100,-7,7,11,0,18,0,1,1,23,-8,4,1,0,63
83,254,9,96,27,1,1,96,72,6,28,1,18,0,1,1,10,33,6,2,0,60
84,169,34,95,17,0,0,100,-7,7,17,0,35,0,1,1,31,-8,2,1,0,50
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,140,7,33,5,1,1,100,-7,6,3,3,0,1,1,1,4,-8,3,-8,0,60
84,170,25,87,10,0,0,100,-7,7,10,0,50,0,2,2,10,-8,2,-8,0,67
60,153,3,72,14,1,1,56,8,4,16,1,31,8,0,0,33,-8,4,1,2,71
76,179,7,91,22,0,0,100,-7,7,45,1,45,-7,0,0,40,88,4,2,1,78
73,112,8,50,22,0,0,100,-7,7,25,1,29,0,0,0,39,-8,7,2,1,64
56,158,2,55,31,0,0,82,2,4,33,5,58,0,9,9,0,96,1,4,1,78
79,200,20,90,33,1,1,97,56,5,38,0,29,23,0,0,6,-8,2,1,0,60
83,344,6,130,65,1,0,95,18,6,68,3,18,6,0,0,4,21,5,3,0,31
61,141,33,80,17,2,0,86,2,4,21,0,71,-7,1,1,51,45,2,3,0,100
75,99,5,56,38,0,0,100,-7,7,40,3,55,0,1,1,41,76,6,3,0,75
69,151,32,84,14,1,1,93,3,1,15,0,40,-8,1,0,1,21,1,2,0,75
62,250,2,91,15,2,2,72,7,4,33,1,44,-7,0,0,62,-8,3,1,1,80
63,208,3,42,8,0,0,100,-7,7,8,3,88,0,3,2,165,92,1,4,-8,100
83,361,8,94,25,0,0,96,63,6,26,2,27,0,0,0,11,61,3,2,0,42
74,371,6,79,40,0,0,100,-7,7,43,4,23,0,0,0,28,13,6,2,2,47
76,220,2,70,28,0,0,100,-7,7,31,3,52,18,0,0,23,99,4,2,1,88
60,342,2,77,29,4,0,72,25,5,36,4,58,0,1,1,47,88,3,4,1,88
58,230,4,70,14,2,2,82,4,4,17,1,47,1,2,2,44,83,4,2,1,86
86,-8,16,45,8,0,0,100,-7,7,0,0,25,-8,0,0,4,-8,2,1,-8,60
65,141,3,59,44,0,0,95,54,5,44,5,50,0,4,4,51,67,5,2,3,64
69,153,10,62,8,0,0,75,11,4,8,1,50,0,0,0,51,83,2,2,1,80
84,397,71,199,8,0,0,88,65,6,8,0,13,0,0,0,0,-8,0,-8,-8,50
76,78,8,44,19,0,0,100,-7,7,11,3,42,-7,1,1,17,94,5,2,0,78
65,33,2,13,6,0,0,100,-7,7,7,3,43,-7,3,3,7,-8,2,2,0,83
57,187,20,101,7,1,0,60,1,4,10,0,40,0,0,0,75,62,3,2,1,100
65,123,2,53,29,4,1,83,11,4,36,2,33,-7,0,0,15,-8,5,-8,0,50
67,171,7,23,23,0,0,100,-7,7,23,4,13,-7,1,1,65,92,12,2,4,79
72,103,4,44,23,0,0,100,-7,7,24,1,33,0,0,0,33,39,5,2,1,70
89,414,7,203,15,0,0,100,-7,7,15,3,7,7,0,0,1,-8,3,1,0,45
89,324,10,95,18,0,0,100,-7,7,18,1,17,14,0,0,2,78,3,2,0,83
65,196,1,60,21,0,0,100,-7,7,28,3,21,1,3,3,70,86,10,4,5,93
65,-8,6,48,14,2,0,76,12,6,0,3,59,-7,5,3,16,67,2,6,0,90
70,182,29,94,25,0,0,96,20,6,25,0,24,0,1,1,33,6,3,2,1,36
61,79,4,36,19,0,0,95,5,4,19,3,26,0,6,6,31,86,5,3,1,62
68,224,2,70,23,0,0,96,1,4,25,3,52,0,3,3,44,74,5,3,1,67
69,181,7,98,21,0,0,100,-7,7,37,1,33,21,0,0,84,94,7,2,4,91
59,81,6,41,27,5,5,100,-7,0,27,2,44,1,4,4,49,73,6,4,2,71
66,292,1,61,28,0,0,100,-7,7,29,6,21,0,0,0,82,67,16,3,4,95
65,115,8,55,7,2,2,78,67,5,9,1,56,-7,0,0,78,77,2,1,1,75
87,-8,27,96,16,0,0,100,-7,7,0,0,19,0,2,2,0,-8,3,1,0,50
67,240,10,106,11,1,0,92,4,3,13,1,31,2,1,1,0,-8,1,-8,0,40
69,148,4,66,41,0,0,100,-7,7,41,4,10,-7,1,1,32,60,7,3,1,50
65,118,2,49,24,0,0,96,-8,6,25,6,40,0,2,2,28,84,4,4,1,62
70,321,11,67,13,2,2,82,71,6,17,1,53,0,4,4,50,80,3,5,0,90
73,131,2,48,27,0,0,100,-7,7,30,4,37,0,2,2,38,25,7,2,2,53
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
65,53,4,27,16,0,0,100,-7,7,16,5,44,0,2,2,73,79,5,4,2,100
84,239,6,63,25,0,0,100,-7,7,27,4,37,0,5,5,7,-8,2,-8,0,20
76,125,8,67,11,0,0,100,-7,7,12,2,42,-7,2,2,59,-8,2,1,0,100
66,28,5,13,5,1,1,100,-7,6,7,5,71,0,1,1,5,95,1,5,0,86
79,543,1,65,15,0,0,100,-7,7,18,6,29,10,0,0,46,97,6,2,0,73
64,98,4,49,10,0,0,90,45,6,10,4,30,0,1,1,83,-8,4,1,3,63
69,361,8,96,26,1,0,89,1,4,28,1,29,-7,0,0,29,57,5,3,0,64
90,238,12,103,16,0,0,100,-7,7,16,0,25,0,0,0,1,-8,1,1,0,33
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
58,107,16,45,13,1,1,79,3,4,13,0,21,-7,1,1,42,55,4,2,0,55
59,240,8,78,19,0,0,85,7,4,20,1,45,7,0,0,53,67,5,3,3,89
63,121,0,58,15,1,0,89,62,6,18,4,50,0,4,4,74,100,6,6,2,100
85,324,20,143,21,0,0,100,-7,7,21,0,33,-8,0,0,10,-8,4,1,0,70
60,313,2,78,27,4,1,76,9,4,33,4,36,0,5,5,42,30,6,2,1,73
73,136,6,51,15,0,0,100,-7,7,16,3,38,1,3,3,31,-8,3,1,1,50
77,254,8,39,25,0,0,96,67,6,16,3,4,7,0,0,1,-8,4,-8,1,19
66,43,4,24,21,0,0,100,-7,7,21,5,33,0,5,5,37,83,4,2,1,58
79,243,15,106,19,0,0,95,12,6,19,0,53,3,2,2,22,40,3,5,0,82
61,395,30,103,8,0,0,73,2,4,11,0,18,-8,0,0,79,-8,5,-8,2,100
63,76,9,31,4,1,1,80,49,6,5,1,20,0,1,1,84,-8,4,-8,3,100
81,198,8,74,32,0,0,100,-7,6,33,1,64,15,0,0,17,38,3,2,0,63
76,146,12,54,13,0,0,100,-7,7,14,0,36,0,0,0,48,49,2,3,0,100
76,151,5,107,18,0,0,100,-7,7,1,3,28,-7,1,1,47,92,6,3,0,75
82,258,22,104,7,0,0,100,-7,7,7,0,43,0,0,0,60,63,2,1,0,100
88,218,54,162,9,0,0,100,-7,7,9,0,44,2,1,1,-8,-8,-8,1,-8,50
71,193,37,105,9,0,0,78,11,4,9,0,44,-8,0,0,39,12,2,2,0,67
75,407,11,109,30,0,0,97,18,6,31,1,23,0,4,4,22,-8,4,1,1,42
86,186,0,102,12,0,0,100,-7,7,14,1,50,-8,0,0,37,-8,3,1,0,80
77,212,13,80,18,0,0,100,-7,7,27,0,28,0,2,2,36,-8,8,1,1,91
66,204,8,69,11,1,0,83,10,4,12,2,75,0,0,0,0,92,0,3,0,80
68,343,1,96,40,1,1,90,39,6,43,3,37,0,11,11,75,58,8,6,4,71
79,140,15,70,24,1,0,96,18,6,25,0,32,0,3,1,0,74,0,2,0,22
62,166,1,48,43,0,0,100,-7,7,44,6,41,0,10,10,55,84,6,4,5,59
75,407,1,90,27,1,0,94,18,6,31,3,16,0,1,1,3,-8,8,2,0,59
71,211,2,74,28,0,0,93,4,4,30,4,20,3,2,2,12,82,7,2,0,60
72,226,13,83,33,1,1,97,-7,6,37,0,47,0,3,3,1,78,3,5,1,80
58,38,3,19,13,1,1,93,15,6,14,5,64,0,1,1,82,91,2,5,1,100
79,87,1,50,10,0,0,100,-7,7,11,1,82,3,1,1,-8,30,1,3,-8,100
64,-8,2,40,27,0,0,100,-7,7,30,6,7,-7,5,5,32,-8,7,1,3,47
92,152,15,154,14,0,0,100,-7,7,15,0,47,-7,0,0,7,79,2,2,0,80
74,52,5,26,16,0,0,100,-7,7,16,2,19,0,1,1,45,56,3,2,0,56
85,175,42,109,21,0,0,100,-7,7,23,0,35,0,0,0,19,-8,2,1,0,75
57,137,52,80,3,2,2,33,-7,5,3,0,100,-7,0,0,-8,82,-8,2,-8,100
78,211,16,86,27,0,0,100,-7,7,27,0,22,-7,5,5,11,30,3,2,0,71
68,115,12,59,15,0,0,93,4,4,15,0,53,0,4,4,39,22,2,2,0,67
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,-8,4,55,18,1,0,89,11,4,0,2,37,-7,2,2,28,75,2,3,0,71
89,209,1,96,22,0,0,100,-7,7,26,3,38,5,1,1,18,59,2,3,0,71
74,315,2,98,28,0,0,97,2,4,31,4,32,0,2,2,9,35,4,3,1,50
76,368,6,80,31,0,0,100,-7,7,32,3,16,0,0,0,21,50,8,2,2,65
71,-8,9,46,15,0,0,88,21,6,16,3,44,8,0,0,32,89,3,2,0,63
65,144,13,84,9,0,0,73,54,6,11,0,18,0,0,0,78,-8,7,1,2,89
78,253,7,71,24,0,0,100,-7,7,52,3,52,-7,0,0,47,61,3,4,1,70
73,74,27,48,3,0,0,100,-7,7,3,0,100,0,2,2,-8,98,-8,1,-8,100
55,18,1,8,4,0,0,100,-7,7,5,4,40,0,4,4,93,89,3,2,-8,100
64,244,8,78,43,0,0,100,-7,7,44,4,25,0,6,6,88,-8,13,4,6,86
80,220,28,79,25,0,0,100,-7,7,29,0,41,16,0,0,51,49,4,5,1,69
70,300,2,68,33,0,0,94,13,6,34,1,26,0,2,1,4,69,5,5,4,69
61,186,2,64,24,1,0,79,19,6,29,5,45,0,1,1,49,90,4,1,1,83
89,408,4,108,28,0,0,100,-7,7,30,2,20,0,1,1,10,66,4,2,0,55
79,138,16,71,19,0,0,95,-8,6,19,0,42,0,0,0,17,92,2,3,1,71
77,177,12,75,7,1,1,89,19,6,9,0,22,-7,2,2,1,-8,1,-8,0,25
85,156,4,66,27,0,0,100,-7,7,28,2,39,13,0,0,2,88,4,3,1,80
91,450,29,196,12,0,0,100,-7,7,12,0,8,-8,0,0,6,-8,2,-8,0,67
71,185,4,61,38,0,0,100,-7,7,23,3,34,5,1,1,32,71,7,4,0,65
69,84,4,97,12,0,0,71,28,6,3,2,21,-7,1,1,54,-8,3,1,2,56
72,154,2,76,47,0,0,100,-7,7,12,3,13,3,2,2,20,-8,9,4,1,48
76,397,2,106,22,0,0,91,11,6,23,1,13,9,0,0,17,-8,7,1,0,50
78,149,5,57,22,0,0,100,-7,7,22,3,27,0,1,1,16,96,4,3,0,73
73,183,6,90,19,1,1,100,-7,7,19,1,32,-7,0,0,6,52,1,2,0,50
83,127,4,60,18,0,0,100,-7,7,18,5,44,3,1,1,8,81,1,3,-8,83
81,198,3,92,20,0,0,100,-7,7,20,1,30,0,2,2,34,76,2,4,0,60
81,302,23,145,9,1,0,90,53,6,10,0,30,21,0,0,1,75,2,2,0,80
70,184,5,82,20,4,4,79,44,6,24,2,46,4,3,3,35,-8,2,2,-8,83
68,385,21,83,20,1,1,95,12,6,22,0,36,10,0,0,56,-8,6,2,2,80
80,368,10,111,25,0,0,96,-8,6,28,1,11,0,0,0,31,-8,3,1,2,44
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
73,237,4,100,39,0,0,95,62,6,40,2,58,4,1,1,56,89,4,2,1,60
75,183,18,92,21,0,0,100,-7,7,22,0,27,0,0,0,88,91,9,3,5,93
80,112,1,57,24,0,0,100,-7,7,25,4,16,13,0,0,11,95,3,2,0,31
88,267,4,79,19,0,0,100,-7,7,19,1,0,0,1,1,5,-8,4,-8,0,29
89,-8,6,61,10,0,0,100,-7,7,10,2,50,-7,1,1,2,64,2,2,0,67
86,276,7,77,18,0,0,100,-7,7,18,2,28,-8,0,0,7,88,4,2,0,60
72,56,7,34,8,0,0,88,32,6,8,1,38,0,2,1,8,-8,2,1,-8,100
76,112,2,54,19,0,0,90,71,6,20,3,40,8,0,0,15,83,4,2,0,67
76,66,2,31,5,0,0,100,-7,7,7,3,0,0,1,1,47,-8,3,-8,2,100
59,333,3,94,23,1,0,67,3,4,24,2,21,0,1,1,11,-8,5,1,2,43
79,190,10,92,20,1,0,91,6,4,22,2,36,0,1,1,7,39,7,6,0,87
65,521,10,159,36,0,0,90,3,4,39,1,41,0,0,0,19,85,7,2,0,64
88,153,33,92,13,0,0,100,-7,7,14,0,7,0,0,0,1,-8,1,-8,0,25
57,81,6,41,22,0,0,95,12,5,22,3,59,-7,1,1,100,61,7,6,5,93
64,94,3,59,45,0,0,100,-7,7,49,5,21,0,8,8,37,-8,12,2,4,67
78,173,21,93,25,0,0,92,7,4,26,0,35,16,0,0,4,34,4,2,0,44
66,99,6,58,25,1,0,85,21,5,26,1,62,0,0,0,49,47,3,4,2,64
71,149,3,63,27,0,0,96,-8,6,28,2,36,0,1,1,41,97,7,1,2,73
86,266,3,95,12,0,0,100,-7,7,13,3,15,0,0,0,22,-8,3,-8,0,43
56,44,2,24,12,3,2,88,11,4,17,4,29,0,11,11,9,96,1,3,1,33
56,202,17,104,17,2,1,68,2,1,19,0,11,0,3,3,59,-8,6,1,3,58
68,15,13,14,3,0,0,100,-7,7,3,0,100,0,2,2,-8,72,-8,2,-8,100
78,215,4,88,22,1,0,88,1,4,26,2,20,5,0,0,3,-8,3,-8,0,33
63,363,13,138,21,0,0,88,1,4,24,0,25,0,0,0,52,53,7,1,3,73
73,188,4,83,31,0,0,100,-7,7,32,2,42,7,1,0,37,85,2,4,2,75
81,334,16,104,18,0,0,100,-7,7,19,0,68,9,0,0,29,34,3,3,0,86
81,146,16,63,3,0,0,100,-7,7,3,0,67,0,1,0,-8,86,-8,2,-8,100
55,174,19,86,9,1,0,70,2,3,10,0,20,0,0,0,50,75,3,1,3,57
67,210,36,91,24,1,0,80,21,6,25,0,32,0,2,2,75,7,3,4,2,70
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
71,178,2,68,47,1,1,98,8,4,62,2,6,0,6,5,7,-8,5,1,0,40
69,215,15,89,24,0,0,96,4,4,24,0,33,0,3,3,42,-8,2,1,1,38
65,155,1,89,6,1,0,78,8,4,9,1,33,0,4,4,50,74,1,3,0,67
80,192,7,72,22,0,0,100,-7,6,23,2,39,0,1,1,13,96,2,3,1,63
68,152,12,71,44,1,1,96,21,6,48,0,21,-7,0,0,14,16,5,2,0,64
75,224,19,97,21,0,0,100,-7,7,21,0,33,-7,0,0,57,49,2,2,2,36
78,73,19,46,7,0,0,100,-7,7,7,0,43,19,0,0,-8,-8,-8,1,-8,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
69,200,2,73,20,2,1,92,4,3,24,2,38,0,5,5,2,-8,6,1,0,64
88,272,29,137,5,0,0,100,-7,7,5,0,20,-7,1,1,3,-8,1,-8,0,33
69,180,23,92,25,0,0,92,8,6,29,0,16,6,0,0,12,59,4,2,1,70
69,194,3,43,18,0,0,100,-7,7,18,7,44,3,2,2,68,-8,6,2,2,67
77,215,3,80,17,0,0,89,22,6,18,2,11,0,4,4,2,-8,3,1,0,33
71,146,4,52,17,1,1,89,14,6,46,3,22,-7,2,2,33,92,4,2,1,86
73,270,9,86,16,0,0,75,17,5,16,1,25,3,2,2,10,6,5,1,0,67
62,298,16,62,30,1,1,97,21,6,53,0,32,-7,2,1,70,56,8,3,3,79
89,199,10,90,24,0,0,100,-7,7,26,1,62,18,0,0,5,33,2,4,1,75
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
64,345,4,111,34,0,0,94,2,4,34,3,18,9,0,0,53,-8,10,1,1,69
84,184,32,97,25,0,0,96,45,6,25,0,32,-7,0,0,0,-8,0,1,-8,33
79,199,7,121,18,0,0,100,-7,7,51,1,11,0,1,1,21,15,5,1,1,75
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
88,209,19,71,5,0,0,100,-7,7,5,0,40,0,0,0,0,72,0,1,-8,50
63,307,2,85,35,0,0,95,22,6,38,3,24,0,3,3,38,-8,5,1,2,50
84,186,2,79,14,0,0,100,-7,7,16,3,75,0,4,4,25,-8,1,2,0,75
66,210,5,74,31,1,1,97,-8,6,34,3,67,0,1,1,30,90,3,2,0,56
64,254,2,95,75,2,1,95,4,4,82,2,67,-7,2,2,21,55,5,15,3,77
62,60,5,20,9,2,1,90,46,6,10,3,40,4,2,2,53,73,5,4,2,90
68,87,4,44,20,0,0,85,18,6,20,3,20,0,4,4,24,-8,8,2,0,77
80,135,24,98,18,0,0,94,18,6,16,0,44,2,1,1,6,-8,4,1,0,71
71,-8,4,43,15,0,0,93,44,6,15,1,53,-7,2,2,44,89,3,3,0,75
78,179,4,69,32,0,0,100,-7,7,32,4,44,3,2,2,7,2,2,6,0,63
55,186,6,96,42,4,2,84,4,0,45,1,11,-7,4,4,30,-8,7,-8,0,44
70,184,3,40,15,0,0,87,19,6,17,4,53,3,3,3,22,97,2,2,0,50
76,242,5,104,16,1,0,94,55,6,24,1,18,-7,1,1,54,13,4,3,1,78
69,180,2,99,27,0,0,100,-7,7,19,1,20,2,3,3,81,-8,5,1,3,78
68,70,1,37,29,0,0,100,-7,7,30,3,57,0,3,3,33,30,9,2,1,85
63,194,8,67,18,4,4,71,16,6,21,2,33,0,1,1,9,-8,1,1,0,25
63,239,8,87,17,3,2,94,36,5,18,3,39,-7,0,0,61,87,3,3,1,75
83,-8,9,88,31,0,0,94,14,6,0,2,22,1,1,1,6,100,3,2,0,63
62,137,6,53,24,2,0,85,14,6,27,7,59,0,2,0,27,88,5,6,0,79
87,178,9,91,11,0,0,91,13,6,4,1,18,0,2,2,0,-8,1,-8,0,50
76,121,8,53,25,0,0,100,-7,7,25,3,48,8,0,0,22,75,3,3,0,67
85,261,12,110,19,0,0,95,63,6,19,0,21,0,0,0,0,82,1,2,0,25
68,244,5,84,20,2,1,86,51,6,21,3,29,8,0,0,84,-8,4,1,3,56
59,117,3,98,14,1,1,87,3,4,15,2,53,-7,1,1,4,97,2,2,0,100
73,69,24,42,7,0,0,100,-7,7,7,0,14,-7,1,0,54,37,5,1,1,86
67,101,10,45,24,0,0,100,-7,7,25,1,38,0,4,4,24,67,3,3,2,43
67,159,6,96,8,1,1,89,-8,6,9,2,22,0,10,10,77,-8,5,-8,0,71
70,-8,4,124,25,2,2,96,76,6,0,2,32,-7,3,3,19,-8,5,1,1,54
84,311,10,85,26,0,0,100,-7,7,26,1,31,0,0,0,8,23,3,2,0,36
88,354,17,117,21,0,0,100,-7,7,21,0,62,-7,0,0,15,-8,2,3,0,71
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
74,-8,9,50,15,0,0,100,-7,7,0,2,60,-7,0,0,45,84,4,3,1,88
54,184,3,101,42,0,0,88,4,4,43,4,51,0,1,1,64,83,8,3,3,93
86,219,4,79,19,0,0,95,-8,6,19,1,32,-7,2,2,2,-8,1,-8,0,14
56,140,9,69,16,1,1,94,1,4,18,1,47,0,0,0,66,66,3,2,2,71
74,97,7,55,15,0,0,87,9,4,15,1,67,0,1,1,0,0,1,2,1,75
86,29,20,65,11,0,0,100,-7,7,1,0,36,20,0,0,0,49,0,2,0,25
68,147,27,61,17,0,0,78,14,6,18,0,39,0,1,1,28,57,3,2,1,63
75,381,15,108,20,0,0,95,14,6,20,0,45,1,2,2,32,64,6,4,3,77
82,159,14,72,28,0,0,100,-7,7,28,0,14,0,0,0,13,-8,5,1,0,40
85,124,2,44,3,0,0,100,-7,7,4,2,25,4,1,1,0,100,0,1,-8,50
83,187,3,80,29,0,0,100,-7,7,30,1,33,12,1,1,13,-8,3,1,2,50
74,99,2,47,15,0,0,81,17,6,16,2,50,-7,0,0,0,75,0,2,0,33
63,137,5,70,10,4,4,92,6,0,13,1,75,-7,1,1,68,90,1,3,0,100
56,23,7,15,6,0,0,100,-7,7,6,2,33,0,11,11,95,-8,3,1,1,100
80,415,10,129,20,0,0,90,5,4,20,1,20,-8,0,0,8,84,1,1,0,50
