ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
65,67,24,36,5,1,1,100,-7,7,5,0,80,-7,0,0,99,-8,1,1,-8,100
48,151,9,101,50,1,1,83,3,0,8,3,48,1,2,2,74,75,17,7,6,89
79,128,4,49,52,0,0,100,-7,6,54,5,72,2,5,5,9,74,2,12,0,74
71,106,8,56,30,0,0,93,7,4,30,2,30,3,1,1,11,-8,4,1,0,45
79,187,2,64,24,0,0,92,39,6,63,2,32,1,6,5,7,-8,3,1,0,40
64,105,3,40,21,0,0,100,-7,7,21,8,43,0,12,12,82,116,1,8,1,83
77,154,2,71,27,0,0,100,-7,7,28,2,29,0,0,0,39,66,5,3,0,62
78,161,6,70,18,0,0,90,14,6,20,1,30,0,0,0,1,67,3,3,0,64
78,108,4,47,14,0,0,100,-7,7,14,2,36,3,1,1,47,-8,2,1,1,75
86,268,6,87,25,0,0,96,36,6,27,1,20,0,2,2,0,-8,1,-8,0,13
86,256,20,194,20,0,0,100,-7,7,25,0,40,-7,0,0,0,63,0,1,0,25
69,100,8,43,12,0,0,100,-7,7,13,3,33,0,2,2,47,92,4,2,2,86
64,120,3,44,2,1,1,67,74,6,3,2,0,0,2,2,44,-8,2,-8,1,100
57,129,29,74,12,17,16,30,6,1,30,0,73,-7,0,0,26,47,2,9,0,92
68,126,4,60,13,2,2,87,32,6,15,2,73,-7,8,8,56,85,1,5,0,100
68,133,10,66,13,0,0,85,0,4,13,1,69,0,0,0,29,75,1,1,0,100
79,70,1,66,20,1,0,96,30,6,14,2,17,-7,0,0,10,-8,1,1,1,25
58,214,20,122,6,3,2,54,2,3,13,0,62,-7,0,0,11,60,3,2,0,83
78,125,4,97,16,0,0,94,67,6,9,1,19,-7,0,0,36,17,6,2,1,80
76,207,21,88,16,0,0,94,30,6,17,0,59,-7,0,0,17,5,1,2,0,100
70,150,22,91,20,1,1,81,7,4,22,0,18,1,1,1,15,-8,2,1,0,38
77,155,20,94,13,0,0,100,-7,7,15,0,53,0,0,0,42,55,3,1,0,50
72,186,4,83,22,1,1,80,12,6,26,1,16,4,1,1,68,27,4,2,2,50
72,132,2,65,25,0,0,100,-7,7,26,3,42,2,3,3,40,70,5,3,2,73
64,277,6,94,26,0,0,71,3,4,28,1,54,5,0,0,52,77,5,4,1,82
72,254,24,87,20,1,1,100,-7,6,21,0,38,5,0,0,42,9,4,2,2,67
89,320,26,139,9,0,0,100,-7,7,9,0,11,1,1,1,1,-8,2,-8,0,40
75,40,8,94,12,0,0,83,6,4,9,1,8,-7,2,2,3,-8,2,-8,0,50
85,322,3,90,39,0,0,100,-7,7,39,1,10,0,0,0,7,-8,4,1,0,42
67,155,1,117,22,0,0,92,2,4,24,2,58,-7,2,2,67,80,2,4,-8,100
69,216,35,100,12,0,0,92,26,6,14,0,42,0,2,2,57,-8,3,2,2,100
68,327,2,94,32,0,0,97,59,6,12,1,19,5,1,1,62,59,9,2,2,63
59,27,1,13,14,0,0,100,-7,7,15,8,40,-7,1,1,49,71,8,2,1,91
59,114,11,47,20,0,0,86,3,4,22,1,55,0,1,0,69,91,4,5,1,90
71,84,0,38,21,0,0,96,28,6,25,3,16,9,0,0,35,84,4,3,2,67
67,187,0,89,47,2,1,87,12,6,55,4,13,0,2,1,30,43,13,3,3,55
76,94,2,49,25,0,0,100,-7,7,30,5,33,-7,4,4,20,81,2,4,0,40
65,80,11,53,12,1,1,85,21,6,14,1,38,13,0,0,0,85,0,2,-8,67
91,395,30,133,13,0,0,100,-7,7,13,0,15,-7,0,0,4,-8,2,1,0,33
62,116,9,70,15,6,4,65,23,6,20,1,25,-7,4,4,8,60,2,2,0,67
86,217,29,116,21,0,0,100,-7,7,19,0,14,-8,0,0,20,46,4,1,0,71
62,141,9,67,28,1,0,97,50,6,30,3,43,0,0,0,84,89,4,4,2,89
91,359,62,188,11,0,0,100,-7,7,11,0,18,-7,0,0,5,-8,3,1,0,67
69,61,8,80,24,0,0,100,-7,7,8,2,4,-7,7,7,29,64,8,1,3,56
82,257,3,108,45,0,0,100,-7,7,46,3,28,-7,1,1,3,100,2,3,0,46
82,180,37,106,16,0,0,94,35,6,16,0,13,0,2,2,3,-8,2,1,0,38
62,242,14,106,15,2,2,56,6,4,7,0,28,-7,0,0,67,-8,5,2,1,78
86,423,10,103,29,0,0,100,-7,7,20,1,16,0,1,1,10,56,7,3,0,50
80,207,8,92,18,0,0,100,-7,7,18,1,50,9,0,0,28,75,3,3,1,60
87,236,2,74,20,0,0,100,-7,7,21,4,52,-7,1,1,9,101,1,2,0,43
57,121,12,63,7,4,4,70,57,0,11,0,60,0,0,0,38,78,1,3,0,100
63,231,1,65,32,0,0,100,-7,7,34,5,38,1,3,3,52,85,8,5,4,68
59,68,7,33,17,0,0,100,-7,7,17,3,12,0,3,3,73,-8,8,1,5,67
86,94,9,90,23,0,0,100,-7,7,7,2,16,14,0,0,14,92,2,1,1,38
71,84,8,40,28,0,0,100,-7,7,28,2,25,-7,2,2,23,75,7,4,1,55
66,167,1,34,29,0,0,100,-7,7,34,11,50,1,3,3,41,91,4,7,2,79
72,165,3,69,19,0,0,84,9,4,25,3,52,0,3,3,0,95,0,3,0,50
82,199,9,97,18,0,0,94,28,6,18,2,17,-7,0,0,17,80,5,1,0,60
63,155,12,57,15,0,0,94,-7,5,16,0,25,0,5,5,93,71,5,2,4,78
77,290,7,122,19,0,0,100,-7,7,19,1,42,1,1,1,29,83,3,4,0,80
83,158,5,74,19,0,0,100,-7,7,19,2,47,7,0,0,29,71,4,2,0,86
61,264,11,110,12,4,3,69,4,2,16,2,38,0,2,2,2,-8,1,1,0,33
84,177,14,86,25,0,0,96,16,6,11,0,20,-7,0,0,1,-8,1,-8,0,11
74,115,13,31,10,0,0,100,-7,7,35,0,40,-7,1,1,21,73,3,2,1,86
70,158,1,135,4,1,1,100,-7,7,13,1,80,-7,1,1,83,49,1,2,-8,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
84,123,1,48,30,0,0,100,-7,7,33,7,18,4,1,1,10,80,4,2,0,35
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
73,235,3,89,29,0,0,100,-7,7,3,1,24,3,1,1,51,-8,4,-8,2,50
83,-8,33,65,14,0,0,100,-7,7,17,0,29,-7,1,1,-8,-8,-8,1,-8,100
77,79,9,47,12,1,1,92,12,6,13,1,62,-7,0,0,4,49,1,2,0,50
68,117,8,60,31,0,0,100,-7,7,31,1,42,0,2,2,68,76,6,7,1,100
64,113,17,85,8,0,0,50,1,4,8,0,38,1,2,2,46,-8,2,1,1,60
56,314,9,111,16,0,0,94,3,4,17,2,18,0,0,0,78,96,6,1,3,70
72,189,11,91,45,1,1,98,8,4,54,1,58,2,3,3,0,36,1,3,0,33
66,367,30,84,31,0,0,97,2,4,20,0,32,6,1,0,15,-8,3,2,0,31
80,234,0,62,27,0,0,100,-7,7,35,4,26,0,3,3,22,-8,4,1,2,38
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
89,257,10,153,27,0,0,100,-7,7,28,1,29,-7,2,2,1,57,4,1,0,38
58,29,1,13,13,0,0,100,-7,7,15,8,0,0,12,12,27,-8,8,-8,3,57
82,161,1,52,23,0,0,100,-7,7,25,3,48,0,4,4,2,78,2,4,0,43
67,112,3,74,4,1,0,80,30,6,5,1,100,-7,5,5,-8,-8,-8,1,-8,100
71,157,7,78,13,1,1,100,-7,6,14,1,43,0,0,0,52,68,2,3,0,83
68,75,2,30,27,0,0,100,-7,7,37,6,17,5,0,0,30,65,13,4,0,67
55,378,15,103,22,2,2,75,1,0,26,0,29,-7,3,2,40,73,5,3,1,67
61,192,1,54,13,1,1,87,14,6,15,4,53,0,0,0,54,-8,3,1,1,80
75,117,7,54,13,1,1,86,13,6,15,2,21,4,4,2,0,46,2,3,-8,83
75,159,8,71,12,0,0,83,18,6,12,1,42,0,1,1,0,100,0,2,-8,67
54,-8,9,57,20,1,1,88,5,4,0,2,67,9,0,0,68,79,2,6,1,90
71,141,13,52,19,1,1,95,-8,6,21,0,33,0,4,4,23,42,4,2,0,75
69,145,4,67,20,1,1,100,-7,6,20,1,25,0,4,4,44,54,4,2,1,86
81,333,9,108,26,0,0,100,-7,7,26,2,12,1,3,3,1,40,7,2,0,59
76,148,1,58,33,0,0,100,-7,7,35,3,35,0,1,1,15,94,2,5,1,54
79,264,11,110,17,0,0,100,-7,7,17,1,12,0,1,1,27,-8,7,1,1,62
91,494,6,173,15,0,0,100,-7,7,15,1,0,0,0,0,1,-8,2,-8,0,29
68,256,8,8,1,0,0,100,-7,7,30,1,100,0,4,4,-8,-8,-8,1,-8,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
85,179,25,120,28,0,0,100,-7,7,28,0,89,0,1,1,0,20,0,7,-8,88
65,155,3,62,39,0,0,80,26,6,40,7,48,4,1,1,45,66,4,5,1,71
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
86,203,3,76,17,0,0,100,-7,7,17,2,24,0,0,0,4,70,4,3,0,58
69,372,18,147,11,1,0,77,1,4,13,0,38,0,0,0,23,70,5,3,0,73
64,109,13,65,9,1,1,90,60,6,10,0,50,12,0,0,86,39,3,3,1,100
73,216,1,72,41,0,0,100,-7,7,42,4,24,0,10,10,25,88,3,4,0,50
55,203,7,81,19,2,1,86,3,3,21,2,33,-7,3,3,56,87,3,2,1,83
68,176,10,98,21,0,0,81,44,6,21,1,33,10,0,0,76,-8,4,-8,1,80
66,26,2,51,7,0,0,90,4,4,3,2,60,-7,2,1,28,77,2,3,0,83
69,218,1,52,15,0,0,100,-7,7,35,6,25,9,0,0,71,69,7,3,2,91
78,217,27,107,13,0,0,100,-7,7,15,0,53,-8,0,0,1,53,1,1,0,67
72,-8,4,76,31,0,0,100,-7,7,33,3,27,-7,1,1,22,41,5,3,1,53
75,80,12,42,15,0,0,100,-7,7,15,0,53,0,2,1,39,77,2,1,0,50
59,84,11,47,10,2,0,69,10,4,13,1,46,10,0,0,69,75,4,2,2,86
61,308,3,67,58,1,1,98,10,0,71,8,21,4,1,1,53,41,3,3,0,64
62,77,9,43,9,2,1,64,14,6,11,1,64,0,0,0,-8,84,-8,4,-8,100
84,80,13,74,24,0,0,100,-7,7,2,0,21,1,2,2,14,-8,2,1,0,43
62,133,6,53,10,0,0,80,5,4,10,1,20,0,1,1,0,-8,1,1,0,60
82,151,3,65,14,0,0,100,-7,7,14,1,7,-7,0,0,27,-8,2,1,1,43
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
55,205,22,147,10,4,4,83,10,1,12,0,33,-7,2,2,99,70,2,2,2,100
72,248,23,115,19,2,1,88,21,6,24,0,29,-7,0,0,25,-8,3,2,0,56
60,-8,3,73,19,3,3,84,76,0,0,3,42,8,0,0,22,73,1,2,0,33
76,145,16,90,5,1,1,86,60,6,7,0,29,0,0,0,0,22,1,1,-8,67
64,246,1,84,43,1,1,100,-7,0,45,9,27,0,4,4,49,100,14,3,4,63
69,139,4,95,28,1,1,91,4,4,23,3,50,4,1,1,45,48,5,2,1,88
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
75,209,1,59,27,0,0,100,-7,7,28,4,29,0,3,3,21,71,5,3,1,89
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
84,202,3,92,19,0,0,95,51,6,34,4,26,4,1,1,3,-8,3,1,0,36
65,243,2,77,26,1,0,90,7,4,30,3,57,0,6,6,72,100,2,4,-8,86
74,234,2,104,34,0,0,100,-7,7,20,3,50,14,0,0,69,55,3,3,1,88
81,17,12,39,12,0,0,100,-7,7,2,0,15,14,0,0,4,83,4,2,0,67
73,158,1,59,24,0,0,96,33,6,25,1,60,0,0,0,50,66,2,3,1,83
72,226,6,127,42,0,0,95,21,6,43,2,40,-7,1,1,38,47,10,2,1,71
67,180,6,73,21,1,0,82,2,4,22,2,45,1,1,1,5,70,6,7,0,81
61,187,2,85,28,0,0,97,6,4,29,2,41,0,0,0,86,43,9,4,3,93
64,218,5,84,26,0,0,100,-7,7,26,2,15,0,1,1,66,95,14,3,7,82
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
82,401,10,161,13,0,0,93,3,4,14,3,14,-8,0,0,5,-8,2,-8,0,40
71,83,11,46,22,0,0,95,8,4,22,2,14,0,1,1,34,-8,3,2,0,71
84,245,10,113,16,0,0,94,17,6,17,1,12,-7,0,0,6,-8,2,-8,0,40
62,30,2,13,8,0,0,90,5,4,10,4,40,0,3,3,17,100,3,4,0,89
64,-8,2,56,12,0,0,71,5,4,0,2,50,-7,1,1,19,42,1,2,1,60
58,194,5,83,23,1,1,85,2,2,26,2,35,0,0,0,72,95,9,2,3,92
84,419,4,90,47,0,0,98,72,6,51,6,22,5,1,1,5,82,4,2,0,38
85,184,1,69,24,0,0,100,-7,7,31,3,45,0,2,2,19,72,3,3,0,67
84,341,11,100,11,0,0,100,-7,7,11,1,36,0,2,2,23,83,3,2,0,83
56,295,1,115,22,1,1,81,1,4,27,2,33,0,0,0,66,88,4,4,1,73
77,54,12,32,3,0,0,100,-7,7,4,0,33,-7,2,1,25,-8,2,-8,0,100
79,305,9,121,12,1,0,69,9,4,16,1,19,-7,0,0,6,-8,6,1,0,64
72,206,6,65,43,0,0,100,-7,7,44,1,34,0,1,1,66,60,7,3,4,91
65,360,14,67,10,1,1,55,17,5,11,0,45,0,0,0,49,-8,2,1,-8,60
85,162,49,101,6,0,0,100,-7,7,6,0,33,-8,0,0,10,9,2,2,0,80
67,314,0,108,10,1,0,92,8,3,12,2,17,0,1,1,60,-8,5,1,2,75
68,113,9,45,33,0,0,100,-7,7,34,3,9,0,0,0,34,71,10,2,2,57
64,281,13,91,54,3,3,93,7,4,60,0,32,4,2,2,35,72,4,3,2,41
75,156,33,93,14,0,0,93,11,4,14,0,29,12,0,0,16,-8,4,1,0,71
79,165,7,66,41,0,0,100,-7,7,30,3,51,0,4,3,8,80,8,4,1,86
64,190,7,70,34,0,0,91,7,4,35,1,20,0,0,0,18,70,12,2,2,52
70,213,4,90,36,0,0,97,45,6,36,1,39,0,1,1,93,67,5,4,3,100
65,72,11,32,20,0,0,100,-7,7,21,1,5,6,0,0,48,-8,6,-8,3,40
67,160,4,49,27,0,0,97,48,6,29,6,45,-7,5,5,30,76,5,2,0,70
64,91,3,38,40,0,0,100,-7,7,40,3,28,0,13,13,21,61,6,4,1,42
75,105,2,53,22,0,0,100,-7,7,25,5,56,0,1,1,31,21,5,3,1,80
76,201,13,87,18,0,0,100,-7,7,18,0,22,0,0,0,75,83,2,2,1,67
58,122,5,52,12,2,1,85,14,0,13,2,46,-7,1,1,72,73,5,4,2,100
57,168,73,107,8,2,2,89,8,0,9,0,44,-7,0,0,-8,-8,-8,-8,-8,-8
76,164,7,72,29,0,0,86,45,6,29,2,14,0,0,0,3,14,4,1,1,36
82,323,7,95,27,1,1,96,44,6,28,2,46,0,1,1,19,77,8,4,0,80
70,153,3,59,26,0,0,93,2,4,28,5,7,0,0,0,8,-8,3,1,0,29
70,288,8,69,30,0,0,100,-7,7,30,2,20,0,1,1,31,94,5,2,2,39
85,149,8,63,15,0,0,100,-7,7,15,1,40,0,2,2,5,32,1,3,0,44
74,202,5,75,25,2,2,100,-7,6,26,2,32,0,7,7,14,-8,6,1,0,41
82,205,5,68,15,0,0,87,19,6,15,3,33,-8,0,0,5,-8,3,1,0,40
73,368,2,103,43,0,0,100,-7,7,47,1,36,-7,0,0,70,72,17,4,7,91
80,122,3,65,19,0,0,100,-7,7,19,2,42,2,1,1,18,73,2,3,0,83
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
66,141,6,73,25,0,0,92,52,6,26,2,54,0,0,0,81,96,6,3,5,90
76,100,18,44,9,0,0,100,-7,7,9,0,22,11,0,0,54,65,1,2,1,63
73,256,1,55,12,0,0,92,5,4,13,1,38,0,2,2,14,50,2,2,0,40
77,272,9,121,20,0,0,100,-7,6,20,1,25,0,0,0,42,88,8,2,1,77
92,213,74,131,7,0,0,100,-7,7,10,0,20,-8,0,0,1,-8,1,1,0,67
68,308,4,64,41,0,0,95,55,6,42,3,48,0,2,2,56,82,8,5,2,87
54,298,5,107,5,7,6,38,2,2,13,3,15,0,0,0,44,29,3,2,0,83
65,293,1,84,29,1,1,94,2,6,32,3,26,1,3,3,24,-8,6,1,2,58
68,169,3,74,9,2,1,73,33,6,11,1,45,0,1,1,10,101,1,2,-8,75
64,199,23,69,18,1,1,89,18,5,20,0,20,0,2,2,51,0,7,3,2,67
70,105,9,57,14,0,0,86,6,4,14,1,7,0,0,0,24,-8,5,1,1,67
89,328,17,132,34,0,0,97,41,6,35,0,14,-8,0,0,1,-8,3,2,0,31
81,213,4,75,40,0,0,100,-7,7,40,2,35,3,2,2,30,97,4,4,0,62
54,68,7,23,5,0,0,83,3,4,6,3,33,0,0,0,66,81,3,2,1,83
83,302,10,99,28,0,0,100,-7,7,28,1,18,-7,0,0,12,79,3,2,1,50
82,120,2,43,15,0,0,100,-7,7,17,4,29,0,0,0,33,80,2,4,0,86
54,109,9,59,31,1,1,94,2,4,33,2,38,0,3,3,62,-8,8,1,3,82
72,141,1,66,10,0,0,83,15,6,12,2,25,0,1,1,49,94,2,1,1,33
62,309,2,97,28,2,1,79,24,5,33,5,27,0,1,1,54,44,8,3,3,65
60,86,6,46,16,0,0,94,43,6,16,4,63,0,1,1,76,92,4,5,1,90
73,246,1,79,26,0,0,100,-7,7,29,6,26,0,1,1,50,-8,4,2,4,50
83,341,4,115,25,0,0,96,65,6,25,2,28,0,2,2,3,100,3,3,-8,64
56,179,3,69,27,2,2,87,2,4,31,4,39,0,5,5,38,61,4,3,0,78
82,111,18,67,4,0,0,100,-7,7,4,0,50,0,0,0,14,-8,1,-8,0,100
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
64,119,10,52,21,1,0,95,9,3,22,3,55,-7,0,0,68,67,4,4,3,90
85,150,7,68,19,0,0,100,-7,7,19,1,58,-8,0,0,19,55,2,6,0,80
71,173,5,73,25,1,1,100,-7,7,25,2,32,-7,0,0,45,55,5,3,3,64
72,183,7,63,15,0,0,100,-7,7,15,1,40,0,4,4,61,62,2,1,1,38
68,-8,3,80,32,0,0,97,21,6,0,4,16,1,2,2,32,-8,11,1,2,87
71,174,5,42,25,0,0,96,12,6,25,8,20,4,2,2,12,68,3,2,0,29
57,60,35,46,4,5,5,75,42,6,9,0,50,0,1,1,9,93,2,1,0,100
82,171,3,84,26,0,0,96,22,6,27,2,44,4,2,2,3,48,2,4,0,54
88,74,2,120,23,0,0,100,-7,7,13,2,25,3,1,1,2,61,3,1,0,56
61,125,12,48,30,0,0,97,38,6,30,0,43,0,3,3,47,68,5,4,2,69
87,230,6,96,27,0,0,100,-7,7,28,3,11,15,0,0,2,-8,3,1,0,24
80,282,2,103,28,0,0,97,3,4,37,1,26,0,3,3,0,-8,1,-8,0,14
55,321,3,102,7,3,0,64,2,4,11,1,27,-8,0,0,87,100,3,2,2,100
75,300,2,130,27,0,0,93,78,6,28,1,25,0,5,5,39,97,3,4,0,64
86,172,14,126,20,0,0,100,-7,7,21,0,43,-7,0,0,30,66,1,2,0,75
74,101,4,59,13,0,0,100,-7,7,14,1,50,-7,2,2,47,57,2,3,1,100
76,316,6,101,9,0,0,100,-7,7,10,1,80,0,1,1,81,70,1,1,1,100
85,211,5,73,19,0,0,100,-7,7,33,4,11,0,1,1,17,-8,3,1,0,33
65,195,3,94,29,0,0,97,2,4,29,2,17,0,1,1,31,-8,6,1,2,47
76,178,1,73,6,0,0,100,-7,7,11,1,38,-7,3,3,98,-8,3,2,1,83
83,281,2,59,13,0,0,100,-7,7,14,6,43,1,2,2,2,80,1,4,0,56
69,175,5,58,20,0,0,85,19,6,20,3,25,5,1,1,10,73,4,3,0,64
74,288,2,119,13,1,1,82,8,4,18,3,41,1,4,4,0,59,2,3,0,83
66,278,8,66,6,2,0,75,45,6,8,2,75,0,4,4,47,86,1,2,0,100
69,41,9,27,3,1,1,75,36,6,4,1,0,-7,0,0,24,-8,1,-8,-8,100
83,192,63,148,7,0,0,100,-7,7,7,0,71,0,1,1,-8,-8,-8,1,-8,100
79,267,11,112,19,0,0,100,-7,7,19,1,32,2,1,1,41,-8,3,-8,1,60
75,387,2,101,32,1,0,95,21,6,37,2,49,3,19,19,0,5,1,2,0,75
69,231,8,77,22,0,0,100,-7,7,70,3,14,1,5,5,97,-8,8,-8,7,100
70,162,5,82,15,0,0,100,-7,7,20,2,45,-7,3,3,60,76,5,1,2,67
64,154,1,79,17,0,0,53,17,6,19,1,53,0,1,1,99,82,1,2,1,100
65,140,14,23,5,0,0,100,-7,7,7,0,40,-7,1,1,95,-8,2,1,-8,75
66,273,2,149,8,2,0,83,19,6,17,3,33,1,1,1,44,84,4,2,2,70
65,212,8,60,19,0,0,96,4,4,25,4,60,0,0,0,77,71,5,6,2,92
79,149,4,58,29,0,0,100,-7,7,32,4,6,0,3,3,6,92,2,2,0,27
67,110,7,46,33,1,1,97,9,4,38,1,26,-7,1,1,41,23,9,2,2,87
67,235,5,92,27,0,0,100,-7,7,27,2,26,13,0,0,53,84,8,3,2,65
72,283,28,131,17,1,1,94,48,6,18,0,17,16,0,0,27,-8,3,1,0,57
72,262,6,99,30,1,1,94,15,6,17,2,65,5,0,0,31,43,3,11,1,78
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
70,251,50,164,16,0,0,94,10,4,23,0,44,-7,0,0,30,-8,2,1,1,80
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
65,145,4,46,36,0,0,94,80,5,36,4,31,0,1,1,61,74,13,6,5,84
78,114,2,32,8,0,0,100,-7,7,9,3,67,1,2,2,39,69,1,1,0,67
91,323,5,118,25,0,0,100,-7,7,27,1,41,18,0,0,3,81,1,3,0,36
78,202,2,70,15,0,0,94,-8,6,17,4,18,1,1,1,10,-8,4,1,0,38
64,280,2,129,9,3,2,69,8,1,13,1,15,4,1,1,37,44,6,1,1,70
66,23,3,36,21,0,0,100,-7,7,8,2,19,0,1,1,45,72,11,3,5,74
61,264,32,109,30,0,0,97,12,6,35,0,37,0,1,1,86,74,11,3,8,93
80,169,3,71,16,0,0,100,-7,7,16,2,13,-8,0,0,33,-8,3,1,1,50
63,196,2,68,33,1,0,97,2,3,38,5,32,3,1,1,12,45,4,3,1,47
58,470,7,146,5,1,1,83,1,0,6,1,0,0,0,0,36,-8,3,-8,-8,75
75,174,11,116,27,2,2,100,-7,6,29,1,17,-7,1,1,13,55,2,1,0,36
67,279,5,60,35,0,0,100,-7,7,36,4,43,2,2,2,93,90,1,4,-8,100
78,266,13,95,16,0,0,100,-7,7,16,0,56,0,2,2,51,90,4,2,1,100
73,275,15,116,8,0,0,75,0,4,8,0,50,-7,0,0,10,97,1,2,0,75
66,46,4,78,51,0,0,98,5,4,3,4,68,1,3,3,32,35,6,4,0,91
66,-8,4,17,4,0,0,100,-7,7,5,2,80,4,4,4,97,196,1,2,1,75
68,166,3,37,16,0,0,100,-7,7,16,5,25,0,5,5,66,87,6,2,2,67
86,333,6,93,32,0,0,100,-7,7,32,3,22,0,0,0,6,-8,6,2,0,44
79,100,12,48,14,0,0,100,-7,7,14,0,29,0,0,0,30,-8,1,1,0,33
64,157,2,38,6,4,4,88,33,6,8,2,50,-7,1,1,34,95,3,2,0,83
65,165,2,37,14,1,1,100,-7,6,25,2,40,1,5,5,38,85,4,4,1,73
64,142,1,34,12,2,2,85,35,6,21,6,33,0,2,2,24,67,5,3,0,67
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
88,450,33,169,14,0,0,100,-7,7,14,0,14,-8,0,0,0,-8,2,-8,0,50
82,315,23,112,20,0,0,100,-7,7,20,0,25,0,0,0,35,11,2,2,1,40
84,97,1,47,36,0,0,100,-7,5,39,1,5,-7,1,1,3,-8,4,1,0,26
84,346,9,102,19,0,0,100,-7,7,19,1,37,0,2,2,5,31,2,3,0,56
92,211,20,124,33,0,0,100,-7,7,34,0,15,-7,0,0,0,-8,2,1,0,27
80,57,2,39,6,0,0,100,-7,7,11,1,0,-7,0,0,36,-8,2,-8,0,40
74,206,5,88,47,0,0,98,-8,6,49,2,22,23,0,0,39,69,6,3,2,45
81,261,4,67,22,0,0,100,-7,7,24,2,33,0,1,1,29,68,3,3,1,50
76,374,9,124,25,0,0,88,21,6,23,2,24,8,0,0,4,-8,5,3,0,57
73,160,11,79,10,1,1,91,16,6,11,1,55,-7,1,1,16,-8,1,1,1,67
63,42,2,17,13,2,2,93,-7,5,16,4,43,0,1,1,52,82,6,4,1,91
72,51,18,35,2,0,0,100,-7,7,2,0,100,0,0,0,-8,-8,-8,1,-8,100
89,395,2,132,11,0,0,100,-7,7,12,1,25,2,2,2,7,99,3,1,0,67
61,316,1,87,38,0,0,93,2,4,40,3,58,0,2,2,78,71,5,6,4,73
70,141,8,145,17,3,2,80,29,5,20,1,20,16,0,0,46,91,5,2,1,100
73,105,5,71,24,0,0,92,38,6,25,3,4,0,0,0,47,-8,4,1,4,38
86,155,3,68,33,0,0,100,-7,7,36,2,42,0,1,1,2,98,2,1,0,60
65,145,7,70,40,0,0,100,-7,7,43,4,30,1,9,8,83,77,10,5,6,79
87,150,27,77,27,0,0,100,-7,7,27,0,30,2,1,1,4,3,4,2,0,55
77,292,8,84,20,0,0,100,-7,7,20,1,70,0,4,4,51,57,3,3,1,78
79,209,29,100,22,0,0,100,-7,7,22,0,36,-8,0,0,56,38,4,2,2,60
77,373,7,91,32,0,0,97,56,6,32,1,22,-8,0,0,26,-8,8,1,1,56
64,155,6,61,12,1,1,93,42,5,14,1,50,0,5,4,92,97,5,2,2,100
67,85,16,48,17,1,0,89,20,6,18,0,61,4,1,1,44,77,1,2,0,75
73,163,13,85,27,0,0,97,52,6,29,0,41,-8,0,0,34,39,4,2,2,60
72,254,24,106,23,1,0,92,14,6,15,0,42,0,7,7,45,15,2,4,0,60
56,24,1,10,4,1,1,100,-7,6,5,3,20,0,20,20,93,-8,2,1,1,75
69,304,3,130,33,0,0,94,51,6,34,1,21,0,7,6,31,99,7,2,3,60
