V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75
3.0,-1.0,16.0,5,794.0,25.0,59.0,25,499.0,2.0,21,7.0,4,2,3,2,9,8,0.0,1,45.0,230.0,0,3,4.0,0,1,2.0,6,1,4
1.0,36.0,36.0,27,59.0,23.0,20.0,35,423.0,1.0,11,22.0,7,2,4,3,1,6,2.0,3,15.0,3.0,1,5,1.0,1,0,2.0,1,1,5
0.0,0.0,6.0,2,1909.0,38.0,18.0,3,30.0,0.0,1,2.0,4,2,1,0,9,6,3.0,0,10.0,0.0,2,7,7.0,10,0,72.0,7,5,1
5.0,196.0,4.0,3,262.0,42.0,5.0,36,48.0,2.0,2,3.0,3,2,4,0,9,7,1.0,2,3.0,2708.0,1,5,52.0,9,2,6.0,4,0,2
0.0,10.0,50.0,17,4268.0,64.0,27.0,24,133.0,0.0,3,23.0,7,2,4,2,9,6,1.0,3,2.0,16.0,8,0,0.0,7,0,3.0,6,0,1
0.0,0.0,5.0,4,3077.0,52.0,8.0,32,125.0,0.0,3,4.0,7,2,1,0,9,11,1.0,3,15.0,2.0,1,7,14.0,1,0,15.0,13,0,3
2.0,3.0,4.0,2,1346.0,2.0,2.0,3,2.0,1.0,1,2.0,3,2,0,1,9,7,0.0,3,0.0,98.0,1,7,2.0,5,0,121.0,8,2,2
1.0,0.0,29.0,9,496.0,9.0,65.0,19,726.0,1.0,26,9.0,9,2,1,0,9,6,0.0,2,0.0,12.0,8,3,19.0,1,2,1.0,6,8,1
5.0,0.0,5.0,4,1375.0,48.0,134.0,12,1771.0,0.0,18,4.0,7,2,1,1,9,6,0.0,2,9.0,91.0,1,8,6.0,0,1,5.0,8,0,1
1.0,11.0,73.0,7,12.0,2.0,1.0,16,7.0,1.0,1,2.0,3,2,1,0,9,6,3.0,2,16.0,43.0,1,5,37.0,1,1,0.0,8,27,0
3.0,3.0,7.0,9,15.0,18.0,61.0,13,537.0,2.0,13,9.0,7,2,4,3,9,8,12.0,3,4.0,10.0,0,8,1.0,10,2,18.0,6,1,1
1.0,0.0,6.0,31,280.0,45.0,3.0,40,193.0,1.0,2,42.0,3,2,3,1,9,6,6.0,0,14.0,14.0,7,3,125.0,0,1,1.0,6,1,1
5.0,0.0,17.0,8,1.0,0.0,8.0,8,19.0,1.0,3,0.0,7,2,1,1,8,1,0.0,0,11.0,7.0,6,8,5.0,4,0,1.0,8,1,0
8.0,35.0,3.0,9,1542.0,19.0,73.0,14,111.0,0.0,6,14.0,3,2,1,2,9,8,12.0,3,15.0,629.0,1,3,4.0,14,1,0.0,6,3,8
1.0,0.0,5.0,2,4.0,3.0,1.0,4,2.0,1.0,1,2.0,4,2,7,3,9,4,7.0,1,15.0,16.0,8,3,16.0,1,0,0.0,6,2,0
0.0,0.0,36.0,9,14846.0,346.0,2.0,9,18.0,0.0,1,9.0,3,2,2,1,1,7,2.0,3,4.0,3.0,1,8,8.0,2,0,5.0,6,9,5
3.0,1.0,50.0,34,940.0,34.0,3.0,34,34.0,1.0,1,34.0,4,2,0,1,1,4,18.0,0,18.0,8.0,1,5,20.0,1,1,8.0,7,2,3
0.0,103.0,3.0,1,2498.0,35.0,3.0,8,24.0,0.0,1,1.0,7,2,0,3,8,7,4.0,3,13.0,1.0,1,3,1.0,3,1,2.0,6,1,0
0.0,1.0,1.0,1,1769.0,65.0,4.0,3,3.0,0.0,2,1.0,9,2,1,2,9,6,1.0,2,5.0,56.0,4,7,4.0,81,0,12.0,6,0,1
6.0,65.0,4.0,4,14.0,2.0,6.0,5,4.0,1.0,1,2.0,7,2,1,3,8,7,15.0,1,16.0,3.0,2,5,44.0,0,0,4.0,7,0,1
12.0,0.0,1.0,0,10.0,0.0,19.0,8,19.0,2.0,3,0.0,5,2,1,1,5,6,0.0,1,0.0,7.0,2,5,38.0,2,0,2.0,1,1,1
5.0,5.0,2.0,24,4.0,15.0,21.0,43,152.0,2.0,5,15.0,9,2,1,0,9,6,2.0,3,14.0,16.0,1,8,10.0,1,0,165.0,7,2,1
5.0,1000.0,3.0,4,56.0,4.0,123.0,15,116.0,2.0,31,4.0,7,2,1,3,8,6,1.0,3,21.0,569.0,1,10,4.0,5,1,1.0,1,1,0
3.0,2.0,4.0,15,1313.0,15.0,3.0,15,16.0,2.0,2,15.0,9,2,0,1,9,6,8.0,0,1.0,20.0,1,5,41.0,5,1,2.0,6,0,0
0.0,15.0,28.0,11,1510.0,64.0,15.0,18,133.0,0.0,3,16.0,3,2,1,0,9,6,0.0,2,28.0,10.0,1,3,5.0,1,0,4.0,6,70,1
6.0,37.0,2.0,16,1209.0,26.0,24.0,39,483.0,0.0,7,16.0,5,2,1,2,5,8,9.0,3,7.0,42.0,1,8,6.0,6,1,25.0,6,5,1
0.0,56.0,16.0,2,2518.0,355.0,3.0,26,76.0,0.0,2,5.0,9,2,0,2,9,7,5.0,2,13.0,348.0,1,5,0.0,1,0,1.0,6,6,1
2.0,0.0,10.0,6,7.0,6.0,2.0,5,6.0,1.0,1,6.0,3,2,0,0,9,6,17.0,2,5.0,57.0,8,5,9.0,0,1,1.0,1,1,2
2.0,9.0,4.0,3,1497.0,21.0,29.0,20,26.0,0.0,2,3.0,3,2,1,2,9,1,41.0,3,10.0,6.0,1,6,26.0,0,1,2.0,6,1,13
6.0,9.0,5.0,5,1272.0,37.0,62.0,23,35.0,1.0,2,5.0,3,2,1,3,9,4,0.0,0,0.0,0.0,1,8,0.0,0,1,1.0,8,1,1
0.0,304.0,11.0,5,2803.0,73.0,7.0,49,330.0,0.0,4,5.0,7,2,1,0,8,8,1.0,3,0.0,2.0,5,5,22.0,1,0,0.0,6,0,1
0.0,11.0,3.0,1,5942.0,411.0,13.0,4,288.0,0.0,4,1.0,7,2,1,1,9,1,8.0,1,1.0,106.0,0,8,1.0,0,1,9.0,6,0,1
1.0,499.0,3.0,3,106.0,7.0,25.0,8,210.0,1.0,11,3.0,9,2,1,0,9,6,1.0,3,1.0,24.0,0,8,0.0,0,1,1.0,6,4,1
1.0,13.0,13.0,9,2.0,4.0,4.0,26,76.0,1.0,2,4.0,4,2,1,3,1,6,45.0,3,14.0,0.0,5,8,0.0,1,0,2.0,6,40,1
4.0,0.0,5.0,6,1.0,2.0,44.0,6,6.0,1.0,3,2.0,7,2,1,3,9,8,25.0,3,9.0,0.0,8,5,0.0,5,1,1.0,8,12,15
41.0,745.0,1.0,3,21.0,0.0,103.0,6,60.0,1.0,11,0.0,3,2,4,1,8,6,7.0,1,17.0,4.0,1,5,0.0,1,0,3.0,8,5,93
0.0,2.0,47.0,4,2676.0,23.0,32.0,4,32.0,0.0,2,4.0,7,2,1,1,9,6,3.0,3,5.0,92.0,6,8,128.0,1,1,1.0,4,1,2
2.0,26.0,3.0,2,874.0,41.0,3.0,13,13.0,1.0,2,3.0,3,2,1,0,9,6,15.0,3,16.0,525.0,1,8,1.0,4,1,0.0,6,1,0
6.0,105.0,6.0,32,0.0,0.0,10.0,40,180.0,1.0,5,0.0,7,2,1,3,9,6,3.0,0,5.0,8.0,1,5,0.0,10,0,5.0,6,2,1
2.0,9.0,4.0,15,221.0,41.0,2.0,33,23.0,1.0,1,15.0,0,2,1,3,9,9,22.0,1,10.0,7.0,0,8,15.0,0,1,19.0,7,2,3
0.0,38.0,4.0,7,18675.0,827.0,2.0,48,388.0,0.0,2,7.0,7,2,0,3,9,8,3.0,0,1.0,19.0,5,8,1.0,2,1,9.0,7,0,0
2.0,24.0,2.0,3,1.0,3.0,2.0,2,3.0,1.0,1,3.0,9,2,1,1,9,6,8.0,3,3.0,1.0,4,8,0.0,2,0,31.0,6,0,0
0.0,1.0,19.0,34,3844.0,72.0,9.0,31,82.0,0.0,1,35.0,3,2,1,0,9,6,5.0,2,0.0,6.0,1,8,2.0,2,1,5.0,6,2,5
0.0,228.0,2.0,2,2098.0,12.0,7.0,9,123.0,0.0,2,2.0,3,2,1,2,9,4,2.0,2,12.0,16.0,1,3,6.0,2,1,3.0,1,2,0
2.0,4.0,11.0,7,1248.0,37.0,7.0,21,213.0,1.0,5,7.0,7,2,1,3,9,5,30.0,0,0.0,41.0,4,8,3.0,35,0,36.0,6,4,2
0.0,2.0,2.0,1,1572.0,14.0,5.0,1,9.0,0.0,2,1.0,4,2,0,3,9,6,14.0,0,17.0,83.0,1,5,67.0,2,0,2.0,7,0,1
0.0,87.0,1.0,1,7312.0,75.0,32.0,1,148.0,0.0,4,1.0,4,2,1,3,9,8,16.0,2,21.0,6.0,1,5,16.0,1,1,250.0,6,4,3
0.0,46.0,19.0,0,1775.0,126.0,6.0,3,91.0,0.0,2,1.0,7,2,1,3,9,7,0.0,3,45.0,451.0,3,5,0.0,1,0,17.0,7,1,1
0.0,2.0,14.0,17,4317.0,94.0,1.0,25,88.0,0.0,1,17.0,7,2,7,3,9,6,1.0,2,0.0,0.0,1,10,3.0,3,1,1.0,7,0,1
8.0,10.0,5.0,8,1016.0,10.0,8.0,11,13.0,1.0,1,8.0,7,2,1,0,9,6,4.0,3,0.0,3.0,1,8,1.0,1,1,0.0,6,1,2
0.0,3.0,32.0,2,4173.0,19.0,1.0,3,19.0,0.0,1,3.0,9,2,7,1,9,7,0.0,2,1.0,5.0,1,8,11.0,6,1,25.0,6,3,2
1.0,23.0,9.0,21,8.0,18.0,4.0,19,279.0,1.0,3,18.0,7,2,4,3,9,9,6.0,3,9.0,26.0,1,10,2.0,3,1,1.0,6,0,3
4.0,32.0,26.0,38,1072.0,63.0,4.0,29,38.0,1.0,1,38.0,9,2,1,2,9,6,1.0,3,8.0,37.0,6,8,3.0,1,1,0.0,6,1,0
0.0,0.0,21.0,8,1480.0,11.0,4.0,9,196.0,0.0,3,8.0,5,2,1,1,9,1,0.0,3,23.0,148.0,0,8,8.0,1,0,1.0,4,11,6
3.0,-1.0,5.0,6,277.0,52.0,3.0,12,10.0,1.0,1,6.0,7,2,2,3,9,7,10.0,1,1.0,147.0,1,3,14.0,3,1,0.0,8,1,3
7.0,0.0,70.0,15,31.0,14.0,30.0,16,48.0,1.0,4,14.0,4,2,3,0,9,8,15.0,3,3.0,7.0,0,0,0.0,3,0,1.0,6,1,0
0.0,98.0,1.0,7,2639.0,233.0,3.0,9,131.0,0.0,1,8.0,0,2,1,2,9,6,1.0,0,1.0,214.0,1,5,3.0,1,1,0.0,5,3,0
1.0,147.0,6.0,14,14.0,7.0,38.0,22,101.0,1.0,4,6.0,3,2,6,3,8,8,1.0,3,6.0,16.0,8,8,16.0,1,0,1.0,7,1,1
1.0,-1.0,6.0,0,125.0,48.0,1.0,0,0.0,1.0,1,0.0,4,2,7,0,9,8,0.0,1,4.0,14.0,7,5,5.0,2,0,1.0,6,1,2
0.0,15.0,119.0,3,7233.0,205.0,2.0,4,120.0,0.0,1,3.0,9,2,0,1,9,6,9.0,3,17.0,124.0,1,5,0.0,2,1,1.0,6,2,2
1.0,21.0,10.0,15,106.0,20.0,82.0,23,290.0,1.0,9,15.0,6,2,4,3,9,6,1.0,0,4.0,28.0,1,5,3.0,1,1,1.0,8,1,0
11.0,1.0,9.0,21,1.0,1.0,44.0,42,219.0,3.0,15,1.0,7,2,1,3,9,8,4.0,3,20.0,19.0,1,8,12.0,8,0,0.0,7,2,0
18.0,30.0,1.0,0,2.0,0.0,29.0,9,9.0,2.0,4,0.0,7,2,6,3,9,7,8.0,0,48.0,13.0,1,5,2.0,5,1,3.0,1,2,1
0.0,2.0,5.0,5,217.0,12.0,19.0,8,30.0,0.0,8,5.0,4,2,1,3,9,6,2.0,0,26.0,102.0,1,5,3.0,2,0,23.0,6,8,3
0.0,0.0,12.0,6,1733.0,14.0,32.0,6,6.0,0.0,18,6.0,6,2,1,3,9,6,1.0,1,1.0,1.0,5,8,7.0,1,0,12.0,1,3,2
1.0,76.0,3.0,3,1094.0,46.0,34.0,43,1059.0,1.0,8,3.0,7,2,4,3,9,4,0.0,3,9.0,4.0,5,5,20.0,1,2,62.0,6,1,1
5.0,299.0,14.0,11,8.0,3.0,5.0,39,38.0,2.0,2,3.0,4,2,1,0,1,1,0.0,1,1.0,74.0,5,8,5.0,16,1,19.0,6,0,4
0.0,94.0,6.0,12,2694.0,46.0,16.0,16,295.0,0.0,5,14.0,7,2,1,3,8,6,14.0,3,2.0,43.0,1,3,106.0,9,1,2.0,7,2,2
3.0,104.0,5.0,5,1.0,2.0,7.0,15,80.0,1.0,2,2.0,3,2,1,3,8,8,14.0,3,4.0,0.0,7,3,8.0,15,1,18.0,6,2,2
1.0,7.0,4.0,3,154.0,5.0,1.0,4,7.0,1.0,1,3.0,0,2,7,0,9,6,13.0,2,8.0,287.0,5,8,9.0,1,1,13.0,9,1,2
3.0,177.0,14.0,19,14.0,12.0,54.0,29,71.0,1.0,6,12.0,7,2,6,1,9,7,0.0,2,20.0,2.0,0,8,2.0,25,0,10.0,4,36,1
0.0,0.0,15.0,1,2733.0,84.0,12.0,7,127.0,0.0,9,1.0,4,2,0,1,9,5,39.0,2,0.0,3.0,1,3,1.0,6,2,12.0,6,1,3
0.0,110.0,2.0,4,1664.0,98.0,21.0,22,440.0,0.0,8,4.0,7,2,1,3,8,4,4.0,1,43.0,315.0,1,8,2.0,21,0,8.0,6,3,4
0.0,0.0,18.0,32,4384.0,66.0,14.0,33,268.0,0.0,5,32.0,7,2,1,0,9,6,1.0,3,14.0,9.0,1,5,5.0,2,1,4.0,7,1,0
3.0,14.0,33.0,13,72.0,29.0,82.0,17,1166.0,1.0,19,13.0,7,2,1,1,9,8,0.0,1,4.0,36.0,1,8,0.0,0,0,0.0,6,10,0
9.0,39.0,6.0,6,1137.0,9.0,12.0,11,19.0,1.0,2,6.0,3,2,3,3,9,7,1.0,3,29.0,0.0,1,8,1.0,3,1,0.0,7,5,2
1.0,4.0,2.0,11,7.0,11.0,22.0,39,245.0,1.0,8,11.0,4,2,1,3,9,6,1.0,3,39.0,7.0,8,3,16.0,1,2,19.0,6,2,1
4.0,137.0,10.0,7,1.0,0.0,18.0,17,88.0,2.0,6,0.0,3,2,1,0,9,9,1.0,1,12.0,3.0,6,5,0.0,4,0,25.0,7,1,8
38.0,10.0,30.0,30,385.0,34.0,38.0,45,45.0,1.0,1,30.0,7,2,4,3,1,7,82.0,0,35.0,52.0,1,5,9.0,2,2,0.0,7,1,1
0.0,1.0,2.0,6,2625.0,253.0,1.0,7,42.0,0.0,1,6.0,3,2,7,3,9,7,2.0,0,31.0,43.0,8,8,2.0,0,1,4.0,6,1,9
10.0,0.0,2.0,1,4.0,0.0,17.0,41,142.0,2.0,6,0.0,7,2,6,2,9,6,2.0,0,11.0,2.0,1,8,71.0,0,0,1.0,6,6,1
0.0,7.0,8.0,9,3628.0,74.0,14.0,13,271.0,0.0,4,9.0,6,2,1,3,9,6,1.0,3,31.0,19.0,5,8,3.0,0,1,32.0,4,0,0
12.0,0.0,52.0,18,1350.0,27.0,69.0,34,442.0,0.0,10,18.0,7,2,4,1,9,8,1.0,2,11.0,138.0,8,8,9.0,7,0,12.0,6,1,4
2.0,1.0,34.0,11,266.0,13.0,2.0,13,13.0,1.0,1,11.0,3,2,0,2,8,8,6.0,1,22.0,49.0,1,8,13.0,2,0,1.0,7,1,1
0.0,359.0,4.0,2,648.0,145.0,17.0,8,685.0,0.0,6,2.0,7,2,4,3,9,6,5.0,1,23.0,4.0,0,10,1.0,1,1,1.0,8,3,7
0.0,1.0,6.0,2,3091.0,8.0,4.0,4,57.0,0.0,2,2.0,7,2,6,0,9,7,0.0,3,22.0,40.0,8,3,10.0,1,0,7.0,8,2,1
2.0,47.0,13.0,8,1075.0,16.0,8.0,13,28.0,1.0,2,10.0,3,2,1,3,8,7,0.0,3,5.0,13.0,0,8,0.0,4,1,5.0,1,1,1
17.0,0.0,3.0,8,0.0,0.0,17.0,7,8.0,1.0,1,0.0,7,2,1,3,8,6,0.0,3,1.0,3.0,8,3,55.0,5,0,3.0,7,4,1
0.0,0.0,1.0,8,4973.0,62.0,3.0,42,290.0,0.0,3,8.0,7,2,4,3,9,4,2.0,2,33.0,21.0,1,3,4.0,2,1,76.0,8,14,0
0.0,79.0,2.0,4,1298.0,13.0,8.0,11,21.0,0.0,2,4.0,9,2,1,3,9,6,0.0,3,0.0,3.0,2,10,3.0,8,0,4.0,6,1,1
0.0,3.0,3.0,5,70.0,108.0,55.0,32,527.0,0.0,14,7.0,9,2,4,3,9,1,0.0,3,0.0,54.0,1,7,1.0,0,1,10.0,7,6,8
0.0,2.0,4.0,3,101413.0,14843.0,0.0,3,196.0,0.0,0,3.0,3,0,4,2,9,1,8.0,1,8.0,1.0,1,8,4.0,1,0,14.0,8,1,3
2.0,5.0,25.0,39,11.0,21.0,3.0,37,48.0,1.0,2,21.0,4,2,0,1,1,6,1.0,3,41.0,0.0,8,3,49.0,0,2,9.0,7,3,1
15.0,4.0,6.0,19,24.0,18.0,28.0,47,96.0,1.0,3,18.0,4,2,1,1,5,8,4.0,3,6.0,254.0,6,8,0.0,1,1,81.0,7,1,1
0.0,4.0,1.0,1,3000.0,17.0,4.0,2,90.0,0.0,3,2.0,3,2,1,3,9,6,3.0,1,3.0,7.0,8,3,1.0,1,0,8.0,6,0,21
9.0,10.0,5.0,17,686.0,71.0,10.0,39,157.0,1.0,2,17.0,4,2,1,2,9,6,2.0,3,2.0,23.0,1,8,5.0,2,1,0.0,8,4,4
19.0,-1.0,8.0,5,23.0,4.0,19.0,8,8.0,3.0,3,4.0,7,2,1,1,9,1,1.0,3,49.0,216.0,1,8,2.0,2,0,6.0,6,0,0
4.0,79.0,6.0,4,707.0,5.0,4.0,6,4.0,1.0,1,4.0,9,2,1,3,9,3,0.0,1,2.0,91.0,1,7,0.0,0,1,3.0,7,2,0
2.0,38.0,2.0,3,905.0,7.0,3.0,14,30.0,1.0,1,3.0,9,2,1,2,9,6,0.0,1,0.0,29.0,1,3,8.0,1,2,22.0,7,1,5
0.0,14.0,3.0,2,806.0,41.0,1.0,38,41.0,0.0,1,2.0,3,2,7,1,9,1,66.0,3,3.0,11.0,4,8,11.0,51,0,2.0,1,0,1
7.0,1.0,7.0,15,4.0,12.0,7.0,13,15.0,1.0,1,12.0,3,2,1,0,9,6,19.0,1,5.0,301.0,1,8,2.0,1,0,31.0,6,4,0
0.0,23.0,8.0,10,1812.0,92.0,46.0,47,154.0,0.0,15,10.0,7,2,1,3,9,6,64.0,2,14.0,1.0,5,5,0.0,0,0,5.0,6,1,2
2.0,3.0,3.0,3,231488.0,4.0,5.0,7,7.0,0.0,1,3.0,4,0,1,3,8,8,5.0,1,14.0,5.0,1,8,0.0,0,0,4.0,3,0,3
4.0,2.0,5.0,3,1175.0,21.0,29.0,28,155.0,1.0,6,3.0,7,2,4,1,9,6,6.0,3,12.0,217.0,0,8,0.0,0,0,1.0,6,2,4
14.0,1.0,7.0,3,221.0,8.0,473.0,3,737.0,1.0,31,6.0,7,2,6,0,1,6,8.0,3,1.0,11.0,0,8,6.0,2,0,0.0,7,1,4
0.0,41.0,2.0,2,9858.0,211.0,4.0,13,547.0,0.0,2,2.0,3,0,1,3,9,8,33.0,1,9.0,32.0,7,0,1.0,1,0,1.0,6,1,1
0.0,1.0,29.0,22,2557.0,39.0,18.0,21,31.0,0.0,1,23.0,3,2,1,0,9,6,36.0,2,7.0,15.0,2,5,48.0,5,1,18.0,8,4,1
0.0,2.0,21.0,21,1415.0,150.0,16.0,20,403.0,0.0,4,31.0,3,2,1,2,9,9,98.0,3,36.0,1.0,7,5,11.0,5,0,4.0,1,5,2
0.0,179.0,7.0,8,1450.0,31.0,2.0,18,47.0,0.0,2,8.0,4,2,0,3,1,6,2.0,1,29.0,6.0,1,8,1.0,0,0,34.0,8,0,4
4.0,10.0,11.0,46,4.0,11.0,20.0,31,789.0,2.0,8,11.0,7,2,1,2,9,6,3.0,3,5.0,64.0,1,8,0.0,8,0,1.0,8,1,3
8.0,0.0,2.0,6,711.0,23.0,8.0,20,30.0,1.0,1,6.0,9,2,1,3,9,6,5.0,3,13.0,12.0,1,8,4.0,1,1,0.0,6,1,2
1.0,653.0,7.0,10,1488.0,35.0,22.0,10,112.0,0.0,3,10.0,7,2,1,0,9,8,3.0,2,6.0,77.0,1,8,2.0,1,0,2.0,7,0,0
2.0,2059.0,36.0,10,34.0,0.0,8.0,32,185.0,1.0,5,0.0,7,2,1,3,9,6,1.0,1,1.0,95.0,1,3,9.0,2,0,6.0,6,0,1
1.0,1.0,168.0,39,50.0,39.0,9.0,42,315.0,1.0,3,39.0,7,2,1,2,9,8,3.0,1,11.0,254.0,1,3,105.0,1,2,2.0,8,0,7
1.0,52.0,5.0,16,938.0,53.0,1.0,7,53.0,1.0,1,16.0,7,2,7,3,8,7,71.0,1,3.0,288.0,7,3,28.0,4,1,1.0,4,1,11
4.0,1.0,12.0,2,4.0,2.0,8.0,2,20.0,1.0,2,2.0,3,2,4,1,9,6,18.0,1,1.0,8.0,1,3,5.0,2,0,29.0,4,4,3
3.0,7.0,23.0,0,74.0,2.0,34.0,29,147.0,1.0,4,0.0,7,2,1,1,8,6,8.0,2,3.0,84.0,1,8,377.0,6,1,12.0,6,0,1
1.0,0.0,130.0,19,18.0,17.0,7.0,23,287.0,1.0,7,16.0,7,2,1,0,9,5,8.0,0,0.0,95.0,0,0,8.0,3,0,4.0,6,0,2
3.0,0.0,2.0,1,135.0,16.0,3.0,9,21.0,2.0,2,1.0,0,2,0,3,9,7,1.0,3,14.0,9.0,1,8,1.0,3,0,0.0,6,2,7
6.0,0.0,9.0,1,146.0,17.0,8.0,9,9.0,2.0,3,1.0,7,2,1,0,1,7,3.0,1,2.0,160.0,1,3,0.0,3,1,38.0,7,2,2
0.0,0.0,110.0,8,6168.0,123.0,15.0,2,443.0,0.0,3,8.0,9,2,1,2,9,6,0.0,3,14.0,8.0,1,8,1.0,1,1,13.0,6,0,4
0.0,5.0,20.0,2,2664.0,208.0,2.0,4,10.0,0.0,1,2.0,3,2,1,3,1,7,0.0,3,0.0,17.0,8,8,0.0,9,2,0.0,4,1,0
5.0,355.0,3.0,1,1.0,0.0,41.0,1,1065.0,1.0,7,0.0,7,2,1,2,9,1,18.0,2,1.0,30.0,1,3,3.0,0,1,0.0,6,1,3
14.0,0.0,2.0,1,27.0,1.0,14.0,1,1.0,1.0,1,1.0,9,2,1,2,9,6,0.0,1,1.0,71.0,0,0,1.0,1,1,0.0,6,0,1
0.0,61.0,2.0,4,11986.0,631.0,2.0,7,478.0,0.0,2,7.0,3,2,1,3,9,4,75.0,3,42.0,32.0,1,10,169.0,1,1,43.0,8,1,1
10.0,0.0,5.0,38,0.0,2.0,11.0,37,38.0,1.0,2,2.0,7,2,1,3,8,5,35.0,3,10.0,115.0,1,8,6.0,0,1,2.0,6,9,0
0.0,14.0,26.0,22,2698.0,85.0,9.0,20,93.0,0.0,4,22.0,7,2,4,1,9,8,0.0,3,22.0,22.0,6,10,0.0,3,0,10.0,3,16,1
0.0,47.0,12.0,21,1523.0,37.0,1.0,23,36.0,0.0,1,21.0,7,2,1,0,9,8,115.0,1,3.0,10.0,1,3,10.0,8,1,1.0,7,0,2
1.0,25.0,117.0,36,20.0,83.0,1.0,35,36.0,1.0,1,36.0,7,2,7,0,9,6,3.0,0,7.0,88.0,1,3,5.0,4,0,10.0,6,2,2
0.0,0.0,4.0,1,1902.0,56.0,2.0,4,50.0,0.0,1,1.0,7,2,1,1,1,6,20.0,1,2.0,6.0,1,10,14.0,9,1,51.0,6,9,2
5.0,2.0,5.0,2,1113.0,2.0,5.0,7,5.0,1.0,1,2.0,6,2,1,2,7,6,47.0,3,21.0,5.0,1,5,1.0,0,1,6.0,8,2,5
2.0,0.0,22.0,12,1.0,12.0,6.0,11,152.0,1.0,3,12.0,4,2,1,0,8,5,6.0,2,26.0,434.0,1,8,20.0,8,0,0.0,6,4,2
1.0,1.0,6.0,0,1.0,1.0,1.0,0,0.0,1.0,1,0.0,3,2,4,3,9,6,4.0,3,8.0,23.0,4,5,44.0,1,0,0.0,4,7,40
3.0,59.0,1.0,8,138.0,8.0,3.0,8,8.0,1.0,1,8.0,7,2,1,1,1,7,5.0,1,8.0,3.0,8,10,3.0,3,1,3.0,4,0,1
0.0,0.0,1.0,1,8704.0,437.0,1.0,14,170.0,0.0,1,27.0,7,2,0,2,1,6,2.0,3,19.0,1.0,0,10,3.0,18,0,15.0,7,0,11
0.0,0.0,349.0,5,1745.0,170.0,1.0,17,92.0,0.0,1,29.0,7,2,1,0,9,6,0.0,0,12.0,201.0,1,5,99.0,5,0,0.0,2,6,0
1.0,3336.0,6.0,0,109.0,0.0,1.0,7,7.0,1.0,1,0.0,7,2,1,3,8,6,5.0,3,1.0,688.0,1,5,1.0,0,0,5.0,4,0,0
0.0,31.0,1.0,1,3800.0,280.0,2.0,1,16.0,0.0,1,1.0,3,2,0,3,9,8,0.0,0,9.0,39.0,1,10,38.0,16,1,3.0,4,0,3
14.0,-1.0,2.0,5,384.0,11.0,19.0,7,170.0,2.0,6,5.0,5,2,5,1,9,1,0.0,3,0.0,8.0,1,5,1.0,3,1,5.0,6,3,1
1.0,1125.0,1.0,1,4.0,0.0,1.0,2,3.0,1.0,1,0.0,7,2,1,0,1,4,4.0,3,25.0,219.0,0,5,24.0,8,1,0.0,6,3,7
14.0,0.0,32.0,25,30.0,28.0,21.0,25,25.0,2.0,4,25.0,7,2,6,1,9,1,0.0,3,8.0,9.0,4,8,2.0,2,0,3.0,7,0,0
1.0,76.0,5.0,7,581.0,72.0,27.0,37,149.0,1.0,5,7.0,4,2,3,3,9,6,6.0,0,14.0,54.0,2,3,0.0,3,3,1.0,6,1,1
0.0,0.0,16.0,22,2848.0,61.0,1.0,42,61.0,0.0,1,22.0,7,2,2,3,1,6,19.0,2,10.0,385.0,2,5,0.0,2,2,11.0,6,0,4
14.0,22.0,11.0,3,257.0,6.0,88.0,20,211.0,1.0,11,3.0,7,2,1,2,9,6,1.0,1,0.0,21.0,1,6,3.0,2,0,1.0,6,1,3
20.0,12.0,4.0,3,1.0,3.0,463.0,9,447.0,2.0,55,3.0,7,2,6,1,8,8,1.0,2,11.0,3.0,1,8,60.0,1,0,4.0,8,0,3
1.0,1.0,1.0,0,4.0,0.0,1.0,1,0.0,1.0,1,0.0,4,2,7,3,9,6,2.0,0,4.0,25.0,1,5,302.0,1,0,23.0,6,0,2
11.0,628.0,7.0,1,1.0,0.0,11.0,1,1.0,1.0,1,0.0,7,2,1,2,9,8,8.0,2,17.0,51.0,5,8,0.0,0,1,4.0,6,0,26
0.0,-1.0,118.0,10,3107.0,57.0,5.0,46,152.0,0.0,3,26.0,3,2,1,2,9,6,13.0,1,0.0,30.0,1,8,3.0,2,1,787.0,6,1,0
0.0,0.0,9.0,3,2640.0,397.0,2.0,28,153.0,0.0,2,3.0,7,2,2,2,9,1,11.0,0,2.0,43.0,1,3,0.0,2,3,19.0,6,12,3
0.0,180.0,263.0,15,16244.0,116.0,1.0,29,29.0,0.0,1,29.0,9,2,7,1,9,1,1.0,2,5.0,10.0,4,5,2.0,3,0,5.0,7,10,6
0.0,300.0,3.0,0,466.0,1268.0,1.0,49,587.0,0.0,1,48.0,7,2,0,3,9,7,2.0,3,0.0,3.0,1,10,2.0,2,0,5.0,6,0,5
0.0,0.0,183.0,2,2656.0,29.0,62.0,6,9.0,0.0,1,2.0,5,2,1,1,9,8,0.0,2,20.0,20.0,1,8,2.0,1,1,88.0,1,4,11
3.0,2313.0,17.0,4,41.0,4.0,41.0,20,32.0,1.0,3,4.0,3,2,4,0,8,1,8.0,3,11.0,6.0,0,5,54.0,0,0,0.0,7,1,2
