V1,V6,V10,V12,V13,V14,V15
56,1693.0,26,238.0,4,442.0,4
60,938.0,13,380.0,3,-1.0,0
35,127.0,20,94.0,2,-1.0,0
43,94.0,5,68.0,1,-1.0,0
28,161.0,20,268.0,2,-1.0,0
60,366.0,3,593.0,1,-1.0,0
30,4210.0,12,796.0,4,-1.0,0
54,511.0,17,1201.0,3,-1.0,0
81,122.0,23,201.0,1,-1.0,0
27,643.0,13,317.0,1,-1.0,0
50,82.0,5,456.0,1,-1.0,0
33,91.0,10,526.0,1,-1.0,0
28,497.0,24,1602.0,6,-1.0,0
26,170.0,15,129.0,1,-1.0,0
36,6384.0,18,97.0,1,-1.0,0
22,948.0,25,169.0,1,191.0,3
64,4787.0,28,501.0,1,-1.0,0
24,598.0,12,762.0,1,182.0,2
27,401.0,6,218.0,3,93.0,2
46,242.0,4,120.0,2,96.0,1
29,8.0,10,627.0,1,-1.0,0
31,1331.0,30,297.0,1,86.0,3
42,98.0,28,228.0,2,-1.0,0
26,313.0,26,210.0,2,-1.0,0
33,2780.0,19,485.0,1,-1.0,0
33,3446.0,28,83.0,2,-1.0,0
61,11.0,29,232.0,1,92.0,3
43,4216.0,24,150.0,2,195.0,2
38,804.0,1,1087.0,1,-1.0,0
58,3337.0,8,369.0,2,690.0,3
47,66.0,7,358.0,1,-1.0,0
33,130.0,25,121.0,8,-1.0,0
72,2.0,7,147.0,2,-1.0,0
44,-411.0,2,432.0,4,-1.0,0
38,0.0,12,112.0,2,-1.0,0
33,616.0,6,250.0,3,-1.0,0
58,-205.0,3,497.0,2,-1.0,0
60,65.0,9,1028.0,2,-1.0,0
21,53.0,14,270.0,1,-1.0,0
35,0.0,7,139.0,1,243.0,2
34,246.0,3,81.0,5,-1.0,0
51,726.0,11,409.0,1,14.0,8
27,4590.0,10,131.0,4,89.0,3
28,1348.0,6,221.0,2,-1.0,0
33,3935.0,6,765.0,1,342.0,2
45,205.0,4,180.0,1,92.0,3
51,540.0,5,124.0,2,-1.0,0
34,390.0,27,95.0,2,231.0,2
49,9131.0,18,532.0,1,461.0,5
27,584.0,8,192.0,2,-1.0,0
41,-217.0,11,313.0,1,349.0,3
35,876.0,20,318.0,1,-1.0,0
36,0.0,25,106.0,1,205.0,2
30,78.0,6,198.0,1,-1.0,0
43,1819.0,14,41.0,2,-1.0,0
25,0.0,24,458.0,9,-1.0,0
28,67.0,3,20.0,5,-1.0,0
32,3268.0,15,147.0,1,-1.0,0
31,35.0,13,315.0,2,105.0,1
42,1216.0,23,296.0,1,521.0,1
56,663.0,8,819.0,3,-1.0,0
44,438.0,9,42.0,1,-1.0,0
27,41.0,25,803.0,1,-1.0,0
67,2540.0,14,279.0,3,92.0,9
30,274.0,11,97.0,2,-1.0,0
45,31472.0,19,568.0,7,-1.0,0
29,247.0,16,143.0,2,587.0,3
36,1405.0,14,283.0,3,-1.0,0
21,71.0,13,169.0,2,-1.0,0
59,1634.0,5,836.0,1,-1.0,0
42,527.0,22,181.0,1,185.0,1
31,54.0,18,230.0,3,-1.0,0
48,3766.0,6,206.0,2,-1.0,0
36,1379.0,25,189.0,1,186.0,1
22,-7.0,17,84.0,1,343.0,1
31,2734.0,15,858.0,3,-1.0,0
49,104.0,8,285.0,1,-1.0,0
39,1756.0,3,939.0,1,-1.0,0
38,508.0,12,1103.0,2,-1.0,0
54,-182.0,9,98.0,1,-1.0,0
29,637.0,3,340.0,1,119.0,1
30,61.0,5,525.0,1,-1.0,0
53,-137.0,28,72.0,1,-1.0,0
43,800.0,13,902.0,1,-1.0,0
28,115.0,21,66.0,13,-1.0,0
48,174.0,8,36.0,8,-1.0,0
66,220.0,28,283.0,1,-1.0,0
31,-348.0,18,410.0,1,-1.0,0
36,1.0,8,1242.0,3,-1.0,0
30,-213.0,27,751.0,1,-1.0,0
50,2971.0,9,722.0,2,-1.0,0
29,3466.0,21,274.0,1,-1.0,0
41,141.0,16,299.0,4,-1.0,0
49,1093.0,15,316.0,1,246.0,4
43,8541.0,23,259.0,9,-1.0,0
51,1443.0,18,172.0,10,-1.0,0
53,2057.0,20,134.0,1,-1.0,0
41,-224.0,2,108.0,2,-1.0,0
30,311.0,31,158.0,2,-1.0,0
37,345.0,19,204.0,1,-1.0,0
57,2326.0,17,378.0,1,-1.0,0
59,1727.0,25,500.0,4,358.0,2
57,53.0,29,539.0,2,-1.0,0
62,569.0,4,94.0,5,184.0,1
42,1619.0,4,148.0,1,-1.0,0
39,5.0,21,167.0,1,-1.0,0
45,2033.0,15,243.0,5,285.0,2
32,3.0,23,108.0,3,-1.0,0
31,88.0,20,21.0,5,-1.0,0
27,3706.0,16,897.0,1,-1.0,0
47,0.0,19,141.0,1,-1.0,0
53,1794.0,17,557.0,1,-1.0,0
41,580.0,14,874.0,1,363.0,1
33,217.0,15,132.0,5,304.0,5
32,-667.0,18,152.0,7,349.0,1
29,674.0,30,483.0,1,13.0,5
30,411.0,21,142.0,1,-1.0,0
41,-413.0,8,170.0,2,-1.0,0
58,256.0,10,422.0,1,188.0,3
52,234.0,17,255.0,1,-1.0,0
31,703.0,8,943.0,2,-1.0,0
45,115.0,11,209.0,4,-1.0,0
30,101.0,7,187.0,3,-1.0,0
42,898.0,18,136.0,2,131.0,1
44,2167.0,7,1273.0,1,-1.0,0
36,376.0,13,479.0,1,-1.0,0
37,-456.0,20,42.0,7,-1.0,0
32,131.0,21,322.0,1,189.0,1
30,6281.0,21,149.0,2,-1.0,0
26,15161.0,2,280.0,1,-1.0,0
30,495.0,21,641.0,1,-1.0,0
49,808.0,28,1232.0,1,-1.0,0
39,1790.0,4,229.0,6,-1.0,0
32,4654.0,15,134.0,2,-1.0,0
71,14220.0,9,397.0,1,-1.0,0
37,6771.0,7,337.0,1,186.0,1
45,-55.0,29,78.0,3,197.0,1
32,134.0,15,532.0,3,-1.0,0
49,953.0,14,278.0,2,-1.0,0
45,377.0,19,835.0,3,-1.0,0
67,942.0,6,455.0,2,84.0,2
32,2093.0,24,224.0,2,444.0,1
52,961.0,18,222.0,1,553.0,4
47,1797.0,7,62.0,4,-1.0,0
54,5210.0,30,123.0,4,-1.0,0
32,1716.0,21,157.0,4,-1.0,0
27,1820.0,17,1027.0,1,-1.0,0
59,169.0,16,181.0,3,-1.0,0
58,3342.0,5,344.0,5,-1.0,0
49,7019.0,2,263.0,1,368.0,3
26,54.0,13,116.0,1,-1.0,0
63,109.0,10,406.0,2,-1.0,0
63,-39.0,1,387.0,2,-1.0,0
24,2573.0,24,375.0,2,-1.0,0
50,346.0,6,178.0,1,-1.0,0
44,1262.0,26,788.0,11,-1.0,0
55,12972.0,18,205.0,1,-1.0,0
35,0.0,18,17.0,1,-1.0,0
27,118.0,31,160.0,3,98.0,1
25,1116.0,17,68.0,6,-1.0,0
51,0.0,31,574.0,2,-1.0,0
29,7836.0,19,155.0,1,-1.0,0
28,168.0,1,347.0,3,140.0,2
32,354.0,4,177.0,2,133.0,5
59,7766.0,25,1422.0,1,461.0,1
52,0.0,13,179.0,3,257.0,6
44,5068.0,8,256.0,2,-1.0,0
42,324.0,27,203.0,2,-1.0,0
40,-279.0,28,143.0,2,-1.0,0
31,0.0,11,720.0,1,-1.0,0
37,596.0,13,281.0,1,345.0,2
33,183.0,16,457.0,2,182.0,3
42,7702.0,16,138.0,2,-1.0,0
29,428.0,22,293.0,2,-1.0,0
34,215.0,3,350.0,3,-1.0,0
39,-367.0,16,667.0,2,-1.0,0
54,736.0,16,268.0,1,331.0,1
35,1380.0,23,155.0,1,-1.0,0
29,228.0,11,12.0,8,342.0,9
60,3401.0,30,294.0,1,270.0,1
48,368.0,8,363.0,2,140.0,7
32,0.0,20,464.0,2,-1.0,0
42,1220.0,28,155.0,2,-1.0,0
40,556.0,17,234.0,1,323.0,1
33,1636.0,3,105.0,1,136.0,1
28,874.0,5,509.0,1,-1.0,0
47,1568.0,21,226.0,3,91.0,8
59,281.0,8,430.0,2,-1.0,0
40,0.0,11,657.0,1,-1.0,0
21,2077.0,5,323.0,1,-1.0,0
28,-594.0,15,296.0,2,353.0,2
38,38.0,16,64.0,1,-1.0,0
52,657.0,7,398.0,2,460.0,2
41,1649.0,16,312.0,3,-1.0,0
44,282.0,9,700.0,2,154.0,3
29,306.0,18,774.0,4,-1.0,0
32,471.0,2,243.0,3,-1.0,0
48,926.0,12,504.0,2,178.0,10
47,699.0,5,432.0,3,97.0,2
44,1074.0,11,911.0,2,-1.0,0
27,0.0,9,240.0,2,-1.0,0
38,1852.0,13,606.0,1,-1.0,0
32,506.0,5,63.0,2,-1.0,0
43,388.0,6,644.0,1,355.0,2
28,136.0,16,355.0,1,-1.0,0
36,11650.0,29,268.0,1,-1.0,0
32,4885.0,18,400.0,2,-1.0,0
32,1423.0,16,223.0,3,-1.0,0
51,-2282.0,14,301.0,6,-1.0,0
41,6046.0,14,185.0,2,-1.0,0
49,6493.0,17,180.0,1,-1.0,0
34,1.0,17,54.0,3,-1.0,0
37,189.0,16,162.0,2,-1.0,0
37,145.0,22,74.0,13,-1.0,0
44,129.0,5,189.0,2,-1.0,0
54,0.0,19,220.0,1,-1.0,0
28,187.0,10,255.0,1,93.0,2
30,3528.0,4,250.0,1,92.0,2
25,2816.0,30,327.0,1,-1.0,0
34,35.0,7,88.0,2,-1.0,0
39,49.0,20,379.0,4,-1.0,0
52,436.0,22,95.0,1,-1.0,0
27,710.0,6,653.0,1,334.0,2
39,3050.0,6,236.0,7,-1.0,0
47,651.0,14,143.0,3,-1.0,0
35,2885.0,13,199.0,3,43.0,8
26,3825.0,13,107.0,1,-1.0,0
54,309.0,13,969.0,2,-1.0,0
47,207.0,2,244.0,1,271.0,4
28,1010.0,6,911.0,1,336.0,2
54,2156.0,3,261.0,1,195.0,4
32,611.0,8,541.0,3,-1.0,0
44,1309.0,30,262.0,2,-1.0,0
61,2557.0,11,139.0,3,190.0,1
33,-886.0,25,103.0,6,-1.0,0
35,68.0,3,175.0,1,-1.0,0
31,454.0,30,266.0,1,-1.0,0
46,4343.0,20,185.0,1,-1.0,0
32,7290.0,18,357.0,1,-1.0,0
61,86.0,23,149.0,1,-1.0,0
27,811.0,28,591.0,2,-1.0,0
29,-7.0,13,1279.0,3,-1.0,0
34,2552.0,25,74.0,1,-1.0,0
34,63.0,17,678.0,1,-1.0,0
37,29.0,14,404.0,2,183.0,2
44,237.0,28,212.0,2,-1.0,0
28,255.0,29,602.0,2,-1.0,0
45,0.0,26,64.0,2,-1.0,0
65,90.0,22,416.0,1,-1.0,0
41,2665.0,29,112.0,1,183.0,10
34,520.0,12,1307.0,4,-1.0,0
30,8781.0,18,898.0,1,-1.0,0
25,1231.0,31,271.0,2,-1.0,0
39,0.0,14,9.0,10,330.0,10
47,298.0,11,183.0,1,-1.0,0
30,12737.0,19,589.0,2,-1.0,0
34,751.0,17,1303.0,1,-1.0,0
45,6993.0,20,283.0,1,-1.0,0
56,2749.0,17,38.0,1,172.0,2
72,1129.0,26,186.0,1,-1.0,0
46,642.0,12,110.0,4,-1.0,0
25,326.0,26,390.0,1,-1.0,0
29,95.0,3,172.0,3,-1.0,0
57,5253.0,18,235.0,3,-1.0,0
33,39.0,16,332.0,3,-1.0,0
37,0.0,23,242.0,5,153.0,7
29,121.0,30,1500.0,2,-1.0,0
27,1742.0,16,787.0,1,-1.0,0
31,111.0,21,504.0,2,93.0,2
38,0.0,6,64.0,1,-1.0,0
75,852.0,16,228.0,1,185.0,1
27,1625.0,2,180.0,5,-1.0,0
71,5715.0,17,747.0,2,-1.0,0
64,588.0,16,574.0,1,179.0,3
35,328.0,22,654.0,2,-1.0,0
50,133.0,28,890.0,4,-1.0,0
56,3450.0,10,507.0,1,181.0,2
37,125.0,5,56.0,1,-1.0,0
54,1303.0,3,1635.0,1,-1.0,0
48,0.0,11,195.0,1,104.0,5
30,69.0,17,997.0,1,-1.0,0
40,5483.0,29,76.0,2,-1.0,0
28,0.0,18,209.0,20,-1.0,0
48,4.0,20,7.0,5,318.0,10
29,874.0,16,231.0,1,181.0,2
27,290.0,10,88.0,1,-1.0,0
33,1778.0,12,388.0,1,-1.0,0
57,10583.0,25,272.0,1,178.0,6
49,0.0,26,189.0,4,-1.0,0
33,1697.0,4,489.0,1,182.0,1
31,1094.0,12,93.0,8,-1.0,0
30,253.0,5,259.0,1,-1.0,0
37,1785.0,26,912.0,4,-1.0,0
47,663.0,12,409.0,1,274.0,6
50,6574.0,8,495.0,1,92.0,3
47,31.0,24,63.0,4,-1.0,0
51,1416.0,9,345.0,1,-1.0,0
52,-468.0,8,534.0,1,-1.0,0
54,3994.0,20,595.0,2,187.0,2
52,105.0,20,96.0,1,-1.0,0
32,473.0,7,292.0,3,-1.0,0
78,3208.0,20,351.0,3,-1.0,0
43,483.0,19,950.0,6,-1.0,0
34,16.0,29,316.0,1,119.0,1
52,-970.0,4,489.0,1,-1.0,0
46,1227.0,30,135.0,1,-1.0,0
61,399.0,26,81.0,1,-1.0,0
27,1293.0,8,1665.0,3,-1.0,0
57,1227.0,5,232.0,1,-1.0,0
32,29050.0,21,563.0,2,-1.0,0
44,878.0,2,130.0,1,-1.0,0
41,881.0,8,75.0,2,-1.0,0
33,4402.0,21,380.0,2,-1.0,0
72,4657.0,27,132.0,4,94.0,16
36,535.0,20,150.0,2,-1.0,0
44,682.0,27,85.0,3,-1.0,0
29,1958.0,9,643.0,1,-1.0,0
50,3169.0,13,399.0,1,430.0,1
58,149.0,28,289.0,1,-1.0,0
34,187.0,12,379.0,2,-1.0,0
52,3923.0,14,942.0,3,-1.0,0
27,-179.0,15,54.0,2,-1.0,0
33,1323.0,1,327.0,1,-1.0,0
25,469.0,21,273.0,1,86.0,1
34,18.0,30,359.0,1,-1.0,0
25,139.0,12,138.0,1,-1.0,0
56,1989.0,3,279.0,4,181.0,4
31,147.0,9,163.0,2,92.0,3
58,279.0,8,327.0,5,-1.0,0
33,522.0,7,559.0,4,-1.0,0
39,1738.0,14,633.0,1,358.0,1
35,156.0,8,302.0,1,283.0,3
63,791.0,21,212.0,2,-1.0,0
51,394.0,28,968.0,2,-1.0,0
28,1106.0,17,73.0,2,-1.0,0
27,392.0,21,292.0,2,-1.0,0
30,983.0,27,189.0,2,-1.0,0
30,161.0,8,298.0,3,-1.0,0
35,3698.0,5,106.0,1,-1.0,0
32,459.0,8,202.0,2,-1.0,0
40,0.0,5,181.0,1,-1.0,0
55,1446.0,17,135.0,1,-1.0,0
47,-401.0,23,78.0,1,-1.0,0
49,1807.0,12,229.0,1,-1.0,0
32,112.0,5,118.0,1,-1.0,0
48,-440.0,12,399.0,1,-1.0,0
37,5447.0,17,1789.0,1,-1.0,0
28,60.0,6,161.0,1,337.0,1
43,246.0,25,113.0,6,-1.0,0
50,0.0,19,638.0,1,-1.0,0
35,2658.0,19,768.0,2,141.0,3
34,16992.0,29,71.0,1,245.0,1
46,2421.0,19,1084.0,1,100.0,4
52,2594.0,21,425.0,1,-1.0,0
42,985.0,20,141.0,2,-1.0,0
57,-609.0,21,168.0,1,-1.0,0
49,99.0,6,687.0,2,343.0,1
54,0.0,29,46.0,1,-1.0,0
52,2227.0,24,242.0,2,-1.0,0
51,568.0,4,37.0,1,-1.0,0
32,2465.0,13,414.0,1,-1.0,0
41,740.0,30,134.0,3,-1.0,0
30,533.0,11,229.0,2,99.0,4
26,74.0,16,419.0,2,-1.0,0
28,4987.0,2,924.0,2,113.0,21
54,0.0,18,362.0,1,290.0,3
32,-1500.0,27,157.0,2,-1.0,0
59,351.0,27,1063.0,5,-1.0,0
28,4465.0,28,769.0,1,-1.0,0
34,788.0,5,269.0,1,-1.0,0
31,124.0,28,411.0,3,-1.0,0
40,4126.0,4,671.0,2,-1.0,0
51,0.0,2,61.0,7,-1.0,0
35,4170.0,20,1777.0,1,-1.0,0
42,254.0,9,288.0,7,183.0,4
34,682.0,27,472.0,3,-1.0,0
31,509.0,23,183.0,1,-1.0,0
50,-470.0,19,130.0,2,160.0,1
57,3815.0,20,90.0,2,-1.0,0
42,335.0,12,580.0,1,-1.0,0
29,580.0,17,1311.0,2,-1.0,0
60,108.0,26,624.0,1,-1.0,0
51,1212.0,13,184.0,1,-1.0,0
57,230.0,6,177.0,2,210.0,3
37,444.0,4,1063.0,5,-1.0,0
43,-1.0,30,605.0,2,-1.0,0
35,430.0,17,611.0,1,270.0,4
50,202.0,17,148.0,1,-1.0,0
34,2085.0,10,356.0,3,182.0,2
45,871.0,17,230.0,5,-1.0,0
30,635.0,13,851.0,8,-1.0,0
29,0.0,4,377.0,1,-1.0,0
30,-679.0,23,372.0,3,-1.0,0
47,600.0,19,290.0,15,-1.0,0
23,870.0,6,316.0,4,-1.0,0
73,7111.0,12,146.0,1,-1.0,0
48,-392.0,31,725.0,4,-1.0,0
28,0.0,20,185.0,1,-1.0,0
57,93.0,17,137.0,1,-1.0,0
42,5310.0,25,968.0,2,97.0,4
38,592.0,6,275.0,1,-1.0,0
78,631.0,11,95.0,1,-1.0,0
29,1165.0,3,244.0,2,184.0,1
26,96.0,6,606.0,1,345.0,1
35,4959.0,29,91.0,2,-1.0,0
26,159.0,3,589.0,1,-1.0,0
39,2040.0,12,312.0,6,-1.0,0
48,101.0,21,338.0,3,-1.0,0
25,82.0,7,104.0,2,-1.0,0
55,0.0,19,55.0,4,-1.0,0
43,1154.0,15,603.0,11,-1.0,0
26,47.0,6,273.0,4,-1.0,0
43,1854.0,30,323.0,1,-1.0,0
25,0.0,8,634.0,1,-1.0,0
44,0.0,8,54.0,2,-1.0,0
45,160.0,10,182.0,2,194.0,1
55,1695.0,3,69.0,2,-1.0,0
44,13761.0,29,65.0,1,-1.0,0
54,7449.0,19,235.0,7,-1.0,0
47,1715.0,22,211.0,8,-1.0,0
73,250.0,31,245.0,4,-1.0,0
45,1214.0,2,150.0,2,189.0,2
34,0.0,30,300.0,1,86.0,1
40,431.0,7,180.0,2,-1.0,0
42,238.0,25,692.0,1,-1.0,0
35,62.0,7,226.0,2,88.0,4
51,74.0,25,79.0,2,-1.0,0
36,656.0,28,71.0,4,-1.0,0
23,817.0,18,123.0,1,-1.0,0
60,1163.0,30,470.0,8,-1.0,0
23,2530.0,12,411.0,1,-1.0,0
52,7135.0,19,1032.0,3,-1.0,0
30,419.0,4,194.0,1,-1.0,0
24,0.0,27,122.0,2,-1.0,0
37,1211.0,21,795.0,1,-1.0,0
80,8304.0,8,606.0,3,91.0,13
41,4047.0,18,343.0,1,-1.0,0
39,1048.0,21,405.0,1,-1.0,0
62,1495.0,2,265.0,1,-1.0,0
55,1218.0,5,145.0,1,-1.0,0
42,6573.0,7,56.0,4,-1.0,0
54,42.0,12,192.0,2,-1.0,0
30,81.0,22,145.0,1,-1.0,0
36,776.0,7,722.0,3,-1.0,0
58,16264.0,17,215.0,3,-1.0,0
48,252.0,7,261.0,5,-1.0,0
27,261.0,3,592.0,4,-1.0,0
41,795.0,2,147.0,1,-1.0,0
30,0.0,14,95.0,2,-1.0,0
53,453.0,17,148.0,2,-1.0,0
30,46.0,13,382.0,3,-1.0,0
54,0.0,18,144.0,2,-1.0,0
30,13774.0,14,380.0,1,-1.0,0
39,150.0,3,296.0,4,-1.0,0
44,-2.0,15,152.0,5,-1.0,0
51,1521.0,6,24.0,1,-1.0,0
28,1705.0,17,412.0,2,-1.0,0
52,3094.0,17,96.0,1,-1.0,0
30,1232.0,6,52.0,4,-1.0,0
26,760.0,4,456.0,2,281.0,5
38,294.0,25,172.0,2,-1.0,0
46,4064.0,20,62.0,4,-1.0,0
32,5670.0,4,326.0,1,-1.0,0
45,2394.0,18,895.0,12,-1.0,0
58,1507.0,19,255.0,6,189.0,1
32,2313.0,9,99.0,26,-1.0,0
58,5701.0,2,521.0,1,-1.0,0
29,1925.0,21,150.0,3,149.0,5
33,-14.0,14,223.0,2,-1.0,0
27,159.0,25,295.0,2,-1.0,0
49,566.0,25,979.0,2,-1.0,0
53,1379.0,4,68.0,1,-1.0,0
55,4.0,28,1048.0,1,-1.0,0
28,3028.0,17,183.0,1,-1.0,0
28,118.0,15,376.0,3,368.0,1
54,5475.0,22,321.0,4,-1.0,0
31,236.0,4,211.0,3,-1.0,0
42,1323.0,19,19.0,1,-1.0,0
26,611.0,29,177.0,2,-1.0,0
25,3630.0,9,221.0,7,-1.0,0
37,41.0,14,388.0,3,-1.0,0
37,96.0,7,155.0,1,99.0,2
35,496.0,18,135.0,3,-1.0,0
45,0.0,18,179.0,2,-1.0,0
29,2.0,21,379.0,5,-1.0,0
20,292.0,5,385.0,2,93.0,1
37,13156.0,21,240.0,1,-1.0,0
30,1599.0,11,152.0,2,-1.0,0
53,6839.0,19,77.0,1,-1.0,0
32,394.0,14,266.0,2,-1.0,0
39,2139.0,15,576.0,4,371.0,1
26,77.0,26,175.0,1,-1.0,0
29,6429.0,14,535.0,1,352.0,2
48,719.0,11,418.0,5,-1.0,0
40,793.0,15,109.0,1,-1.0,0
23,665.0,28,1183.0,1,-1.0,0
39,-4.0,10,358.0,1,-1.0,0
41,-104.0,16,32.0,3,-1.0,0
32,113.0,10,68.0,1,-1.0,0
35,1618.0,7,542.0,1,-1.0,0
43,433.0,4,45.0,1,-1.0,0
36,62.0,13,311.0,1,91.0,2
41,1278.0,19,532.0,1,-1.0,0
18,608.0,13,210.0,1,93.0,1
43,870.0,8,528.0,1,-1.0,0
57,658.0,10,724.0,1,-1.0,0
33,2302.0,13,115.0,2,-1.0,0
36,953.0,28,77.0,1,100.0,1
26,1326.0,9,70.0,1,-1.0,0
35,289.0,11,80.0,10,-1.0,0
28,157.0,27,155.0,3,-1.0,0
87,6746.0,21,749.0,1,-1.0,0
34,147.0,29,57.0,7,-1.0,0
42,43.0,14,735.0,8,-1.0,0
30,2.0,25,1031.0,8,-1.0,0
56,374.0,20,193.0,4,-1.0,0
28,5763.0,5,196.0,2,-1.0,0
66,40.0,14,290.0,2,-1.0,0
42,213.0,7,434.0,3,-1.0,0
28,1595.0,9,268.0,1,254.0,4
71,2988.0,17,130.0,1,-1.0,0
43,699.0,20,1258.0,2,122.0,2
29,-194.0,7,127.0,1,-1.0,0
34,262.0,15,89.0,2,106.0,1
31,28.0,8,101.0,1,-1.0,0
55,18722.0,12,128.0,2,-1.0,0
41,231.0,7,352.0,2,-1.0,0
33,127.0,29,1059.0,2,-1.0,0
69,473.0,20,333.0,1,-1.0,0
30,1320.0,5,122.0,3,362.0,1
46,9299.0,19,1148.0,1,276.0,2
55,141.0,28,154.0,5,-1.0,0
49,1672.0,17,128.0,3,-1.0,0
36,546.0,6,91.0,3,-1.0,0
54,1624.0,12,166.0,3,182.0,10
71,4380.0,22,369.0,1,-1.0,0
58,5701.0,30,354.0,1,87.0,1
42,37.0,21,299.0,1,-1.0,0
39,1742.0,9,130.0,6,-1.0,0
50,235.0,11,71.0,2,-1.0,0
28,404.0,18,33.0,2,367.0,4
44,2776.0,27,701.0,1,-1.0,0
38,137.0,10,624.0,1,-1.0,0
31,635.0,15,293.0,2,-1.0,0
31,178.0,15,415.0,1,360.0,5
38,1655.0,29,392.0,2,-1.0,0
39,1108.0,18,191.0,2,-1.0,0
35,1417.0,14,65.0,3,-1.0,0
30,1700.0,22,279.0,3,-1.0,0
48,191.0,17,222.0,1,326.0,1
43,1625.0,21,56.0,1,-1.0,0
30,915.0,27,370.0,1,-1.0,0
30,199.0,28,131.0,7,-1.0,0
28,159.0,14,246.0,2,420.0,2
31,136.0,12,228.0,2,267.0,1
41,456.0,11,734.0,4,-1.0,0
43,103.0,18,53.0,1,183.0,5
51,1610.0,16,1248.0,3,-1.0,0
26,941.0,29,1165.0,1,-1.0,0
39,3032.0,29,260.0,1,-1.0,0
46,1693.0,20,427.0,1,-1.0,0
42,247.0,31,76.0,5,-1.0,0
52,-779.0,17,709.0,1,-1.0,0
35,2086.0,21,254.0,7,-1.0,0
46,37378.0,14,146.0,1,518.0,1
32,-428.0,13,518.0,1,-1.0,0
69,2346.0,11,354.0,2,-1.0,0
37,0.0,18,850.0,2,-1.0,0
59,182.0,3,133.0,1,-1.0,0
44,4031.0,7,983.0,4,-1.0,0
36,1198.0,9,278.0,3,-1.0,0
25,219.0,4,576.0,1,96.0,1
46,4176.0,12,153.0,6,-1.0,0
36,669.0,9,91.0,1,-1.0,0
46,-824.0,7,429.0,3,-1.0,0
46,0.0,3,305.0,13,-1.0,0
59,2605.0,30,85.0,2,-1.0,0
31,81.0,29,164.0,2,-1.0,0
33,2885.0,5,1051.0,2,-1.0,0
48,-202.0,30,225.0,4,-1.0,0
35,24.0,26,243.0,2,-1.0,0
20,215.0,21,228.0,4,183.0,1
27,202.0,21,678.0,1,-1.0,0
29,19.0,3,274.0,1,230.0,1
34,1758.0,6,14.0,8,-1.0,0
58,0.0,11,965.0,2,-1.0,0
24,1809.0,11,165.0,1,95.0,2
27,897.0,5,397.0,1,-1.0,0
33,79.0,2,674.0,1,-1.0,0
43,3872.0,9,225.0,2,-1.0,0
37,0.0,28,62.0,8,-1.0,0
34,681.0,6,637.0,2,-1.0,0
62,7458.0,30,212.0,2,-1.0,0
26,97.0,27,382.0,1,-1.0,0
53,0.0,19,160.0,3,-1.0,0
37,306.0,16,73.0,1,-1.0,0
37,594.0,4,62.0,1,-1.0,0
36,0.0,15,687.0,7,-1.0,0
27,439.0,15,1038.0,2,-1.0,0
46,460.0,7,1102.0,2,-1.0,0
35,4788.0,3,227.0,1,-1.0,0
33,30.0,22,1077.0,1,-1.0,0
39,1307.0,31,158.0,1,-1.0,0
44,522.0,20,911.0,1,-1.0,0
43,0.0,29,73.0,4,-1.0,0
33,5878.0,23,438.0,1,430.0,2
37,11391.0,21,103.0,1,-1.0,0
28,4099.0,23,116.0,4,-1.0,0
25,41.0,4,101.0,2,-1.0,0
39,7005.0,28,429.0,2,184.0,3
50,2190.0,17,269.0,1,-1.0,0
28,-504.0,14,578.0,1,-1.0,0
90,712.0,3,557.0,1,-1.0,0
30,3343.0,1,235.0,1,-1.0,0
37,5024.0,25,661.0,4,-1.0,0
43,733.0,19,1102.0,3,-1.0,0
58,96.0,21,850.0,1,-1.0,0
33,718.0,6,122.0,1,98.0,2
40,5.0,15,117.0,3,-1.0,0
42,4945.0,2,311.0,2,-1.0,0
26,3415.0,8,209.0,1,-1.0,0
27,-392.0,23,228.0,2,-1.0,0
60,-330.0,22,69.0,6,-1.0,0
37,775.0,14,150.0,2,-1.0,0
37,3068.0,20,370.0,2,195.0,1
43,107.0,28,135.0,1,-1.0,0
39,3655.0,20,422.0,1,-1.0,0
55,1580.0,19,1007.0,1,-1.0,0
32,2204.0,21,11.0,4,-1.0,0
38,0.0,8,210.0,1,92.0,3
60,315.0,1,840.0,1,183.0,3
52,955.0,3,153.0,1,48.0,3
34,992.0,4,301.0,1,88.0,2
52,2557.0,8,340.0,1,156.0,1
51,0.0,15,177.0,4,99.0,2
21,691.0,13,219.0,1,101.0,2
27,3145.0,25,374.0,1,179.0,2
47,8.0,29,62.0,2,-1.0,0
31,533.0,12,372.0,1,90.0,10
55,8592.0,9,255.0,1,-1.0,0
62,973.0,2,326.0,1,-1.0,0
24,235.0,9,98.0,1,92.0,1
34,581.0,21,176.0,4,-1.0,0
31,622.0,18,420.0,1,-1.0,0
31,1027.0,2,217.0,3,-1.0,0
30,93.0,6,146.0,4,-1.0,0
30,0.0,9,20.0,1,-1.0,0
40,0.0,25,506.0,2,-1.0,0
70,6538.0,9,394.0,1,-1.0,0
51,428.0,18,145.0,2,-1.0,0
54,473.0,2,182.0,1,81.0,1
42,356.0,7,787.0,3,356.0,2
56,4309.0,9,465.0,6,-1.0,0
30,0.0,23,40.0,5,-1.0,0
41,1618.0,14,1553.0,1,-1.0,0
30,778.0,18,22.0,2,346.0,2
58,3948.0,13,76.0,1,-1.0,0
