Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
1,9,13,0,0,0,0,50,8,1360.0,1,14,526390.0,297640.0,-0.136903,52.561922,35,2,1,392.0,0.0,0.0,0,2,1,1,30,6,0,0,9,6
2,9,17,0,0,0,0,35,6,1206.0,1,4,502999.0,412968.0,-0.444914,53.603162,16,2,6,232.0,1206.0,0.0,1,2,5,0,7,2,0,0,9,4
1,9,18,0,0,0,0,21,5,1598.0,1,7,480161.0,283346.0,-0.822118,52.442212,34,1,1,383.0,576.0,7202.0,0,1,2,0,30,6,0,0,9,4
1,9,9,0,0,0,0,41,7,1598.0,1,1,391513.0,372932.0,-2.128664,53.253329,7,1,1,129.0,0.0,0.0,0,1,1,1,30,6,5,9,0,7
2,5,18,0,0,0,0,58,9,1084.0,1,16,415791.0,138161.0,-1.775653,51.1425,54,2,1,635.0,345.0,288.0,1,2,1,0,58,9,0,0,5,9
1,9,18,0,0,0,0,28,6,1242.0,1,1,372910.0,274550.0,-2.399294,52.368323,22,3,2,278.0,4117.0,0.0,1,1,1,1,28,6,0,0,9,8
2,9,18,0,0,0,0,81,11,1992.0,2,9,321500.0,126595.0,-3.120878,51.033335,52,2,4,608.0,0.0,0.0,0,2,2,0,81,11,0,0,9,6
2,9,16,0,0,0,0,54,8,1390.0,1,5,513760.0,184900.0,-0.360648,51.55153,1,3,4,27.0,312.0,0.0,0,2,2,0,54,8,0,0,9,9
1,9,4,0,0,0,0,21,5,1199.0,1,16,199157.0,53034.0,-4.824051,50.342896,50,3,3,596.0,3058.0,0.0,0,1,1,1,21,5,0,0,9,3
1,9,9,0,0,0,0,75,10,1242.0,1,8,438843.0,391770.0,-1.416982,53.421305,14,1,1,215.0,0.0,6082.0,0,1,1,0,10,2,5,1,0,3
1,19,18,0,0,0,0,43,7,2179.0,2,8,533630.0,188550.0,-0.072841,51.579978,1,2,1,31.0,10.0,0.0,0,1,1,0,43,7,1,1,0,4
1,9,18,0,0,0,0,36,7,1397.0,1,7,409226.0,295499.0,-1.865349,52.557253,20,4,6,300.0,0.0,0.0,0,2,6,1,58,9,0,0,9,2
1,9,10,0,0,0,0,64,9,1339.0,1,3,300457.0,81989.0,-3.4087620000000003,50.629074,50,2,1,580.0,376.0,0.0,0,2,1,1,19,4,0,0,3,8
1,9,9,0,0,0,0,43,7,1598.0,1,8,523550.0,188760.0,-0.218163,51.584163,1,1,1,30.0,502.0,0.0,0,1,1,1,67,10,5,1,0,2
1,9,15,0,0,0,0,25,5,1242.0,1,8,419051.0,282983.0,-1.7211439999999998,52.444483,20,2,1,306.0,45.0,0.0,1,1,1,1,25,5,0,0,9,3
2,9,7,0,0,0,0,34,6,1600.0,1,14,509400.0,191300.0,-0.4215140000000001,51.609914,1,2,1,26.0,0.0,0.0,0,1,1,1,50,8,0,0,9,2
1,9,11,0,0,0,0,46,8,1598.0,1,13,378500.0,347503.0,-2.321989,53.024382,21,1,1,253.0,6.0,0.0,1,1,1,0,46,8,0,0,9,9
1,9,18,0,0,0,0,41,7,1968.0,2,1,549380.0,172920.0,0.14768499999999998,51.43559000000001,1,2,3,18.0,223.0,0.0,1,2,3,0,10,2,0,0,9,6
2,9,18,0,0,0,0,29,6,1598.0,1,10,509490.0,179220.0,-0.423972,51.501322,1,2,2,26.0,437.0,437.0,0,1,1,1,34,6,0,0,9,3
2,5,18,0,0,0,0,56,9,124.0,1,16,475478.0,259582.0,-0.896328,52.229275,34,2,1,384.0,508.0,0.0,0,2,1,0,56,9,0,0,5,8
2,9,9,0,0,0,0,18,4,1199.0,1,13,545630.0,259930.0,0.13035,52.218337,35,2,2,390.0,1134.0,0.0,0,2,2,1,18,4,0,0,9,6
1,9,4,0,0,0,0,77,11,1796.0,1,14,504066.0,246766.0,-0.4818270000000001,52.10944,40,2,1,420.0,530.0,0.0,1,2,1,0,38,7,0,0,5,1
1,3,18,0,0,0,0,44,7,101.0,1,8,356879.0,172454.0,-2.621914,51.449419,52,3,1,601.0,0.0,4.0,0,1,1,0,44,7,0,0,3,10
1,9,16,0,0,1,1,50,8,1149.0,1,4,585023.0,188285.0,0.66798,51.563087,42,1,2,460.0,127.0,0.0,0,1,1,1,50,8,0,0,9,10
1,9,18,0,0,0,0,31,6,1360.0,1,14,453275.0,361013.0,-1.204984,53.14360799999999,31,1,1,344.0,0.0,0.0,0,1,1,0,10,2,5,1,0,5
2,9,2,0,0,0,0,60,9,998.0,1,3,357095.0,168065.0,-2.618273,51.409974,52,2,2,601.0,0.0,0.0,0,1,1,1,27,6,0,0,9,1
1,9,17,0,0,0,0,48,8,998.0,1,16,344330.0,405230.0,-2.841517,53.540748,4,2,2,84.0,570.0,0.0,1,2,2,0,64,9,0,0,9,9
2,9,18,0,0,0,0,87,11,1596.0,1,13,582510.0,186553.0,0.630868,51.548348,42,2,4,460.0,13.0,0.0,0,1,4,1,21,5,0,0,9,4
12,9,18,0,0,0,0,43,7,1796.0,1,12,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,13,7,0,53,8,0,0,9,7
2,9,17,0,0,0,0,27,6,1998.0,2,10,496960.0,362407.0,-0.5516409999999999,53.149987,32,2,1,353.0,103.0,0.0,1,1,1,0,16,4,0,0,2,9
1,9,5,0,0,0,0,58,9,1796.0,1,8,377370.0,409460.0,-2.343276,53.581238,6,3,4,101.0,58.0,6292.0,0,1,1,1,58,9,0,0,9,7
1,9,3,0,0,0,0,30,6,1686.0,2,11,408997.0,284355.0,-1.869024,52.457073,20,2,1,300.0,0.0,0.0,0,2,1,0,40,7,0,0,9,1
2,9,3,0,0,0,0,35,6,1390.0,1,9,468718.0,413011.0,-0.962855,53.609157,14,3,2,211.0,614.0,0.0,0,1,1,1,28,6,0,0,9,6
2,9,3,0,0,0,0,17,4,1596.0,1,13,622225.0,311718.0,1.284347,52.65761800000001,36,2,2,404.0,1042.0,0.0,0,2,1,0,17,4,0,0,9,3
2,9,9,0,0,0,0,54,8,1896.0,2,6,436803.0,556800.0,-1.427574,54.904571,10,2,4,150.0,1405.0,5216.0,0,2,2,1,54,8,0,0,9,1
1,9,16,0,0,0,0,32,6,1390.0,1,17,340350.0,164473.0,-2.858401,51.376162,52,2,3,605.0,370.0,0.0,1,2,2,0,49,8,0,0,9,4
2,9,3,0,0,0,0,40,7,1595.0,1,6,339547.0,392906.0,-2.911304,53.429459,5,2,1,91.0,0.0,0.0,0,2,1,1,40,7,0,0,9,3
1,4,18,0,0,0,0,35,6,124.0,1,11,360890.0,408750.0,-2.59209,53.573883,6,2,2,114.0,5239.0,0.0,1,1,2,0,35,6,0,0,4,7
2,9,3,0,0,0,0,35,6,1242.0,1,9,434713.0,384348.0,-1.479938,53.354882,14,3,2,215.0,61.0,0.0,0,1,1,1,30,6,0,0,9,2
2,9,18,0,7,7,0,41,7,1896.0,2,5,179605.0,39821.0,-5.090732,50.217247,50,3,3,596.0,39.0,0.0,1,1,1,1,28,6,0,0,9,8
8,9,18,0,0,0,0,47,8,998.0,1,1,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,26,34,1,61,9,0,0,9,4
2,9,18,0,0,0,0,50,8,1997.0,2,7,610194.0,238793.0,1.061176,52.007753,37,2,1,410.0,12.0,0.0,1,2,1,0,23,5,0,0,9,5
2,9,18,0,0,7,0,59,9,898.0,1,1,355340.0,422050.0,-2.677811,53.692974,4,2,5,83.0,6.0,0.0,0,2,3,1,36,7,0,0,9,7
1,9,13,0,0,0,0,45,7,1198.0,1,10,517801.0,390494.0,-0.229763,53.398139,32,2,1,356.0,1225.0,0.0,1,1,1,1,45,7,0,0,9,6
3,9,18,0,10,0,0,47,8,4163.0,2,7,522520.0,180960.0,-0.235736,51.514288,1,4,3,11.0,40.0,0.0,0,4,3,0,51,8,0,0,9,3
2,9,18,0,0,0,0,37,7,1461.0,2,5,467954.0,152666.0,-1.027332,51.269105,44,2,2,490.0,30.0,0.0,1,2,2,1,59,9,0,0,9,9
1,9,18,0,0,0,0,71,10,1364.0,1,8,459652.0,403563.0,-1.101661,53.52535500000001,14,2,2,211.0,0.0,0.0,0,2,2,0,18,4,0,0,9,5
1,9,18,0,7,2,0,19,4,1753.0,2,11,436590.0,335550.0,-1.457292,52.916132,30,1,1,323.0,6.0,6.0,0,1,1,0,19,4,0,0,9,4
2,9,9,0,0,0,0,33,6,2231.0,2,8,553980.0,187310.0,0.220087,51.56365,1,2,1,15.0,0.0,0.0,0,1,1,1,54,8,0,0,9,5
1,2,18,0,0,0,0,45,7,125.0,1,2,531260.0,167870.0,-0.114706,51.394692,1,2,1,20.0,23.0,0.0,0,1,1,0,45,7,0,0,2,2
2,9,16,0,0,0,0,25,5,1951.0,2,9,457386.0,216108.0,-1.168462,51.840636,43,2,1,481.0,209.0,0.0,1,2,1,1,25,5,0,0,9,4
2,9,9,0,0,0,0,30,6,1596.0,1,10,434160.0,365340.0,-1.490281,53.184066,30,2,1,327.0,632.0,21.0,1,1,1,0,63,9,0,0,5,4
1,9,9,0,0,0,0,25,5,1242.0,1,9,491503.0,185054.0,-0.681516,51.556958,43,2,1,477.0,61.0,979.0,1,2,1,1,32,6,0,0,9,6
1,9,18,0,0,0,0,35,6,1956.0,2,1,620617.0,330517.0,1.273243,52.82699399999999,36,2,4,405.0,140.0,0.0,1,2,3,1,51,8,0,0,19,6
2,9,8,0,0,0,0,54,8,1598.0,1,12,376360.0,396410.0,-2.357541,53.463898,6,2,2,112.0,5214.0,5214.0,1,2,2,1,46,8,0,0,9,7
1,9,18,0,0,0,0,26,6,1995.0,2,4,398078.0,570839.0,-2.031603,55.032071,10,2,1,139.0,68.0,225.0,1,2,1,1,26,6,0,0,1,10
2,9,4,0,0,0,0,33,6,1390.0,1,12,406750.0,286510.0,-1.902049,52.47647900000001,20,3,3,300.0,38.0,0.0,0,3,1,0,29,6,0,0,9,2
1,9,3,0,0,0,0,43,7,1596.0,1,11,363789.0,180258.0,-2.523285,51.520071,52,3,6,612.0,4.0,0.0,1,1,3,1,12,3,0,0,9,10
1,9,5,0,0,0,0,42,7,1598.0,2,4,466931.0,273442.0,-1.018697,52.354965,34,2,2,381.0,31.0,0.0,1,2,1,1,35,6,0,0,9,7
1,9,5,0,0,0,0,32,6,2926.0,2,11,403480.0,417104.0,-1.948827,53.650427,13,3,1,202.0,672.0,0.0,1,3,1,0,42,7,0,0,1,8
1,9,18,0,0,0,0,53,8,1998.0,2,5,415477.0,432483.0,-1.766566,53.788438,13,2,1,200.0,0.0,0.0,0,1,1,0,53,8,0,0,9,1
1,9,9,0,0,0,0,52,8,1199.0,1,11,361476.0,388579.0,-2.580759,53.39263100000001,7,2,2,128.0,57.0,1051.0,0,2,2,1,31,6,0,0,9,2
1,19,4,0,0,0,0,47,8,1997.0,2,11,463596.0,342976.0,-1.054261,52.980365,31,3,1,343.0,612.0,0.0,1,2,1,1,40,7,0,0,9,9
1,9,18,0,0,0,0,63,9,1598.0,1,6,551020.0,191460.0,0.179199,51.601737,1,1,1,15.0,175.0,0.0,0,1,1,1,68,10,5,1,0,3
1,9,13,0,0,0,0,34,6,1360.0,1,11,408900.0,256451.0,-1.871181,52.206214,23,3,2,293.0,46.0,0.0,1,3,2,1,40,7,0,0,9,8
2,9,18,0,0,0,0,34,6,2143.0,2,2,524853.0,210263.0,-0.191684,51.777118,41,2,1,438.0,37.0,0.0,1,1,1,0,22,5,0,0,9,4
2,9,3,0,0,0,0,35,6,1598.0,1,10,537570.0,163370.0,-0.025806,51.35276,1,3,2,20.0,0.0,0.0,1,1,1,1,33,6,0,0,9,4
2,9,3,0,0,0,0,43,7,1896.0,2,12,386071.0,157805.0,-2.201259,51.319178,54,2,3,635.0,361.0,49.0,0,2,2,1,11,3,0,0,9,8
2,9,18,0,0,0,0,65,9,1360.0,1,11,411028.0,553884.0,-1.82965,54.879595,11,2,2,169.0,6309.0,6310.0,1,1,2,0,19,4,0,0,9,4
1,9,16,0,0,4,0,33,6,1781.0,1,12,462787.0,302412.0,-1.074082,52.61585899999999,33,1,4,364.0,1777.0,0.0,1,1,3,1,56,9,0,0,9,1
1,3,9,0,0,0,0,37,7,125.0,1,2,524410.0,182370.0,-0.208016,51.526547,1,2,1,1.0,404.0,0.0,0,2,1,0,31,6,0,0,1,2
1,9,18,0,0,0,0,30,6,998.0,1,4,432060.0,436092.0,-1.5144959999999998,53.82012099999999,13,2,1,204.0,0.0,0.0,0,2,1,1,38,7,0,0,9,4
1,9,9,0,0,0,0,27,6,1198.0,1,1,373770.0,392870.0,-2.396256,53.43195600000001,6,2,1,112.0,6144.0,0.0,0,2,1,0,27,6,0,0,3,8
1,9,13,0,0,0,0,29,6,1951.0,2,12,517716.0,466481.0,-0.202136,54.080801,16,2,1,231.0,0.0,0.0,0,2,1,0,53,8,0,0,1,1
1,3,13,0,0,0,0,26,6,124.0,1,6,531870.0,172440.0,-0.104245,51.435619,1,2,1,9.0,215.0,0.0,0,1,1,0,26,6,0,0,3,1
1,9,18,0,0,0,0,50,8,1560.0,2,4,471592.0,205208.0,-0.964544,51.741013,43,1,1,484.0,4445.0,0.0,0,1,1,0,50,8,0,0,9,10
1,9,18,0,0,0,0,39,7,2793.0,1,16,587700.0,241191.0,0.735174,52.037344,37,2,1,410.0,1508.0,0.0,0,1,1,0,39,7,0,0,9,8
1,9,8,0,0,0,0,32,6,1598.0,1,11,473238.0,467103.0,-0.8816709999999999,54.094626,12,2,1,185.0,91.0,64.0,1,1,1,1,32,6,0,0,9,4
3,9,4,0,0,0,0,24,5,1998.0,1,17,387240.0,220366.0,-2.1867810000000003,51.881708,53,3,3,625.0,40.0,0.0,1,3,1,1,24,5,0,0,9,5
1,9,16,0,0,10,0,22,5,1360.0,1,11,588809.0,238292.0,0.749725,52.010934000000006,37,1,1,410.0,1508.0,0.0,1,1,1,1,22,5,0,0,9,4
1,9,16,0,0,0,0,33,6,1598.0,2,3,591266.0,274305.0,0.805764,52.33348,37,2,1,414.0,1088.0,0.0,1,1,1,0,33,6,0,0,9,8
1,9,18,0,0,0,0,20,4,1390.0,1,5,337818.0,393706.0,-2.93748,53.436448,5,2,2,91.0,0.0,0.0,0,2,2,0,48,8,0,0,9,5
1,2,17,0,0,0,0,57,9,124.0,1,7,484179.0,381074.0,-0.7377729999999999,53.319911,32,1,1,356.0,156.0,0.0,1,1,1,1,57,9,0,0,2,4
2,9,18,0,0,0,0,32,6,1149.0,1,11,451881.0,534537.0,-1.196428,54.703191,17,2,1,240.0,0.0,0.0,0,1,1,0,10,2,0,0,1,2
2,9,18,0,0,6,0,22,5,1388.0,1,10,340879.0,385536.0,-2.889876,53.363373,5,2,3,91.0,0.0,5180.0,0,1,2,1,19,4,0,0,9,3
2,9,3,0,0,0,0,76,11,1753.0,2,12,457938.0,448209.0,-1.119169,53.92678000000001,12,3,2,189.0,1036.0,0.0,1,2,1,0,76,11,0,0,9,10
1,9,18,0,0,0,0,18,4,998.0,1,6,324117.0,388910.0,-3.142522,53.391551,5,2,1,95.0,0.0,0.0,1,2,1,1,42,7,0,0,9,9
8,9,18,0,0,0,0,45,7,1968.0,2,1,377837.0,351757.0,-2.332168,53.062594,21,8,6,253.0,6.0,6.0,1,4,1,1,51,8,0,0,9,7
1,9,17,0,0,0,0,22,5,1781.0,1,15,402170.0,279420.0,-1.969523,52.412776,20,3,2,300.0,0.0,0.0,0,2,1,0,34,6,0,0,9,2
2,3,18,0,0,0,0,21,5,124.0,1,17,530530.0,183000.0,-0.11961199999999997,51.530829,1,2,1,2.0,501.0,0.0,0,2,1,0,21,5,0,0,3,3
1,19,18,0,0,0,0,22,5,1996.0,2,4,542193.0,199413.0,0.055065,51.675494,42,2,1,456.0,121.0,0.0,1,2,1,0,45,7,0,0,9,5
2,9,18,0,0,0,0,34,6,1598.0,1,9,438090.0,372610.0,-1.430609,53.249146,30,2,4,322.0,0.0,0.0,0,1,1,1,18,4,0,0,9,2
1,11,18,2,0,0,0,34,6,6700.0,2,1,426821.0,434975.0,-1.59417,53.810377,13,2,2,204.0,65.0,0.0,0,1,2,1,70,10,0,0,11,10
36,9,18,0,0,0,0,22,5,1199.0,1,13,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,4,22,0,51,8,0,0,9,10
2,9,4,0,0,0,0,47,8,1997.0,2,4,415732.0,139300.0,-1.776447,51.152744,54,4,1,635.0,345.0,0.0,1,3,1,0,48,8,0,0,9,8
2,9,3,0,0,0,0,27,6,1560.0,2,2,438965.0,386614.0,-1.415781,53.37495300000001,14,2,1,215.0,6102.0,6102.0,0,2,1,0,27,6,0,0,9,1
2,9,18,0,0,0,0,65,9,1968.0,2,8,411853.0,439871.0,-1.82129,53.854935,13,2,2,200.0,0.0,0.0,0,2,2,1,65,9,0,0,9,9
2,9,18,0,0,0,0,34,6,1390.0,1,14,405440.0,280620.0,-1.92143,52.423542,20,2,2,300.0,441.0,0.0,0,2,1,1,34,6,0,0,9,5
2,9,18,0,0,0,0,35,6,1968.0,2,2,597831.0,263002.0,0.89536,52.229667,37,5,3,413.0,14.0,0.0,1,4,3,0,33,6,0,0,9,7
1,9,18,0,11,0,0,23,5,1596.0,1,9,362150.0,411540.0,-2.573403,53.599052,4,4,2,73.0,61.0,0.0,1,4,2,1,17,4,0,0,9,2
1,9,18,0,7,0,0,28,6,1399.0,2,5,457823.0,300482.0,-1.147727,52.599061,33,1,2,364.0,1765.0,69.0,0,1,1,1,32,6,0,0,9,6
1,5,18,0,0,0,0,58,9,955.0,1,15,520820.0,412131.0,-0.176059,53.591841,16,1,1,233.0,0.0,0.0,1,1,1,0,58,9,0,0,5,7
1,9,18,0,4,0,0,26,6,1229.0,1,8,405500.0,289060.0,-1.920411,52.499417,20,3,1,300.0,41.0,0.0,0,1,1,1,26,6,0,0,9,2
2,9,3,0,0,0,0,51,8,1598.0,1,1,358657.0,167343.0,-2.595732,51.403599,52,3,2,601.0,0.0,0.0,0,2,1,1,51,8,0,0,9,1
2,9,18,0,0,0,0,26,6,973.0,1,13,398420.0,301240.0,-2.024766,52.608937,20,2,1,307.0,0.0,0.0,0,2,1,1,26,6,0,0,9,1
1,9,13,0,0,0,0,37,7,1997.0,1,17,362850.0,228990.0,-2.542037,51.958145,22,3,3,285.0,4224.0,0.0,1,2,2,0,21,5,0,0,9,9
2,9,18,0,0,0,0,68,10,1968.0,2,9,389943.0,426199.0,-2.153923,53.732085,13,2,3,202.0,646.0,0.0,1,2,3,1,71,10,0,0,9,5
1,9,18,0,0,0,0,56,9,1124.0,1,15,534200.0,182650.0,-0.06686900000000001,51.526824,1,1,1,5.0,0.0,0.0,0,1,1,0,13,3,5,2,0,3
1,9,13,0,0,0,0,56,9,1595.0,1,6,443390.0,364070.0,-1.352342,53.17198000000001,30,4,3,321.0,6039.0,0.0,1,2,1,1,56,9,0,0,9,7
2,9,4,0,0,0,0,48,8,2148.0,2,11,418664.0,596287.0,-1.707879,55.260401,10,3,3,139.0,1.0,0.0,1,3,3,1,75,10,0,0,9,4
1,9,13,0,0,6,0,21,5,1229.0,7,6,423295.0,324116.0,-1.655819,52.814088,21,1,1,251.0,38.0,0.0,1,1,1,1,21,5,0,0,9,2
2,8,18,0,0,0,0,48,8,1598.0,2,5,423256.0,427241.0,-1.648888,53.741036,13,2,1,203.0,62.0,0.0,0,2,1,0,48,8,0,0,8,4
1,9,18,0,0,0,0,31,6,1299.0,1,10,412120.0,184866.0,-1.826552,51.562544,54,2,1,633.0,4534.0,0.0,0,2,1,0,50,8,0,0,1,9
1,9,18,0,0,4,0,28,6,1149.0,1,2,177166.0,52091.0,-5.132094,50.326517,50,1,1,596.0,3075.0,0.0,1,1,1,1,28,6,0,0,9,3
2,9,18,0,0,0,0,77,11,1796.0,1,8,492205.0,338345.0,-0.6295930000000001,52.934597,32,2,2,355.0,607.0,421.0,1,1,1,0,81,11,0,0,9,4
2,9,10,0,0,0,0,30,6,1590.0,1,10,518150.0,183290.0,-0.297902,51.53615900000001,1,4,1,28.0,4005.0,0.0,0,2,1,1,30,6,0,0,9,6
1,9,18,0,0,0,0,41,7,1995.0,1,10,318330.0,468010.0,-3.250455,54.101473,3,4,1,61.0,590.0,0.0,1,1,1,1,32,6,0,0,9,3
3,9,3,0,0,0,0,25,5,1679.0,1,14,486820.0,506437.0,-0.662665,54.44592700000001,12,3,3,186.0,169.0,0.0,1,2,2,0,61,9,0,0,9,8
2,9,2,0,0,0,0,50,8,1390.0,1,4,436280.0,280480.0,-1.467946,52.421114,20,2,2,302.0,0.0,0.0,0,2,1,1,50,8,0,0,9,5
2,9,18,0,0,0,0,74,10,1461.0,2,11,401606.0,282376.0,-1.977802,52.439352,20,2,3,300.0,0.0,0.0,0,2,2,0,70,10,0,0,9,1
2,9,18,0,0,0,0,33,6,1595.0,1,8,401130.0,279770.0,-1.984812,52.415925,20,2,1,300.0,0.0,0.0,0,2,1,1,33,6,0,0,9,3
2,9,18,0,0,0,0,44,7,1587.0,1,12,542400.0,185110.0,0.052251,51.546922,1,2,1,17.0,0.0,0.0,0,2,1,1,44,7,0,0,9,3
1,9,16,0,0,0,0,50,8,1560.0,2,9,443444.0,318459.0,-1.357638,52.761995,33,2,2,366.0,512.0,0.0,1,2,2,0,37,7,0,0,9,10
2,9,18,0,0,0,0,82,11,1598.0,1,8,420167.0,612636.0,-1.6830619999999998,55.407246,10,2,3,139.0,1068.0,0.0,1,2,3,0,82,11,0,0,9,2
3,9,10,0,0,0,0,54,8,1998.0,1,12,550630.0,182930.0,0.16992000000000002,51.5252,1,3,1,15.0,0.0,1306.0,0,3,1,0,54,8,0,0,9,9
1,9,9,0,0,0,0,65,9,1461.0,2,2,471276.0,379209.0,-0.93185,53.305041,31,2,2,341.0,638.0,12.0,1,1,1,1,65,9,0,0,9,6
2,9,18,0,0,0,0,28,6,1390.0,1,4,524260.0,189850.0,-0.20753600000000005,51.593803,1,2,1,30.0,504.0,0.0,0,2,1,0,28,6,0,0,9,4
1,9,4,6,0,0,0,66,10,1598.0,1,6,412931.0,94874.0,-1.818059,50.753323,55,6,5,640.0,338.0,0.0,1,4,2,1,18,4,0,0,9,5
1,9,9,0,0,0,0,31,6,1598.0,1,12,529150.0,162490.0,-0.14697000000000002,51.346826,1,1,1,21.0,237.0,0.0,0,1,1,0,14,3,5,3,0,7
2,9,10,0,0,0,0,49,8,1984.0,1,14,411700.0,425545.0,-1.824154,53.726178,13,2,2,202.0,0.0,0.0,1,2,2,1,49,8,0,0,9,6
1,9,18,0,0,0,0,21,5,1598.0,2,2,549573.0,211378.0,0.166853,51.781081,42,2,1,457.0,11.0,0.0,1,1,1,1,21,5,0,0,9,4
3,9,2,6,0,0,0,70,10,1242.0,1,6,642423.0,317730.0,1.586803,52.702914,36,3,2,402.0,149.0,0.0,1,2,2,0,62,9,0,0,9,3
1,9,9,0,0,0,0,39,7,1997.0,2,11,468818.0,455059.0,-0.951967,53.987007,12,3,3,185.0,166.0,0.0,1,2,3,0,7,2,0,0,9,7
2,9,9,0,0,0,0,26,6,1390.0,1,3,507960.0,182280.0,-0.44507,51.529119,1,2,1,26.0,4020.0,0.0,0,2,1,0,26,6,0,0,9,2
2,9,2,0,0,0,0,23,5,1229.0,1,9,411068.0,416288.0,-1.834059,53.642989,13,2,2,203.0,0.0,0.0,0,2,2,1,33,6,0,0,9,5
1,9,9,0,0,0,0,58,9,1896.0,2,9,386881.0,346253.0,-2.196988,53.01341800000001,21,2,2,257.0,500.0,0.0,0,2,2,1,76,11,0,0,9,10
3,9,18,0,0,0,0,56,9,2993.0,2,10,490281.0,367069.0,-0.650165,53.193054,32,3,5,353.0,123.0,0.0,1,3,5,0,56,9,0,0,9,7
1,9,3,0,0,0,0,39,7,2720.0,2,9,518970.0,188770.0,-0.28423200000000004,51.585237,1,2,1,28.0,4006.0,0.0,0,2,1,1,34,6,0,0,9,7
1,9,7,0,0,0,0,45,7,2231.0,2,3,530990.0,177270.0,-0.11511,51.479229,1,2,1,9.0,3.0,0.0,0,2,1,0,54,8,0,0,1,3
1,9,7,0,10,0,0,19,4,1599.0,1,11,365418.0,170634.0,-2.498863,51.433643,52,2,1,612.0,0.0,0.0,0,1,1,1,19,4,0,0,9,8
4,90,4,0,0,0,0,31,6,6692.0,2,3,485460.0,157330.0,-0.775341,51.30868,44,4,3,499.0,3.0,0.0,0,1,1,1,33,6,0,0,9,5
2,9,18,0,10,4,0,26,6,1596.0,1,13,543370.0,189540.0,0.068036,51.586483,1,2,2,14.0,0.0,0.0,0,2,2,0,26,6,0,0,9,3
1,9,9,0,0,0,0,40,7,1240.0,1,12,549420.0,258580.0,0.185191,52.205195,35,2,6,395.0,233.0,234.0,1,1,3,1,10,2,0,0,9,7
1,9,18,0,0,0,0,18,4,1988.0,1,12,385570.0,400560.0,-2.219011,53.501534,6,3,7,102.0,664.0,0.0,0,3,5,0,30,6,0,0,11,4
1,9,18,0,0,0,0,80,11,1596.0,1,5,510900.0,176640.0,-0.404476,51.47785800000001,1,2,1,25.0,4.0,312.0,0,2,1,0,30,6,0,0,3,3
1,9,9,0,0,0,0,57,9,1956.0,2,6,433822.0,445036.0,-1.48675,53.90039399999999,13,2,3,204.0,659.0,0.0,1,2,1,0,22,5,0,0,9,10
1,9,18,0,0,0,0,23,5,1910.0,2,9,469073.0,411117.0,-0.95791,53.59209,14,2,2,211.0,18.0,0.0,1,2,2,1,32,6,0,0,9,9
1,9,18,0,0,0,0,36,7,1686.0,2,9,370880.0,303770.0,-2.431675,52.63089599999999,22,2,1,284.0,0.0,442.0,1,1,1,1,58,9,0,0,9,2
2,9,5,0,0,0,0,45,7,1997.0,2,4,441710.0,334740.0,-1.381257,52.90847900000001,30,2,1,324.0,89.0,0.0,0,2,1,1,45,7,0,0,9,10
2,2,18,0,0,0,0,19,4,49.0,1,12,185575.0,60108.0,-5.018696,50.401636,50,2,1,596.0,392.0,0.0,1,2,1,1,19,4,0,0,2,3
1,19,18,0,0,0,0,31,6,1753.0,2,2,414362.0,149187.0,-1.7956419999999995,51.241682,54,3,2,635.0,345.0,0.0,1,1,1,0,31,6,0,0,19,2
1,9,9,0,0,0,0,40,7,1896.0,2,6,431311.0,470628.0,-1.522338,54.13055500000001,12,2,1,182.0,3064.0,3092.0,0,2,1,1,40,7,0,0,1,10
2,9,18,0,0,0,0,48,8,4196.0,1,10,355300.0,421650.0,-2.678359,53.689375,4,2,1,83.0,6.0,0.0,0,2,1,1,10,2,0,0,9,4
2,3,17,0,0,0,0,26,6,109.0,1,3,528680.0,173840.0,-0.149603,51.448934,1,2,1,10.0,0.0,0.0,0,2,1,0,26,6,0,0,3,4
2,9,17,0,0,0,0,21,5,1560.0,2,6,508030.0,173410.0,-0.446773,51.449381,1,3,5,25.0,30.0,30.0,1,1,4,1,8,2,0,0,9,2
1,9,5,9,0,0,0,46,8,2435.0,1,14,360776.0,370697.0,-2.589066,53.231852,7,1,1,130.0,556.0,0.0,1,1,1,1,26,6,10,1,0,10
