,scaled_input_default,scaled_input_account_check_status,scaled_input_duration_in_month,scaled_input_credit_history,scaled_input_purpose,scaled_input_credit_amount,scaled_input_savings,scaled_input_present_emp_since,scaled_input_installment_as_income_perc,scaled_input_personal_status_sex,scaled_input_other_debtors,scaled_input_present_res_since,scaled_input_property,scaled_input_age,scaled_input_other_installment_plans,scaled_input_housing,scaled_input_credits_this_bank,scaled_input_job,scaled_input_people_under_maintenance,scaled_input_telephone,scaled_input_foreign_worker,origin_input_default,origin_input_account_check_status,origin_input_duration_in_month,origin_input_credit_history,origin_input_purpose,origin_input_credit_amount,origin_input_savings,origin_input_present_emp_since,origin_input_installment_as_income_perc,origin_input_personal_status_sex,origin_input_other_debtors,origin_input_present_res_since,origin_input_property,origin_input_age,origin_input_other_installment_plans,origin_input_housing,origin_input_credits_this_bank,origin_input_job,origin_input_people_under_maintenance,origin_input_telephone,origin_input_foreign_worker,scaled_cf_account_check_status,scaled_cf_duration_in_month,scaled_cf_credit_history,scaled_cf_purpose,scaled_cf_credit_amount,scaled_cf_savings,scaled_cf_present_emp_since,scaled_cf_installment_as_income_perc,scaled_cf_personal_status_sex,scaled_cf_other_debtors,scaled_cf_present_res_since,scaled_cf_property,scaled_cf_age,scaled_cf_other_installment_plans,scaled_cf_housing,scaled_cf_credits_this_bank,scaled_cf_job,scaled_cf_people_under_maintenance,scaled_cf_telephone,scaled_cf_foreign_worker,scaled_cf_default,origin_cf_account_check_status,origin_cf_duration_in_month,origin_cf_credit_history,origin_cf_purpose,origin_cf_credit_amount,origin_cf_savings,origin_cf_present_emp_since,origin_cf_installment_as_income_perc,origin_cf_personal_status_sex,origin_cf_other_debtors,origin_cf_present_res_since,origin_cf_property,origin_cf_age,origin_cf_other_installment_plans,origin_cf_housing,origin_cf_credits_this_bank,origin_cf_job,origin_cf_people_under_maintenance,origin_cf_telephone,origin_cf_foreign_worker,origin_cf_default,running_time,Found,ground_truth,prediction
0,N,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.90378925,critical account/ other credits existing (not at this bank),repairs,0.1363486299108617,... < 100 DM,4 <= ... < 7 years,1.0,male : single,guarantor,1.0,real estate,0.28571428571428575,bank,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,65.457669,critical account/ other credits existing (not at this bank),repairs,2728.0,... < 100 DM,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,real estate,35.0,bank,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.2739298343658447,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.16176470588235292,no credits taken/ all credits paid back duly,domestic appliances,0.943413798,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,rent,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,15.0,no credits taken/ all credits paid back duly,domestic appliances,17395.602364852002,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,rent,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.13464689254760742,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),repairs,0.915248688,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.28571428571428575,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),repairs,16883.729655712003,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.12027215957641602,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.86169333,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.32403098,none,for free,1,skilled employee / official,1,none,yes,Y,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,15910.414579420001,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,37.14573488,none,for free,1,skilled employee / official,1,none,yes,Y,0.1178281307220459,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,rent,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,rent,1,skilled employee / official,1,none,yes,N,0.08639287948608398,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.864963566,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,1,skilled employee / official,2,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,15969.847848484002,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,2,none,yes,N,0.0861210823059082,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,co-applicant,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,for free,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,for free,1,skilled employee / official,1,none,yes,N,0.08689188957214355,Y,N,N
0,N,0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.16176470588235292,no credits taken/ all credits paid back duly,domestic appliances,0.06569825024760646,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.07142857142857145,none,own,3,skilled employee / official,1,none,yes,Y,0 <= ... < 200 DM,15.0,no credits taken/ all credits paid back duly,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,3,skilled employee / official,1,none,yes,Y,0.10238218307495117,Y,N,N
0,N,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.802576898,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,14836.032544252,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,own,1,skilled employee / official,1,none,yes,N,0.08671998977661133,Y,N,N
0,N,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,no credits taken/ all credits paid back duly,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.01788202,none,own,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,36.0,no credits taken/ all credits paid back duly,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",20.00139312,none,own,1,skilled employee / official,1,none,yes,Y,0.08731889724731445,Y,N,N
0,N,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,real estate,0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,Y,< 0 DM,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,real estate,30.999999999999996,none,own,1,skilled employee / official,1,none,yes,Y,0.09055829048156738,Y,N,N
0,N,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.9184652,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,rent,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,66.4556336,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,rent,1,skilled employee / official,1,none,yes,Y,0.0866849422454834,Y,N,N
0,N,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.23236491691427316,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.21428571428571425,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.999999999999996,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,domestic appliances,0.745532015,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.80813045,none,own,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,13799.298840610001,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",64.2553052,none,own,1,skilled employee / official,1,none,yes,Y,0.08608818054199219,Y,N,N
0,N,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.6,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.8000000000000003,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,N,0.08732819557189941,Y,N,N
0,N,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,co-applicant,0.3,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,Y,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,co-applicant,1.9,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,Y,0.08758687973022461,Y,N,N
0,N,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,if not A121 : building society savings agreement/ life insurance,0.30357142857142855,bank,own,1,skilled employee / official,1,none,yes,Y,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,36.0,bank,own,1,skilled employee / official,1,none,yes,Y,0.08706188201904297,Y,N,N
0,N,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,2,skilled employee / official,1,none,yes,Y,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,2,skilled employee / official,1,none,yes,Y,0.08683586120605469,Y,N,N
0,N,< 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.50656726,existing credits paid back duly till now,car (new),0.08093980411576977,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.30357142857142855,none,own,1,skilled employee / official,1,none,yes,Y,< 0 DM,38.44657368,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,Y,0.0871129035949707,Y,N,N
0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,none,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,none,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.08646011352539062,Y,Y,N
0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,unknown / no property,0.6428571428571428,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,unknown / no property,54.99999999999999,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.08681702613830566,Y,Y,N
0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,unemployed,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,unemployed,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.08672404289245605,Y,Y,N
0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,domestic appliances,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.7,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,domestic appliances,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,3.0999999999999996,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.08658194541931152,Y,Y,N
0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,23.999999999999996,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.55296917,all credits at this bank paid back duly,radio/television,0.36436667767139874,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,41.601903560000004,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.0875699520111084,Y,Y,N
0,N,< 0 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),radio/television,0.0675690546935182,... < 100 DM,.. >= 7 years,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",0.44642857142857145,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,N,< 0 DM,15.0,critical account/ other credits existing (not at this bank),radio/television,1478.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",44.0,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,< 0 DM,0.16176470588235292,critical account/ other credits existing (not at this bank),radio/television,0.928318067,... < 100 DM,.. >= 7 years,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",0.44642857142857145,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,< 0 DM,15.0,critical account/ other credits existing (not at this bank),radio/television,17121.252549658002,... < 100 DM,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",44.0,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,0.08818531036376953,Y,N,N
