,scaled_input_V1,scaled_input_V6,scaled_input_V10,scaled_input_V12,scaled_input_V13,scaled_input_V14,scaled_input_V15,scaled_input_target,origin_input_V1,origin_input_V6,origin_input_V10,origin_input_V12,origin_input_V13,origin_input_V14,origin_input_V15,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_V1,scaled_cf_V6,scaled_cf_V10,scaled_cf_V12,scaled_cf_V13,scaled_cf_V14,scaled_cf_V15,scaled_cf_target,origin_cf_V1,origin_cf_V6,origin_cf_V10,origin_cf_V12,origin_cf_V13,origin_cf_V14,origin_cf_V15,origin_cf_target
0,0.5733333333333334,0.04077989027620129,0.16666666666666669,0.11655492521918515,0.07142857142857142,0.0,0.0,Y,61.0,77.00000000000011,6.0,455.0,4.0,-1.0,0.0,Y,21.60619878768921,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,-3371.9998,1.0,3.0,1.0,-1.0,0.0,N
0,0.5733333333333334,0.04077989027620129,0.16666666666666669,0.11655492521918515,0.07142857142857142,0.0,0.0,Y,61.0,77.00000000000011,6.0,455.0,4.0,-1.0,0.0,Y,21.583524227142334,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,-3371.9998,1.0,3.0,1.0,-1.0,0.0,N
0,0.5733333333333334,0.04077989027620129,0.16666666666666669,0.11655492521918515,0.07142857142857142,0.0,0.0,Y,61.0,77.00000000000011,6.0,455.0,4.0,-1.0,0.0,Y,21.656962156295776,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,-3371.9998,1.0,3.0,1.0,-1.0,0.0,N
0,0.5733333333333334,0.04077989027620129,0.16666666666666669,0.11655492521918515,0.07142857142857142,0.0,0.0,Y,61.0,77.00000000000011,6.0,455.0,4.0,-1.0,0.0,Y,21.62009334564209,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,-3371.9998,1.0,3.0,1.0,-1.0,0.0,N
0,0.5733333333333334,0.04077989027620129,0.16666666666666669,0.11655492521918515,0.07142857142857142,0.0,0.0,Y,61.0,77.00000000000011,6.0,455.0,4.0,-1.0,0.0,Y,21.611464977264404,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,-3371.9998,1.0,3.0,1.0,-1.0,0.0,N
0,0.30666666666666675,0.06570421869088158,0.2,0.03971119133574007,0.07142857142857142,0.3677342823250297,0.06896551724137931,N,41.0,2185.0000000000005,7.0,157.0,4.0,309.0,4.0,N,21.754691123962402,N,N,N,,,,,,,,,,,,,,,,
0,0.30666666666666675,0.06570421869088158,0.2,0.03971119133574007,0.07142857142857142,0.3677342823250297,0.06896551724137931,N,41.0,2185.0000000000005,7.0,157.0,4.0,309.0,4.0,N,21.80618405342102,N,N,N,,,,,,,,,,,,,,,,
0,0.30666666666666675,0.06570421869088158,0.2,0.03971119133574007,0.07142857142857142,0.3677342823250297,0.06896551724137931,N,41.0,2185.0000000000005,7.0,157.0,4.0,309.0,4.0,N,21.726964950561523,N,N,N,,,,,,,,,,,,,,,,
0,0.30666666666666675,0.06570421869088158,0.2,0.03971119133574007,0.07142857142857142,0.3677342823250297,0.06896551724137931,N,41.0,2185.0000000000005,7.0,157.0,4.0,309.0,4.0,N,21.641165733337402,N,N,N,,,,,,,,,,,,,,,,
0,0.30666666666666675,0.06570421869088158,0.2,0.03971119133574007,0.07142857142857142,0.3677342823250297,0.06896551724137931,N,41.0,2185.0000000000005,7.0,157.0,4.0,309.0,4.0,N,21.88137698173523,N,N,N,,,,,,,,,,,,,,,,
